

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
732,Sell Short,10/05/2022 00:30,Sell2,$4839.25,$0.00,3,$367.50,0.51%,$367.50,32.89%,,$0.00,$0.00
,Buy to Cover,10/05/2022 09:55,Target2lottoS,$4814.75,,$367.50,$38200.00,,($750.00),100.00%,32.89%,$0.00,$0.00
733,Sell Short,10/05/2022 00:55,Sell3,$4844.00,$0.00,4,$840.00,0.87%,$1135.00,55.64%,,$0.00,$0.00
,Buy to Cover,10/05/2022 10:35,chiudoShort,$4802.00,,$840.00,$39040.00,,($905.00),85.54%,41.18%,$0.00,$0.00
734,Sell Short,12/05/2022 10:10,Sell2,$4782.50,$0.00,3,$378.75,0.53%,$450.00,90.91%,,$0.00,$0.00
,Buy to Cover,12/05/2022 10:35,chiudoShort,$4757.25,,$378.75,$39418.75,,($45.00),85.61%,76.52%,$0.00,$0.00
735,Sell Short,23/05/2022 01:00,Sell2,$4771.00,$0.00,3,$363.75,0.51%,$363.75,75.78%,,$0.00,$0.00
,Buy to Cover,23/05/2022 03:20,Target2lottoS,$4746.75,,$363.75,$39782.50,,($116.25),100.00%,75.78%,$0.00,$0.00
736,Sell Short,23/05/2022 01:20,Sell3,$4775.75,$0.00,4,$855.00,0.90%,$855.00,93.44%,,$0.00,$0.00
,Buy to Cover,23/05/2022 09:05,Cover,$4733.00,,$855.00,$40637.50,,($60.00),100.00%,93.44%,$0.00,$0.00
737,Sell Short,23/05/2022 06:00,Sell2,$4771.00,$0.00,3,$363.75,0.51%,$363.75,94.17%,,$0.00,$0.00
,Buy to Cover,23/05/2022 08:40,Target2lottoS,$4746.75,,$363.75,$41001.25,,($22.50),100.00%,94.17%,$0.00,$0.00
738,Sell Short,23/05/2022 09:35,Sell2,$4771.00,$0.00,3,($221.25),-0.31%,$262.50,50.72%,,$0.00,$0.00
,Buy to Cover,23/05/2022 10:35,chiudoShort,$4785.75,,($221.25),$40780.00,,($255.00),6.52%,-42.75%,$0.00,$0.00
739,Sell Short,23/05/2022 09:50,Sell3,$4775.75,$0.00,4,($200.00),-0.21%,$445.00,64.49%,,$0.00,$0.00
,Buy to Cover,23/05/2022 10:35,chiudoShort,$4785.75,,($200.00),$40580.00,,($245.00),6.52%,-28.99%,$0.00,$0.00
740,Sell Short,25/05/2022 09:35,Sell2,$4797.50,$0.00,3,$176.25,0.24%,$270.00,82.76%,,$0.00,$0.00
,Buy to Cover,25/05/2022 10:35,chiudoShort,$4785.75,,$176.25,$40756.25,,($56.25),71.26%,54.02%,$0.00,$0.00
741,Sell Short,27/05/2022 03:30,Sell2,$4888.25,$0.00,3,($851.25),-1.16%,$123.75,11.83%,,$0.00,$0.00
,Buy to Cover,27/05/2022 10:35,chiudoShort,$4945.00,,($851.25),$39905.00,,($922.50),6.81%,-81.36%,$0.00,$0.00
742,Sell Short,27/05/2022 03:35,Sell3,$4893.25,$0.00,4,($1035.00),-1.06%,$265.00,19.00%,,$0.00,$0.00
,Buy to Cover,27/05/2022 10:35,chiudoShort,$4945.00,,($1035.00),$38870.00,,($1130.00),6.81%,-74.19%,$0.00,$0.00
743,Sell Short,30/05/2022 00:40,Sell2,$5007.25,$0.00,3,$41.25,0.05%,$262.50,48.28%,,$0.00,$0.00
,Buy to Cover,30/05/2022 10:35,chiudoShort,$5004.50,,$41.25,$38911.25,,($281.25),59.31%,7.59%,$0.00,$0.00
744,Sell Short,30/05/2022 00:50,Sell3,$5012.50,$0.00,4,$160.00,0.16%,$455.00,62.76%,,$0.00,$0.00
,Buy to Cover,30/05/2022 10:35,chiudoShort,$5004.50,,$160.00,$39071.25,,($270.00),59.31%,22.07%,$0.00,$0.00
745,Sell Short,01/06/2022 08:35,Sell2,$4985.25,$0.00,3,$423.75,0.57%,$423.75,88.98%,,$0.00,$0.00
,Buy to Cover,01/06/2022 09:10,Cover,$4957.00,,$423.75,$39495.00,,($52.50),100.00%,88.98%,$0.00,$0.00
746,Sell Short,02/06/2022 02:30,Sell2,$4936.50,$0.00,3,$371.25,0.50%,$371.25,68.28%,,$0.00,$0.00
,Buy to Cover,02/06/2022 08:35,Target2lottoS,$4911.75,,$371.25,$39866.25,,($172.50),100.00%,68.28%,$0.00,$0.00
747,Sell Short,02/06/2022 03:20,Sell3,$4941.50,$0.00,4,$685.00,0.69%,$730.00,84.88%,,$0.00,$0.00
,Buy to Cover,02/06/2022 08:40,Cover,$4907.25,,$685.00,$40551.25,,($130.00),94.77%,79.65%,$0.00,$0.00
748,Sell Short,02/06/2022 10:15,Sell2,$4936.50,$0.00,3,($90.00),-0.12%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,02/06/2022 10:35,chiudoShort,$4942.50,,($90.00),$40461.25,,($138.75),35.14%,-64.86%,$0.00,$0.00
749,Sell Short,02/06/2022 10:15,Sell3,$4941.50,$0.00,4,($20.00),-0.02%,$85.00,50.00%,,$0.00,$0.00
,Buy to Cover,02/06/2022 10:35,chiudoShort,$4942.50,,($20.00),$40441.25,,($85.00),38.24%,-11.76%,$0.00,$0.00
750,Sell Short,14/06/2022 00:55,Sell2,$4622.75,$0.00,3,$348.75,0.50%,$348.75,78.15%,,$0.00,$0.00
,Buy to Cover,14/06/2022 03:55,Target2lottoS,$4599.50,,$348.75,$40790.00,,($97.50),100.00%,78.15%,$0.00,$0.00
751,Sell Short,14/06/2022 01:05,Sell3,$4627.25,$0.00,4,$1000.00,1.08%,$1000.00,96.15%,,$0.00,$0.00
,Buy to Cover,14/06/2022 08:45,Cover,$4577.25,,$1000.00,$41790.00,,($40.00),100.00%,96.15%,$0.00,$0.00
752,Sell Short,17/06/2022 03:35,Sell2,$4533.25,$0.00,3,$637.50,0.94%,$637.50,96.05%,,$0.00,$0.00
,Buy to Cover,17/06/2022 09:25,Cover,$4490.75,,$637.50,$42427.50,,($26.25),100.00%,96.05%,$0.00,$0.00
753,Sell Short,22/06/2022 09:20,Sell2,$4595.25,$0.00,3,($176.25),-0.26%,$22.50,5.88%,,$0.00,$0.00
,Buy to Cover,22/06/2022 10:35,chiudoShort,$4607.00,,($176.25),$42251.25,,($360.00),48.04%,-46.08%,$0.00,$0.00
754,Sell Short,22/06/2022 09:25,Sell3,$4599.75,$0.00,4,($145.00),-0.16%,$120.00,23.53%,,$0.00,$0.00
,Buy to Cover,22/06/2022 10:35,chiudoShort,$4607.00,,($145.00),$42106.25,,($390.00),48.04%,-28.43%,$0.00,$0.00
755,Sell Short,23/06/2022 05:15,Sell2,$4599.50,$0.00,3,($135.00),-0.20%,$191.25,36.69%,,$0.00,$0.00
,Buy to Cover,23/06/2022 10:35,chiudoShort,$4608.50,,($135.00),$41971.25,,($330.00),37.41%,-25.90%,$0.00,$0.00
756,Sell Short,23/06/2022 05:30,Sell3,$4604.00,$0.00,4,($90.00),-0.10%,$345.00,49.64%,,$0.00,$0.00
,Buy to Cover,23/06/2022 10:35,chiudoShort,$4608.50,,($90.00),$41881.25,,($350.00),37.41%,-12.95%,$0.00,$0.00
757,Sell Short,27/06/2022 02:35,Sell2,$4763.75,$0.00,3,$363.75,0.51%,$363.75,80.17%,,$0.00,$0.00
,Buy to Cover,27/06/2022 08:35,Target2lottoS,$4739.50,,$363.75,$42245.00,,($90.00),100.00%,80.17%,$0.00,$0.00
758,Sell Short,27/06/2022 03:05,Sell3,$4768.50,$0.00,4,$1015.00,1.06%,$1015.00,97.60%,,$0.00,$0.00
,Buy to Cover,27/06/2022 08:50,Cover,$4717.75,,$1015.00,$43260.00,,($25.00),100.00%,97.60%,$0.00,$0.00
759,Sell Short,01/07/2022 08:45,Sell2,$4620.00,$0.00,3,$348.75,0.50%,$348.75,55.69%,,$0.00,$0.00
,Buy to Cover,01/07/2022 09:15,Target2lottoS,$4596.75,,$348.75,$43608.75,,($277.50),100.00%,55.69%,$0.00,$0.00
760,Sell Short,01/07/2022 08:50,Sell3,$4624.50,$0.00,4,$485.00,0.52%,$990.00,77.95%,,$0.00,$0.00
,Buy to Cover,01/07/2022 10:35,chiudoShort,$4600.25,,$485.00,$44093.75,,($280.00),60.24%,38.19%,$0.00,$0.00
761,Sell Short,08/07/2022 09:35,Sell2,$4731.25,$0.00,3,($138.75),-0.20%,$105.00,35.90%,,$0.00,$0.00
,Buy to Cover,08/07/2022 10:35,chiudoShort,$4740.50,,($138.75),$43955.00,,($187.50),16.67%,-47.44%,$0.00,$0.00
762,Sell Short,08/07/2022 10:10,Sell3,$4736.00,$0.00,4,($90.00),-0.10%,$90.00,36.73%,,$0.00,$0.00
,Buy to Cover,08/07/2022 10:35,chiudoShort,$4740.50,,($90.00),$43865.00,,($155.00),26.53%,-36.73%,$0.00,$0.00
763,Sell Short,13/07/2022 01:50,Sell2,$4659.75,$0.00,3,$285.00,0.41%,$285.00,95.00%,,$0.00,$0.00
,Buy to Cover,13/07/2022 03:10,Cover,$4640.75,,$285.00,$44150.00,,($15.00),100.00%,95.00%,$0.00,$0.00
764,Sell Short,13/07/2022 07:05,Sell2,$4659.75,$0.00,3,$352.50,0.50%,$352.50,42.92%,,$0.00,$0.00
,Buy to Cover,13/07/2022 07:35,Target2lottoS,$4636.25,,$352.50,$44502.50,,($468.75),100.00%,42.92%,$0.00,$0.00
765,Sell Short,13/07/2022 07:05,Sell3,$4664.50,$0.00,4,$800.00,0.86%,$1815.00,77.40%,,$0.00,$0.00
,Buy to Cover,13/07/2022 10:35,chiudoShort,$4624.50,,$800.00,$45302.50,,($530.00),56.72%,34.12%,$0.00,$0.00
766,Sell Short,18/07/2022 01:05,Sell2,$4710.50,$0.00,3,($26.25),-0.04%,$97.50,23.85%,,$0.00,$0.00
,Buy to Cover,18/07/2022 10:35,chiudoShort,$4712.25,,($26.25),$45276.25,,($311.25),69.72%,-6.42%,$0.00,$0.00
767,Sell Short,18/07/2022 02:20,Sell3,$4715.25,$0.00,4,$60.00,0.06%,$140.00,30.43%,,$0.00,$0.00
,Buy to Cover,18/07/2022 10:35,chiudoShort,$4712.25,,$60.00,$45336.25,,($320.00),82.61%,13.04%,$0.00,$0.00
768,Sell Short,19/07/2022 02:10,Sell2,$4673.75,$0.00,3,($840.00),-1.20%,$266.25,23.28%,,$0.00,$0.00
,Buy to Cover,19/07/2022 10:35,chiudoShort,$4729.75,,($840.00),$44496.25,,($877.50),3.28%,-73.44%,$0.00,$0.00
769,Sell Short,19/07/2022 04:25,Sell3,$4678.50,$0.00,4,($1025.00),-1.10%,$25.00,2.27%,,$0.00,$0.00
,Buy to Cover,19/07/2022 10:35,chiudoShort,$4729.75,,($1025.00),$43471.25,,($1075.00),4.55%,-93.18%,$0.00,$0.00
770,Sell Short,20/07/2022 09:55,Sell2,$4791.00,$0.00,3,$45.00,0.06%,$123.75,60.00%,,$0.00,$0.00
,Buy to Cover,20/07/2022 10:35,chiudoShort,$4788.00,,$45.00,$43516.25,,($82.50),61.82%,21.82%,$0.00,$0.00
771,Sell Short,20/07/2022 10:00,Sell3,$4795.75,$0.00,4,$155.00,0.16%,$260.00,94.55%,,$0.00,$0.00
,Buy to Cover,20/07/2022 10:35,chiudoShort,$4788.00,,$155.00,$43671.25,,($15.00),61.82%,56.36%,$0.00,$0.00
772,Sell Short,22/07/2022 05:50,Sell2,$4818.00,$0.00,3,$221.25,0.31%,$225.00,42.86%,,$0.00,$0.00
,Buy to Cover,22/07/2022 10:35,chiudoShort,$4803.25,,$221.25,$43892.50,,($300.00),99.29%,42.14%,$0.00,$0.00
773,Sell Short,22/07/2022 08:15,Sell3,$4822.75,$0.00,4,$390.00,0.40%,$395.00,56.43%,,$0.00,$0.00
,Buy to Cover,22/07/2022 10:35,chiudoShort,$4803.25,,$390.00,$44282.50,,($305.00),99.29%,55.71%,$0.00,$0.00
774,Sell Short,25/07/2022 03:40,Sell2,$4795.50,$0.00,3,$48.75,0.07%,$337.50,60.00%,,$0.00,$0.00
,Buy to Cover,25/07/2022 10:35,chiudoShort,$4792.25,,$48.75,$44331.25,,($225.00),48.67%,8.67%,$0.00,$0.00
775,Sell Short,25/07/2022 04:25,Sell3,$4800.25,$0.00,4,$160.00,0.17%,$545.00,72.67%,,$0.00,$0.00
,Buy to Cover,25/07/2022 10:35,chiudoShort,$4792.25,,$160.00,$44491.25,,($205.00),48.67%,21.33%,$0.00,$0.00
776,Sell Short,27/07/2022 03:10,Sell2,$4787.25,$0.00,3,($146.25),-0.20%,$191.25,43.59%,,$0.00,$0.00
,Buy to Cover,27/07/2022 10:35,chiudoShort,$4797.00,,($146.25),$44345.00,,($247.50),23.08%,-33.33%,$0.00,$0.00
777,Sell Short,27/07/2022 08:50,Sell3,$4792.00,$0.00,4,($100.00),-0.10%,$135.00,36.49%,,$0.00,$0.00
,Buy to Cover,27/07/2022 10:35,chiudoShort,$4797.00,,($100.00),$44245.00,,($235.00),36.49%,-27.03%,$0.00,$0.00
778,Sell Short,28/07/2022 07:50,Sell2,$4849.00,$0.00,3,$213.75,0.29%,$213.75,50.89%,,$0.00,$0.00
,Buy to Cover,28/07/2022 08:50,Cover,$4834.75,,$213.75,$44458.75,,($206.25),100.00%,50.89%,$0.00,$0.00
779,Sell Short,28/07/2022 08:30,Sell3,$4853.75,$0.00,4,$380.00,0.39%,$380.00,67.86%,,$0.00,$0.00
,Buy to Cover,28/07/2022 08:50,Cover,$4834.75,,$380.00,$44838.75,,($180.00),100.00%,67.86%,$0.00,$0.00
780,Sell Short,28/07/2022 10:00,Sell2,$4849.00,$0.00,3,($363.75),-0.50%,$3.75,1.01%,,$0.00,$0.00
,Buy to Cover,28/07/2022 10:35,chiudoShort,$4873.25,,($363.75),$44475.00,,($367.50),1.01%,-97.98%,$0.00,$0.00
781,Sell Short,28/07/2022 10:05,Sell3,$4853.75,$0.00,4,($390.00),-0.40%,$20.00,4.82%,,$0.00,$0.00
,Buy to Cover,28/07/2022 10:35,chiudoShort,$4873.25,,($390.00),$44085.00,,($395.00),1.20%,-93.98%,$0.00,$0.00
782,Sell Short,29/07/2022 09:05,Sell2,$4931.50,$0.00,3,$202.50,0.27%,$240.00,54.24%,,$0.00,$0.00
,Buy to Cover,29/07/2022 10:35,chiudoShort,$4918.00,,$202.50,$44287.50,,($202.50),91.53%,45.76%,$0.00,$0.00
783,Sell Short,29/07/2022 09:10,Sell3,$4936.50,$0.00,4,$370.00,0.37%,$420.00,71.19%,,$0.00,$0.00
,Buy to Cover,29/07/2022 10:35,chiudoShort,$4918.00,,$370.00,$44657.50,,($170.00),91.53%,62.71%,$0.00,$0.00
784,Sell Short,03/08/2022 04:20,Sell2,$4931.25,$0.00,3,($420.00),-0.57%,$52.50,10.14%,,$0.00,$0.00
,Buy to Cover,03/08/2022 10:35,chiudoShort,$4959.25,,($420.00),$44237.50,,($465.00),8.70%,-81.16%,$0.00,$0.00
785,Sell Short,03/08/2022 06:20,Sell3,$4936.25,$0.00,4,($460.00),-0.47%,$125.00,19.38%,,$0.00,$0.00
,Buy to Cover,03/08/2022 10:35,chiudoShort,$4959.25,,($460.00),$43777.50,,($520.00),9.30%,-71.32%,$0.00,$0.00
786,Sell Short,04/08/2022 05:05,Sell2,$4986.00,$0.00,3,$240.00,0.32%,$240.00,64.00%,,$0.00,$0.00
,Buy to Cover,04/08/2022 08:40,Cover,$4970.00,,$240.00,$44017.50,,($135.00),100.00%,64.00%,$0.00,$0.00
787,Sell Short,04/08/2022 05:20,Sell3,$4991.00,$0.00,4,$420.00,0.42%,$420.00,84.00%,,$0.00,$0.00
,Buy to Cover,04/08/2022 08:40,Cover,$4970.00,,$420.00,$44437.50,,($80.00),100.00%,84.00%,$0.00,$0.00
788,Sell Short,08/08/2022 02:00,Sell2,$4977.50,$0.00,3,($187.50),-0.25%,$37.50,7.19%,,$0.00,$0.00
,Buy to Cover,08/08/2022 10:35,chiudoShort,$4990.00,,($187.50),$44250.00,,($483.75),56.83%,-35.97%,$0.00,$0.00
789,Sell Short,08/08/2022 02:05,Sell3,$4982.50,$0.00,4,($150.00),-0.15%,$150.00,21.58%,,$0.00,$0.00
,Buy to Cover,08/08/2022 10:35,chiudoShort,$4990.00,,($150.00),$44100.00,,($545.00),56.83%,-21.58%,$0.00,$0.00
790,Sell Short,11/08/2022 01:55,Sell2,$5051.50,$0.00,3,($45.00),-0.06%,$247.50,34.92%,,$0.00,$0.00
,Buy to Cover,11/08/2022 10:35,chiudoShort,$5054.50,,($45.00),$44055.00,,($461.25),58.73%,-6.35%,$0.00,$0.00
791,Sell Short,11/08/2022 07:20,Sell3,$5056.50,$0.00,4,$40.00,0.04%,$215.00,29.45%,,$0.00,$0.00
,Buy to Cover,11/08/2022 10:35,chiudoShort,$5054.50,,$40.00,$44095.00,,($515.00),76.03%,5.48%,$0.00,$0.00
792,Sell Short,15/08/2022 09:00,Sell2,$5105.25,$0.00,3,$228.75,0.30%,$228.75,96.83%,,$0.00,$0.00
,Buy to Cover,15/08/2022 09:25,Cover,$5090.00,,$228.75,$44323.75,,($7.50),100.00%,96.83%,$0.00,$0.00
793,Sell Short,18/08/2022 05:05,Sell2,$5106.50,$0.00,3,$292.50,0.38%,$292.50,70.91%,,$0.00,$0.00
,Buy to Cover,18/08/2022 09:05,Cover,$5087.00,,$292.50,$44616.25,,($120.00),100.00%,70.91%,$0.00,$0.00
794,Sell Short,18/08/2022 07:10,Sell3,$5111.50,$0.00,4,$490.00,0.48%,$490.00,89.09%,,$0.00,$0.00
,Buy to Cover,18/08/2022 09:05,Cover,$5087.00,,$490.00,$45106.25,,($60.00),100.00%,89.09%,$0.00,$0.00
795,Sell Short,18/08/2022 10:30,Sell2,$5106.50,$0.00,3,$3.75,0.00%,$52.50,77.78%,,$0.00,$0.00
,Buy to Cover,18/08/2022 10:35,chiudoShort,$5106.25,,$3.75,$45110.00,,($15.00),27.78%,5.56%,$0.00,$0.00
796,Sell Short,23/08/2022 09:15,Sell2,$4980.00,$0.00,3,$341.25,0.46%,$461.25,89.13%,,$0.00,$0.00
,Buy to Cover,23/08/2022 10:35,chiudoShort,$4957.25,,$341.25,$45451.25,,($56.25),76.81%,65.94%,$0.00,$0.00
797,Sell Short,25/08/2022 01:20,Sell2,$4987.25,$0.00,3,$33.75,0.05%,$270.00,45.28%,,$0.00,$0.00
,Buy to Cover,25/08/2022 10:35,chiudoShort,$4985.00,,$33.75,$45485.00,,($326.25),60.38%,5.66%,$0.00,$0.00
798,Sell Short,25/08/2022 01:20,Sell3,$4992.25,$0.00,4,$145.00,0.15%,$460.00,57.86%,,$0.00,$0.00
,Buy to Cover,25/08/2022 10:35,chiudoShort,$4985.00,,$145.00,$45630.00,,($335.00),60.38%,18.24%,$0.00,$0.00
799,Sell Short,26/08/2022 08:05,Sell2,$5027.00,$0.00,3,$382.50,0.51%,$382.50,68.46%,,$0.00,$0.00
,Buy to Cover,26/08/2022 09:05,Target2lottoS,$5001.50,,$382.50,$46012.50,,($176.25),100.00%,68.46%,$0.00,$0.00
800,Sell Short,26/08/2022 08:10,Sell3,$5032.00,$0.00,4,$1845.00,1.83%,$2075.00,93.89%,,$0.00,$0.00
,Buy to Cover,26/08/2022 10:35,chiudoShort,$4939.75,,$1845.00,$47857.50,,($135.00),89.59%,83.48%,$0.00,$0.00
801,Sell Short,26/08/2022 09:15,Sell2,$5027.00,$0.00,3,$382.50,0.51%,$382.50,96.23%,,$0.00,$0.00
,Buy to Cover,26/08/2022 09:25,Target2lottoS,$5001.50,,$382.50,$48240.00,,($15.00),100.00%,96.23%,$0.00,$0.00
802,Sell Short,29/08/2022 02:05,Sell2,$4858.50,$0.00,3,$142.50,0.20%,$322.50,59.31%,,$0.00,$0.00
,Buy to Cover,29/08/2022 10:35,chiudoShort,$4849.00,,$142.50,$48382.50,,($221.25),66.90%,26.21%,$0.00,$0.00
803,Sell Short,29/08/2022 08:45,Sell3,$4863.25,$0.00,4,$285.00,0.29%,$490.00,71.01%,,$0.00,$0.00
,Buy to Cover,29/08/2022 10:35,chiudoShort,$4849.00,,$285.00,$48667.50,,($200.00),70.29%,41.30%,$0.00,$0.00
804,Sell Short,02/09/2022 07:50,Sell3,$4805.75,$0.00,4,($565.00),-0.59%,$215.00,23.37%,,$0.00,$0.00
,Buy to Cover,02/09/2022 10:35,chiudoShort,$4834.00,,($565.00),$48102.50,,($705.00),15.22%,-61.41%,$0.00,$0.00
805,Sell Short,02/09/2022 09:10,Sell2,$4801.00,$0.00,3,($495.00),-0.69%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,02/09/2022 10:35,chiudoShort,$4834.00,,($495.00),$47607.50,,($600.00),17.50%,-82.50%,$0.00,$0.00
806,Sell Short,07/09/2022 03:05,Sell2,$4738.00,$0.00,3,($378.75),-0.53%,$300.00,38.83%,,$0.00,$0.00
,Buy to Cover,07/09/2022 10:35,chiudoShort,$4763.25,,($378.75),$47228.75,,($472.50),12.14%,-49.03%,$0.00,$0.00
807,Sell Short,07/09/2022 03:10,Sell3,$4742.75,$0.00,4,($410.00),-0.43%,$495.00,48.06%,,$0.00,$0.00
,Buy to Cover,07/09/2022 10:35,chiudoShort,$4763.25,,($410.00),$46818.75,,($535.00),12.14%,-39.81%,$0.00,$0.00
808,Sell Short,08/09/2022 01:15,Sell2,$4813.00,$0.00,3,$232.50,0.32%,$232.50,78.48%,,$0.00,$0.00
,Buy to Cover,08/09/2022 02:30,Cover,$4797.50,,$232.50,$47051.25,,($63.75),100.00%,78.48%,$0.00,$0.00
809,Sell Short,08/09/2022 09:40,Sell2,$4813.00,$0.00,3,($206.25),-0.29%,$15.00,4.82%,,$0.00,$0.00
,Buy to Cover,08/09/2022 10:35,chiudoShort,$4826.75,,($206.25),$46845.00,,($296.25),28.92%,-66.27%,$0.00,$0.00
810,Sell Short,08/09/2022 09:45,Sell3,$4817.75,$0.00,4,($180.00),-0.19%,$110.00,26.83%,,$0.00,$0.00
,Buy to Cover,08/09/2022 10:35,chiudoShort,$4826.75,,($180.00),$46665.00,,($300.00),29.27%,-43.90%,$0.00,$0.00
811,Sell Short,12/09/2022 03:45,Sell2,$4914.50,$0.00,3,($333.75),-0.45%,$217.50,33.92%,,$0.00,$0.00
,Buy to Cover,12/09/2022 10:35,chiudoShort,$4936.75,,($333.75),$46331.25,,($423.75),14.04%,-52.05%,$0.00,$0.00
812,Sell Short,12/09/2022 04:25,Sell3,$4919.50,$0.00,4,($345.00),-0.35%,$390.00,45.61%,,$0.00,$0.00
,Buy to Cover,12/09/2022 10:35,chiudoShort,$4936.75,,($345.00),$45986.25,,($465.00),14.04%,-40.35%,$0.00,$0.00
813,Sell Short,14/09/2022 02:10,Sell2,$4773.75,$0.00,3,$345.00,0.48%,$345.00,68.15%,,$0.00,$0.00
,Buy to Cover,14/09/2022 07:00,Cover,$4750.75,,$345.00,$46331.25,,($161.25),100.00%,68.15%,$0.00,$0.00
814,Sell Short,14/09/2022 03:35,Sell3,$4778.50,$0.00,4,$555.00,0.58%,$555.00,82.22%,,$0.00,$0.00
,Buy to Cover,14/09/2022 07:00,Cover,$4750.75,,$555.00,$46886.25,,($120.00),100.00%,82.22%,$0.00,$0.00
815,Sell Short,14/09/2022 08:45,Sell2,$4773.75,$0.00,3,$345.00,0.48%,$345.00,76.67%,,$0.00,$0.00
,Buy to Cover,14/09/2022 09:30,Cover,$4750.75,,$345.00,$47231.25,,($105.00),100.00%,76.67%,$0.00,$0.00
816,Sell Short,14/09/2022 08:50,Sell3,$4778.50,$0.00,4,$555.00,0.58%,$555.00,92.50%,,$0.00,$0.00
,Buy to Cover,14/09/2022 09:30,Cover,$4750.75,,$555.00,$47786.25,,($45.00),100.00%,92.50%,$0.00,$0.00
817,Sell Short,14/09/2022 09:55,Sell2,$4773.75,$0.00,3,$67.50,0.09%,$75.00,28.57%,,$0.00,$0.00
,Buy to Cover,14/09/2022 10:35,chiudoShort,$4769.25,,$67.50,$47853.75,,($187.50),97.14%,25.71%,$0.00,$0.00
818,Sell Short,14/09/2022 09:55,Sell3,$4778.50,$0.00,4,$185.00,0.19%,$195.00,55.71%,,$0.00,$0.00
,Buy to Cover,14/09/2022 10:35,chiudoShort,$4769.25,,$185.00,$48038.75,,($155.00),97.14%,52.86%,$0.00,$0.00
819,Sell Short,21/09/2022 06:50,Sell2,$4690.50,$0.00,3,($78.75),-0.11%,$18.75,6.02%,,$0.00,$0.00
,Buy to Cover,21/09/2022 10:35,chiudoShort,$4695.75,,($78.75),$47960.00,,($292.50),68.67%,-25.30%,$0.00,$0.00
820,Sell Short,21/09/2022 07:30,Sell3,$4695.25,$0.00,4,($10.00),-0.01%,$85.00,22.37%,,$0.00,$0.00
,Buy to Cover,21/09/2022 10:35,chiudoShort,$4695.75,,($10.00),$47950.00,,($295.00),75.00%,-2.63%,$0.00,$0.00
821,Sell Short,22/09/2022 02:50,Sell2,$4610.25,$0.00,3,$348.75,0.50%,$348.75,45.59%,,$0.00,$0.00
,Buy to Cover,22/09/2022 08:45,Target2lottoS,$4587.00,,$348.75,$48298.75,,($416.25),100.00%,45.59%,$0.00,$0.00
822,Sell Short,22/09/2022 02:50,Sell3,$4614.75,$0.00,4,$855.00,0.93%,$855.00,64.77%,,$0.00,$0.00
,Buy to Cover,22/09/2022 10:20,Cover,$4572.00,,$855.00,$49153.75,,($465.00),100.00%,64.77%,$0.00,$0.00
823,Sell Short,26/09/2022 09:15,Sell2,$4524.25,$0.00,3,$345.00,0.51%,$345.00,67.15%,,$0.00,$0.00
,Buy to Cover,26/09/2022 10:15,Target2lottoS,$4501.25,,$345.00,$49498.75,,($168.75),100.00%,67.15%,$0.00,$0.00
824,Sell Short,26/09/2022 09:20,Sell3,$4528.75,$0.00,4,$735.00,0.81%,$735.00,84.48%,,$0.00,$0.00
,Buy to Cover,26/09/2022 10:35,chiudoShort,$4492.00,,$735.00,$50233.75,,($135.00),100.00%,84.48%,$0.00,$0.00
825,Sell Short,28/09/2022 07:50,Sell2,$4484.25,$0.00,3,($315.00),-0.47%,$401.25,46.52%,,$0.00,$0.00
,Buy to Cover,28/09/2022 10:35,chiudoShort,$4505.25,,($315.00),$49918.75,,($461.25),16.96%,-36.52%,$0.00,$0.00
826,Sell Short,28/09/2022 09:05,Sell3,$4488.75,$0.00,4,($330.00),-0.37%,$515.00,49.52%,,$0.00,$0.00
,Buy to Cover,28/09/2022 10:35,chiudoShort,$4505.25,,($330.00),$49588.75,,($525.00),18.75%,-31.73%,$0.00,$0.00
827,Sell Short,04/10/2022 02:10,Sell2,$4539.25,$0.00,3,($978.75),-1.44%,$37.50,3.62%,,$0.00,$0.00
,Buy to Cover,04/10/2022 10:35,chiudoShort,$4604.50,,($978.75),$48610.00,,($997.50),1.81%,-94.57%,$0.00,$0.00
828,Sell Short,04/10/2022 02:20,Sell3,$4543.75,$0.00,4,($1215.00),-1.34%,$80.00,6.06%,,$0.00,$0.00
,Buy to Cover,04/10/2022 10:35,chiudoShort,$4604.50,,($1215.00),$47395.00,,($1240.00),1.89%,-92.05%,$0.00,$0.00
829,Sell Short,10/10/2022 06:30,Sell2,$4455.25,$0.00,3,$337.50,0.51%,$337.50,56.25%,,$0.00,$0.00
,Buy to Cover,10/10/2022 09:40,Target2lottoS,$4432.75,,$337.50,$47732.50,,($262.50),100.00%,56.25%,$0.00,$0.00
830,Sell Short,10/10/2022 07:50,Sell3,$4459.75,$0.00,4,$730.00,0.82%,$730.00,73.74%,,$0.00,$0.00
,Buy to Cover,10/10/2022 10:05,Cover,$4423.25,,$730.00,$48462.50,,($260.00),100.00%,73.74%,$0.00,$0.00
831,Sell Short,12/10/2022 01:30,Sell2,$4432.50,$0.00,3,$333.75,0.50%,$333.75,73.55%,,$0.00,$0.00
,Buy to Cover,12/10/2022 02:35,Target2lottoS,$4410.25,,$333.75,$48796.25,,($120.00),100.00%,73.55%,$0.00,$0.00
