

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Buy to Cover,06/09/2019 10:35,chiudoShort,$3725.50,,$52.50,$12526.25,,($41.25),39.06%,21.88%,$0.00,$0.00
358,Sell Short,19/09/2019 08:35,Sell2,$3757.25,$0.00,3,($90.00),-0.16%,$11.25,8.57%,,$0.00,$0.00
,Buy to Cover,19/09/2019 10:35,chiudoShort,$3763.25,,($90.00),$12436.25,,($120.00),22.86%,-68.57%,$0.00,$0.00
359,Sell Short,19/09/2019 08:40,Sell3,$3761.00,$0.00,4,($45.00),-0.06%,$90.00,51.43%,,$0.00,$0.00
,Buy to Cover,19/09/2019 10:35,chiudoShort,$3763.25,,($45.00),$12391.25,,($85.00),22.86%,-25.71%,$0.00,$0.00
360,Sell Short,20/09/2019 05:15,Sell2,$3757.75,$0.00,3,$67.50,0.12%,$90.00,75.00%,,$0.00,$0.00
,Buy to Cover,20/09/2019 10:35,chiudoShort,$3753.25,,$67.50,$12458.75,,($30.00),81.25%,56.25%,$0.00,$0.00
361,Sell Short,03/10/2019 10:10,Sell2,$3637.50,$0.00,3,$41.25,0.08%,$63.75,43.59%,,$0.00,$0.00
,Buy to Cover,03/10/2019 10:35,chiudoShort,$3634.75,,$41.25,$12500.00,,($82.50),84.62%,28.21%,$0.00,$0.00
362,Sell Short,03/10/2019 10:20,Sell3,$3641.25,$0.00,4,$130.00,0.18%,$150.00,81.08%,,$0.00,$0.00
,Buy to Cover,03/10/2019 10:35,chiudoShort,$3634.75,,$130.00,$12630.00,,($35.00),89.19%,70.27%,$0.00,$0.00
363,Sell Short,07/10/2019 06:00,Sell2,$3688.25,$0.00,3,($52.50),-0.09%,$183.75,68.06%,,$0.00,$0.00
,Buy to Cover,07/10/2019 10:35,chiudoShort,$3691.75,,($52.50),$12577.50,,($86.25),12.50%,-19.44%,$0.00,$0.00
364,Sell Short,07/10/2019 10:05,Sell3,$3692.00,$0.00,4,$5.00,0.01%,$45.00,52.94%,,$0.00,$0.00
,Buy to Cover,07/10/2019 10:35,chiudoShort,$3691.75,,$5.00,$12582.50,,($40.00),52.94%,5.88%,$0.00,$0.00
365,Sell Short,09/10/2019 02:45,Sell2,$3648.50,$0.00,3,($60.00),-0.11%,$112.50,22.90%,,$0.00,$0.00
,Buy to Cover,09/10/2019 10:35,chiudoShort,$3652.50,,($60.00),$12522.50,,($378.75),64.89%,-12.21%,$0.00,$0.00
366,Sell Short,09/10/2019 04:15,Sell3,$3652.25,$0.00,4,($5.00),-0.01%,$80.00,15.69%,,$0.00,$0.00
,Buy to Cover,09/10/2019 10:35,chiudoShort,$3652.50,,($5.00),$12517.50,,($430.00),83.33%,-0.98%,$0.00,$0.00
367,Sell Short,11/10/2019 03:30,Sell2,$3702.75,$0.00,3,($435.00),-0.78%,$11.25,2.46%,,$0.00,$0.00
,Buy to Cover,11/10/2019 10:35,chiudoShort,$3731.75,,($435.00),$12082.50,,($446.25),2.46%,-95.08%,$0.00,$0.00
368,Sell Short,11/10/2019 03:55,Sell3,$3706.50,$0.00,4,($505.00),-0.68%,$15.00,2.80%,,$0.00,$0.00
,Buy to Cover,11/10/2019 10:35,chiudoShort,$3731.75,,($505.00),$11577.50,,($520.00),2.80%,-94.39%,$0.00,$0.00
369,Sell Short,21/10/2019 07:55,Sell2,$3742.50,$0.00,3,($30.00),-0.05%,$93.75,67.57%,,$0.00,$0.00
,Buy to Cover,21/10/2019 10:35,chiudoShort,$3744.50,,($30.00),$11547.50,,($45.00),10.81%,-21.62%,$0.00,$0.00
370,Sell Short,23/10/2019 08:50,Sell2,$3739.25,$0.00,3,($60.00),-0.11%,$75.00,50.00%,,$0.00,$0.00
,Buy to Cover,23/10/2019 10:35,chiudoShort,$3743.25,,($60.00),$11487.50,,($75.00),10.00%,-40.00%,$0.00,$0.00
371,Sell Short,23/10/2019 10:20,Sell3,$3743.00,$0.00,4,($5.00),-0.01%,$25.00,50.00%,,$0.00,$0.00
,Buy to Cover,23/10/2019 10:35,chiudoShort,$3743.25,,($5.00),$11482.50,,($25.00),40.00%,-10.00%,$0.00,$0.00
372,Sell Short,28/10/2019 07:50,Sell2,$3771.75,$0.00,3,($105.00),-0.19%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,28/10/2019 10:35,chiudoShort,$3778.75,,($105.00),$11377.50,,($191.25),45.10%,-54.90%,$0.00,$0.00
373,Sell Short,28/10/2019 08:00,Sell3,$3775.50,$0.00,4,($65.00),-0.09%,$40.00,18.18%,,$0.00,$0.00
,Buy to Cover,28/10/2019 10:35,chiudoShort,$3778.75,,($65.00),$11312.50,,($180.00),52.27%,-29.55%,$0.00,$0.00
374,Sell Short,01/11/2019 08:25,Sell3,$3792.75,$0.00,4,($135.00),-0.18%,$30.00,12.00%,,$0.00,$0.00
,Buy to Cover,01/11/2019 10:35,chiudoShort,$3799.50,,($135.00),$11177.50,,($220.00),34.00%,-54.00%,$0.00,$0.00
375,Sell Short,18/11/2019 01:20,Sell2,$3865.00,$0.00,3,$138.75,0.24%,$138.75,66.07%,,$0.00,$0.00
,Buy to Cover,18/11/2019 07:35,Cover,$3855.75,,$138.75,$11316.25,,($71.25),100.00%,66.07%,$0.00,$0.00
376,Sell Short,18/11/2019 01:20,Sell3,$3868.75,$0.00,4,$260.00,0.34%,$260.00,92.86%,,$0.00,$0.00
,Buy to Cover,18/11/2019 07:35,Cover,$3855.75,,$260.00,$11576.25,,($20.00),100.00%,92.86%,$0.00,$0.00
377,Sell Short,21/11/2019 04:25,Sell2,$3853.00,$0.00,3,$172.50,0.30%,$266.25,84.52%,,$0.00,$0.00
,Buy to Cover,21/11/2019 10:35,chiudoShort,$3841.50,,$172.50,$11748.75,,($48.75),70.24%,54.76%,$0.00,$0.00
378,Sell Short,04/12/2019 03:15,Sell3,$3845.75,$0.00,4,($215.00),-0.28%,$115.00,29.87%,,$0.00,$0.00
,Buy to Cover,04/12/2019 10:35,chiudoShort,$3856.50,,($215.00),$11533.75,,($270.00),14.29%,-55.84%,$0.00,$0.00
379,Sell Short,04/12/2019 03:50,Sell2,$3842.00,$0.00,3,($217.50),-0.38%,$11.25,4.17%,,$0.00,$0.00
,Buy to Cover,04/12/2019 10:35,chiudoShort,$3856.50,,($217.50),$11316.25,,($258.75),15.28%,-80.56%,$0.00,$0.00
380,Sell Short,11/12/2019 02:20,Sell2,$3883.75,$0.00,3,$75.00,0.13%,$161.25,89.58%,,$0.00,$0.00
,Buy to Cover,11/12/2019 10:35,chiudoShort,$3878.75,,$75.00,$11391.25,,($18.75),52.08%,41.67%,$0.00,$0.00
381,Sell Short,20/12/2019 08:20,Sell2,$3956.25,$0.00,3,($131.25),-0.22%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,20/12/2019 10:35,chiudoShort,$3965.00,,($131.25),$11260.00,,($146.25),10.26%,-89.74%,$0.00,$0.00
382,Sell Short,20/12/2019 08:30,Sell3,$3960.25,$0.00,4,($95.00),-0.12%,$40.00,25.81%,,$0.00,$0.00
,Buy to Cover,20/12/2019 10:35,chiudoShort,$3965.00,,($95.00),$11165.00,,($115.00),12.90%,-61.29%,$0.00,$0.00
383,Sell Short,23/12/2019 06:10,Sell2,$3971.75,$0.00,3,$41.25,0.07%,$93.75,80.65%,,$0.00,$0.00
,Buy to Cover,23/12/2019 10:35,chiudoShort,$3969.00,,$41.25,$11206.25,,($22.50),54.84%,35.48%,$0.00,$0.00
384,Sell Short,27/12/2019 07:20,Sell2,$3992.75,$0.00,3,$180.00,0.30%,$180.00,97.96%,,$0.00,$0.00
,Buy to Cover,27/12/2019 09:00,Cover,$3980.75,,$180.00,$11386.25,,($3.75),100.00%,97.96%,$0.00,$0.00
385,Sell Short,06/01/2020 09:50,Sell2,$3972.75,$0.00,3,$18.75,0.03%,$48.75,72.22%,,$0.00,$0.00
,Buy to Cover,06/01/2020 10:35,chiudoShort,$3971.50,,$18.75,$11405.00,,($18.75),55.56%,27.78%,$0.00,$0.00
386,Sell Short,09/01/2020 01:45,Sell2,$4010.00,$0.00,3,($3.75),-0.01%,$82.50,59.46%,,$0.00,$0.00
,Buy to Cover,09/01/2020 10:35,chiudoShort,$4010.25,,($3.75),$11401.25,,($56.25),37.84%,-2.70%,$0.00,$0.00
387,Sell Short,13/01/2020 10:30,Sell2,$4017.75,$0.00,3,$7.50,0.01%,$7.50,18.18%,,$0.00,$0.00
,Buy to Cover,13/01/2020 10:35,chiudoShort,$4017.25,,$7.50,$11408.75,,($33.75),100.00%,18.18%,$0.00,$0.00
388,Sell Short,24/01/2020 02:40,Sell2,$4075.00,$0.00,3,$165.00,0.27%,$165.00,91.67%,,$0.00,$0.00
,Buy to Cover,24/01/2020 08:55,Cover,$4064.00,,$165.00,$11573.75,,($15.00),100.00%,91.67%,$0.00,$0.00
389,Sell Short,03/02/2020 08:50,Sell2,$3993.25,$0.00,3,$26.25,0.04%,$30.00,13.33%,,$0.00,$0.00
,Buy to Cover,03/02/2020 10:35,chiudoShort,$3991.50,,$26.25,$11600.00,,($195.00),98.33%,11.67%,$0.00,$0.00
390,Sell Short,03/02/2020 09:05,Sell3,$3997.25,$0.00,4,$115.00,0.14%,$120.00,40.00%,,$0.00,$0.00
,Buy to Cover,03/02/2020 10:35,chiudoShort,$3991.50,,$115.00,$11715.00,,($180.00),98.33%,38.33%,$0.00,$0.00
391,Sell Short,05/02/2020 02:35,Sell2,$4043.75,$0.00,3,($273.75),-0.45%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,05/02/2020 10:35,chiudoShort,$4062.00,,($273.75),$11441.25,,($397.50),31.13%,-68.87%,$0.00,$0.00
392,Sell Short,05/02/2020 02:35,Sell3,$4047.75,$0.00,4,($285.00),-0.35%,$45.00,9.09%,,$0.00,$0.00
,Buy to Cover,05/02/2020 10:35,chiudoShort,$4062.00,,($285.00),$11156.25,,($450.00),33.33%,-57.58%,$0.00,$0.00
393,Sell Short,10/02/2020 09:35,Sell2,$4077.50,$0.00,3,($3.75),-0.01%,$41.25,47.83%,,$0.00,$0.00
,Buy to Cover,10/02/2020 10:35,chiudoShort,$4077.75,,($3.75),$11152.50,,($45.00),47.83%,-4.35%,$0.00,$0.00
394,Sell Short,11/02/2020 09:05,Sell2,$4107.75,$0.00,3,$22.50,0.04%,$30.00,25.81%,,$0.00,$0.00
,Buy to Cover,11/02/2020 10:35,chiudoShort,$4106.25,,$22.50,$11175.00,,($86.25),93.55%,19.35%,$0.00,$0.00
395,Sell Short,11/02/2020 09:20,Sell3,$4111.75,$0.00,4,$110.00,0.13%,$120.00,77.42%,,$0.00,$0.00
,Buy to Cover,11/02/2020 10:35,chiudoShort,$4106.25,,$110.00,$11285.00,,($35.00),93.55%,70.97%,$0.00,$0.00
396,Sell Short,19/02/2020 08:55,Sell2,$4125.00,$0.00,3,($71.25),-0.12%,$56.25,40.54%,,$0.00,$0.00
,Buy to Cover,19/02/2020 10:35,chiudoShort,$4129.75,,($71.25),$11213.75,,($82.50),8.11%,-51.35%,$0.00,$0.00
397,Sell Short,26/02/2020 08:45,Sell2,$3901.25,$0.00,3,($206.25),-0.35%,$232.50,43.97%,,$0.00,$0.00
,Buy to Cover,26/02/2020 10:35,chiudoShort,$3915.00,,($206.25),$11007.50,,($296.25),17.02%,-39.01%,$0.00,$0.00
398,Sell Short,26/02/2020 08:45,Sell3,$3905.25,$0.00,4,($195.00),-0.25%,$390.00,55.32%,,$0.00,$0.00
,Buy to Cover,26/02/2020 10:35,chiudoShort,$3915.00,,($195.00),$10812.50,,($315.00),17.02%,-27.66%,$0.00,$0.00
399,Sell Short,03/03/2020 04:05,Sell2,$3839.00,$0.00,3,$682.50,1.19%,$682.50,98.38%,,$0.00,$0.00
,Buy to Cover,03/03/2020 06:50,Cover,$3793.50,,$682.50,$11495.00,,($11.25),100.00%,98.38%,$0.00,$0.00
400,Sell Short,03/03/2020 09:25,Sell2,$3839.00,$0.00,3,$292.50,0.51%,$292.50,63.41%,,$0.00,$0.00
,Buy to Cover,03/03/2020 10:10,Target2lottoS,$3819.50,,$292.50,$11787.50,,($168.75),100.00%,63.41%,$0.00,$0.00
401,Sell Short,03/03/2020 09:25,Sell3,$3842.75,$0.00,4,$985.00,1.28%,$985.00,86.78%,,$0.00,$0.00
,Buy to Cover,03/03/2020 10:25,Cover,$3793.50,,$985.00,$12772.50,,($150.00),100.00%,86.78%,$0.00,$0.00
402,Sell Short,10/03/2020 00:15,Sell2,$3572.75,$0.00,3,$273.75,0.51%,$273.75,52.90%,,$0.00,$0.00
,Buy to Cover,10/03/2020 02:25,Target2lottoS,$3554.50,,$273.75,$13046.25,,($243.75),100.00%,52.90%,$0.00,$0.00
403,Sell Short,10/03/2020 00:20,Sell3,$3576.25,$0.00,4,$1880.00,2.63%,$1895.00,69.41%,,$0.00,$0.00
,Buy to Cover,10/03/2020 10:35,chiudoShort,$3482.25,,$1880.00,$14926.25,,($835.00),99.45%,68.86%,$0.00,$0.00
404,Sell Short,10/03/2020 03:35,Sell2,$3572.75,$0.00,3,$273.75,0.51%,$273.75,28.74%,,$0.00,$0.00
,Buy to Cover,10/03/2020 08:45,Target2lottoS,$3554.50,,$273.75,$15200.00,,($678.75),100.00%,28.74%,$0.00,$0.00
405,Sell Short,10/03/2020 09:10,Sell2,$3572.75,$0.00,3,$273.75,0.51%,$273.75,68.87%,,$0.00,$0.00
,Buy to Cover,10/03/2020 09:35,Target2lottoS,$3554.50,,$273.75,$15473.75,,($123.75),100.00%,68.87%,$0.00,$0.00
406,Sell Short,13/03/2020 00:05,Sell2,$3241.00,$0.00,3,$243.75,0.50%,$243.75,21.52%,,$0.00,$0.00
,Buy to Cover,13/03/2020 01:15,Target2lottoS,$3224.75,,$243.75,$15717.50,,($888.75),100.00%,21.52%,$0.00,$0.00
407,Sell Short,13/03/2020 00:05,Sell3,$3244.25,$0.00,4,($220.00),-0.34%,$590.00,18.50%,,$0.00,$0.00
,Buy to Cover,13/03/2020 10:35,chiudoShort,$3255.25,,($220.00),$15497.50,,($2600.00),74.61%,-6.90%,$0.00,$0.00
408,Sell Short,13/03/2020 01:20,Sell2,$3241.00,$0.00,3,$352.50,0.73%,$352.50,93.07%,,$0.00,$0.00
,Buy to Cover,13/03/2020 01:25,Target2lottoS,$3217.50,,$352.50,$15850.00,,($26.25),100.00%,93.07%,$0.00,$0.00
409,Sell Short,13/03/2020 01:25,Sell2,$3241.00,$0.00,3,($213.75),-0.44%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,13/03/2020 10:35,chiudoShort,$3255.25,,($213.75),$15636.25,,($1998.75),89.31%,-10.69%,$0.00,$0.00
410,Sell Short,23/03/2020 05:40,Sell2,$2984.00,$0.00,3,$225.00,0.50%,$225.00,72.29%,,$0.00,$0.00
,Buy to Cover,23/03/2020 06:35,Target2lottoS,$2969.00,,$225.00,$15861.25,,($86.25),100.00%,72.29%,$0.00,$0.00
411,Sell Short,23/03/2020 05:50,Sell3,$2987.00,$0.00,4,$655.00,1.10%,$695.00,18.94%,,$0.00,$0.00
,Buy to Cover,23/03/2020 10:35,chiudoShort,$2954.25,,$655.00,$16516.25,,($2975.00),98.91%,17.85%,$0.00,$0.00
412,Sell Short,23/03/2020 07:05,Sell2,$2984.00,$0.00,3,$225.00,0.50%,$225.00,9.00%,,$0.00,$0.00
,Buy to Cover,23/03/2020 08:40,Target2lottoS,$2969.00,,$225.00,$16741.25,,($2276.25),100.00%,9.00%,$0.00,$0.00
413,Sell Short,23/03/2020 08:45,Sell2,$2984.00,$0.00,3,$225.00,0.50%,$225.00,21.98%,,$0.00,$0.00
,Buy to Cover,23/03/2020 10:25,Target2lottoS,$2969.00,,$225.00,$16966.25,,($798.75),100.00%,21.98%,$0.00,$0.00
414,Sell Short,25/03/2020 03:30,Sell2,$3223.75,$0.00,3,$243.75,0.50%,$243.75,39.88%,,$0.00,$0.00
,Buy to Cover,25/03/2020 05:25,Target2lottoS,$3207.50,,$243.75,$17210.00,,($367.50),100.00%,39.88%,$0.00,$0.00
415,Sell Short,25/03/2020 03:30,Sell3,$3227.00,$0.00,4,$530.00,0.82%,$1790.00,80.81%,,$0.00,$0.00
,Buy to Cover,25/03/2020 10:35,chiudoShort,$3200.50,,$530.00,$17740.00,,($425.00),43.12%,23.93%,$0.00,$0.00
416,Sell Short,25/03/2020 08:40,Sell2,$3223.75,$0.00,3,$243.75,0.50%,$243.75,56.03%,,$0.00,$0.00
,Buy to Cover,25/03/2020 08:50,Target2lottoS,$3207.50,,$243.75,$17983.75,,($191.25),100.00%,56.03%,$0.00,$0.00
417,Sell Short,31/03/2020 03:30,Sell2,$3387.00,$0.00,3,$622.50,1.23%,$622.50,94.32%,,$0.00,$0.00
,Buy to Cover,31/03/2020 07:05,Cover,$3345.50,,$622.50,$18606.25,,($37.50),100.00%,94.32%,$0.00,$0.00
418,Sell Short,02/04/2020 02:20,Sell2,$3243.50,$0.00,3,$243.75,0.50%,$243.75,64.36%,,$0.00,$0.00
,Buy to Cover,02/04/2020 07:35,Target2lottoS,$3227.25,,$243.75,$18850.00,,($135.00),100.00%,64.36%,$0.00,$0.00
419,Sell Short,02/04/2020 03:05,Sell3,$3246.75,$0.00,4,$800.00,1.23%,$800.00,87.43%,,$0.00,$0.00
,Buy to Cover,02/04/2020 07:45,Cover,$3206.75,,$800.00,$19650.00,,($115.00),100.00%,87.43%,$0.00,$0.00
420,Sell Short,02/04/2020 09:35,Sell2,$3243.50,$0.00,3,$82.50,0.17%,$161.25,26.88%,,$0.00,$0.00
,Buy to Cover,02/04/2020 10:35,chiudoShort,$3238.00,,$82.50,$19732.50,,($438.75),86.88%,13.75%,$0.00,$0.00
421,Sell Short,02/04/2020 09:35,Sell3,$3246.75,$0.00,4,$175.00,0.27%,$280.00,35.00%,,$0.00,$0.00
,Buy to Cover,02/04/2020 10:35,chiudoShort,$3238.00,,$175.00,$19907.50,,($520.00),86.88%,21.88%,$0.00,$0.00
422,Sell Short,07/04/2020 01:15,Sell2,$3421.50,$0.00,3,($581.25),-1.13%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,07/04/2020 10:35,chiudoShort,$3460.25,,($581.25),$19326.25,,($1166.25),50.16%,-49.84%,$0.00,$0.00
423,Sell Short,07/04/2020 01:15,Sell3,$3425.00,$0.00,4,($705.00),-1.03%,$35.00,2.30%,,$0.00,$0.00
,Buy to Cover,07/04/2020 10:35,chiudoShort,$3460.25,,($705.00),$18621.25,,($1485.00),51.32%,-46.38%,$0.00,$0.00
424,Sell Short,09/04/2020 02:00,Sell2,$3504.50,$0.00,3,$266.25,0.51%,$266.25,54.20%,,$0.00,$0.00
,Buy to Cover,09/04/2020 04:00,Target2lottoS,$3486.75,,$266.25,$18887.50,,($225.00),100.00%,54.20%,$0.00,$0.00
425,Sell Short,09/04/2020 02:00,Sell3,$3508.00,$0.00,4,$710.00,1.01%,$710.00,75.53%,,$0.00,$0.00
,Buy to Cover,09/04/2020 05:30,Cover,$3472.50,,$710.00,$19597.50,,($230.00),100.00%,75.53%,$0.00,$0.00
426,Sell Short,09/04/2020 07:50,Sell2,$3504.50,$0.00,3,($431.25),-0.82%,$26.25,3.43%,,$0.00,$0.00
,Buy to Cover,09/04/2020 10:35,chiudoShort,$3533.25,,($431.25),$19166.25,,($738.75),40.20%,-56.37%,$0.00,$0.00
427,Sell Short,09/04/2020 07:55,Sell3,$3508.00,$0.00,4,($505.00),-0.72%,$5.00,0.54%,,$0.00,$0.00
,Buy to Cover,09/04/2020 10:35,chiudoShort,$3533.25,,($505.00),$18661.25,,($915.00),44.57%,-54.89%,$0.00,$0.00
428,Sell Short,14/04/2020 08:15,Sell2,$3560.75,$0.00,3,$75.00,0.14%,$213.75,35.85%,,$0.00,$0.00
,Buy to Cover,14/04/2020 10:35,chiudoShort,$3555.75,,$75.00,$18736.25,,($382.50),76.73%,12.58%,$0.00,$0.00
429,Sell Short,14/04/2020 08:40,Sell3,$3564.25,$0.00,4,$170.00,0.24%,$310.00,41.33%,,$0.00,$0.00
,Buy to Cover,14/04/2020 10:35,chiudoShort,$3555.75,,$170.00,$18906.25,,($440.00),81.33%,22.67%,$0.00,$0.00
430,Sell Short,22/04/2020 00:55,Sell2,$3502.50,$0.00,3,($412.50),-0.79%,$131.25,20.47%,,$0.00,$0.00
,Buy to Cover,22/04/2020 10:35,chiudoShort,$3530.00,,($412.50),$18493.75,,($510.00),15.20%,-64.33%,$0.00,$0.00
431,Sell Short,22/04/2020 01:20,Sell3,$3506.00,$0.00,4,($480.00),-0.68%,$140.00,18.67%,,$0.00,$0.00
,Buy to Cover,22/04/2020 10:35,chiudoShort,$3530.00,,($480.00),$18013.75,,($610.00),17.33%,-64.00%,$0.00,$0.00
432,Sell Short,27/04/2020 00:30,Sell2,$3613.75,$0.00,3,($7.50),-0.01%,$315.00,90.32%,,$0.00,$0.00
,Buy to Cover,27/04/2020 10:35,chiudoShort,$3614.25,,($7.50),$18006.25,,($33.75),7.53%,-2.15%,$0.00,$0.00
433,Sell Short,06/05/2020 00:20,Sell2,$3623.00,$0.00,3,$273.75,0.50%,$273.75,57.48%,,$0.00,$0.00
,Buy to Cover,06/05/2020 09:05,Target2lottoS,$3604.75,,$273.75,$18280.00,,($202.50),100.00%,57.48%,$0.00,$0.00
434,Sell Short,06/05/2020 01:05,Sell3,$3626.50,$0.00,4,$320.00,0.44%,$585.00,74.52%,,$0.00,$0.00
,Buy to Cover,06/05/2020 10:35,chiudoShort,$3610.50,,$320.00,$18600.00,,($200.00),66.24%,40.76%,$0.00,$0.00
435,Sell Short,06/05/2020 09:50,Sell2,$3623.00,$0.00,3,$273.75,0.50%,$273.75,87.95%,,$0.00,$0.00
,Buy to Cover,06/05/2020 10:30,Target2lottoS,$3604.75,,$273.75,$18873.75,,($37.50),100.00%,87.95%,$0.00,$0.00
436,Sell Short,08/05/2020 01:05,Sell2,$3670.25,$0.00,3,$120.00,0.22%,$363.75,90.65%,,$0.00,$0.00
,Buy to Cover,08/05/2020 10:35,chiudoShort,$3662.25,,$120.00,$18993.75,,($37.50),39.25%,29.91%,$0.00,$0.00
437,Sell Short,12/05/2020 06:10,Sell2,$3681.50,$0.00,3,$277.50,0.50%,$277.50,68.52%,,$0.00,$0.00
,Buy to Cover,12/05/2020 08:55,Target2lottoS,$3663.00,,$277.50,$19271.25,,($127.50),100.00%,68.52%,$0.00,$0.00
438,Sell Short,12/05/2020 06:55,Sell3,$3685.25,$0.00,4,$225.00,0.31%,$450.00,82.57%,,$0.00,$0.00
,Buy to Cover,12/05/2020 10:35,chiudoShort,$3674.00,,$225.00,$19496.25,,($95.00),58.72%,41.28%,$0.00,$0.00
439,Sell Short,13/05/2020 01:15,Sell2,$3612.50,$0.00,3,$273.75,0.51%,$273.75,56.15%,,$0.00,$0.00
,Buy to Cover,13/05/2020 08:35,Target2lottoS,$3594.25,,$273.75,$19770.00,,($213.75),100.00%,56.15%,$0.00,$0.00
440,Sell Short,13/05/2020 04:55,Sell3,$3616.00,$0.00,4,$580.00,0.80%,$730.00,77.25%,,$0.00,$0.00
,Buy to Cover,13/05/2020 10:35,chiudoShort,$3587.00,,$580.00,$20350.00,,($215.00),84.13%,61.38%,$0.00,$0.00
441,Sell Short,13/05/2020 09:35,Sell2,$3612.50,$0.00,3,$273.75,0.51%,$273.75,73.74%,,$0.00,$0.00
,Buy to Cover,13/05/2020 10:00,Target2lottoS,$3594.25,,$273.75,$20623.75,,($97.50),100.00%,73.74%,$0.00,$0.00
442,Sell Short,15/05/2020 03:00,Sell2,$3612.00,$0.00,3,$401.25,0.74%,$401.25,95.54%,,$0.00,$0.00
,Buy to Cover,15/05/2020 05:40,Cover,$3585.25,,$401.25,$21025.00,,($18.75),100.00%,95.54%,$0.00,$0.00
443,Sell Short,19/05/2020 01:30,Sell2,$3707.75,$0.00,3,$281.25,0.51%,$281.25,50.00%,,$0.00,$0.00
,Buy to Cover,19/05/2020 03:25,Target2lottoS,$3689.00,,$281.25,$21306.25,,($281.25),100.00%,50.00%,$0.00,$0.00
444,Sell Short,19/05/2020 01:35,Sell3,$3711.50,$0.00,4,$515.00,0.69%,$515.00,63.19%,,$0.00,$0.00
,Buy to Cover,19/05/2020 03:40,Cover,$3685.75,,$515.00,$21821.25,,($300.00),100.00%,63.19%,$0.00,$0.00
445,Sell Short,25/05/2020 03:50,Sell2,$3722.75,$0.00,3,($240.00),-0.43%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,25/05/2020 10:35,chiudoShort,$3738.75,,($240.00),$21581.25,,($255.00),5.88%,-94.12%,$0.00,$0.00
446,Sell Short,25/05/2020 03:50,Sell3,$3726.50,$0.00,4,($245.00),-0.33%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,25/05/2020 10:35,chiudoShort,$3738.75,,($245.00),$21336.25,,($265.00),7.55%,-92.45%,$0.00,$0.00
447,Sell Short,01/06/2020 01:45,Sell2,$3803.25,$0.00,3,$165.00,0.29%,$483.75,92.14%,,$0.00,$0.00
,Buy to Cover,01/06/2020 10:35,chiudoShort,$3792.25,,$165.00,$21501.25,,($41.25),39.29%,31.43%,$0.00,$0.00
448,Sell Short,12/06/2020 01:00,Sell2,$3803.00,$0.00,3,$288.75,0.51%,$393.75,43.03%,,$0.00,$0.00
,Buy to Cover,12/06/2020 09:55,Target2lottoS,$3783.75,,$288.75,$21790.00,,($521.25),88.52%,31.56%,$0.00,$0.00
449,Sell Short,12/06/2020 03:30,Sell3,$3806.75,$0.00,4,$1070.00,1.41%,$1070.00,63.31%,,$0.00,$0.00
,Buy to Cover,12/06/2020 10:25,Cover,$3753.25,,$1070.00,$22860.00,,($620.00),100.00%,63.31%,$0.00,$0.00
450,Sell Short,16/06/2020 07:25,Sell2,$3878.25,$0.00,3,$296.25,0.51%,$296.25,33.76%,,$0.00,$0.00
,Buy to Cover,16/06/2020 09:55,Target2lottoS,$3858.50,,$296.25,$23156.25,,($581.25),100.00%,33.76%,$0.00,$0.00
451,Sell Short,16/06/2020 07:25,Sell3,$3882.00,$0.00,4,$195.00,0.25%,$1165.00,62.47%,,$0.00,$0.00
,Buy to Cover,16/06/2020 10:35,chiudoShort,$3872.25,,$195.00,$23351.25,,($700.00),47.99%,10.46%,$0.00,$0.00
452,Sell Short,19/06/2020 01:35,Sell2,$3881.00,$0.00,3,($22.50),-0.04%,$146.25,28.47%,,$0.00,$0.00
,Buy to Cover,19/06/2020 10:35,chiudoShort,$3882.50,,($22.50),$23328.75,,($367.50),67.15%,-4.38%,$0.00,$0.00
453,Sell Short,19/06/2020 01:40,Sell3,$3885.00,$0.00,4,$50.00,0.06%,$275.00,40.15%,,$0.00,$0.00
,Buy to Cover,19/06/2020 10:35,chiudoShort,$3882.50,,$50.00,$23378.75,,($410.00),67.15%,7.30%,$0.00,$0.00
454,Sell Short,22/06/2020 02:35,Sell2,$3847.25,$0.00,3,$292.50,0.51%,$292.50,65.55%,,$0.00,$0.00
,Buy to Cover,22/06/2020 08:40,Target2lottoS,$3827.75,,$292.50,$23671.25,,($153.75),100.00%,65.55%,$0.00,$0.00
455,Sell Short,22/06/2020 03:45,Sell3,$3851.00,$0.00,4,$25.00,0.03%,$475.00,78.51%,,$0.00,$0.00
,Buy to Cover,22/06/2020 10:35,chiudoShort,$3849.75,,$25.00,$23696.25,,($130.00),25.62%,4.13%,$0.00,$0.00
456,Sell Short,22/06/2020 09:05,Sell2,$3847.25,$0.00,3,($37.50),-0.06%,$138.75,51.39%,,$0.00,$0.00
,Buy to Cover,22/06/2020 10:35,chiudoShort,$3849.75,,($37.50),$23658.75,,($131.25),34.72%,-13.89%,$0.00,$0.00
