

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
573,Buy,29/01/2021 07:05,LE,$2452.2,$0.00,3,($441.00),-0.60%,$384.00,46.55%,,$0.00,$0.00
,Sell,29/01/2021 13:15,Stop Loss,$2437.5,,($441.00),$15567.00,,($441.00),0.00%,-53.45%,$0.00,$0.00
574,Sell Short,03/02/2021 21:05,SE,$2413.8,$0.00,3,$1035.00,1.43%,$1293.00,99.77%,,$0.00,$0.00
,Buy to Cover,04/02/2021 17:00,SX,$2379.3,,$1035.00,$16602.00,,($3.00),80.09%,79.86%,$0.00,$0.00
575,Buy,10/02/2021 08:40,LE,$2437.8,$0.00,3,($438.00),-0.60%,$144.00,24.74%,,$0.00,$0.00
,Sell,10/02/2021 10:45,Stop Loss,$2423.2,,($438.00),$16164.00,,($438.00),0.00%,-75.26%,$0.00,$0.00
576,Sell Short,16/02/2021 07:00,SE,$2402.4,$0.00,3,$675.00,0.94%,$840.00,92.72%,,$0.00,$0.00
,Buy to Cover,16/02/2021 17:00,SX,$2379.9,,$675.00,$16839.00,,($66.00),81.79%,74.50%,$0.00,$0.00
577,Sell Short,19/02/2021 00:05,SE,$2352.2,$0.00,3,($426.00),-0.60%,$6.00,1.39%,,$0.00,$0.00
,Buy to Cover,19/02/2021 09:00,Stop Loss,$2366.4,,($426.00),$16413.00,,($426.00),0.00%,-98.61%,$0.00,$0.00
578,Buy,19/02/2021 09:50,LE,$2373.8,$0.00,3,($165.00),-0.23%,$99.00,21.85%,,$0.00,$0.00
,Sell,19/02/2021 17:00,LX,$2368.3,,($165.00),$16248.00,,($354.00),41.72%,-36.42%,$0.00,$0.00
579,Sell Short,24/02/2021 08:50,SE,$2381.6,$0.00,3,($273.00),-0.38%,$399.00,58.85%,,$0.00,$0.00
,Buy to Cover,24/02/2021 17:00,SX,$2390.7,,($273.00),$15975.00,,($279.00),0.88%,-40.27%,$0.00,$0.00
580,Sell Short,02/03/2021 10:45,SE,$2304.5,$0.00,3,($420.00),-0.61%,$3.00,0.71%,,$0.00,$0.00
,Buy to Cover,02/03/2021 11:55,Stop Loss,$2318.5,,($420.00),$15555.00,,($420.00),0.00%,-99.29%,$0.00,$0.00
581,Sell Short,08/03/2021 06:55,SE,$2270.5,$0.00,3,$168.00,0.25%,$342.00,54.03%,,$0.00,$0.00
,Buy to Cover,08/03/2021 17:00,SX,$2264.9,,$168.00,$15723.00,,($291.00),72.51%,26.54%,$0.00,$0.00
582,Buy,11/03/2021 03:15,LE,$2321.9,$0.00,3,($417.00),-0.60%,$66.00,13.66%,,$0.00,$0.00
,Sell,11/03/2021 09:30,Stop Loss,$2308.0,,($417.00),$15306.00,,($417.00),0.00%,-86.34%,$0.00,$0.00
583,Buy,11/03/2021 10:05,LE,$2310.5,$0.00,3,($114.00),-0.16%,$63.00,22.83%,,$0.00,$0.00
,Sell,11/03/2021 17:00,LX,$2306.7,,($114.00),$15192.00,,($213.00),35.87%,-41.30%,$0.00,$0.00
584,Sell Short,12/03/2021 01:20,SE,$2297.5,$0.00,3,$0.00,0.00%,$444.00,91.36%,,$0.00,$0.00
,Buy to Cover,12/03/2021 11:30,BreakEven Stop,$2297.5,,$0.00,$15192.00,,($42.00),8.64%,0.00%,$0.00,$0.00
585,Sell Short,12/03/2021 11:30,SE,$2297.5,$0.00,3,($417.00),-0.61%,$60.00,12.58%,,$0.00,$0.00
,Buy to Cover,12/03/2021 16:50,Stop Loss,$2311.4,,($417.00),$14775.00,,($417.00),0.00%,-87.42%,$0.00,$0.00
586,Buy,16/03/2021 06:40,LE,$2318.3,$0.00,3,($54.00),-0.08%,$249.00,52.53%,,$0.00,$0.00
,Sell,16/03/2021 17:00,LX,$2316.5,,($54.00),$14721.00,,($225.00),36.08%,-11.39%,$0.00,$0.00
587,Sell Short,17/03/2021 10:10,SE,$2309.4,$0.00,3,($417.00),-0.60%,$6.00,1.42%,,$0.00,$0.00
,Buy to Cover,17/03/2021 14:05,Stop Loss,$2323.3,,($417.00),$14304.00,,($417.00),0.00%,-98.58%,$0.00,$0.00
588,Buy,17/03/2021 14:15,LE,$2325.6,$0.00,3,$111.00,0.16%,$333.00,96.52%,,$0.00,$0.00
,Sell,17/03/2021 17:00,LX,$2329.3,,$111.00,$14415.00,,($12.00),35.65%,32.17%,$0.00,$0.00
589,Sell Short,22/03/2021 03:05,SE,$2314.1,$0.00,3,($294.00),-0.42%,$51.00,12.14%,,$0.00,$0.00
,Buy to Cover,22/03/2021 17:00,SX,$2323.9,,($294.00),$14121.00,,($369.00),17.86%,-70.00%,$0.00,$0.00
590,Sell Short,23/03/2021 10:05,SE,$2313.4,$0.00,3,$54.00,0.08%,$138.00,62.16%,,$0.00,$0.00
,Buy to Cover,23/03/2021 17:00,SX,$2311.6,,$54.00,$14175.00,,($84.00),62.16%,24.32%,$0.00,$0.00
591,Buy,25/03/2021 09:25,LE,$2322.8,$0.00,3,($417.00),-0.60%,$243.00,36.82%,,$0.00,$0.00
,Sell,25/03/2021 13:05,Stop Loss,$2308.9,,($417.00),$13758.00,,($417.00),0.00%,-63.18%,$0.00,$0.00
592,Sell Short,29/03/2021 09:40,SE,$2305.5,$0.00,3,$282.00,0.41%,$489.00,100.00%,,$0.00,$0.00
,Buy to Cover,29/03/2021 17:00,SX,$2296.1,,$282.00,$14040.00,,$0.00,57.67%,57.67%,$0.00,$0.00
593,Buy,06/04/2021 01:40,LE,$2321.8,$0.00,3,$186.00,0.27%,$267.00,47.09%,,$0.00,$0.00
,Sell,06/04/2021 17:00,LX,$2328.0,,$186.00,$14226.00,,($300.00),85.71%,32.80%,$0.00,$0.00
594,Buy,08/04/2021 01:45,LE,$2328.7,$0.00,3,$360.00,0.52%,$432.00,83.24%,,$0.00,$0.00
,Sell,08/04/2021 17:00,LX,$2340.7,,$360.00,$14586.00,,($87.00),86.13%,69.36%,$0.00,$0.00
595,Buy,15/04/2021 05:25,LE,$2332.7,$0.00,3,$450.00,0.64%,$648.00,83.72%,,$0.00,$0.00
,Sell,15/04/2021 17:00,LX,$2347.7,,$450.00,$15036.00,,($126.00),74.42%,58.14%,$0.00,$0.00
596,Buy,21/04/2021 09:50,LE,$2373.3,$0.00,3,$147.00,0.21%,$264.00,96.70%,,$0.00,$0.00
,Sell,21/04/2021 17:00,LX,$2378.2,,$147.00,$15183.00,,($9.00),57.14%,53.85%,$0.00,$0.00
597,Sell Short,23/04/2021 10:10,SE,$2361.9,$0.00,3,$54.00,0.08%,$261.00,78.38%,,$0.00,$0.00
,Buy to Cover,23/04/2021 17:00,SX,$2360.1,,$54.00,$15237.00,,($72.00),37.84%,16.22%,$0.00,$0.00
598,Buy,27/04/2021 08:35,LE,$2368.9,$0.00,3,($276.00),-0.39%,$6.00,1.85%,,$0.00,$0.00
,Sell,27/04/2021 17:00,LX,$2359.7,,($276.00),$14961.00,,($318.00),12.96%,-85.19%,$0.00,$0.00
599,Sell Short,27/04/2021 21:10,SE,$2351.5,$0.00,3,($426.00),-0.60%,$180.00,29.70%,,$0.00,$0.00
,Buy to Cover,28/04/2021 14:40,Stop Loss,$2365.7,,($426.00),$14535.00,,($426.00),0.00%,-70.30%,$0.00,$0.00
600,Buy,02/05/2021 22:30,LE,$2356.7,$0.00,3,$603.00,0.85%,$777.00,94.53%,,$0.00,$0.00
,Sell,03/05/2021 17:00,LX,$2376.8,,$603.00,$15138.00,,($45.00),78.83%,73.36%,$0.00,$0.00
601,Buy,06/05/2021 08:30,LE,$2379.3,$0.00,3,$600.00,0.84%,$681.00,82.55%,,$0.00,$0.00
,Sell,06/05/2021 17:00,LX,$2399.3,,$600.00,$15738.00,,($144.00),90.18%,72.73%,$0.00,$0.00
602,Sell Short,11/05/2021 09:05,SE,$2410.5,$0.00,3,($321.00),-0.44%,$267.00,41.98%,,$0.00,$0.00
,Buy to Cover,11/05/2021 17:00,SX,$2421.2,,($321.00),$15417.00,,($369.00),7.55%,-50.47%,$0.00,$0.00
603,Buy,12/05/2021 08:55,LE,$2425.2,$0.00,3,($435.00),-0.60%,$96.00,18.08%,,$0.00,$0.00
,Sell,12/05/2021 10:35,Stop Loss,$2410.7,,($435.00),$14982.00,,($435.00),0.00%,-81.92%,$0.00,$0.00
604,Sell Short,12/05/2021 12:20,SE,$2402.6,$0.00,3,$93.00,0.13%,$177.00,47.20%,,$0.00,$0.00
,Buy to Cover,12/05/2021 17:00,SX,$2399.5,,$93.00,$15075.00,,($198.00),77.60%,24.80%,$0.00,$0.00
605,Buy,14/05/2021 02:50,LE,$2417.9,$0.00,3,$273.00,0.38%,$399.00,84.71%,,$0.00,$0.00
,Sell,14/05/2021 17:00,LX,$2427.0,,$273.00,$15348.00,,($72.00),73.25%,57.96%,$0.00,$0.00
606,Sell Short,19/05/2021 04:45,SE,$2448.3,$0.00,3,($321.00),-0.44%,$372.00,53.68%,,$0.00,$0.00
,Buy to Cover,19/05/2021 09:05,LE,$2459.0,,($321.00),$15027.00,,($321.00),0.00%,-46.32%,$0.00,$0.00
607,Buy,19/05/2021 09:05,LE,$2459.0,$0.00,3,$0.00,0.00%,$480.00,62.26%,,$0.00,$0.00
,Sell,19/05/2021 14:05,BreakEven Stop,$2459.0,,$0.00,$15027.00,,($291.00),37.74%,0.00%,$0.00,$0.00
608,Buy,19/05/2021 14:05,LE,$2459.0,$0.00,3,($321.00),-0.44%,$54.00,14.40%,,$0.00,$0.00
,Sell,19/05/2021 14:50,SE,$2448.3,,($321.00),$14706.00,,($321.00),0.00%,-85.60%,$0.00,$0.00
609,Sell Short,19/05/2021 14:50,SE,$2448.3,$0.00,3,($183.00),-0.25%,$75.00,24.51%,,$0.00,$0.00
,Buy to Cover,19/05/2021 17:00,SX,$2454.4,,($183.00),$14523.00,,($231.00),15.69%,-59.80%,$0.00,$0.00
610,Buy,21/05/2021 08:35,LE,$2469.8,$0.00,3,($444.00),-0.60%,$123.00,21.69%,,$0.00,$0.00
,Sell,21/05/2021 10:40,Stop Loss,$2455.0,,($444.00),$14079.00,,($444.00),0.00%,-78.31%,$0.00,$0.00
611,Buy,25/05/2021 02:55,LE,$2470.6,$0.00,3,$399.00,0.54%,$435.00,66.82%,,$0.00,$0.00
,Sell,25/05/2021 17:00,LX,$2483.9,,$399.00,$14478.00,,($216.00),94.47%,61.29%,$0.00,$0.00
612,Sell Short,28/05/2021 08:20,SE,$2468.0,$0.00,3,($447.00),-0.60%,$18.00,3.87%,,$0.00,$0.00
,Buy to Cover,28/05/2021 09:35,Stop Loss,$2482.9,,($447.00),$14031.00,,($447.00),0.00%,-96.13%,$0.00,$0.00
613,Buy,28/05/2021 13:30,LE,$2486.6,$0.00,3,$18.00,0.02%,$99.00,55.93%,,$0.00,$0.00
,Sell,28/05/2021 17:00,LX,$2487.2,,$18.00,$14049.00,,($78.00),54.24%,10.17%,$0.00,$0.00
614,Buy,01/06/2021 00:05,LE,$2495.2,$0.00,3,($249.00),-0.33%,$159.00,38.97%,,$0.00,$0.00
,Sell,01/06/2021 09:55,SE,$2486.9,,($249.00),$13800.00,,($249.00),0.00%,-61.03%,$0.00,$0.00
615,Sell Short,01/06/2021 09:55,SE,$2486.9,$0.00,3,$105.00,0.14%,$339.00,66.08%,,$0.00,$0.00
,Buy to Cover,01/06/2021 17:00,SX,$2483.4,,$105.00,$13905.00,,($174.00),54.39%,20.47%,$0.00,$0.00
616,Buy,10/06/2021 15:20,LE,$2481.9,$0.00,3,$63.00,0.08%,$69.00,79.31%,,$0.00,$0.00
,Sell,10/06/2021 17:00,LX,$2484.0,,$63.00,$13968.00,,($18.00),93.10%,72.41%,$0.00,$0.00
617,Sell Short,16/06/2021 14:10,SE,$2427.8,$0.00,3,$1059.00,1.45%,$1272.00,91.38%,,$0.00,$0.00
,Buy to Cover,16/06/2021 17:00,SX,$2392.5,,$1059.00,$15027.00,,($120.00),84.70%,76.08%,$0.00,$0.00
618,Buy,23/06/2021 09:45,LE,$2372.4,$0.00,3,($426.00),-0.60%,$129.00,23.24%,,$0.00,$0.00
,Sell,23/06/2021 14:35,Stop Loss,$2358.2,,($426.00),$14601.00,,($426.00),0.00%,-76.76%,$0.00,$0.00
619,Sell Short,23/06/2021 14:35,SE,$2353.8,$0.00,3,($171.00),-0.24%,$18.00,7.14%,,$0.00,$0.00
,Buy to Cover,23/06/2021 17:00,SX,$2359.5,,($171.00),$14430.00,,($234.00),25.00%,-67.86%,$0.00,$0.00
620,Buy,25/06/2021 08:35,LE,$2368.8,$0.00,3,($192.00),-0.27%,$105.00,23.81%,,$0.00,$0.00
,Sell,25/06/2021 17:00,LX,$2362.4,,($192.00),$14238.00,,($336.00),32.65%,-43.54%,$0.00,$0.00
621,Sell Short,28/06/2021 04:30,SE,$2355.4,$0.00,3,($159.00),-0.23%,$36.00,11.88%,,$0.00,$0.00
,Buy to Cover,28/06/2021 17:00,SX,$2360.7,,($159.00),$14079.00,,($267.00),35.64%,-52.48%,$0.00,$0.00
622,Sell Short,29/06/2021 04:30,SE,$2349.1,$0.00,3,$198.00,0.28%,$534.00,68.20%,,$0.00,$0.00
,Buy to Cover,29/06/2021 17:00,SX,$2342.5,,$198.00,$14277.00,,($249.00),57.09%,25.29%,$0.00,$0.00
623,Buy,03/08/2021 23:10,LE,$2394.2,$0.00,3,$0.00,0.00%,$561.00,83.86%,,$0.00,$0.00
,Sell,04/08/2021 10:20,BreakEven Stop,$2394.2,,$0.00,$14277.00,,($108.00),16.14%,0.00%,$0.00,$0.00
624,Buy,04/08/2021 10:20,LE,$2394.2,$0.00,3,($195.00),-0.27%,$3.00,1.52%,,$0.00,$0.00
,Sell,04/08/2021 11:15,SE,$2387.7,,($195.00),$14082.00,,($195.00),0.00%,-98.48%,$0.00,$0.00
625,Sell Short,04/08/2021 11:15,SE,$2387.7,$0.00,3,($102.00),-0.14%,$72.00,31.58%,,$0.00,$0.00
,Buy to Cover,04/08/2021 17:00,SX,$2391.1,,($102.00),$13980.00,,($156.00),23.68%,-44.74%,$0.00,$0.00
626,Sell Short,06/08/2021 08:40,SE,$2368.7,$0.00,3,$828.00,1.17%,$969.00,90.48%,,$0.00,$0.00
,Buy to Cover,06/08/2021 17:00,SX,$2341.1,,$828.00,$14808.00,,($102.00),86.83%,77.31%,$0.00,$0.00
627,Buy,11/08/2021 08:10,LE,$2317.8,$0.00,3,$366.00,0.53%,$471.00,74.06%,,$0.00,$0.00
,Sell,11/08/2021 17:00,LX,$2330.0,,$366.00,$15174.00,,($165.00),83.49%,57.55%,$0.00,$0.00
628,Buy,13/08/2021 09:15,LE,$2341.1,$0.00,3,$522.00,0.74%,$528.00,98.32%,,$0.00,$0.00
,Sell,13/08/2021 17:00,LX,$2358.5,,$522.00,$15696.00,,($9.00),98.88%,97.21%,$0.00,$0.00
629,Sell Short,18/08/2021 10:35,SE,$2360.3,$0.00,3,($189.00),-0.27%,$135.00,33.33%,,$0.00,$0.00
,Buy to Cover,18/08/2021 17:00,SX,$2366.6,,($189.00),$15507.00,,($270.00),20.00%,-46.67%,$0.00,$0.00
630,Sell Short,18/08/2021 23:20,SE,$2354.1,$0.00,3,($429.00),-0.61%,$24.00,5.30%,,$0.00,$0.00
,Buy to Cover,19/08/2021 05:25,Stop Loss,$2368.4,,($429.00),$15078.00,,($429.00),0.00%,-94.70%,$0.00,$0.00
631,Buy,19/08/2021 09:15,LE,$2371.6,$0.00,3,($426.00),-0.60%,$9.00,2.07%,,$0.00,$0.00
,Sell,19/08/2021 10:10,Stop Loss,$2357.4,,($426.00),$14652.00,,($426.00),0.00%,-97.93%,$0.00,$0.00
632,Buy,22/08/2021 23:05,LE,$2366.7,$0.00,3,$537.00,0.76%,$582.00,82.91%,,$0.00,$0.00
,Sell,23/08/2021 17:00,LX,$2384.6,,$537.00,$15189.00,,($120.00),93.59%,76.50%,$0.00,$0.00
633,Sell Short,24/08/2021 21:05,SE,$2374.6,$0.00,3,$168.00,0.24%,$411.00,85.62%,,$0.00,$0.00
,Buy to Cover,25/08/2021 17:00,SX,$2369.0,,$168.00,$15357.00,,($69.00),49.38%,35.00%,$0.00,$0.00
634,Buy,27/08/2021 10:05,LE,$2376.4,$0.00,3,$636.00,0.89%,$678.00,89.68%,,$0.00,$0.00
,Sell,27/08/2021 17:00,LX,$2397.6,,$636.00,$15993.00,,($78.00),94.44%,84.13%,$0.00,$0.00
635,Sell Short,31/08/2021 09:10,SE,$2385.2,$0.00,3,($267.00),-0.37%,$144.00,30.38%,,$0.00,$0.00
,Buy to Cover,31/08/2021 17:00,SX,$2394.1,,($267.00),$15726.00,,($330.00),13.29%,-56.33%,$0.00,$0.00
636,Buy,03/09/2021 08:40,LE,$2404.9,$0.00,3,$60.00,0.08%,$267.00,53.61%,,$0.00,$0.00
,Sell,03/09/2021 17:00,LX,$2406.9,,$60.00,$15786.00,,($231.00),58.43%,12.05%,$0.00,$0.00
637,Sell Short,07/09/2021 01:35,SE,$2399.0,$0.00,3,$789.00,1.10%,$855.00,97.94%,,$0.00,$0.00
,Buy to Cover,07/09/2021 17:00,SX,$2372.7,,$789.00,$16575.00,,($18.00),92.44%,90.38%,$0.00,$0.00
638,Sell Short,14/09/2021 08:00,SE,$2360.6,$0.00,3,($429.00),-0.61%,$228.00,34.70%,,$0.00,$0.00
,Buy to Cover,14/09/2021 09:00,Stop Loss,$2374.9,,($429.00),$16146.00,,($429.00),0.00%,-65.30%,$0.00,$0.00
639,Buy,14/09/2021 09:00,LE,$2376.2,$0.00,3,$225.00,0.32%,$345.00,61.17%,,$0.00,$0.00
,Sell,14/09/2021 17:00,LX,$2383.7,,$225.00,$16371.00,,($219.00),78.72%,39.89%,$0.00,$0.00
640,Buy,21/09/2021 10:40,LE,$2354.3,$0.00,3,($81.00),-0.11%,$165.00,66.27%,,$0.00,$0.00
,Sell,21/09/2021 17:00,LX,$2351.6,,($81.00),$16290.00,,($84.00),1.20%,-32.53%,$0.00,$0.00
641,Buy,22/09/2021 14:15,LE,$2362.9,$0.00,3,($426.00),-0.60%,$72.00,14.46%,,$0.00,$0.00
,Sell,22/09/2021 14:45,Stop Loss,$2348.7,,($426.00),$15864.00,,($426.00),0.00%,-85.54%,$0.00,$0.00
642,Sell Short,28/09/2021 02:45,SE,$2318.3,$0.00,3,$237.00,0.34%,$411.00,81.55%,,$0.00,$0.00
,Buy to Cover,28/09/2021 17:00,SX,$2310.4,,$237.00,$16101.00,,($93.00),65.48%,47.02%,$0.00,$0.00
643,Buy,30/09/2021 10:05,LE,$2322.0,$0.00,3,$384.00,0.55%,$600.00,96.62%,,$0.00,$0.00
,Sell,30/09/2021 17:00,LX,$2334.8,,$384.00,$16485.00,,($21.00),65.22%,61.84%,$0.00,$0.00
644,Sell Short,04/10/2021 04:35,SE,$2327.5,$0.00,3,($423.00),-0.61%,$84.00,16.57%,,$0.00,$0.00
,Buy to Cover,04/10/2021 10:40,Stop Loss,$2341.6,,($423.00),$16062.00,,($423.00),0.00%,-83.43%,$0.00,$0.00
645,Sell Short,05/10/2021 10:10,SE,$2325.7,$0.00,3,($423.00),-0.61%,$6.00,1.40%,,$0.00,$0.00
,Buy to Cover,05/10/2021 13:50,Stop Loss,$2339.8,,($423.00),$15639.00,,($423.00),0.00%,-98.60%,$0.00,$0.00
646,Buy,08/10/2021 08:35,LE,$2343.7,$0.00,3,$0.00,0.00%,$474.00,100.00%,,$0.00,$0.00
,Sell,08/10/2021 10:15,BreakEven Stop,$2343.7,,$0.00,$15639.00,,$0.00,0.00%,0.00%,$0.00,$0.00
647,Buy,08/10/2021 10:15,LE,$2343.7,$0.00,3,($288.00),-0.41%,$0.00,0.00%,,$0.00,$0.00
,Sell,08/10/2021 17:00,LX,$2334.1,,($288.00),$15351.00,,($342.00),15.79%,-84.21%,$0.00,$0.00
648,Buy,12/10/2021 01:10,LE,$2337.2,$0.00,3,$9.00,0.01%,$294.00,60.49%,,$0.00,$0.00
,Sell,12/10/2021 17:00,LX,$2337.5,,$9.00,$15360.00,,($192.00),41.36%,1.85%,$0.00,$0.00
649,Buy,13/10/2021 08:00,LE,$2351.6,$0.00,3,($423.00),-0.60%,$114.00,21.23%,,$0.00,$0.00
,Sell,13/10/2021 08:45,Stop Loss,$2337.5,,($423.00),$14937.00,,($423.00),0.00%,-78.77%,$0.00,$0.00
650,Buy,13/10/2021 09:25,LE,$2346.0,$0.00,3,$747.00,1.06%,$849.00,97.25%,,$0.00,$0.00
,Sell,13/10/2021 17:00,LX,$2370.9,,$747.00,$15684.00,,($24.00),88.32%,85.57%,$0.00,$0.00
651,Sell Short,15/10/2021 03:55,SE,$2364.0,$0.00,3,$567.00,0.80%,$657.00,84.88%,,$0.00,$0.00
,Buy to Cover,15/10/2021 17:00,SX,$2345.1,,$567.00,$16251.00,,($117.00),88.37%,73.26%,$0.00,$0.00
652,Buy,19/10/2021 00:05,LE,$2352.3,$0.00,3,($183.00),-0.26%,$324.00,57.75%,,$0.00,$0.00
,Sell,19/10/2021 17:00,LX,$2346.2,,($183.00),$16068.00,,($237.00),9.63%,-32.62%,$0.00,$0.00
653,Buy,20/10/2021 08:10,LE,$2362.1,$0.00,3,($63.00),-0.09%,$132.00,30.56%,,$0.00,$0.00
,Sell,20/10/2021 17:00,LX,$2360.0,,($63.00),$16005.00,,($300.00),54.86%,-14.58%,$0.00,$0.00
654,Buy,22/10/2021 02:50,LE,$2371.2,$0.00,3,$0.00,0.00%,$639.00,88.02%,,$0.00,$0.00
,Sell,22/10/2021 11:35,BreakEven Stop,$2371.2,,$0.00,$16005.00,,($87.00),11.98%,0.00%,$0.00,$0.00
655,Buy,22/10/2021 11:35,LE,$2371.2,$0.00,3,($15.00),-0.02%,$174.00,34.94%,,$0.00,$0.00
,Sell,22/10/2021 17:00,LX,$2370.7,,($15.00),$15990.00,,($324.00),62.05%,-3.01%,$0.00,$0.00
656,Buy,28/10/2021 08:30,LE,$2383.3,$0.00,3,($174.00),-0.24%,$195.00,33.51%,,$0.00,$0.00
,Sell,28/10/2021 17:00,LX,$2377.5,,($174.00),$15816.00,,($387.00),36.60%,-29.90%,$0.00,$0.00
657,Sell Short,29/10/2021 08:20,SE,$2364.5,$0.00,3,$99.00,0.14%,$453.00,72.60%,,$0.00,$0.00
,Buy to Cover,29/10/2021 17:00,SX,$2361.2,,$99.00,$15915.00,,($171.00),43.27%,15.87%,$0.00,$0.00
658,Sell Short,02/11/2021 22:40,SE,$2358.4,$0.00,3,$327.00,0.46%,$681.00,80.50%,,$0.00,$0.00
,Buy to Cover,03/11/2021 17:00,SX,$2347.5,,$327.00,$16242.00,,($165.00),58.16%,38.65%,$0.00,$0.00
659,Buy,09/11/2021 08:40,LE,$2405.3,$0.00,3,$165.00,0.23%,$192.00,49.61%,,$0.00,$0.00
,Sell,09/11/2021 17:00,LX,$2410.8,,$165.00,$16407.00,,($195.00),93.02%,42.64%,$0.00,$0.00
660,Buy,10/11/2021 08:40,LE,$2418.9,$0.00,3,$270.00,0.37%,$861.00,96.63%,,$0.00,$0.00
,Sell,10/11/2021 17:00,LX,$2427.9,,$270.00,$16677.00,,($30.00),33.67%,30.30%,$0.00,$0.00
661,Buy,16/11/2021 04:05,LE,$2451.4,$0.00,3,($441.00),-0.60%,$150.00,25.38%,,$0.00,$0.00
,Sell,16/11/2021 10:05,Stop Loss,$2436.7,,($441.00),$16236.00,,($441.00),0.00%,-74.62%,$0.00,$0.00
662,Sell Short,16/11/2021 10:05,SE,$2436.0,$0.00,3,$222.00,0.30%,$240.00,51.61%,,$0.00,$0.00
,Buy to Cover,16/11/2021 17:00,SX,$2428.6,,$222.00,$16458.00,,($225.00),96.13%,47.74%,$0.00,$0.00
663,Sell Short,19/11/2021 04:15,SE,$2430.6,$0.00,3,$192.00,0.26%,$300.00,40.65%,,$0.00,$0.00
,Buy to Cover,19/11/2021 17:00,SX,$2424.2,,$192.00,$16650.00,,($438.00),85.37%,26.02%,$0.00,$0.00
664,Buy,25/11/2021 21:55,LE,$2370.9,$0.00,3,$0.00,0.00%,$684.00,100.00%,,$0.00,$0.00
,Sell,26/11/2021 11:40,BreakEven Stop,$2370.9,,$0.00,$16650.00,,$0.00,0.00%,0.00%,$0.00,$0.00
665,Buy,26/11/2021 11:40,LE,$2370.9,$0.00,3,($195.00),-0.27%,$0.00,0.00%,,$0.00,$0.00
,Sell,26/11/2021 11:45,SE,$2364.4,,($195.00),$16455.00,,($195.00),0.00%,-100.00%,$0.00,$0.00
666,Sell Short,26/11/2021 11:45,SE,$2364.4,$0.00,3,$96.00,0.14%,$249.00,41.92%,,$0.00,$0.00
,Buy to Cover,29/11/2021 17:00,SX,$2361.2,,$96.00,$16551.00,,($345.00),74.24%,16.16%,$0.00,$0.00
667,Buy,30/11/2021 04:55,LE,$2374.9,$0.00,3,($426.00),-0.60%,$327.00,43.43%,,$0.00,$0.00
,Sell,30/11/2021 11:00,Stop Loss,$2360.7,,($426.00),$16125.00,,($426.00),0.00%,-56.57%,$0.00,$0.00
668,Sell Short,30/11/2021 11:05,SE,$2357.5,$0.00,3,$201.00,0.28%,$360.00,99.17%,,$0.00,$0.00
,Buy to Cover,30/11/2021 17:00,SX,$2350.8,,$201.00,$16326.00,,($3.00),56.20%,55.37%,$0.00,$0.00
669,Sell Short,07/12/2021 08:45,SE,$2347.8,$0.00,3,($426.00),-0.60%,$27.00,5.96%,,$0.00,$0.00
,Buy to Cover,07/12/2021 11:45,Stop Loss,$2362.0,,($426.00),$15900.00,,($426.00),0.00%,-94.04%,$0.00,$0.00
670,Buy,07/12/2021 11:50,LE,$2362.9,$0.00,3,($108.00),-0.15%,$45.00,21.43%,,$0.00,$0.00
,Sell,07/12/2021 17:00,LX,$2359.3,,($108.00),$15792.00,,($165.00),27.14%,-51.43%,$0.00,$0.00
671,Buy,10/12/2021 09:05,LE,$2361.8,$0.00,3,($123.00),-0.17%,$102.00,29.57%,,$0.00,$0.00
,Sell,10/12/2021 17:00,LX,$2357.7,,($123.00),$15669.00,,($243.00),34.78%,-35.65%,$0.00,$0.00
672,Sell Short,14/12/2021 03:35,SE,$2357.3,$0.00,3,$357.00,0.50%,$507.00,83.25%,,$0.00,$0.00
,Buy to Cover,14/12/2021 17:00,SX,$2345.4,,$357.00,$16026.00,,($102.00),75.37%,58.62%,$0.00,$0.00
673,Buy,16/12/2021 10:25,LE,$2373.0,$0.00,3,$45.00,0.06%,$69.00,46.94%,,$0.00,$0.00
,Sell,16/12/2021 17:00,LX,$2374.5,,$45.00,$16071.00,,($78.00),83.67%,30.61%,$0.00,$0.00
674,Sell Short,20/12/2021 15:15,SE,$2364.0,$0.00,3,($39.00),-0.05%,$18.00,18.75%,,$0.00,$0.00
,Buy to Cover,20/12/2021 17:00,SX,$2365.3,,($39.00),$16032.00,,($78.00),40.62%,-40.63%,$0.00,$0.00
675,Sell Short,21/12/2021 10:40,SE,$2364.4,$0.00,3,$30.00,0.04%,$150.00,100.00%,,$0.00,$0.00
,Buy to Cover,21/12/2021 17:00,SX,$2363.4,,$30.00,$16062.00,,$0.00,20.00%,20.00%,$0.00,$0.00
676,Buy,22/12/2021 11:10,LE,$2374.6,$0.00,3,$135.00,0.19%,$186.00,67.39%,,$0.00,$0.00
,Sell,22/12/2021 17:00,LX,$2379.1,,$135.00,$16197.00,,($90.00),81.52%,48.91%,$0.00,$0.00
677,Buy,28/12/2021 05:45,LE,$2393.2,$0.00,3,($363.00),-0.51%,$84.00,17.50%,,$0.00,$0.00
,Sell,28/12/2021 17:00,LX,$2381.1,,($363.00),$15834.00,,($396.00),6.87%,-75.62%,$0.00,$0.00
678,Sell Short,29/12/2021 05:45,SE,$2371.1,$0.00,3,($234.00),-0.33%,$228.00,43.93%,,$0.00,$0.00
