

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
233,Buy,11/04/2018 14:20,LE,$2064.0,$0.00,3,$156.00,0.25%,$162.00,94.74%,,$0.00,$0.00
,Sell,11/04/2018 17:00,LX,$2069.2,,$156.00,$975.00,,($9.00),96.49%,91.23%,$0.00,$0.00
234,Sell Short,17/04/2018 07:20,SE,$2056.1,$0.00,3,($195.00),-0.32%,$108.00,34.29%,,$0.00,$0.00
,Buy to Cover,17/04/2018 17:00,SX,$2062.6,,($195.00),$780.00,,($207.00),3.81%,-61.90%,$0.00,$0.00
235,Buy,18/04/2018 08:20,LE,$2066.8,$0.00,3,($66.00),-0.11%,$129.00,52.44%,,$0.00,$0.00
,Sell,18/04/2018 17:00,LX,$2064.6,,($66.00),$714.00,,($117.00),20.73%,-26.83%,$0.00,$0.00
236,Sell Short,20/04/2018 09:35,SE,$2050.6,$0.00,3,$21.00,0.03%,$36.00,27.91%,,$0.00,$0.00
,Buy to Cover,20/04/2018 17:00,SX,$2049.9,,$21.00,$735.00,,($93.00),88.37%,16.28%,$0.00,$0.00
237,Sell Short,23/04/2018 07:50,SE,$2042.7,$0.00,3,$114.00,0.19%,$198.00,97.06%,,$0.00,$0.00
,Buy to Cover,23/04/2018 17:00,SX,$2038.9,,$114.00,$849.00,,($6.00),58.82%,55.88%,$0.00,$0.00
238,Sell Short,25/04/2018 04:20,SE,$2036.9,$0.00,3,$6.00,0.01%,$132.00,62.86%,,$0.00,$0.00
,Buy to Cover,25/04/2018 17:00,SX,$2036.7,,$6.00,$855.00,,($78.00),40.00%,2.86%,$0.00,$0.00
239,Sell Short,30/04/2018 05:10,SE,$2029.1,$0.00,3,$24.00,0.04%,$177.00,55.66%,,$0.00,$0.00
,Buy to Cover,30/04/2018 17:00,SX,$2028.3,,$24.00,$879.00,,($141.00),51.89%,7.55%,$0.00,$0.00
240,Sell Short,01/05/2018 10:05,SE,$2019.1,$0.00,3,$69.00,0.11%,$132.00,69.84%,,$0.00,$0.00
,Buy to Cover,01/05/2018 17:00,SX,$2016.8,,$69.00,$948.00,,($57.00),66.67%,36.51%,$0.00,$0.00
241,Buy,03/05/2018 05:30,LE,$2025.8,$0.00,3,($18.00),-0.03%,$162.00,72.00%,,$0.00,$0.00
,Sell,03/05/2018 17:00,LX,$2025.2,,($18.00),$930.00,,($63.00),20.00%,-8.00%,$0.00,$0.00
242,Sell Short,08/05/2018 05:10,SE,$2023.0,$0.00,3,($120.00),-0.20%,$135.00,37.50%,,$0.00,$0.00
,Buy to Cover,08/05/2018 17:00,SX,$2027.0,,($120.00),$810.00,,($225.00),29.17%,-33.33%,$0.00,$0.00
243,Sell Short,09/05/2018 03:10,SE,$2019.5,$0.00,3,($300.00),-0.50%,$93.00,23.66%,,$0.00,$0.00
,Buy to Cover,09/05/2018 10:50,LE,$2029.5,,($300.00),$510.00,,($300.00),0.00%,-76.34%,$0.00,$0.00
244,Buy,09/05/2018 10:50,LE,$2029.5,$0.00,3,($132.00),-0.22%,$15.00,7.69%,,$0.00,$0.00
,Sell,09/05/2018 17:00,LX,$2025.1,,($132.00),$378.00,,($180.00),24.62%,-67.69%,$0.00,$0.00
245,Buy,10/05/2018 08:40,LE,$2033.7,$0.00,3,$6.00,0.01%,$57.00,27.54%,,$0.00,$0.00
,Sell,10/05/2018 17:00,LX,$2033.9,,$6.00,$384.00,,($150.00),75.36%,2.90%,$0.00,$0.00
246,Sell Short,14/05/2018 14:05,SE,$2027.6,$0.00,3,$72.00,0.12%,$75.00,89.29%,,$0.00,$0.00
,Buy to Cover,14/05/2018 17:00,SX,$2025.2,,$72.00,$456.00,,($9.00),96.43%,85.71%,$0.00,$0.00
247,Sell Short,15/05/2018 07:20,SE,$2019.3,$0.00,3,$504.00,0.83%,$564.00,97.41%,,$0.00,$0.00
,Buy to Cover,15/05/2018 17:00,SX,$2002.5,,$504.00,$960.00,,($15.00),89.64%,87.05%,$0.00,$0.00
248,Buy,18/05/2018 14:35,LE,$2005.2,$0.00,3,($30.00),-0.05%,$21.00,29.17%,,$0.00,$0.00
,Sell,18/05/2018 17:00,LX,$2004.2,,($30.00),$930.00,,($51.00),29.17%,-41.67%,$0.00,$0.00
249,Sell Short,21/05/2018 02:25,SE,$1996.7,$0.00,3,($231.00),-0.39%,$96.00,27.83%,,$0.00,$0.00
,Buy to Cover,21/05/2018 17:00,SX,$2004.4,,($231.00),$699.00,,($249.00),5.22%,-66.96%,$0.00,$0.00
250,Buy,23/05/2018 05:55,LE,$2007.6,$0.00,3,($207.00),-0.34%,$87.00,29.59%,,$0.00,$0.00
,Sell,23/05/2018 09:05,SE,$2000.7,,($207.00),$492.00,,($207.00),0.00%,-70.41%,$0.00,$0.00
251,Sell Short,23/05/2018 09:05,SE,$2000.7,$0.00,3,($141.00),-0.23%,$39.00,17.33%,,$0.00,$0.00
,Buy to Cover,23/05/2018 17:00,SX,$2005.4,,($141.00),$351.00,,($186.00),20.00%,-62.67%,$0.00,$0.00
252,Buy,24/05/2018 09:50,LE,$2012.6,$0.00,3,$114.00,0.19%,$186.00,87.32%,,$0.00,$0.00
,Sell,24/05/2018 17:00,LX,$2016.4,,$114.00,$465.00,,($27.00),66.20%,53.52%,$0.00,$0.00
253,Sell Short,28/05/2018 02:15,SE,$2007.8,$0.00,3,($156.00),-0.26%,$15.00,8.47%,,$0.00,$0.00
,Buy to Cover,29/05/2018 04:30,LE,$2013.0,,($156.00),$309.00,,($162.00),3.39%,-88.14%,$0.00,$0.00
254,Buy,29/05/2018 04:30,LE,$2013.0,$0.00,3,($141.00),-0.23%,$153.00,52.04%,,$0.00,$0.00
,Sell,29/05/2018 08:50,SE,$2008.3,,($141.00),$168.00,,($141.00),0.00%,-47.96%,$0.00,$0.00
255,Sell Short,29/05/2018 08:50,SE,$2008.3,$0.00,3,($117.00),-0.19%,$135.00,53.57%,,$0.00,$0.00
,Buy to Cover,29/05/2018 10:50,LE,$2012.2,,($117.00),$51.00,,($117.00),0.00%,-46.43%,$0.00,$0.00
256,Buy,29/05/2018 10:50,LE,$2012.2,$0.00,3,($63.00),-0.10%,$123.00,65.08%,,$0.00,$0.00
,Sell,29/05/2018 17:00,LX,$2010.1,,($63.00),($12.00),,($66.00),1.59%,-33.33%,$0.00,$0.00
257,Buy,31/05/2018 09:55,LE,$2014.7,$0.00,3,($153.00),-0.25%,$90.00,31.58%,,$0.00,$0.00
,Sell,31/05/2018 17:00,LX,$2009.6,,($153.00),($165.00),,($195.00),14.74%,-53.68%,$0.00,$0.00
258,Sell Short,01/06/2018 08:40,SE,$2002.8,$0.00,3,($48.00),-0.08%,$24.00,9.76%,,$0.00,$0.00
,Buy to Cover,01/06/2018 17:00,SX,$2004.4,,($48.00),($213.00),,($222.00),70.73%,-19.51%,$0.00,$0.00
259,Buy,05/06/2018 11:40,LE,$2008.4,$0.00,3,($27.00),-0.04%,$102.00,68.00%,,$0.00,$0.00
,Sell,05/06/2018 17:00,LX,$2007.5,,($27.00),($240.00),,($48.00),14.00%,-18.00%,$0.00,$0.00
260,Buy,07/06/2018 08:35,LE,$2014.1,$0.00,3,($174.00),-0.29%,$12.00,4.76%,,$0.00,$0.00
,Sell,07/06/2018 17:00,LX,$2008.3,,($174.00),($414.00),,($240.00),26.19%,-69.05%,$0.00,$0.00
261,Sell Short,12/06/2018 08:30,SE,$2003.9,$0.00,3,($75.00),-0.12%,$6.00,2.86%,,$0.00,$0.00
,Buy to Cover,12/06/2018 17:00,SX,$2006.4,,($75.00),($489.00),,($204.00),61.43%,-35.71%,$0.00,$0.00
262,Sell Short,13/06/2018 14:10,SE,$2004.6,$0.00,3,($165.00),-0.27%,$57.00,20.88%,,$0.00,$0.00
,Buy to Cover,13/06/2018 17:00,SX,$2010.1,,($165.00),($654.00),,($216.00),18.68%,-60.44%,$0.00,$0.00
263,Buy,14/06/2018 05:35,LE,$2015.8,$0.00,3,($87.00),-0.14%,$150.00,58.14%,,$0.00,$0.00
,Sell,14/06/2018 17:00,LX,$2012.9,,($87.00),($741.00),,($108.00),8.14%,-33.72%,$0.00,$0.00
264,Sell Short,15/06/2018 08:35,SE,$2004.7,$0.00,3,$450.00,0.75%,$591.00,100.00%,,$0.00,$0.00
,Buy to Cover,15/06/2018 17:00,SX,$1989.7,,$450.00,($291.00),,$0.00,76.14%,76.14%,$0.00,$0.00
265,Buy,19/06/2018 00:05,LE,$1993.2,$0.00,3,($171.00),-0.29%,$9.00,5.00%,,$0.00,$0.00
,Sell,19/06/2018 07:15,SE,$1987.5,,($171.00),($462.00),,($171.00),0.00%,-95.00%,$0.00,$0.00
266,Sell Short,19/06/2018 07:15,SE,$1987.5,$0.00,3,$114.00,0.19%,$264.00,100.00%,,$0.00,$0.00
,Buy to Cover,19/06/2018 17:00,SX,$1983.7,,$114.00,($348.00),,$0.00,43.18%,43.18%,$0.00,$0.00
267,Sell Short,24/06/2018 23:15,SE,$1976.5,$0.00,3,$63.00,0.11%,$111.00,51.39%,,$0.00,$0.00
,Buy to Cover,25/06/2018 17:00,SX,$1974.4,,$63.00,($285.00),,($105.00),77.78%,29.17%,$0.00,$0.00
268,Sell Short,26/06/2018 04:05,SE,$1969.2,$0.00,3,$60.00,0.10%,$174.00,76.32%,,$0.00,$0.00
,Buy to Cover,26/06/2018 17:00,SX,$1967.2,,$60.00,($225.00),,($54.00),50.00%,26.32%,$0.00,$0.00
269,Buy,29/06/2018 12:05,LE,$1961.8,$0.00,3,($24.00),-0.04%,$66.00,51.16%,,$0.00,$0.00
,Sell,29/06/2018 17:00,LX,$1961.0,,($24.00),($249.00),,($63.00),30.23%,-18.60%,$0.00,$0.00
270,Sell Short,08/08/2018 08:40,SE,$1913.7,$0.00,3,($156.00),-0.27%,$72.00,29.63%,,$0.00,$0.00
,Buy to Cover,08/08/2018 17:00,SX,$1918.9,,($156.00),($405.00),,($171.00),6.17%,-64.20%,$0.00,$0.00
271,Sell Short,10/08/2018 01:55,SE,$1913.5,$0.00,3,($246.00),-0.43%,$87.00,26.13%,,$0.00,$0.00
,Buy to Cover,10/08/2018 10:10,LE,$1921.7,,($246.00),($651.00),,($246.00),0.00%,-73.87%,$0.00,$0.00
272,Buy,10/08/2018 10:10,LE,$1921.7,$0.00,3,($144.00),-0.25%,$21.00,12.73%,,$0.00,$0.00
,Sell,10/08/2018 11:50,SE,$1916.9,,($144.00),($795.00),,($144.00),0.00%,-87.27%,$0.00,$0.00
273,Sell Short,10/08/2018 11:50,SE,$1916.9,$0.00,3,$15.00,0.03%,$42.00,56.00%,,$0.00,$0.00
,Buy to Cover,10/08/2018 17:00,SX,$1916.4,,$15.00,($780.00),,($33.00),64.00%,20.00%,$0.00,$0.00
274,Sell Short,13/08/2018 03:40,SE,$1909.4,$0.00,3,$339.00,0.59%,$399.00,91.72%,,$0.00,$0.00
,Buy to Cover,13/08/2018 17:00,SX,$1898.1,,$339.00,($441.00),,($36.00),86.21%,77.93%,$0.00,$0.00
275,Sell Short,14/08/2018 22:50,SE,$1894.1,$0.00,3,$450.00,0.79%,$498.00,99.40%,,$0.00,$0.00
,Buy to Cover,15/08/2018 17:00,SX,$1879.1,,$450.00,$9.00,,($3.00),90.42%,89.82%,$0.00,$0.00
276,Buy,21/08/2018 08:30,LE,$1894.2,$0.00,3,$189.00,0.33%,$213.00,74.74%,,$0.00,$0.00
,Sell,21/08/2018 17:00,LX,$1900.5,,$189.00,$198.00,,($72.00),91.58%,66.32%,$0.00,$0.00
277,Buy,22/08/2018 07:30,LE,$1904.2,$0.00,3,($135.00),-0.24%,$48.00,21.92%,,$0.00,$0.00
,Sell,22/08/2018 17:00,LX,$1899.7,,($135.00),$63.00,,($171.00),16.44%,-61.64%,$0.00,$0.00
278,Sell Short,28/08/2018 14:10,SE,$1907.6,$0.00,3,$87.00,0.15%,$126.00,85.71%,,$0.00,$0.00
,Buy to Cover,28/08/2018 17:00,SX,$1904.7,,$87.00,$150.00,,($21.00),73.47%,59.18%,$0.00,$0.00
279,Buy,30/08/2018 08:45,LE,$1910.0,$0.00,3,($210.00),-0.37%,$3.00,0.94%,,$0.00,$0.00
,Sell,30/08/2018 17:00,LX,$1903.0,,($210.00),($60.00),,($315.00),33.02%,-66.04%,$0.00,$0.00
280,Buy,31/08/2018 03:15,LE,$1910.4,$0.00,3,($189.00),-0.33%,$54.00,16.67%,,$0.00,$0.00
,Sell,31/08/2018 17:00,LX,$1904.1,,($189.00),($249.00),,($270.00),25.00%,-58.33%,$0.00,$0.00
281,Sell Short,03/09/2018 08:05,SE,$1902.4,$0.00,3,$246.00,0.43%,$294.00,76.56%,,$0.00,$0.00
,Buy to Cover,04/09/2018 17:00,SX,$1894.2,,$246.00,($3.00),,($90.00),87.50%,64.06%,$0.00,$0.00
282,Buy,06/09/2018 04:15,LE,$1903.9,$0.00,3,($30.00),-0.05%,$183.00,59.22%,,$0.00,$0.00
,Sell,06/09/2018 17:00,LX,$1902.9,,($30.00),($33.00),,($126.00),31.07%,-9.71%,$0.00,$0.00
283,Sell Short,07/09/2018 08:40,SE,$1898.5,$0.00,3,($3.00),-0.01%,$72.00,34.29%,,$0.00,$0.00
,Buy to Cover,07/09/2018 17:00,SX,$1898.6,,($3.00),($36.00),,($138.00),64.29%,-1.43%,$0.00,$0.00
284,Sell Short,11/09/2018 08:40,SE,$1893.3,$0.00,3,($204.00),-0.36%,$99.00,32.67%,,$0.00,$0.00
,Buy to Cover,11/09/2018 13:35,LE,$1900.1,,($204.00),($240.00),,($204.00),0.00%,-67.33%,$0.00,$0.00
285,Buy,11/09/2018 13:35,LE,$1900.1,$0.00,3,$33.00,0.06%,$60.00,50.00%,,$0.00,$0.00
,Sell,11/09/2018 17:00,LX,$1901.2,,$33.00,($207.00),,($60.00),77.50%,27.50%,$0.00,$0.00
286,Buy,12/09/2018 11:25,LE,$1904.7,$0.00,3,$123.00,0.22%,$195.00,97.01%,,$0.00,$0.00
,Sell,12/09/2018 17:00,LX,$1908.8,,$123.00,($84.00),,($6.00),64.18%,61.19%,$0.00,$0.00
287,Sell Short,14/09/2018 10:20,SE,$1900.3,$0.00,3,$129.00,0.23%,$159.00,81.54%,,$0.00,$0.00
,Buy to Cover,14/09/2018 17:00,SX,$1896.0,,$129.00,$45.00,,($36.00),84.62%,66.15%,$0.00,$0.00
288,Buy,19/09/2018 01:40,LE,$1906.0,$0.00,3,$6.00,0.01%,$69.00,45.10%,,$0.00,$0.00
,Sell,19/09/2018 17:00,LX,$1906.2,,$6.00,$51.00,,($84.00),58.82%,3.92%,$0.00,$0.00
289,Buy,20/09/2018 08:35,LE,$1909.6,$0.00,3,($12.00),-0.02%,$30.00,17.86%,,$0.00,$0.00
,Sell,20/09/2018 17:00,LX,$1909.2,,($12.00),$39.00,,($138.00),75.00%,-7.14%,$0.00,$0.00
290,Sell Short,21/09/2018 08:45,SE,$1903.8,$0.00,3,$87.00,0.15%,$312.00,100.00%,,$0.00,$0.00
,Buy to Cover,21/09/2018 17:00,SX,$1900.9,,$87.00,$126.00,,$0.00,27.88%,27.88%,$0.00,$0.00
291,Sell Short,26/09/2018 05:55,SE,$1899.4,$0.00,3,$102.00,0.18%,$219.00,75.26%,,$0.00,$0.00
,Buy to Cover,26/09/2018 17:00,SX,$1896.0,,$102.00,$228.00,,($72.00),59.79%,35.05%,$0.00,$0.00
292,Buy,02/10/2018 04:50,LE,$1895.4,$0.00,3,$270.00,0.47%,$426.00,73.20%,,$0.00,$0.00
,Sell,02/10/2018 17:00,LX,$1904.4,,$270.00,$498.00,,($156.00),73.20%,46.39%,$0.00,$0.00
293,Buy,05/10/2018 10:05,LE,$1907.0,$0.00,3,($87.00),-0.15%,$3.00,1.82%,,$0.00,$0.00
,Sell,05/10/2018 17:00,LX,$1904.1,,($87.00),$411.00,,($162.00),45.45%,-52.73%,$0.00,$0.00
294,Sell Short,07/10/2018 21:45,SE,$1898.4,$0.00,3,$285.00,0.50%,$444.00,96.10%,,$0.00,$0.00
,Buy to Cover,08/10/2018 17:00,SX,$1888.9,,$285.00,$696.00,,($18.00),65.58%,61.69%,$0.00,$0.00
295,Buy,10/10/2018 14:15,LE,$1891.9,$0.00,3,$93.00,0.16%,$114.00,100.00%,,$0.00,$0.00
,Sell,10/10/2018 17:00,LX,$1895.0,,$93.00,$789.00,,$0.00,81.58%,81.58%,$0.00,$0.00
296,Buy,11/10/2018 05:15,LE,$1899.2,$0.00,3,$804.00,1.41%,$846.00,99.65%,,$0.00,$0.00
,Sell,11/10/2018 17:00,LX,$1926.0,,$804.00,$1593.00,,($3.00),95.05%,94.70%,$0.00,$0.00
297,Sell Short,17/10/2018 13:00,SE,$1924.9,$0.00,3,$57.00,0.10%,$69.00,71.88%,,$0.00,$0.00
,Buy to Cover,17/10/2018 17:00,SX,$1923.0,,$57.00,$1650.00,,($27.00),87.50%,59.38%,$0.00,$0.00
298,Buy,18/10/2018 11:50,LE,$1929.3,$0.00,3,($87.00),-0.15%,$42.00,25.00%,,$0.00,$0.00
,Sell,18/10/2018 17:00,LX,$1926.4,,($87.00),$1563.00,,($126.00),23.21%,-51.79%,$0.00,$0.00
299,Sell Short,22/10/2018 04:40,SE,$1923.5,$0.00,3,$36.00,0.06%,$96.00,69.57%,,$0.00,$0.00
,Buy to Cover,22/10/2018 17:00,SX,$1922.3,,$36.00,$1599.00,,($42.00),56.52%,26.09%,$0.00,$0.00
300,Buy,23/10/2018 02:50,LE,$1929.1,$0.00,3,$48.00,0.08%,$336.00,94.12%,,$0.00,$0.00
,Sell,23/10/2018 17:00,LX,$1930.7,,$48.00,$1647.00,,($21.00),19.33%,13.45%,$0.00,$0.00
301,Buy,25/10/2018 04:25,LE,$1933.7,$0.00,3,($57.00),-0.10%,$57.00,24.68%,,$0.00,$0.00
,Sell,25/10/2018 17:00,LX,$1931.8,,($57.00),$1590.00,,($174.00),50.65%,-24.68%,$0.00,$0.00
302,Buy,26/10/2018 11:00,LE,$1940.1,$0.00,3,($207.00),-0.36%,$99.00,25.38%,,$0.00,$0.00
,Sell,26/10/2018 17:00,LX,$1933.2,,($207.00),$1383.00,,($291.00),21.54%,-53.08%,$0.00,$0.00
303,Sell Short,29/10/2018 12:55,SE,$1925.7,$0.00,3,($90.00),-0.16%,$66.00,33.33%,,$0.00,$0.00
,Buy to Cover,29/10/2018 17:00,SX,$1928.7,,($90.00),$1293.00,,($132.00),21.21%,-45.45%,$0.00,$0.00
304,Sell Short,30/10/2018 06:25,SE,$1920.6,$0.00,3,($48.00),-0.08%,$51.00,24.29%,,$0.00,$0.00
,Buy to Cover,30/10/2018 17:00,SX,$1922.2,,($48.00),$1245.00,,($159.00),52.86%,-22.86%,$0.00,$0.00
305,Sell Short,31/10/2018 00:00,SE,$1915.3,$0.00,3,$54.00,0.09%,$135.00,65.22%,,$0.00,$0.00
,Buy to Cover,31/10/2018 17:00,SX,$1913.5,,$54.00,$1299.00,,($72.00),60.87%,26.09%,$0.00,$0.00
306,Buy,01/11/2018 03:05,LE,$1921.6,$0.00,3,$330.00,0.57%,$450.00,98.68%,,$0.00,$0.00
,Sell,01/11/2018 17:00,LX,$1932.6,,$330.00,$1629.00,,($6.00),73.68%,72.37%,$0.00,$0.00
307,Sell Short,05/11/2018 07:55,SE,$1928.9,$0.00,3,($45.00),-0.08%,$93.00,46.97%,,$0.00,$0.00
,Buy to Cover,05/11/2018 17:00,SX,$1930.4,,($45.00),$1584.00,,($105.00),30.30%,-22.73%,$0.00,$0.00
308,Buy,06/11/2018 04:10,LE,$1933.3,$0.00,3,($195.00),-0.34%,$51.00,20.73%,,$0.00,$0.00
,Sell,06/11/2018 10:55,SE,$1926.8,,($195.00),$1389.00,,($195.00),0.00%,-79.27%,$0.00,$0.00
309,Sell Short,06/11/2018 10:55,SE,$1926.8,$0.00,3,$24.00,0.04%,$132.00,73.33%,,$0.00,$0.00
,Buy to Cover,06/11/2018 17:00,SX,$1926.0,,$24.00,$1413.00,,($48.00),40.00%,13.33%,$0.00,$0.00
310,Buy,07/11/2018 05:25,LE,$1934.0,$0.00,3,($267.00),-0.46%,$42.00,12.28%,,$0.00,$0.00
,Sell,07/11/2018 17:00,LX,$1925.1,,($267.00),$1146.00,,($300.00),9.65%,-78.07%,$0.00,$0.00
311,Sell Short,09/11/2018 00:05,SE,$1917.1,$0.00,3,$294.00,0.51%,$375.00,82.24%,,$0.00,$0.00
,Buy to Cover,09/11/2018 17:00,SX,$1907.3,,$294.00,$1440.00,,($81.00),82.24%,64.47%,$0.00,$0.00
312,Buy,14/11/2018 12:50,LE,$1902.0,$0.00,3,$198.00,0.35%,$378.00,100.00%,,$0.00,$0.00
,Sell,14/11/2018 17:00,LX,$1908.6,,$198.00,$1638.00,,$0.00,52.38%,52.38%,$0.00,$0.00
313,Buy,15/11/2018 21:05,LE,$1913.4,$0.00,3,$177.00,0.31%,$297.00,86.09%,,$0.00,$0.00
,Sell,16/11/2018 17:00,LX,$1919.3,,$177.00,$1815.00,,($48.00),65.22%,51.30%,$0.00,$0.00
314,Buy,20/11/2018 08:30,LE,$1925.4,$0.00,3,($177.00),-0.31%,$45.00,16.48%,,$0.00,$0.00
,Sell,20/11/2018 17:00,LX,$1919.5,,($177.00),$1638.00,,($228.00),18.68%,-64.84%,$0.00,$0.00
315,Buy,21/11/2018 10:20,LE,$1925.9,$0.00,3,($57.00),-0.10%,$69.00,45.10%,,$0.00,$0.00
,Sell,21/11/2018 17:00,LX,$1924.0,,($57.00),$1581.00,,($84.00),17.65%,-37.25%,$0.00,$0.00
316,Sell Short,23/11/2018 02:20,SE,$1922.6,$0.00,3,$84.00,0.15%,$141.00,58.75%,,$0.00,$0.00
,Buy to Cover,26/11/2018 17:00,SX,$1919.8,,$84.00,$1665.00,,($99.00),76.25%,35.00%,$0.00,$0.00
317,Sell Short,27/11/2018 08:35,SE,$1919.9,$0.00,3,$255.00,0.44%,$333.00,95.69%,,$0.00,$0.00
,Buy to Cover,27/11/2018 17:00,SX,$1911.4,,$255.00,$1920.00,,($15.00),77.59%,73.28%,$0.00,$0.00
318,Buy,28/11/2018 12:15,LE,$1921.4,$0.00,3,($96.00),-0.17%,$93.00,36.90%,,$0.00,$0.00
,Sell,28/11/2018 17:00,LX,$1918.2,,($96.00),$1824.00,,($159.00),25.00%,-38.10%,$0.00,$0.00
319,Sell Short,30/11/2018 09:10,SE,$1916.6,$0.00,3,($51.00),-0.09%,$114.00,62.30%,,$0.00,$0.00
,Buy to Cover,30/11/2018 17:00,SX,$1918.3,,($51.00),$1773.00,,($69.00),9.84%,-27.87%,$0.00,$0.00
320,Buy,04/12/2018 08:35,LE,$1936.6,$0.00,3,($48.00),-0.08%,$54.00,33.96%,,$0.00,$0.00
,Sell,04/12/2018 17:00,LX,$1935.0,,($48.00),$1725.00,,($105.00),35.85%,-30.19%,$0.00,$0.00
321,Buy,06/12/2018 08:20,LE,$1934.5,$0.00,3,($6.00),-0.01%,$192.00,77.11%,,$0.00,$0.00
,Sell,06/12/2018 17:00,LX,$1934.3,,($6.00),$1719.00,,($57.00),20.48%,-2.41%,$0.00,$0.00
322,Buy,07/12/2018 08:40,LE,$1941.7,$0.00,3,$102.00,0.18%,$150.00,50.00%,,$0.00,$0.00
,Sell,07/12/2018 17:00,LX,$1945.1,,$102.00,$1821.00,,($150.00),84.00%,34.00%,$0.00,$0.00
323,Sell Short,11/12/2018 13:25,SE,$1938.9,$0.00,3,$0.00,0.00%,$54.00,81.82%,,$0.00,$0.00
,Buy to Cover,11/12/2018 17:00,SX,$1938.9,,$0.00,$1821.00,,($12.00),18.18%,0.00%,$0.00,$0.00
324,Sell Short,14/12/2018 02:45,SE,$1932.5,$0.00,3,($15.00),-0.03%,$153.00,65.38%,,$0.00,$0.00
,Buy to Cover,14/12/2018 17:00,SX,$1933.0,,($15.00),$1806.00,,($81.00),28.21%,-6.41%,$0.00,$0.00
325,Buy,19/12/2018 09:25,LE,$1944.4,$0.00,3,($105.00),-0.18%,$261.00,71.31%,,$0.00,$0.00
,Sell,19/12/2018 14:05,SE,$1940.9,,($105.00),$1701.00,,($105.00),0.00%,-28.69%,$0.00,$0.00
326,Sell Short,19/12/2018 14:05,SE,$1940.9,$0.00,3,($105.00),-0.18%,$108.00,50.70%,,$0.00,$0.00
,Buy to Cover,19/12/2018 14:10,LE,$1944.4,,($105.00),$1596.00,,($105.00),0.00%,-49.30%,$0.00,$0.00
327,Buy,19/12/2018 14:10,LE,$1944.4,$0.00,3,($117.00),-0.20%,$27.00,18.75%,,$0.00,$0.00
,Sell,19/12/2018 14:15,SE,$1940.5,,($117.00),$1479.00,,($117.00),0.00%,-81.25%,$0.00,$0.00
328,Sell Short,19/12/2018 14:15,SE,$1940.5,$0.00,3,$81.00,0.14%,$126.00,85.71%,,$0.00,$0.00
,Buy to Cover,19/12/2018 17:00,SX,$1937.8,,$81.00,$1560.00,,($21.00),69.39%,55.10%,$0.00,$0.00
329,Buy,20/12/2018 09:10,LE,$1952.1,$0.00,3,$69.00,0.12%,$267.00,78.76%,,$0.00,$0.00
,Sell,20/12/2018 17:00,LX,$1954.4,,$69.00,$1629.00,,($72.00),41.59%,20.35%,$0.00,$0.00
330,Buy,23/12/2018 22:00,LE,$1957.8,$0.00,3,$84.00,0.14%,$462.00,77.39%,,$0.00,$0.00
,Sell,26/12/2018 17:00,LX,$1960.6,,$84.00,$1713.00,,($135.00),36.68%,14.07%,$0.00,$0.00
331,Buy,27/12/2018 13:25,LE,$1972.2,$0.00,3,($96.00),-0.16%,$9.00,6.12%,,$0.00,$0.00
,Sell,27/12/2018 17:00,LX,$1969.0,,($96.00),$1617.00,,($138.00),28.57%,-65.31%,$0.00,$0.00
332,Buy,02/01/2019 00:25,LE,$1978.3,$0.00,3,($204.00),-0.34%,$108.00,34.62%,,$0.00,$0.00
,Sell,02/01/2019 13:55,SE,$1971.5,,($204.00),$1413.00,,($204.00),0.00%,-65.38%,$0.00,$0.00
333,Sell Short,02/01/2019 13:55,SE,$1971.5,$0.00,3,($180.00),-0.30%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,02/01/2019 17:00,SX,$1977.5,,($180.00),$1233.00,,($189.00),4.76%,-95.24%,$0.00,$0.00
334,Buy,03/01/2019 08:35,LE,$1980.9,$0.00,3,$183.00,0.31%,$201.00,84.81%,,$0.00,$0.00
,Sell,03/01/2019 17:00,LX,$1987.0,,$183.00,$1416.00,,($36.00),92.41%,77.22%,$0.00,$0.00
335,Sell Short,04/01/2019 09:05,SE,$1978.3,$0.00,3,$36.00,0.06%,$279.00,91.18%,,$0.00,$0.00
,Buy to Cover,04/01/2019 17:00,SX,$1977.1,,$36.00,$1452.00,,($27.00),20.59%,11.76%,$0.00,$0.00
336,Sell Short,08/01/2019 08:20,SE,$1972.7,$0.00,3,($129.00),-0.22%,$48.00,20.25%,,$0.00,$0.00
,Buy to Cover,08/01/2019 17:00,SX,$1977.0,,($129.00),$1323.00,,($189.00),25.32%,-54.43%,$0.00,$0.00
337,Buy,09/01/2019 09:50,LE,$1981.2,$0.00,3,$117.00,0.20%,$141.00,75.81%,,$0.00,$0.00
,Sell,09/01/2019 17:00,LX,$1985.1,,$117.00,$1440.00,,($45.00),87.10%,62.90%,$0.00,$0.00
338,Sell Short,11/01/2019 09:25,SE,$1978.7,$0.00,3,($3.00),-0.01%,$15.00,11.63%,,$0.00,$0.00
,Buy to Cover,11/01/2019 17:00,SX,$1978.8,,($3.00),$1437.00,,($114.00),86.05%,-2.33%,$0.00,$0.00
339,Sell Short,15/01/2019 11:35,SE,$1979.1,$0.00,3,($30.00),-0.05%,$48.00,40.00%,,$0.00,$0.00
