

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
Total Net Profit,$30536.25,$30536.25,$0.00,
Gross Profit,$130166.25,$130166.25,$0.00,
Gross Loss,($99630.00),($99630.00),$0.00,
Profit Factor,1.31,1.31,n/a,
,,,,
Roll Over Credit,$0.00,$0.00,$0.00,
Open Position P/L,$0.00,$0.00,$0.00,
,,,,
Select Total Net Profit,$29887.50,$29887.50,$0.00,
Select Gross Profit,$119542.50,$119542.50,$0.00,
Select Gross Loss,($89655.00),($89655.00),$0.00,
Select Profit Factor,1.33,1.33,n/a,
,,,,
Adjusted Total Net Profit,$21381.17,$21381.17,$0.00,
Adjusted Gross Profit,$124396.73,$124396.73,$0.00,
Adjusted Gross Loss,($103015.57),($103015.57),$0.00,
Adjusted Profit Factor,1.21,1.21,n/a,
,,,,
Total Number of Trades,1386,1386,0,
Percent Profitable,36.72%,36.72%,0.00%,
Winning Trades,509,509,0,
Losing Trades,866,866,0,
Even Trades,11,11,0,
,,,,
Avg. Trade Net Profit,$22.03,$22.03,$0.00,
Avg. Winning Trade,$255.73,$255.73,$0.00,
Avg. Losing Trade,($115.05),($115.05),$0.00,
Ratio Avg. Win:Avg. Loss,2.22,2.22,n/a,
Largest Winning Trade,$1511.25,$1511.25,$0.00,
Largest Losing Trade,($1035.00),($1035.00),$0.00,
Largest Winner as % of Gross Profit,1.16%,1.16%,n/a,
Largest Loser as % of Gross Loss,1.04%,1.04%,n/a,
,,,,
Net Profit as % of Largest Loss,2950.36%,2950.36%,n/a,
Select Net Profit as % of Largest Loss,2887.68%,2887.68%,n/a,
Adjusted Net Profit as % of Largest Loss,2065.81%,2065.81%,n/a,
,,,,
Max. Consecutive Winning Trades,6,6,0,
Max. Consecutive Losing Trades,15,15,0,
Avg. Bars in Total Trades,10.89,10.89,0.00,
Avg. Bars in Winning Trades,19.51,19.51,0.00,
Avg. Bars in Losing Trades,5.78,5.78,0.00,
Avg. Bars in Even Trades,13.64,13.64,0.00,
,,,,
Max. Shares/Contracts Held,3,3,0,
Total Shares/Contracts Held,4158,4158,0,
Account Size Required,$5497.50,$5497.50,$0.00,
Total Slippage,$0.00,$0.00,$0.00,
Total Commission,$0.00,$0.00,$0.00,
,,,,
Return on Initial Capital,30.54%,,,
Annual Rate of Return,2.67%,,,
Buy & Hold Return,160.94%,,,
Return on Account,555.46%,,,
Avg. Monthly Return,$257.72,,,
Std. Deviation of Monthly Return,$869.83,,,
,,,,
Return Retracement Ratio,3.23,,,
RINA Index,3699.57,,,
Sharpe Ratio,0.08,,,
K-Ratio,n/a,,,
,,,,
Trading Period,9 Years 11 Months 17 days,,,
Percent of Time in the Market,4.62%,,,
Time in the Market,5 Months 15 days 2 hours 30 Minutes,,,
Longest Flat Period,22 days 18 hours 15 Minutes,,,
,,,,
Max. Equity Run-up,$31020.00,,,
Date of Max. Equity Run-up,22/04/2025 11:30,,,
Max Equity Run-up as % of Initial Capital,31.02%,,,
,,,,
Max. Drawdown (Intra-Day Peak to Valley),,,,
Value,($6333.75),($6333.75),$0.00,
Date,31/03/2026 11:15,,,
as % of Initial Capital,6.33%,6.33%,0.00%,
Net Profit as % of Drawdown,482.12%,482.12%,n/a,
Select Net Profit as % of Drawdown,471.88%,471.88%,n/a,
Adjusted Net Profit as % of Drawdown,337.58%,337.58%,n/a,
,,,,
Max. Drawdown (Trade Close to Trade Close),,,,
Value,($5497.50),($5497.50),$0.00,
Date,03/31/26 10:15,,,
as % of Initial Capital,5.50%,5.50%,0.00%,
Net Profit as % of Drawdown,555.46%,555.46%,n/a,
Select Net Profit as % of Drawdown,543.66%,543.66%,0.00%,
Adjusted Net Profit as % of Drawdown,388.93%,388.93%,n/a,
,,,,
Max. Trade Drawdown,($1035.00),($1035.00),$0.00,


Trade Analysis

,,,,
TradeStation Trade Analysis,,,,
,All Trades,Winners,Losers,
Total Number of Trades,1386,509,866,
Avg. Trade Net Profit,$22.03,$255.73,($115.05),
1 Std. Deviation of Avg. Trade,$243.83,$218.43,$127.36,
Avg. Trade + 1 Std. Deviation,$265.86,$474.16,$12.31,
Avg. Trade - 1 Std. Deviation,($221.80),$37.30,($242.40),
Coefficient of Variation,1106.72%,85.41%,110.70%,
,,,,
Time Averages,,,,
Avg. Time in Trades,2 hours 54 Minutes,5 hours 22 Minutes,1 hour 27 Minutes,
Avg. Time Between Trades,2 days 12 hours 4 Minutes,6 days 21 hours 53 Minutes,4 days 3 hours 23 Minutes,
Avg. Time Between Trade Profit Peaks,288 days 2 hours,,,
,,,,
Outliers,Total,Positive,Negative,
Number of Outliers,24,10,14,
Outlier Profit/Loss,$648.75,$10623.75,($9975.00),
,,,,
Run-up/Drawdown,,Run-up,Drawdown,
Max. Value,,$1890.00,($1035.00),
Max. Value Date,,09/04/2025,20/11/2025,
Avg. Value,,$176.95,($117.07),
1 Std. Deviation,,$211.62,$128.20,
Avg. + 1 Std. Deviation,,$388.57,$11.14,
Avg. - 1 Std. Deviation,,($34.67),($245.27),
Coefficient of Variation,,119.59%,109.51%,
,,,,
Efficiency Analysis,Total,Entry,Exit,
Avg. Efficiency,-9.21%,51.69%,39.10%,
1 Std. Deviation,57.15%,31.39%,31.93%,
Avg. + 1 Std. Deviation,47.94%,83.07%,71.04%,
Avg. - 1 Std. Deviation,-66.36%,20.30%,7.17%,
Coefficient of Variation,620.53%,60.72%,81.66%,
,,,,
TradeStation Trade Series Analysis,,,,
,,Winners,Losers,
Largest Profit/Loss,,$1511.25,($1035.00),
Largest Profit/Loss as % of Gross,,1.16%,1.04%,
Largest Consec. Profit/Loss,,$3240.00,($2452.50),
Largest Consec. Profit/Loss as % of Gross,,2.49%,2.46%,
,,,,
Winning Series,Number of Series,Avg. Gain per Series,Avg. Loss Next Trade,
1,191,$266.49,($130.13),
2,79,$248.71,($106.99),
3,28,$266.03,($123.62),
4,10,$183.56,($165.00),
5,6,$234.75,($108.13),
6,1,$540.00,($468.75),
,,,,
Losing Series,Number of Series,Avg. Loss per Series,Avg. Gain Next Trade,
1,116,($137.33),$220.54,
2,70,($119.63),$237.59,
3,50,($100.42),$274.80,
4,36,($144.24),$322.40,
5,16,($95.25),$251.48,
6,12,($103.59),$225.63,
7,9,($96.96),$157.92,
8,4,($85.66),$119.06,
9,1,($157.08),$472.50,
10,1,($87.75),$195.00,
11,2,($45.85),$75.00,
13,1,($188.65),$431.25,
15,1,($95.75),$195.00,
,,,,


TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

1,Buy,26/07/2016 09:00,El,$2921.25,$0.00,3,($7.50),-0.02%,$22.50,60.00%,,$0.00,$0.00
,Sell,26/07/2016 09:15,Sell,$2920.75,,($7.50),($7.50),,($15.00),20.00%,-20.00%,$0.00,$0.00
2,Buy,28/07/2016 14:00,El,$2919.00,$0.00,3,($11.25),-0.03%,$7.50,28.57%,,$0.00,$0.00
,Sell,28/07/2016 14:15,Sell,$2918.25,,($11.25),($18.75),,($18.75),28.57%,-42.86%,$0.00,$0.00
3,Buy,29/07/2016 10:30,El,$2922.75,$0.00,3,($11.25),-0.03%,$56.25,71.43%,,$0.00,$0.00
,Sell,29/07/2016 14:00,Sell,$2922.00,,($11.25),($30.00),,($22.50),14.29%,-14.29%,$0.00,$0.00
4,Buy,05/08/2016 09:00,El,$2926.75,$0.00,3,$82.50,0.19%,$97.50,89.66%,,$0.00,$0.00
,Sell,05/08/2016 15:00,EoDL,$2932.25,,$82.50,$52.50,,($11.25),86.21%,75.86%,$0.00,$0.00
5,Buy,11/08/2016 09:00,El,$2934.50,$0.00,3,$67.50,0.15%,$78.75,53.85%,,$0.00,$0.00
,Sell,11/08/2016 15:00,EoDL,$2939.00,,$67.50,$120.00,,($67.50),92.31%,46.15%,$0.00,$0.00
6,Buy,15/08/2016 09:00,El,$2941.75,$0.00,3,$18.75,0.04%,$56.25,71.43%,,$0.00,$0.00
,Sell,15/08/2016 15:00,EoDL,$2943.00,,$18.75,$138.75,,($22.50),52.38%,23.81%,$0.00,$0.00
7,Buy,23/08/2016 09:00,El,$2944.75,$0.00,3,($67.50),-0.15%,$22.50,25.00%,,$0.00,$0.00
,Sell,23/08/2016 15:00,EoDL,$2940.25,,($67.50),$71.25,,($67.50),0.00%,-75.00%,$0.00,$0.00
8,Buy,26/08/2016 09:30,El,$2935.00,$0.00,3,($48.75),-0.11%,$97.50,54.17%,,$0.00,$0.00
,Sell,26/08/2016 11:00,Sell,$2931.75,,($48.75),$22.50,,($82.50),18.75%,-27.08%,$0.00,$0.00
9,Buy,29/08/2016 09:15,El,$2931.00,$0.00,3,$30.00,0.07%,$90.00,85.71%,,$0.00,$0.00
,Sell,29/08/2016 15:00,EoDL,$2933.00,,$30.00,$52.50,,($15.00),42.86%,28.57%,$0.00,$0.00
10,Buy,02/09/2016 09:00,El,$2936.00,$0.00,3,($127.50),-0.29%,$37.50,20.83%,,$0.00,$0.00
,Sell,02/09/2016 13:00,Sell,$2927.50,,($127.50),($75.00),,($142.50),8.33%,-70.83%,$0.00,$0.00
11,Buy,02/09/2016 13:15,El2,$2927.75,$0.00,3,$86.25,0.20%,$93.75,96.15%,,$0.00,$0.00
,Sell,02/09/2016 15:00,EoDL,$2933.50,,$86.25,$11.25,,($3.75),92.31%,88.46%,$0.00,$0.00
12,Buy,12/09/2016 12:15,El,$2898.75,$0.00,3,($75.00),-0.17%,$90.00,48.98%,,$0.00,$0.00
,Sell,12/09/2016 12:45,Sell,$2893.75,,($75.00),($63.75),,($93.75),10.20%,-40.82%,$0.00,$0.00
13,Buy,12/09/2016 13:00,El2,$2896.25,$0.00,3,$300.00,0.69%,$315.00,98.82%,,$0.00,$0.00
,Sell,12/09/2016 15:00,EoDL,$2916.25,,$300.00,$236.25,,($3.75),95.29%,94.12%,$0.00,$0.00
14,Buy,15/09/2016 09:30,El,$2887.00,$0.00,3,$247.50,0.57%,$281.25,91.46%,,$0.00,$0.00
,Sell,15/09/2016 15:00,EoDL,$2903.50,,$247.50,$483.75,,($26.25),89.02%,80.49%,$0.00,$0.00
15,Buy,19/09/2016 09:00,El,$2901.25,$0.00,3,($37.50),-0.09%,$101.25,69.23%,,$0.00,$0.00
,Sell,19/09/2016 11:30,Sell,$2898.75,,($37.50),$446.25,,($45.00),5.13%,-25.64%,$0.00,$0.00
16,Buy,20/09/2016 09:15,El,$2902.25,$0.00,3,($15.00),-0.03%,$37.50,58.82%,,$0.00,$0.00
,Sell,20/09/2016 09:30,Sell,$2901.25,,($15.00),$431.25,,($26.25),17.65%,-23.53%,$0.00,$0.00
17,Buy,21/09/2016 09:00,El,$2901.25,$0.00,3,($101.25),-0.23%,$63.75,34.69%,,$0.00,$0.00
,Sell,21/09/2016 11:45,Sell,$2894.50,,($101.25),$330.00,,($120.00),10.20%,-55.10%,$0.00,$0.00
18,Buy,21/09/2016 13:30,El2,$2904.00,$0.00,3,$198.75,0.46%,$198.75,63.86%,,$0.00,$0.00
,Sell,21/09/2016 15:00,EoDL,$2917.25,,$198.75,$528.75,,($112.50),100.00%,63.86%,$0.00,$0.00
19,Buy,22/09/2016 09:00,El,$2930.00,$0.00,3,$33.75,0.08%,$60.00,47.06%,,$0.00,$0.00
,Sell,22/09/2016 15:00,EoDL,$2932.25,,$33.75,$562.50,,($67.50),79.41%,26.47%,$0.00,$0.00
20,Buy,27/09/2016 11:45,El,$2912.75,$0.00,3,($3.75),-0.01%,$7.50,25.00%,,$0.00,$0.00
,Sell,27/09/2016 12:00,Sell,$2912.50,,($3.75),$558.75,,($22.50),62.50%,-12.50%,$0.00,$0.00
21,Buy,27/09/2016 12:15,El2,$2913.50,$0.00,3,($22.50),-0.05%,$15.00,40.00%,,$0.00,$0.00
,Sell,27/09/2016 12:30,Sell,$2912.00,,($22.50),$536.25,,($22.50),0.00%,-60.00%,$0.00,$0.00
22,Buy,27/09/2016 12:45,El2,$2914.00,$0.00,3,($18.75),-0.04%,$18.75,35.71%,,$0.00,$0.00
,Sell,27/09/2016 14:00,Sell,$2912.75,,($18.75),$517.50,,($33.75),28.57%,-35.71%,$0.00,$0.00
23,Buy,30/09/2016 09:30,El,$2917.50,$0.00,3,($26.25),-0.06%,$3.75,4.76%,,$0.00,$0.00
,Sell,30/09/2016 09:45,Sell,$2915.75,,($26.25),$491.25,,($75.00),61.90%,-33.33%,$0.00,$0.00
24,Buy,30/09/2016 10:15,El2,$2918.25,$0.00,3,$153.75,0.35%,$168.75,100.00%,,$0.00,$0.00
,Sell,30/09/2016 15:00,EoDL,$2928.50,,$153.75,$645.00,,$0.00,91.11%,91.11%,$0.00,$0.00
25,Buy,05/10/2016 09:00,El,$2914.25,$0.00,3,($18.75),-0.04%,$41.25,57.89%,,$0.00,$0.00
,Sell,05/10/2016 10:00,Sell,$2913.00,,($18.75),$626.25,,($30.00),15.79%,-26.32%,$0.00,$0.00
26,Buy,05/10/2016 10:15,El2,$2914.00,$0.00,3,$22.50,0.05%,$78.75,87.50%,,$0.00,$0.00
,Sell,05/10/2016 15:00,EoDL,$2915.50,,$22.50,$648.75,,($11.25),37.50%,25.00%,$0.00,$0.00
27,Buy,10/10/2016 09:00,El,$2923.25,$0.00,3,($71.25),-0.16%,$22.50,21.43%,,$0.00,$0.00
,Sell,10/10/2016 15:00,EoDL,$2918.50,,($71.25),$577.50,,($82.50),10.71%,-67.86%,$0.00,$0.00
28,Buy,14/10/2016 09:00,El,$2901.25,$0.00,3,($97.50),-0.22%,$48.75,33.33%,,$0.00,$0.00
,Sell,14/10/2016 10:30,Sell,$2894.75,,($97.50),$480.00,,($97.50),0.00%,-66.67%,$0.00,$0.00
29,Buy,18/10/2016 09:00,El,$2897.00,$0.00,3,($78.75),-0.18%,$7.50,6.90%,,$0.00,$0.00
,Sell,18/10/2016 09:45,Sell,$2891.75,,($78.75),$401.25,,($101.25),20.69%,-72.41%,$0.00,$0.00
30,Buy,18/10/2016 10:00,El2,$2894.25,$0.00,3,$11.25,0.03%,$82.50,81.48%,,$0.00,$0.00
,Sell,18/10/2016 15:00,EoDL,$2895.00,,$11.25,$412.50,,($18.75),29.63%,11.11%,$0.00,$0.00
31,Buy,19/10/2016 10:00,El,$2900.25,$0.00,3,$22.50,0.05%,$52.50,73.68%,,$0.00,$0.00
,Sell,19/10/2016 15:00,EoDL,$2901.75,,$22.50,$435.00,,($18.75),57.89%,31.58%,$0.00,$0.00
32,Buy,24/10/2016 09:00,El,$2907.50,$0.00,3,($30.00),-0.07%,$41.25,32.35%,,$0.00,$0.00
,Sell,24/10/2016 15:00,EoDL,$2905.50,,($30.00),$405.00,,($86.25),44.12%,-23.53%,$0.00,$0.00
33,Buy,28/10/2016 09:00,El,$2891.50,$0.00,3,($33.75),-0.08%,$11.25,25.00%,,$0.00,$0.00
,Sell,28/10/2016 09:15,Sell,$2889.25,,($33.75),$371.25,,($33.75),0.00%,-75.00%,$0.00,$0.00
34,Buy,28/10/2016 10:00,El2,$2894.75,$0.00,3,($123.75),-0.28%,$26.25,11.29%,,$0.00,$0.00
,Sell,28/10/2016 12:30,Sell,$2886.50,,($123.75),$247.50,,($206.25),35.48%,-53.23%,$0.00,$0.00
35,Buy,07/11/2016 09:00,El,$2874.25,$0.00,3,$123.75,0.29%,$176.25,88.68%,,$0.00,$0.00
,Sell,07/11/2016 15:00,EoDL,$2882.50,,$123.75,$371.25,,($22.50),73.58%,62.26%,$0.00,$0.00
36,Buy,09/11/2016 12:30,El,$2918.50,$0.00,3,($116.25),-0.27%,$7.50,4.88%,,$0.00,$0.00
,Sell,09/11/2016 12:45,Sell,$2910.75,,($116.25),$255.00,,($146.25),19.51%,-75.61%,$0.00,$0.00
37,Buy,09/11/2016 13:00,El2,$2917.50,$0.00,3,($33.75),-0.08%,$22.50,33.33%,,$0.00,$0.00
,Sell,09/11/2016 13:15,Sell,$2915.25,,($33.75),$221.25,,($45.00),16.67%,-50.00%,$0.00,$0.00
38,Buy,09/11/2016 13:45,El2,$2918.00,$0.00,3,$60.00,0.14%,$150.00,97.56%,,$0.00,$0.00
,Sell,09/11/2016 15:00,EoDL,$2922.00,,$60.00,$281.25,,($3.75),41.46%,39.02%,$0.00,$0.00
39,Buy,15/11/2016 09:30,El,$2929.25,$0.00,3,($41.25),-0.09%,$22.50,33.33%,,$0.00,$0.00
,Sell,15/11/2016 12:00,Sell,$2926.50,,($41.25),$240.00,,($45.00),5.56%,-61.11%,$0.00,$0.00
40,Buy,15/11/2016 12:30,El2,$2928.25,$0.00,3,$146.25,0.33%,$161.25,91.49%,,$0.00,$0.00
,Sell,15/11/2016 15:00,EoDL,$2938.00,,$146.25,$386.25,,($15.00),91.49%,82.98%,$0.00,$0.00
41,Buy,17/11/2016 09:15,El,$2942.25,$0.00,3,($26.25),-0.06%,$3.75,9.09%,,$0.00,$0.00
,Sell,17/11/2016 09:30,Sell,$2940.50,,($26.25),$360.00,,($37.50),27.27%,-63.64%,$0.00,$0.00
42,Buy,17/11/2016 10:30,El2,$2941.50,$0.00,3,$48.75,0.11%,$78.75,75.00%,,$0.00,$0.00
,Sell,17/11/2016 15:00,EoDL,$2944.75,,$48.75,$408.75,,($26.25),71.43%,46.43%,$0.00,$0.00
43,Buy,21/11/2016 09:00,El,$2951.00,$0.00,3,$52.50,0.12%,$82.50,52.38%,,$0.00,$0.00
,Sell,21/11/2016 15:00,EoDL,$2954.50,,$52.50,$461.25,,($75.00),80.95%,33.33%,$0.00,$0.00
44,Buy,22/11/2016 09:15,El,$2960.50,$0.00,3,($11.25),-0.03%,$26.25,58.33%,,$0.00,$0.00
,Sell,22/11/2016 09:45,Sell,$2959.75,,($11.25),$450.00,,($18.75),16.67%,-25.00%,$0.00,$0.00
45,Buy,22/11/2016 14:00,El2,$2960.50,$0.00,3,($18.75),-0.04%,$3.75,14.29%,,$0.00,$0.00
,Sell,22/11/2016 14:15,Sell,$2959.25,,($18.75),$431.25,,($22.50),14.29%,-71.43%,$0.00,$0.00
46,Buy,24/11/2016 11:00,El,$2967.50,$0.00,3,($7.50),-0.02%,$11.25,60.00%,,$0.00,$0.00
,Sell,24/11/2016 11:45,Sell,$2967.00,,($7.50),$423.75,,($7.50),0.00%,-40.00%,$0.00,$0.00
47,Buy,25/11/2016 09:15,El,$2968.75,$0.00,3,($33.75),-0.08%,$63.75,58.62%,,$0.00,$0.00
,Sell,28/11/2016 09:00,Sell,$2966.50,,($33.75),$390.00,,($45.00),10.34%,-31.03%,$0.00,$0.00
48,Buy,28/11/2016 09:15,El,$2967.75,$0.00,3,($45.00),-0.10%,$45.00,50.00%,,$0.00,$0.00
,Sell,28/11/2016 10:00,Sell,$2964.75,,($45.00),$345.00,,($45.00),0.00%,-50.00%,$0.00,$0.00
49,Buy,28/11/2016 12:00,El2,$2967.50,$0.00,3,($3.75),-0.01%,$11.25,42.86%,,$0.00,$0.00
,Sell,28/11/2016 12:30,Sell,$2967.25,,($3.75),$341.25,,($15.00),42.86%,-14.29%,$0.00,$0.00
50,Buy,29/11/2016 10:15,El,$2966.25,$0.00,3,($11.25),-0.03%,$3.75,20.00%,,$0.00,$0.00
,Sell,29/11/2016 10:30,Sell,$2965.50,,($11.25),$330.00,,($15.00),20.00%,-60.00%,$0.00,$0.00
51,Buy,29/11/2016 10:45,El2,$2966.25,$0.00,3,($7.50),-0.02%,$67.50,85.71%,,$0.00,$0.00
,Sell,29/11/2016 14:30,Sell,$2965.75,,($7.50),$322.50,,($11.25),4.76%,-9.52%,$0.00,$0.00
52,Buy,30/11/2016 09:00,El,$2973.75,$0.00,3,($101.25),-0.23%,$3.75,2.86%,,$0.00,$0.00
,Sell,30/11/2016 09:45,Sell,$2967.00,,($101.25),$221.25,,($127.50),20.00%,-77.14%,$0.00,$0.00
53,Buy,30/11/2016 10:00,El2,$2968.50,$0.00,3,($22.50),-0.05%,$41.25,64.71%,,$0.00,$0.00
,Sell,30/11/2016 10:45,Sell,$2967.00,,($22.50),$198.75,,($22.50),0.00%,-35.29%,$0.00,$0.00
54,Buy,30/11/2016 11:00,El2,$2968.75,$0.00,3,($30.00),-0.07%,$3.75,9.09%,,$0.00,$0.00
,Sell,30/11/2016 11:15,Sell,$2966.75,,($30.00),$168.75,,($37.50),18.18%,-72.73%,$0.00,$0.00
55,Buy,05/12/2016 09:00,El,$2962.75,$0.00,3,$33.75,0.08%,$108.75,76.32%,,$0.00,$0.00
,Sell,05/12/2016 15:00,EoDL,$2965.00,,$33.75,$202.50,,($33.75),47.37%,23.68%,$0.00,$0.00
56,Buy,07/12/2016 12:00,El,$2980.00,$0.00,3,$303.75,0.68%,$337.50,97.83%,,$0.00,$0.00
,Sell,07/12/2016 15:00,EoDL,$3000.25,,$303.75,$506.25,,($7.50),90.22%,88.04%,$0.00,$0.00
57,Buy,08/12/2016 13:15,El,$3012.00,$0.00,3,($60.00),-0.13%,$3.75,3.85%,,$0.00,$0.00
,Sell,08/12/2016 13:45,Sell,$3008.00,,($60.00),$446.25,,($93.75),34.62%,-61.54%,$0.00,$0.00
58,Buy,13/12/2016 09:00,El,$3033.25,$0.00,3,$37.50,0.08%,$93.75,46.30%,,$0.00,$0.00
,Sell,13/12/2016 15:00,EoDL,$3035.75,,$37.50,$483.75,,($108.75),72.22%,18.52%,$0.00,$0.00
59,Buy,15/12/2016 09:15,El,$3027.25,$0.00,3,($97.50),-0.21%,$105.00,46.67%,,$0.00,$0.00
,Sell,15/12/2016 13:15,Sell,$3020.75,,($97.50),$386.25,,($120.00),10.00%,-43.33%,$0.00,$0.00
60,Buy,19/12/2016 10:00,El,$3028.50,$0.00,3,($45.00),-0.10%,$26.25,30.43%,,$0.00,$0.00
,Sell,19/12/2016 10:45,Sell,$3025.50,,($45.00),$341.25,,($60.00),17.39%,-52.17%,$0.00,$0.00
61,Buy,19/12/2016 13:15,El2,$3027.75,$0.00,3,($26.25),-0.06%,$18.75,38.46%,,$0.00,$0.00
,Sell,19/12/2016 14:00,Sell,$3026.00,,($26.25),$315.00,,($30.00),7.69%,-53.85%,$0.00,$0.00
62,Buy,20/12/2016 09:00,El,$3034.75,$0.00,3,($67.50),-0.15%,$18.75,17.24%,,$0.00,$0.00
,Sell,20/12/2016 14:00,Sell,$3030.25,,($67.50),$247.50,,($90.00),20.69%,-62.07%,$0.00,$0.00
63,Buy,27/12/2016 09:00,El,$3031.75,$0.00,3,$0.00,0.00%,$63.75,80.95%,,$0.00,$0.00
,Sell,27/12/2016 15:00,EoDL,$3031.75,,$0.00,$247.50,,($15.00),19.05%,0.00%,$0.00,$0.00
64,Buy,03/01/2017 09:00,El,$3017.25,$0.00,3,($153.75),-0.34%,$131.25,43.75%,,$0.00,$0.00
,Sell,03/01/2017 11:00,Sell,$3007.00,,($153.75),$93.75,,($168.75),5.00%,-51.25%,$0.00,$0.00
65,Buy,03/01/2017 11:15,El2,$3010.75,$0.00,3,($18.75),-0.04%,$7.50,15.38%,,$0.00,$0.00
,Sell,03/01/2017 11:45,Sell,$3009.50,,($18.75),$75.00,,($41.25),46.15%,-38.46%,$0.00,$0.00
66,Buy,03/01/2017 12:45,El2,$3010.00,$0.00,3,($33.75),-0.07%,$11.25,21.43%,,$0.00,$0.00
,Sell,03/01/2017 13:00,Sell,$3007.75,,($33.75),$41.25,,($41.25),14.29%,-64.29%,$0.00,$0.00
67,Buy,04/01/2017 09:00,El,$3026.00,$0.00,3,($26.25),-0.06%,$48.75,61.90%,,$0.00,$0.00
,Sell,04/01/2017 09:45,Sell,$3024.25,,($26.25),$15.00,,($30.00),4.76%,-33.33%,$0.00,$0.00
68,Buy,04/01/2017 10:00,El2,$3026.25,$0.00,3,$97.50,0.21%,$112.50,96.77%,,$0.00,$0.00
,Sell,04/01/2017 15:00,EoDL,$3032.75,,$97.50,$112.50,,($3.75),87.10%,83.87%,$0.00,$0.00
69,Buy,06/01/2017 12:00,El,$3042.00,$0.00,3,($33.75),-0.07%,$11.25,23.08%,,$0.00,$0.00
,Sell,06/01/2017 12:45,Sell,$3039.75,,($33.75),$78.75,,($37.50),7.69%,-69.23%,$0.00,$0.00
70,Buy,06/01/2017 13:00,El2,$3042.50,$0.00,3,($33.75),-0.07%,$15.00,26.67%,,$0.00,$0.00
,Sell,06/01/2017 14:15,Sell,$3040.25,,($33.75),$45.00,,($41.25),13.33%,-60.00%,$0.00,$0.00
71,Buy,10/01/2017 11:00,El,$3037.25,$0.00,3,($22.50),-0.05%,$48.75,65.00%,,$0.00,$0.00
,Sell,10/01/2017 13:00,Sell,$3035.75,,($22.50),$22.50,,($26.25),5.00%,-30.00%,$0.00,$0.00
72,Buy,11/01/2017 10:00,El,$3035.25,$0.00,3,($41.25),-0.09%,$3.75,5.26%,,$0.00,$0.00
,Sell,11/01/2017 10:15,Sell,$3032.50,,($41.25),($18.75),,($67.50),36.84%,-57.89%,$0.00,$0.00
73,Buy,13/01/2017 09:00,El,$3039.00,$0.00,3,($71.25),-0.16%,$15.00,16.67%,,$0.00,$0.00
,Sell,13/01/2017 13:30,Sell,$3034.25,,($71.25),($90.00),,($75.00),4.17%,-79.17%,$0.00,$0.00
74,Buy,20/01/2017 09:00,El,$3036.75,$0.00,3,($101.25),-0.22%,$18.75,14.29%,,$0.00,$0.00
,Sell,20/01/2017 11:30,Sell,$3030.00,,($101.25),($191.25),,($112.50),8.57%,-77.14%,$0.00,$0.00
75,Buy,20/01/2017 12:00,El2,$3030.75,$0.00,3,($22.50),-0.05%,$3.75,5.26%,,$0.00,$0.00
,Sell,20/01/2017 12:15,Sell,$3029.25,,($22.50),($213.75),,($67.50),63.16%,-31.58%,$0.00,$0.00
76,Buy,20/01/2017 12:45,El2,$3032.00,$0.00,3,($26.25),-0.06%,$7.50,15.38%,,$0.00,$0.00
,Sell,20/01/2017 13:15,Sell,$3030.25,,($26.25),($240.00),,($41.25),30.77%,-53.85%,$0.00,$0.00
77,Buy,24/01/2017 10:30,El,$3032.75,$0.00,3,$161.25,0.35%,$213.75,98.28%,,$0.00,$0.00
,Sell,24/01/2017 15:00,EoDL,$3043.50,,$161.25,($78.75),,($3.75),75.86%,74.14%,$0.00,$0.00
78,Buy,25/01/2017 09:00,El,$3052.75,$0.00,3,$120.00,0.26%,$131.25,92.11%,,$0.00,$0.00
,Sell,25/01/2017 15:00,EoDL,$3060.75,,$120.00,$41.25,,($11.25),92.11%,84.21%,$0.00,$0.00
79,Buy,03/02/2017 09:00,El,$3050.25,$0.00,3,$138.75,0.30%,$150.00,93.02%,,$0.00,$0.00
,Sell,03/02/2017 15:00,EoDL,$3059.50,,$138.75,$180.00,,($11.25),93.02%,86.05%,$0.00,$0.00
80,Buy,09/02/2017 09:00,El,$3061.50,$0.00,3,$157.50,0.34%,$191.25,91.07%,,$0.00,$0.00
,Sell,09/02/2017 15:00,EoDL,$3072.00,,$157.50,$337.50,,($18.75),83.93%,75.00%,$0.00,$0.00
81,Buy,10/02/2017 11:45,El,$3078.25,$0.00,3,$26.25,0.06%,$60.00,94.12%,,$0.00,$0.00
,Sell,10/02/2017 15:00,EoDL,$3080.00,,$26.25,$363.75,,($3.75),47.06%,41.18%,$0.00,$0.00
82,Buy,13/02/2017 10:45,El,$3090.00,$0.00,3,($22.50),-0.05%,$7.50,22.22%,,$0.00,$0.00
,Sell,13/02/2017 11:15,Sell,$3088.50,,($22.50),$341.25,,($26.25),11.11%,-66.67%,$0.00,$0.00
83,Buy,13/02/2017 11:30,El2,$3089.75,$0.00,3,$48.75,0.11%,$86.25,92.00%,,$0.00,$0.00
,Sell,13/02/2017 15:00,EoDL,$3093.00,,$48.75,$390.00,,($7.50),60.00%,52.00%,$0.00,$0.00
