

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Sell,20/06/2019 11:30,Sell,$3683.75,,($123.75),$5328.75,,($127.50),2.22%,-73.33%,$0.00,$0.00
382,Buy,20/06/2019 12:45,El2,$3695.25,$0.00,3,$116.25,0.21%,$120.00,72.73%,,$0.00,$0.00
,Sell,20/06/2019 15:00,EoDL,$3703.00,,$116.25,$5445.00,,($45.00),97.73%,70.45%,$0.00,$0.00
383,Buy,27/06/2019 12:45,El,$3675.75,$0.00,3,($7.50),-0.01%,$18.75,55.56%,,$0.00,$0.00
,Sell,27/06/2019 13:15,Sell,$3675.25,,($7.50),$5437.50,,($15.00),22.22%,-22.22%,$0.00,$0.00
384,Buy,27/06/2019 13:30,El2,$3676.00,$0.00,3,($18.75),-0.03%,$15.00,40.00%,,$0.00,$0.00
,Sell,27/06/2019 14:00,Sell,$3674.75,,($18.75),$5418.75,,($22.50),10.00%,-50.00%,$0.00,$0.00
385,Buy,28/06/2019 11:45,El,$3687.00,$0.00,3,($56.25),-0.10%,$11.25,15.79%,,$0.00,$0.00
,Sell,28/06/2019 13:00,Sell,$3683.25,,($56.25),$5362.50,,($60.00),5.26%,-78.95%,$0.00,$0.00
386,Buy,01/07/2019 09:00,El,$3723.25,$0.00,3,($303.75),-0.54%,$11.25,3.41%,,$0.00,$0.00
,Sell,01/07/2019 12:15,Sell,$3703.00,,($303.75),$5058.75,,($318.75),4.55%,-92.05%,$0.00,$0.00
387,Buy,03/07/2019 11:45,El,$3739.75,$0.00,3,($236.25),-0.42%,$112.50,32.26%,,$0.00,$0.00
,Sell,05/07/2019 09:00,Sell,$3724.00,,($236.25),$4822.50,,($236.25),0.00%,-67.74%,$0.00,$0.00
388,Buy,05/07/2019 14:00,El,$3739.00,$0.00,3,($26.25),-0.05%,$33.75,37.50%,,$0.00,$0.00
,Sell,05/07/2019 14:30,Sell,$3737.25,,($26.25),$4796.25,,($56.25),33.33%,-29.17%,$0.00,$0.00
389,Buy,10/07/2019 09:00,El,$3742.75,$0.00,3,($120.00),-0.21%,$123.75,43.42%,,$0.00,$0.00
,Sell,10/07/2019 10:45,Sell,$3734.75,,($120.00),$4676.25,,($161.25),14.47%,-42.11%,$0.00,$0.00
390,Buy,10/07/2019 11:00,El2,$3737.25,$0.00,3,$45.00,0.08%,$146.25,95.12%,,$0.00,$0.00
,Sell,10/07/2019 15:00,EoDL,$3740.25,,$45.00,$4721.25,,($7.50),34.15%,29.27%,$0.00,$0.00
391,Buy,18/07/2019 13:45,El,$3737.25,$0.00,3,$26.25,0.05%,$116.25,88.57%,,$0.00,$0.00
,Sell,18/07/2019 15:00,EoDL,$3739.00,,$26.25,$4747.50,,($15.00),31.43%,20.00%,$0.00,$0.00
392,Buy,22/07/2019 09:15,El,$3732.50,$0.00,3,($48.75),-0.09%,$7.50,11.76%,,$0.00,$0.00
,Sell,22/07/2019 09:30,Sell,$3729.25,,($48.75),$4698.75,,($56.25),11.76%,-76.47%,$0.00,$0.00
393,Buy,22/07/2019 11:45,El2,$3729.75,$0.00,3,($3.75),-0.01%,$48.75,72.22%,,$0.00,$0.00
,Sell,22/07/2019 14:00,Sell,$3729.50,,($3.75),$4695.00,,($18.75),22.22%,-5.56%,$0.00,$0.00
394,Buy,23/07/2019 09:00,El,$3741.00,$0.00,3,($48.75),-0.09%,$3.75,5.88%,,$0.00,$0.00
,Sell,23/07/2019 09:15,Sell,$3737.75,,($48.75),$4646.25,,($60.00),17.65%,-76.47%,$0.00,$0.00
395,Buy,23/07/2019 13:00,El2,$3746.50,$0.00,3,$56.25,0.10%,$75.00,74.07%,,$0.00,$0.00
,Sell,23/07/2019 15:00,EoDL,$3750.25,,$56.25,$4702.50,,($26.25),81.48%,55.56%,$0.00,$0.00
396,Buy,26/07/2019 09:00,El,$3762.25,$0.00,3,$142.50,0.25%,$161.25,79.63%,,$0.00,$0.00
,Sell,26/07/2019 15:00,EoDL,$3771.75,,$142.50,$4845.00,,($41.25),90.74%,70.37%,$0.00,$0.00
397,Buy,01/08/2019 09:15,El,$3735.25,$0.00,3,($60.00),-0.11%,$333.75,77.39%,,$0.00,$0.00
,Sell,01/08/2019 12:45,Sell,$3731.25,,($60.00),$4785.00,,($97.50),8.70%,-13.91%,$0.00,$0.00
398,Buy,08/08/2019 09:30,El,$3651.25,$0.00,3,$438.75,0.80%,$446.25,97.54%,,$0.00,$0.00
,Sell,08/08/2019 15:00,EoDL,$3680.50,,$438.75,$5223.75,,($11.25),98.36%,95.90%,$0.00,$0.00
399,Buy,13/08/2019 09:15,El,$3675.25,$0.00,3,($90.00),-0.16%,$187.50,47.17%,,$0.00,$0.00
,Sell,13/08/2019 15:00,EoDL,$3669.25,,($90.00),$5133.75,,($210.00),30.19%,-22.64%,$0.00,$0.00
400,Buy,16/08/2019 10:15,El,$3634.50,$0.00,3,($11.25),-0.02%,$30.00,20.00%,,$0.00,$0.00
,Sell,16/08/2019 15:00,EoDL,$3633.75,,($11.25),$5122.50,,($120.00),72.50%,-7.50%,$0.00,$0.00
401,Buy,19/08/2019 09:00,El,$3666.75,$0.00,3,($93.75),-0.17%,$11.25,9.09%,,$0.00,$0.00
,Sell,19/08/2019 09:30,Sell,$3660.50,,($93.75),$5028.75,,($112.50),15.15%,-75.76%,$0.00,$0.00
402,Buy,19/08/2019 09:45,El2,$3662.50,$0.00,3,$150.00,0.27%,$198.75,94.64%,,$0.00,$0.00
,Sell,19/08/2019 15:00,EoDL,$3672.50,,$150.00,$5178.75,,($11.25),76.79%,71.43%,$0.00,$0.00
403,Buy,21/08/2019 09:00,El,$3672.00,$0.00,3,($86.25),-0.16%,$15.00,13.79%,,$0.00,$0.00
,Sell,21/08/2019 09:30,Sell,$3666.25,,($86.25),$5092.50,,($93.75),6.90%,-79.31%,$0.00,$0.00
404,Buy,21/08/2019 09:45,El2,$3667.50,$0.00,3,($41.25),-0.07%,$15.00,22.22%,,$0.00,$0.00
,Sell,21/08/2019 10:00,Sell,$3664.75,,($41.25),$5051.25,,($52.50),16.67%,-61.11%,$0.00,$0.00
405,Buy,21/08/2019 10:15,El2,$3667.25,$0.00,3,($26.25),-0.05%,$82.50,46.81%,,$0.00,$0.00
,Sell,21/08/2019 14:00,Sell,$3665.50,,($26.25),$5025.00,,($93.75),38.30%,-14.89%,$0.00,$0.00
406,Buy,28/08/2019 12:15,El,$3630.00,$0.00,3,($90.00),-0.17%,$7.50,6.67%,,$0.00,$0.00
,Sell,28/08/2019 12:30,Sell,$3624.00,,($90.00),$4935.00,,($105.00),13.33%,-80.00%,$0.00,$0.00
407,Buy,29/08/2019 09:00,El,$3662.25,$0.00,3,$78.75,0.14%,$180.00,47.06%,,$0.00,$0.00
,Sell,29/08/2019 15:00,EoDL,$3667.50,,$78.75,$5013.75,,($202.50),73.53%,20.59%,$0.00,$0.00
408,Buy,04/09/2019 09:00,El,$3672.50,$0.00,3,$123.75,0.22%,$146.25,56.52%,,$0.00,$0.00
,Sell,04/09/2019 15:00,EoDL,$3680.75,,$123.75,$5137.50,,($112.50),91.30%,47.83%,$0.00,$0.00
409,Buy,05/09/2019 09:00,El,$3712.50,$0.00,3,$142.50,0.26%,$266.25,100.00%,,$0.00,$0.00
,Sell,05/09/2019 15:00,EoDL,$3722.00,,$142.50,$5280.00,,$0.00,53.52%,53.52%,$0.00,$0.00
410,Buy,11/09/2019 09:30,El,$3730.75,$0.00,3,$127.50,0.23%,$153.75,83.67%,,$0.00,$0.00
,Sell,11/09/2019 15:00,EoDL,$3739.25,,$127.50,$5407.50,,($30.00),85.71%,69.39%,$0.00,$0.00
411,Buy,12/09/2019 09:30,El,$3756.50,$0.00,3,($112.50),-0.20%,$108.75,34.52%,,$0.00,$0.00
,Sell,12/09/2019 10:15,Sell,$3749.00,,($112.50),$5295.00,,($206.25),29.76%,-35.71%,$0.00,$0.00
412,Buy,12/09/2019 11:00,El2,$3756.75,$0.00,3,$26.25,0.05%,$135.00,85.71%,,$0.00,$0.00
,Sell,12/09/2019 15:00,EoDL,$3758.50,,$26.25,$5321.25,,($22.50),30.95%,16.67%,$0.00,$0.00
413,Buy,19/09/2019 09:00,El,$3759.50,$0.00,3,($78.75),-0.14%,$101.25,45.76%,,$0.00,$0.00
,Sell,19/09/2019 13:00,Sell,$3754.25,,($78.75),$5242.50,,($120.00),18.64%,-35.59%,$0.00,$0.00
414,Buy,19/09/2019 13:15,El2,$3757.50,$0.00,3,($33.75),-0.06%,$15.00,22.22%,,$0.00,$0.00
,Sell,19/09/2019 14:00,Sell,$3755.25,,($33.75),$5208.75,,($52.50),27.78%,-50.00%,$0.00,$0.00
415,Buy,20/09/2019 09:00,El,$3758.50,$0.00,3,($41.25),-0.07%,$7.50,14.29%,,$0.00,$0.00
,Sell,20/09/2019 09:15,Sell,$3755.75,,($41.25),$5167.50,,($45.00),7.14%,-78.57%,$0.00,$0.00
416,Buy,20/09/2019 09:45,El2,$3757.75,$0.00,3,($48.75),-0.09%,$18.75,26.32%,,$0.00,$0.00
,Sell,20/09/2019 10:00,Sell,$3754.50,,($48.75),$5118.75,,($52.50),5.26%,-68.42%,$0.00,$0.00
417,Buy,30/09/2019 09:15,El,$3715.75,$0.00,3,($26.25),-0.05%,$56.25,62.50%,,$0.00,$0.00
,Sell,30/09/2019 09:45,Sell,$3714.00,,($26.25),$5092.50,,($33.75),8.33%,-29.17%,$0.00,$0.00
418,Buy,30/09/2019 10:15,El2,$3717.00,$0.00,3,$75.00,0.13%,$146.25,76.47%,,$0.00,$0.00
,Sell,30/09/2019 15:00,EoDL,$3722.00,,$75.00,$5167.50,,($45.00),62.75%,39.22%,$0.00,$0.00
419,Buy,09/10/2019 09:00,El,$3655.00,$0.00,3,($45.00),-0.08%,$60.00,40.00%,,$0.00,$0.00
,Sell,09/10/2019 09:15,Sell,$3652.00,,($45.00),$5122.50,,($90.00),30.00%,-30.00%,$0.00,$0.00
420,Buy,09/10/2019 09:45,El2,$3657.50,$0.00,3,($116.25),-0.21%,$15.00,9.76%,,$0.00,$0.00
,Sell,09/10/2019 10:30,Sell,$3649.75,,($116.25),$5006.25,,($138.75),14.63%,-75.61%,$0.00,$0.00
421,Buy,09/10/2019 11:00,El2,$3657.00,$0.00,3,$48.75,0.09%,$210.00,100.00%,,$0.00,$0.00
,Sell,09/10/2019 15:00,EoDL,$3660.25,,$48.75,$5055.00,,$0.00,23.21%,23.21%,$0.00,$0.00
422,Buy,10/10/2019 10:15,El,$3685.75,$0.00,3,($108.75),-0.20%,$63.75,28.81%,,$0.00,$0.00
,Sell,10/10/2019 12:00,Sell,$3678.50,,($108.75),$4946.25,,($157.50),22.03%,-49.15%,$0.00,$0.00
423,Buy,10/10/2019 12:15,El2,$3680.50,$0.00,3,($18.75),-0.03%,$7.50,22.22%,,$0.00,$0.00
,Sell,10/10/2019 12:30,Sell,$3679.25,,($18.75),$4927.50,,($26.25),22.22%,-55.56%,$0.00,$0.00
424,Buy,10/10/2019 13:15,El2,$3681.75,$0.00,3,($78.75),-0.14%,$22.50,9.84%,,$0.00,$0.00
,Sell,10/10/2019 13:30,Sell,$3676.50,,($78.75),$4848.75,,($206.25),55.74%,-34.43%,$0.00,$0.00
425,Buy,11/10/2019 09:00,El,$3718.25,$0.00,3,$71.25,0.13%,$258.75,65.71%,,$0.00,$0.00
,Sell,11/10/2019 15:00,EoDL,$3723.00,,$71.25,$4920.00,,($135.00),52.38%,18.10%,$0.00,$0.00
426,Buy,15/10/2019 09:45,El,$3731.75,$0.00,3,$101.25,0.18%,$198.75,96.36%,,$0.00,$0.00
,Sell,15/10/2019 15:00,EoDL,$3738.50,,$101.25,$5021.25,,($7.50),52.73%,49.09%,$0.00,$0.00
427,Buy,17/10/2019 09:15,El,$3748.00,$0.00,3,($56.25),-0.10%,$26.25,23.33%,,$0.00,$0.00
,Sell,17/10/2019 10:00,Sell,$3744.25,,($56.25),$4965.00,,($86.25),26.67%,-50.00%,$0.00,$0.00
428,Buy,21/10/2019 09:00,El,$3741.50,$0.00,3,$86.25,0.15%,$93.75,54.35%,,$0.00,$0.00
,Sell,21/10/2019 15:00,EoDL,$3747.25,,$86.25,$5051.25,,($78.75),95.65%,50.00%,$0.00,$0.00
429,Buy,25/10/2019 09:30,El,$3752.50,$0.00,3,$168.75,0.30%,$236.25,96.92%,,$0.00,$0.00
,Sell,25/10/2019 15:00,EoDL,$3763.75,,$168.75,$5220.00,,($7.50),72.31%,69.23%,$0.00,$0.00
430,Buy,28/10/2019 09:00,El,$3780.50,$0.00,3,$3.75,0.01%,$60.00,48.48%,,$0.00,$0.00
,Sell,28/10/2019 15:00,EoDL,$3780.75,,$3.75,$5223.75,,($63.75),54.55%,3.03%,$0.00,$0.00
431,Buy,01/11/2019 09:00,El,$3794.50,$0.00,3,$135.00,0.24%,$157.50,76.36%,,$0.00,$0.00
,Sell,01/11/2019 15:00,EoDL,$3803.50,,$135.00,$5358.75,,($48.75),89.09%,65.45%,$0.00,$0.00
432,Buy,04/11/2019 09:00,El,$3821.75,$0.00,3,($105.00),-0.18%,$26.25,20.00%,,$0.00,$0.00
,Sell,04/11/2019 14:30,Sell,$3814.75,,($105.00),$5253.75,,($105.00),0.00%,-80.00%,$0.00,$0.00
433,Buy,07/11/2019 09:00,El,$3834.25,$0.00,3,($195.00),-0.34%,$75.00,26.67%,,$0.00,$0.00
,Sell,07/11/2019 15:00,Sell,$3821.25,,($195.00),$5058.75,,($206.25),4.00%,-69.33%,$0.00,$0.00
434,Buy,12/11/2019 09:15,El,$3838.25,$0.00,3,($93.75),-0.16%,$82.50,45.83%,,$0.00,$0.00
,Sell,12/11/2019 13:30,Sell,$3832.00,,($93.75),$4965.00,,($97.50),2.08%,-52.08%,$0.00,$0.00
435,Buy,15/11/2019 09:00,El,$3847.75,$0.00,3,$120.00,0.21%,$161.25,79.63%,,$0.00,$0.00
,Sell,15/11/2019 15:00,EoDL,$3855.75,,$120.00,$5085.00,,($41.25),79.63%,59.26%,$0.00,$0.00
436,Buy,25/11/2019 09:00,El,$3866.25,$0.00,3,$82.50,0.14%,$123.75,91.67%,,$0.00,$0.00
,Sell,25/11/2019 15:00,EoDL,$3871.75,,$82.50,$5167.50,,($11.25),69.44%,61.11%,$0.00,$0.00
437,Buy,06/12/2019 09:00,El,$3885.00,$0.00,3,$93.75,0.16%,$120.00,88.89%,,$0.00,$0.00
,Sell,06/12/2019 15:00,EoDL,$3891.25,,$93.75,$5261.25,,($15.00),80.56%,69.44%,$0.00,$0.00
438,Buy,12/12/2019 09:00,El,$3900.75,$0.00,3,$168.75,0.29%,$273.75,68.22%,,$0.00,$0.00
,Sell,12/12/2019 15:00,EoDL,$3912.00,,$168.75,$5430.00,,($127.50),73.83%,42.06%,$0.00,$0.00
439,Buy,16/12/2019 09:00,El,$3932.25,$0.00,3,$60.00,0.10%,$138.75,100.00%,,$0.00,$0.00
,Sell,16/12/2019 15:00,EoDL,$3936.25,,$60.00,$5490.00,,$0.00,43.24%,43.24%,$0.00,$0.00
440,Buy,19/12/2019 13:00,El,$3947.25,$0.00,3,($15.00),-0.03%,$33.75,64.29%,,$0.00,$0.00
,Sell,19/12/2019 14:45,Sell,$3946.25,,($15.00),$5475.00,,($18.75),7.14%,-28.57%,$0.00,$0.00
441,Buy,20/12/2019 09:00,El,$3960.00,$0.00,3,$60.00,0.10%,$127.50,82.93%,,$0.00,$0.00
,Sell,20/12/2019 15:00,EoDL,$3964.00,,$60.00,$5535.00,,($26.25),56.10%,39.02%,$0.00,$0.00
442,Buy,02/01/2020 09:00,El,$3988.50,$0.00,3,($116.25),-0.19%,$22.50,15.79%,,$0.00,$0.00
,Sell,02/01/2020 09:30,Sell,$3980.75,,($116.25),$5418.75,,($120.00),2.63%,-81.58%,$0.00,$0.00
443,Buy,02/01/2020 13:45,El2,$3984.50,$0.00,3,$82.50,0.14%,$93.75,96.15%,,$0.00,$0.00
,Sell,02/01/2020 15:00,EoDL,$3990.00,,$82.50,$5501.25,,($3.75),88.46%,84.62%,$0.00,$0.00
444,Buy,08/01/2020 09:00,El,$3983.50,$0.00,3,$288.75,0.48%,$345.00,78.63%,,$0.00,$0.00
,Sell,08/01/2020 15:00,EoDL,$4002.75,,$288.75,$5790.00,,($93.75),87.18%,65.81%,$0.00,$0.00
445,Buy,09/01/2020 09:45,El,$4009.75,$0.00,3,($90.00),-0.15%,$67.50,40.91%,,$0.00,$0.00
,Sell,09/01/2020 12:00,Sell,$4003.75,,($90.00),$5700.00,,($97.50),4.55%,-54.55%,$0.00,$0.00
446,Buy,09/01/2020 12:15,El2,$4008.75,$0.00,3,$45.00,0.07%,$101.25,65.85%,,$0.00,$0.00
,Sell,09/01/2020 15:00,EoDL,$4011.75,,$45.00,$5745.00,,($52.50),63.41%,29.27%,$0.00,$0.00
447,Buy,13/01/2020 10:45,El,$4017.25,$0.00,3,$93.75,0.16%,$108.75,82.86%,,$0.00,$0.00
,Sell,13/01/2020 15:00,EoDL,$4023.50,,$93.75,$5838.75,,($22.50),88.57%,71.43%,$0.00,$0.00
448,Buy,15/01/2020 09:15,El,$4034.00,$0.00,3,($26.25),-0.04%,$33.75,50.00%,,$0.00,$0.00
,Sell,15/01/2020 09:30,Sell,$4032.25,,($26.25),$5812.50,,($33.75),11.11%,-38.89%,$0.00,$0.00
449,Buy,15/01/2020 10:00,El2,$4035.25,$0.00,3,($26.25),-0.04%,$41.25,39.29%,,$0.00,$0.00
,Sell,15/01/2020 10:30,Sell,$4033.50,,($26.25),$5786.25,,($63.75),35.71%,-25.00%,$0.00,$0.00
450,Buy,15/01/2020 10:45,El2,$4034.25,$0.00,3,($71.25),-0.12%,$56.25,40.54%,,$0.00,$0.00
,Sell,15/01/2020 12:15,Sell,$4029.50,,($71.25),$5715.00,,($82.50),8.11%,-51.35%,$0.00,$0.00
451,Buy,16/01/2020 09:00,El,$4045.75,$0.00,3,$97.50,0.16%,$101.25,62.79%,,$0.00,$0.00
,Sell,16/01/2020 15:00,EoDL,$4052.25,,$97.50,$5812.50,,($60.00),97.67%,60.47%,$0.00,$0.00
452,Buy,22/01/2020 09:00,El,$4073.75,$0.00,3,($138.75),-0.23%,$41.25,20.75%,,$0.00,$0.00
,Sell,22/01/2020 11:45,Sell,$4064.50,,($138.75),$5673.75,,($157.50),9.43%,-69.81%,$0.00,$0.00
453,Buy,22/01/2020 12:00,El2,$4066.50,$0.00,3,($60.00),-0.10%,$63.75,50.00%,,$0.00,$0.00
,Sell,22/01/2020 14:30,Sell,$4062.50,,($60.00),$5613.75,,($63.75),2.94%,-47.06%,$0.00,$0.00
454,Buy,28/01/2020 10:00,El,$4014.25,$0.00,3,$67.50,0.11%,$146.25,69.64%,,$0.00,$0.00
,Sell,28/01/2020 15:00,EoDL,$4018.75,,$67.50,$5681.25,,($63.75),62.50%,32.14%,$0.00,$0.00
455,Buy,03/02/2020 09:15,El,$3996.50,$0.00,3,($172.50),-0.29%,$146.25,39.80%,,$0.00,$0.00
,Sell,03/02/2020 11:00,Sell,$3985.00,,($172.50),$5508.75,,($221.25),13.27%,-46.94%,$0.00,$0.00
456,Buy,03/02/2020 11:45,El2,$3990.00,$0.00,3,($48.75),-0.08%,$56.25,41.67%,,$0.00,$0.00
,Sell,03/02/2020 12:30,Sell,$3986.75,,($48.75),$5460.00,,($78.75),22.22%,-36.11%,$0.00,$0.00
457,Buy,03/02/2020 13:00,El2,$3989.50,$0.00,3,($71.25),-0.12%,$26.25,25.00%,,$0.00,$0.00
,Sell,03/02/2020 13:30,Sell,$3984.75,,($71.25),$5388.75,,($78.75),7.14%,-67.86%,$0.00,$0.00
458,Buy,04/02/2020 09:00,El,$4026.00,$0.00,3,$172.50,0.29%,$273.75,100.00%,,$0.00,$0.00
,Sell,04/02/2020 15:00,EoDL,$4037.50,,$172.50,$5561.25,,$0.00,63.01%,63.01%,$0.00,$0.00
459,Buy,05/02/2020 11:30,El,$4065.75,$0.00,3,($18.75),-0.03%,$15.00,36.36%,,$0.00,$0.00
,Sell,05/02/2020 11:45,Sell,$4064.50,,($18.75),$5542.50,,($26.25),18.18%,-45.45%,$0.00,$0.00
460,Buy,05/02/2020 13:00,El2,$4065.25,$0.00,3,($3.75),-0.01%,$22.50,75.00%,,$0.00,$0.00
,Sell,05/02/2020 13:15,Sell,$4065.00,,($3.75),$5538.75,,($7.50),12.50%,-12.50%,$0.00,$0.00
461,Buy,05/02/2020 13:45,El2,$4066.25,$0.00,3,$82.50,0.14%,$131.25,92.11%,,$0.00,$0.00
,Sell,05/02/2020 15:00,EoDL,$4071.75,,$82.50,$5621.25,,($11.25),65.79%,57.89%,$0.00,$0.00
462,Buy,10/02/2020 10:00,El,$4078.50,$0.00,3,($26.25),-0.04%,$26.25,41.18%,,$0.00,$0.00
,Sell,10/02/2020 10:15,Sell,$4076.75,,($26.25),$5595.00,,($37.50),17.65%,-41.18%,$0.00,$0.00
463,Buy,10/02/2020 10:45,El2,$4077.75,$0.00,3,($22.50),-0.04%,$45.00,44.44%,,$0.00,$0.00
,Sell,10/02/2020 11:30,Sell,$4076.25,,($22.50),$5572.50,,($56.25),33.33%,-22.22%,$0.00,$0.00
464,Buy,10/02/2020 13:45,El2,$4077.25,$0.00,3,$112.50,0.18%,$123.75,91.67%,,$0.00,$0.00
,Sell,10/02/2020 15:00,EoDL,$4084.75,,$112.50,$5685.00,,($11.25),91.67%,83.33%,$0.00,$0.00
465,Buy,11/02/2020 09:00,El,$4104.50,$0.00,3,($172.50),-0.28%,$135.00,43.37%,,$0.00,$0.00
,Sell,11/02/2020 14:30,Sell,$4093.00,,($172.50),$5512.50,,($176.25),1.20%,-55.42%,$0.00,$0.00
466,Buy,12/02/2020 09:00,El,$4113.00,$0.00,3,($56.25),-0.09%,$33.75,29.03%,,$0.00,$0.00
,Sell,12/02/2020 10:00,Sell,$4109.25,,($56.25),$5456.25,,($82.50),22.58%,-48.39%,$0.00,$0.00
467,Buy,12/02/2020 10:30,El2,$4111.50,$0.00,3,($11.25),-0.02%,$63.75,70.83%,,$0.00,$0.00
,Sell,12/02/2020 12:30,Sell,$4110.75,,($11.25),$5445.00,,($26.25),16.67%,-12.50%,$0.00,$0.00
468,Buy,12/02/2020 13:00,El2,$4112.50,$0.00,3,$71.25,0.12%,$78.75,80.77%,,$0.00,$0.00
,Sell,12/02/2020 15:00,EoDL,$4117.25,,$71.25,$5516.25,,($18.75),92.31%,73.08%,$0.00,$0.00
469,Buy,17/02/2020 10:15,El,$4127.25,$0.00,3,($240.00),-0.39%,$18.75,5.56%,,$0.00,$0.00
,Sell,18/02/2020 09:00,Sell,$4111.25,,($240.00),$5276.25,,($318.75),23.33%,-71.11%,$0.00,$0.00
470,Buy,19/02/2020 09:00,El,$4121.75,$0.00,3,$71.25,0.12%,$168.75,95.74%,,$0.00,$0.00
,Sell,19/02/2020 15:00,EoDL,$4126.50,,$71.25,$5347.50,,($7.50),44.68%,40.43%,$0.00,$0.00
471,Buy,04/03/2020 09:45,El,$3804.25,$0.00,3,($142.50),-0.25%,$22.50,6.25%,,$0.00,$0.00
,Sell,04/03/2020 10:00,Sell,$3794.75,,($142.50),$5205.00,,($337.50),54.17%,-39.58%,$0.00,$0.00
472,Buy,04/03/2020 10:45,El2,$3798.50,$0.00,3,($127.50),-0.22%,$33.75,10.59%,,$0.00,$0.00
,Sell,04/03/2020 11:00,Sell,$3790.00,,($127.50),$5077.50,,($285.00),49.41%,-40.00%,$0.00,$0.00
473,Buy,04/03/2020 11:45,El2,$3803.00,$0.00,3,$686.25,1.20%,$840.00,88.89%,,$0.00,$0.00
,Sell,04/03/2020 15:00,EoDL,$3848.75,,$686.25,$5763.75,,($105.00),83.73%,72.62%,$0.00,$0.00
474,Buy,13/03/2020 09:45,El,$3324.25,$0.00,3,($356.25),-0.71%,$86.25,17.04%,,$0.00,$0.00
,Sell,13/03/2020 10:00,Sell,$3300.50,,($356.25),$5407.50,,($420.00),12.59%,-70.37%,$0.00,$0.00
475,Buy,13/03/2020 13:15,El2,$3324.25,$0.00,3,($378.75),-0.76%,$3.75,0.63%,,$0.00,$0.00
,Sell,13/03/2020 13:30,Sell,$3299.00,,($378.75),$5028.75,,($596.25),36.25%,-63.13%,$0.00,$0.00
476,Buy,17/03/2020 11:15,El,$3242.50,$0.00,3,($307.50),-0.63%,$757.50,66.23%,,$0.00,$0.00
,Sell,17/03/2020 12:00,Sell,$3222.00,,($307.50),$4721.25,,($386.25),6.89%,-26.89%,$0.00,$0.00
477,Buy,17/03/2020 13:30,El2,$3251.25,$0.00,3,($487.50),-1.00%,$487.50,50.00%,,$0.00,$0.00
,Sell,17/03/2020 14:15,Stop Loss,$3218.75,,($487.50),$4233.75,,($487.50),0.00%,-50.00%,$0.00,$0.00
478,Buy,24/03/2020 09:00,El,$3093.00,$0.00,3,$851.25,1.83%,$851.25,93.80%,,$0.00,$0.00
,Sell,24/03/2020 11:00,Profit Target,$3149.75,,$851.25,$5085.00,,($56.25),100.00%,93.80%,$0.00,$0.00
479,Buy,25/03/2020 12:30,El,$3271.50,$0.00,3,$3.75,0.01%,$603.75,73.18%,,$0.00,$0.00
,Sell,25/03/2020 15:00,EoDL,$3271.75,,$3.75,$5088.75,,($221.25),27.27%,0.45%,$0.00,$0.00
480,Buy,26/03/2020 11:00,El,$3335.25,$0.00,3,($303.75),-0.61%,$105.00,22.95%,,$0.00,$0.00
,Sell,26/03/2020 12:30,Sell,$3315.00,,($303.75),$4785.00,,($352.50),10.66%,-66.39%,$0.00,$0.00
481,Buy,26/03/2020 14:00,El2,$3323.50,$0.00,3,($33.75),-0.07%,$240.00,76.19%,,$0.00,$0.00
,Sell,26/03/2020 14:30,Sell,$3321.25,,($33.75),$4751.25,,($75.00),13.10%,-10.71%,$0.00,$0.00
482,Buy,30/03/2020 10:30,El,$3334.75,$0.00,3,($45.00),-0.09%,$243.75,69.15%,,$0.00,$0.00
,Sell,30/03/2020 13:30,Sell,$3331.75,,($45.00),$4706.25,,($108.75),18.09%,-12.77%,$0.00,$0.00
483,Buy,30/03/2020 13:45,El2,$3342.50,$0.00,3,$247.50,0.49%,$356.25,79.83%,,$0.00,$0.00
,Sell,30/03/2020 15:00,EoDL,$3359.00,,$247.50,$4953.75,,($90.00),75.63%,55.46%,$0.00,$0.00
484,Buy,02/04/2020 11:30,El,$3262.75,$0.00,3,($153.75),-0.31%,$45.00,21.05%,,$0.00,$0.00
,Sell,02/04/2020 11:45,Sell,$3252.50,,($153.75),$4800.00,,($168.75),7.02%,-71.93%,$0.00,$0.00
485,Buy,02/04/2020 12:00,El2,$3255.25,$0.00,3,($221.25),-0.45%,$138.75,36.27%,,$0.00,$0.00
,Sell,02/04/2020 12:30,Sell,$3240.50,,($221.25),$4578.75,,($243.75),5.88%,-57.84%,$0.00,$0.00
486,Buy,06/04/2020 09:00,El,$3325.25,$0.00,3,$915.00,1.83%,$915.00,99.59%,,$0.00,$0.00
,Sell,06/04/2020 14:45,Profit Target,$3386.25,,$915.00,$5493.75,,($3.75),100.00%,99.59%,$0.00,$0.00
487,Buy,07/04/2020 09:00,El,$3476.25,$0.00,3,($322.50),-0.62%,$225.00,36.59%,,$0.00,$0.00
,Sell,07/04/2020 09:30,Sell,$3454.75,,($322.50),$5171.25,,($390.00),10.98%,-52.44%,$0.00,$0.00
488,Buy,07/04/2020 10:45,El2,$3460.25,$0.00,3,($56.25),-0.11%,$423.75,81.29%,,$0.00,$0.00
,Sell,07/04/2020 13:15,Sell,$3456.50,,($56.25),$5115.00,,($97.50),7.91%,-10.79%,$0.00,$0.00
489,Buy,14/04/2020 09:00,El,$3568.25,$0.00,3,$270.00,0.50%,$348.75,54.39%,,$0.00,$0.00
