

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
13,Sell Short,08/09/2016 09:15,StochES2,$2932.50,$0.00,3,($82.50),-0.19%,$30.00,25.81%,,$0.00,$0.00
,Buy to Cover,08/09/2016 10:30,StochSx2,$2938.00,,($82.50),($630.00),,($86.25),3.23%,-70.97%,$0.00,$0.00
14,Sell Short,09/09/2016 08:45,StochES2,$2918.50,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,09/09/2016 08:45,EoDS,$2918.50,,$0.00,($630.00),,$0.00,100.00%,100.00%,$0.00,$0.00
15,Sell Short,13/09/2016 09:15,StochES2,$2889.25,$0.00,3,$142.50,0.33%,$236.25,90.00%,,$0.00,$0.00
,Buy to Cover,13/09/2016 15:00,EoDS,$2879.75,,$142.50,($487.50),,($26.25),64.29%,54.29%,$0.00,$0.00
16,Sell Short,16/09/2016 14:15,StochES2,$2888.75,$0.00,3,($30.00),-0.07%,$3.75,10.00%,,$0.00,$0.00
,Buy to Cover,16/09/2016 14:30,StochSx2,$2890.75,,($30.00),($517.50),,($33.75),10.00%,-80.00%,$0.00,$0.00
17,Sell Short,19/09/2016 12:15,StochES2,$2895.50,$0.00,3,($18.75),-0.04%,$97.50,78.79%,,$0.00,$0.00
,Buy to Cover,19/09/2016 13:30,StochSx2,$2896.75,,($18.75),($536.25),,($26.25),6.06%,-15.15%,$0.00,$0.00
18,Sell Short,20/09/2016 12:15,StochES2,$2893.25,$0.00,3,($60.00),-0.14%,$15.00,16.67%,,$0.00,$0.00
,Buy to Cover,20/09/2016 13:15,StochSx2,$2897.25,,($60.00),($596.25),,($75.00),16.67%,-66.67%,$0.00,$0.00
19,Sell Short,29/09/2016 12:00,StochES2,$2915.50,$0.00,3,$78.75,0.18%,$255.00,100.00%,,$0.00,$0.00
,Buy to Cover,29/09/2016 15:00,EoDS,$2910.25,,$78.75,($517.50),,$0.00,30.88%,30.88%,$0.00,$0.00
20,Sell Short,03/10/2016 09:00,StochES1,$2911.50,$0.00,3,($41.25),-0.09%,$18.75,20.00%,,$0.00,$0.00
,Buy to Cover,03/10/2016 09:30,StochSx2,$2914.25,,($41.25),($558.75),,($75.00),36.00%,-44.00%,$0.00,$0.00
21,Sell Short,06/10/2016 10:30,StochES2,$2905.50,$0.00,3,($71.25),-0.16%,$7.50,9.52%,,$0.00,$0.00
,Buy to Cover,06/10/2016 10:45,StochSx2,$2910.25,,($71.25),($630.00),,($71.25),0.00%,-90.48%,$0.00,$0.00
22,Sell Short,07/10/2016 09:00,StochES1,$2912.00,$0.00,3,$30.00,0.07%,$191.25,92.73%,,$0.00,$0.00
,Buy to Cover,07/10/2016 13:00,StochSx2,$2910.00,,$30.00,($600.00),,($15.00),21.82%,14.55%,$0.00,$0.00
23,Sell Short,11/10/2016 09:00,StochES1,$2909.25,$0.00,3,$266.25,0.61%,$393.75,98.13%,,$0.00,$0.00
,Buy to Cover,11/10/2016 15:00,EoDS,$2891.50,,$266.25,($333.75),,($7.50),68.22%,66.36%,$0.00,$0.00
24,Sell Short,13/10/2016 12:30,StochES2,$2882.50,$0.00,3,($105.00),-0.24%,$7.50,6.67%,,$0.00,$0.00
,Buy to Cover,13/10/2016 13:15,StochSx2,$2889.50,,($105.00),($438.75),,($105.00),0.00%,-93.33%,$0.00,$0.00
25,Sell Short,17/10/2016 09:00,StochES1,$2884.50,$0.00,3,($67.50),-0.16%,$37.50,30.30%,,$0.00,$0.00
,Buy to Cover,17/10/2016 09:45,StochSx2,$2889.00,,($67.50),($506.25),,($86.25),15.15%,-54.55%,$0.00,$0.00
26,Sell Short,20/10/2016 09:00,StochES1,$2895.00,$0.00,3,($52.50),-0.12%,$7.50,11.11%,,$0.00,$0.00
,Buy to Cover,20/10/2016 09:15,StochSx2,$2898.50,,($52.50),($558.75),,($60.00),11.11%,-77.78%,$0.00,$0.00
27,Sell Short,20/10/2016 09:45,StochES2,$2896.00,$0.00,3,($3.75),-0.01%,$120.00,94.12%,,$0.00,$0.00
,Buy to Cover,20/10/2016 11:15,StochSx2,$2896.25,,($3.75),($562.50),,($7.50),2.94%,-2.94%,$0.00,$0.00
28,Sell Short,21/10/2016 09:00,StochES1,$2886.25,$0.00,3,($135.00),-0.31%,$18.75,11.90%,,$0.00,$0.00
,Buy to Cover,21/10/2016 13:15,StochSx2,$2895.25,,($135.00),($697.50),,($138.75),2.38%,-85.71%,$0.00,$0.00
29,Sell Short,25/10/2016 10:00,StochES2,$2899.75,$0.00,3,$22.50,0.05%,$48.75,59.09%,,$0.00,$0.00
,Buy to Cover,25/10/2016 15:00,EoDS,$2898.25,,$22.50,($675.00),,($33.75),68.18%,27.27%,$0.00,$0.00
30,Sell Short,26/10/2016 12:30,StochES2,$2894.50,$0.00,3,($18.75),-0.04%,$90.00,70.59%,,$0.00,$0.00
,Buy to Cover,26/10/2016 15:00,EoDS,$2895.75,,($18.75),($693.75),,($37.50),14.71%,-14.71%,$0.00,$0.00
31,Sell Short,27/10/2016 09:30,StochES2,$2892.75,$0.00,3,($60.00),-0.14%,$71.25,50.00%,,$0.00,$0.00
