

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
Total Net Profit,$89569.50,$38818.50,$50751.00,
Gross Profit,$698589.00,$347896.50,$350692.50,
Gross Loss,($609019.50),($309078.00),($299941.50),
Profit Factor,1.15,1.13,1.17,
,,,,
Roll Over Credit,$0.00,$0.00,$0.00,
Open Position P/L,$0.00,$0.00,$0.00,
,,,,
Select Total Net Profit,$92961.00,$41500.50,$51460.50,
Select Gross Profit,$695271.00,$346239.00,$349032.00,
Select Gross Loss,($602310.00),($304738.50),($297571.50),
Select Profit Factor,1.15,1.14,1.17,
,,,,
Adjusted Total Net Profit,$56371.89,$15901.89,$26578.23,
Adjusted Gross Profit,$680280.99,$335695.24,$336862.54,
Adjusted Gross Loss,($623909.11),($319793.35),($310284.31),
Adjusted Profit Factor,1.09,1.05,1.09,
,,,,
Total Number of Trades,3192,1674,1518,
Percent Profitable,45.61%,48.57%,42.36%,
Winning Trades,1456,813,643,
Losing Trades,1673,832,841,
Even Trades,63,29,34,
,,,,
Avg. Trade Net Profit,$28.06,$23.19,$33.43,
Avg. Winning Trade,$479.80,$427.92,$545.40,
Avg. Losing Trade,($364.03),($371.49),($356.65),
Ratio Avg. Win:Avg. Loss,1.32,1.15,1.53,
Largest Winning Trade,$1660.50,$1657.50,$1660.50,
Largest Losing Trade,($2370.00),($2343.00),($2370.00),
Largest Winner as % of Gross Profit,0.24%,0.48%,0.47%,
Largest Loser as % of Gross Loss,0.39%,0.76%,0.79%,
,,,,
Net Profit as % of Largest Loss,3779.30%,1656.79%,2141.39%,
Select Net Profit as % of Largest Loss,3922.41%,1771.25%,2171.33%,
Adjusted Net Profit as % of Largest Loss,2378.56%,678.70%,1121.44%,
,,,,
Max. Consecutive Winning Trades,10,9,5,
Max. Consecutive Losing Trades,12,10,8,
Avg. Bars in Total Trades,42.39,44.15,40.45,
Avg. Bars in Winning Trades,51.29,55.37,46.14,
Avg. Bars in Losing Trades,35.44,33.95,36.91,
Avg. Bars in Even Trades,20.94,21.83,20.18,
,,,,
Max. Shares/Contracts Held,3,3,3,
Total Shares/Contracts Held,9576,5022,4554,
Account Size Required,$13071.00,$7402.50,$12004.50,
Total Slippage,$0.00,$0.00,$0.00,
Total Commission,$0.00,$0.00,$0.00,
,,,,
Return on Initial Capital,8.96%,,,
Annual Rate of Return,0.86%,,,
Buy & Hold Return,271.89%,,,
Return on Account,685.25%,,,
Avg. Monthly Return,$1014.90,,,
Std. Deviation of Monthly Return,$3104.38,,,
,,,,
Return Retracement Ratio,3.94,,,
RINA Index,1980.89,,,
Sharpe Ratio,-0.43,,,
K-Ratio,n/a,,,
,,,,
Trading Period,10 Years 1 day 2 hours 15 Minutes,,,
Percent of Time in the Market,15.04%,,,
Time in the Market,1 Year 6 Months 18 hours 10 Minutes,,,
Longest Flat Period,4 days,,,
,,,,
Max. Equity Run-up,$99682.50,,,
Date of Max. Equity Run-up,15/05/2026 13:10,,,
Max Equity Run-up as % of Initial Capital,9.97%,,,
,,,,
Max. Drawdown (Intra-Day Peak to Valley),,,,
Value,($13962.00),($8296.50),($12267.00),
Date,04/09/2025 12:00,,,
as % of Initial Capital,1.40%,0.83%,1.23%,
Net Profit as % of Drawdown,641.52%,467.89%,413.72%,
Select Net Profit as % of Drawdown,665.81%,500.22%,419.50%,
Adjusted Net Profit as % of Drawdown,403.75%,191.67%,216.66%,
,,,,
Max. Drawdown (Trade Close to Trade Close),,,,
Value,($13071.00),($7402.50),($12004.50),
Date,09/04/25 10:25,,,
as % of Initial Capital,1.31%,0.74%,1.20%,
Net Profit as % of Drawdown,685.25%,524.40%,422.77%,
Select Net Profit as % of Drawdown,711.20%,560.63%,428.68%,
Adjusted Net Profit as % of Drawdown,431.27%,214.82%,221.40%,
,,,,
Max. Trade Drawdown,($2370.00),($2343.00),($2370.00),


Trade Analysis

,,,,
TradeStation Trade Analysis,,,,
,All Trades,Winners,Losers,
Total Number of Trades,3192,1456,1673,
Avg. Trade Net Profit,$28.06,$479.80,($364.03),
1 Std. Deviation of Avg. Trade,$521.62,$386.93,$239.66,
Avg. Trade + 1 Std. Deviation,$549.68,$866.73,($124.37),
Avg. Trade - 1 Std. Deviation,($493.56),$92.87,($603.69),
Coefficient of Variation,1858.91%,80.64%,65.83%,
,,,,
Time Averages,,,,
Avg. Time in Trades,4 hours 8 Minutes,4 hours 37 Minutes,3 hours 48 Minutes,
Avg. Time Between Trades,23 hours 20 Minutes,2 days 7 hours 37 Minutes,2 days 36 Minutes,
Avg. Time Between Trade Profit Peaks,68 days 11 hours 41 Minutes,,,
,,,,
Outliers,Total,Positive,Negative,
Number of Outliers,5,2,3,
Outlier Profit/Loss,($3391.50),$3318.00,($6709.50),
,,,,
Run-up/Drawdown,,Run-up,Drawdown,
Max. Value,,$1660.50,($2370.00),
Max. Value Date,,16/06/2026,20/06/2025,
Avg. Value,,$382.39,($289.42),
1 Std. Deviation,,$348.36,$221.97,
Avg. + 1 Std. Deviation,,$730.75,($67.46),
Avg. - 1 Std. Deviation,,$34.02,($511.39),
Coefficient of Variation,,91.10%,76.69%,
,,,,
Efficiency Analysis,Total,Entry,Exit,
Avg. Efficiency,-4.67%,51.97%,43.36%,
1 Std. Deviation,64.47%,30.29%,39.84%,
Avg. + 1 Std. Deviation,59.81%,82.26%,83.20%,
Avg. - 1 Std. Deviation,-69.14%,21.68%,3.53%,
Coefficient of Variation,1381.95%,58.29%,91.86%,
,,,,
TradeStation Trade Series Analysis,,,,
,,Winners,Losers,
Largest Profit/Loss,,$1660.50,($2370.00),
Largest Profit/Loss as % of Gross,,0.24%,0.39%,
Largest Consec. Profit/Loss,,$7458.00,($4920.00),
Largest Consec. Profit/Loss as % of Gross,,1.07%,0.81%,
,,,,
Winning Series,Number of Series,Avg. Gain per Series,Avg. Loss Next Trade,
1,447,$511.36,($374.41),
2,206,$477.34,($362.92),
3,92,$474.05,($368.17),
4,39,$461.12,($345.69),
5,15,$451.40,($455.90),
6,8,$444.63,($326.63),
7,1,$165.00,($24.00),
8,2,$413.44,($611.25),
9,1,$731.17,($652.50),
10,1,$102.90,($58.50),
,,,,
Losing Series,Number of Series,Avg. Loss per Series,Avg. Gain Next Trade,
1,386,($389.04),$416.41,
2,221,($364.48),$499.73,
3,102,($381.68),$472.40,
4,55,($340.64),$441.38,
5,39,($338.59),$472.62,
6,11,($351.82),$596.86,
7,3,($227.79),$413.50,
8,2,($437.91),$557.25,
9,1,($347.17),$0.00,
12,1,($154.50),$61.50,
,,,,


TradeStation Trades List

#,Type,Date/Time,Signal,Price,Roll Over Pips,Shares/Ctrts - Profit/Loss,Net Profit - Cum Net Profit,% Profit,Run-up/Drawdown,Efficiency,Total Eff.,Comm.,Slippage

1,Buy,08/07/2016 12:50,ORB_Long,$8077.00,$0.00,3,$51.00,0.11%,$69.00,95.83%,,$0.00,$0.00
,Sell,08/07/2016 14:55,EndDayLX,$8085.50,,$51.00,$51.00,,($3.00),75.00%,70.83%,$0.00,$0.00
2,Sell Short,11/07/2016 08:35,ORB_Short,$8100.75,$0.00,3,($97.50),-0.20%,$1.50,0.88%,,$0.00,$0.00
,Buy to Cover,11/07/2016 14:55,EndDaySX,$8117.00,,($97.50),($46.50),,($168.00),41.59%,-57.52%,$0.00,$0.00
3,Sell Short,12/07/2016 09:20,ORB_Short,$8134.00,$0.00,3,($9.00),-0.02%,$28.50,28.79%,,$0.00,$0.00
,Buy to Cover,12/07/2016 14:55,EndDaySX,$8135.50,,($9.00),($55.50),,($70.50),62.12%,-9.09%,$0.00,$0.00
4,Sell Short,13/07/2016 10:40,ORB_Short,$8129.00,$0.00,3,$15.00,0.03%,$30.00,35.09%,,$0.00,$0.00
,Buy to Cover,13/07/2016 14:55,EndDaySX,$8126.50,,$15.00,($40.50),,($55.50),82.46%,17.54%,$0.00,$0.00
5,Buy,14/07/2016 09:30,ORB_Long,$8160.00,$0.00,3,($13.50),-0.03%,$25.50,20.73%,,$0.00,$0.00
,Sell,14/07/2016 14:55,EndDayLX,$8157.75,,($13.50),($54.00),,($97.50),68.29%,-10.98%,$0.00,$0.00
6,Sell Short,15/07/2016 09:20,ORB_Short,$8153.75,$0.00,3,$45.00,0.09%,$96.00,77.11%,,$0.00,$0.00
,Buy to Cover,15/07/2016 14:55,EndDaySX,$8146.25,,$45.00,($9.00),,($28.50),59.04%,36.14%,$0.00,$0.00
7,Buy,18/07/2016 09:05,ORB_Long,$8158.50,$0.00,3,$132.00,0.27%,$171.00,98.28%,,$0.00,$0.00
,Sell,18/07/2016 14:55,EndDayLX,$8180.50,,$132.00,$123.00,,($3.00),77.59%,75.86%,$0.00,$0.00
8,Sell Short,19/07/2016 08:55,ORB_Short,$8156.75,$0.00,3,($12.00),-0.02%,$19.50,18.57%,,$0.00,$0.00
,Buy to Cover,19/07/2016 14:55,EndDaySX,$8158.75,,($12.00),$111.00,,($85.50),70.00%,-11.43%,$0.00,$0.00
9,Buy,20/07/2016 09:00,ORB_Long,$8191.75,$0.00,3,$171.00,0.35%,$195.00,94.89%,,$0.00,$0.00
,Sell,20/07/2016 14:55,EndDayLX,$8220.25,,$171.00,$282.00,,($10.50),88.32%,83.21%,$0.00,$0.00
10,Sell Short,21/07/2016 10:50,ORB_Short,$8210.00,$0.00,3,$46.50,0.09%,$108.00,98.63%,,$0.00,$0.00
,Buy to Cover,21/07/2016 14:55,EndDaySX,$8202.25,,$46.50,$328.50,,($1.50),43.84%,42.47%,$0.00,$0.00
11,Buy,22/07/2016 09:30,ORB_Long,$8215.25,$0.00,3,$37.50,0.08%,$87.00,78.38%,,$0.00,$0.00
,Sell,22/07/2016 14:55,EndDayLX,$8221.50,,$37.50,$366.00,,($24.00),55.41%,33.78%,$0.00,$0.00
12,Sell Short,25/07/2016 11:05,ORB_Short,$8212.75,$0.00,3,($46.50),-0.09%,$24.00,30.77%,,$0.00,$0.00
,Buy to Cover,25/07/2016 14:55,EndDaySX,$8220.50,,($46.50),$319.50,,($54.00),9.62%,-59.62%,$0.00,$0.00
13,Buy,26/07/2016 08:55,ORB_Long,$8240.75,$0.00,3,($70.50),-0.14%,$39.00,15.85%,,$0.00,$0.00
,Sell,26/07/2016 14:55,EndDayLX,$8229.00,,($70.50),$249.00,,($207.00),55.49%,-28.66%,$0.00,$0.00
14,Sell Short,27/07/2016 09:55,ORB_Short,$8254.50,$0.00,3,($55.50),-0.11%,$75.00,37.88%,,$0.00,$0.00
,Buy to Cover,27/07/2016 14:55,EndDaySX,$8263.75,,($55.50),$193.50,,($123.00),34.09%,-28.03%,$0.00,$0.00
15,Buy,28/07/2016 14:45,ORB_Long,$8281.00,$0.00,3,$4.50,0.01%,$19.50,72.22%,,$0.00,$0.00
,Sell,28/07/2016 14:55,EndDayLX,$8281.75,,$4.50,$198.00,,($7.50),44.44%,16.67%,$0.00,$0.00
16,Sell Short,29/07/2016 09:10,ORB_Short,$8275.50,$0.00,3,($109.50),-0.22%,$7.50,4.55%,,$0.00,$0.00
,Buy to Cover,29/07/2016 14:55,EndDaySX,$8293.75,,($109.50),$88.50,,($157.50),29.09%,-66.36%,$0.00,$0.00
17,Buy,01/08/2016 09:00,ORB_Long,$8299.25,$0.00,3,$75.00,0.15%,$157.50,88.98%,,$0.00,$0.00
,Sell,01/08/2016 14:55,EndDayLX,$8311.75,,$75.00,$163.50,,($19.50),53.39%,42.37%,$0.00,$0.00
18,Sell Short,02/08/2016 09:25,ORB_Short,$8280.75,$0.00,3,$7.50,0.02%,$202.50,87.66%,,$0.00,$0.00
,Buy to Cover,02/08/2016 14:55,EndDaySX,$8279.50,,$7.50,$171.00,,($28.50),15.58%,3.25%,$0.00,$0.00
19,Buy,03/08/2016 09:20,ORB_Long,$8287.75,$0.00,3,$18.00,0.04%,$28.50,27.14%,,$0.00,$0.00
,Sell,03/08/2016 14:55,EndDayLX,$8290.75,,$18.00,$189.00,,($76.50),90.00%,17.14%,$0.00,$0.00
20,Sell Short,04/08/2016 09:15,ORB_Short,$8281.25,$0.00,3,($154.50),-0.31%,$4.50,2.44%,,$0.00,$0.00
,Buy to Cover,04/08/2016 14:55,EndDaySX,$8307.00,,($154.50),$34.50,,($180.00),13.82%,-83.74%,$0.00,$0.00
21,Buy,05/08/2016 08:35,ORB_Long,$8332.00,$0.00,3,$121.50,0.24%,$186.00,81.58%,,$0.00,$0.00
,Sell,05/08/2016 14:55,EndDayLX,$8352.25,,$121.50,$156.00,,($42.00),71.71%,53.29%,$0.00,$0.00
22,Buy,08/08/2016 08:35,ORB_Long,$8354.00,$0.00,3,($55.50),-0.11%,$10.50,7.22%,,$0.00,$0.00
,Sell,08/08/2016 14:55,EndDayLX,$8344.75,,($55.50),$100.50,,($135.00),54.64%,-38.14%,$0.00,$0.00
23,Buy,09/08/2016 09:00,ORB_Long,$8363.25,$0.00,3,($30.00),-0.06%,$58.50,44.32%,,$0.00,$0.00
,Sell,09/08/2016 14:55,EndDayLX,$8358.25,,($30.00),$70.50,,($73.50),32.95%,-22.73%,$0.00,$0.00
24,Sell Short,10/08/2016 10:20,ORB_Short,$8346.00,$0.00,3,$18.00,0.04%,$81.00,80.60%,,$0.00,$0.00
,Buy to Cover,10/08/2016 14:55,EndDaySX,$8343.00,,$18.00,$88.50,,($19.50),37.31%,17.91%,$0.00,$0.00
25,Sell Short,11/08/2016 09:15,ORB_Short,$8356.25,$0.00,3,($79.50),-0.16%,$27.00,20.93%,,$0.00,$0.00
,Buy to Cover,11/08/2016 14:55,EndDaySX,$8369.50,,($79.50),$9.00,,($102.00),17.44%,-61.63%,$0.00,$0.00
26,Buy,12/08/2016 10:35,ORB_Long,$8365.50,$0.00,3,$10.50,0.02%,$21.00,22.58%,,$0.00,$0.00
,Sell,12/08/2016 14:55,EndDayLX,$8367.25,,$10.50,$19.50,,($72.00),88.71%,11.29%,$0.00,$0.00
27,Buy,15/08/2016 08:55,ORB_Long,$8389.25,$0.00,3,$1.50,0.00%,$67.50,73.77%,,$0.00,$0.00
,Sell,15/08/2016 14:55,EndDayLX,$8389.50,,$1.50,$21.00,,($24.00),27.87%,1.64%,$0.00,$0.00
28,Sell Short,17/08/2016 10:35,ORB_Short,$8343.50,$0.00,3,($159.00),-0.32%,$37.50,17.36%,,$0.00,$0.00
,Buy to Cover,17/08/2016 14:55,EndDaySX,$8370.00,,($159.00),($138.00),,($178.50),9.03%,-73.61%,$0.00,$0.00
29,Buy,18/08/2016 08:35,ORB_Long,$8367.25,$0.00,3,$33.00,0.07%,$72.00,56.47%,,$0.00,$0.00
,Sell,18/08/2016 14:55,EndDayLX,$8372.75,,$33.00,($105.00),,($55.50),69.41%,25.88%,$0.00,$0.00
30,Buy,19/08/2016 09:30,ORB_Long,$8368.00,$0.00,3,$19.50,0.04%,$84.00,57.73%,,$0.00,$0.00
,Sell,19/08/2016 14:55,EndDayLX,$8371.25,,$19.50,($85.50),,($61.50),55.67%,13.40%,$0.00,$0.00
31,Buy,22/08/2016 09:25,ORB_Long,$8377.50,$0.00,3,($30.00),-0.06%,$34.50,21.50%,,$0.00,$0.00
,Sell,22/08/2016 14:55,EndDayLX,$8372.50,,($30.00),($115.50),,($126.00),59.81%,-18.69%,$0.00,$0.00
32,Sell Short,23/08/2016 11:10,ORB_Short,$8387.75,$0.00,3,$22.50,0.04%,$42.00,63.64%,,$0.00,$0.00
,Buy to Cover,23/08/2016 14:55,EndDaySX,$8384.00,,$22.50,($93.00),,($24.00),70.45%,34.09%,$0.00,$0.00
33,Sell Short,24/08/2016 09:55,ORB_Short,$8373.00,$0.00,3,$183.00,0.36%,$222.00,85.06%,,$0.00,$0.00
,Buy to Cover,24/08/2016 14:55,EndDaySX,$8342.50,,$183.00,$90.00,,($39.00),85.06%,70.11%,$0.00,$0.00
34,Buy,25/08/2016 10:10,ORB_Long,$8355.75,$0.00,3,($85.50),-0.17%,$21.00,13.86%,,$0.00,$0.00
,Sell,25/08/2016 14:55,EndDayLX,$8341.50,,($85.50),$4.50,,($130.50),29.70%,-56.44%,$0.00,$0.00
35,Buy,26/08/2016 09:25,ORB_Long,$8376.50,$0.00,3,($241.50),-0.48%,$27.00,10.06%,,$0.00,$0.00
,Sell,26/08/2016 11:10,StopLX,$8336.25,,($241.50),($237.00),,($241.50),0.00%,-89.94%,$0.00,$0.00
36,Sell Short,26/08/2016 11:15,ORB_Short,$8330.50,$0.00,3,($100.50),-0.20%,$48.00,25.20%,,$0.00,$0.00
,Buy to Cover,26/08/2016 14:55,EndDaySX,$8347.25,,($100.50),($337.50),,($142.50),22.05%,-52.76%,$0.00,$0.00
37,Buy,29/08/2016 10:55,ORB_Long,$8367.00,$0.00,3,($49.50),-0.10%,$24.00,28.57%,,$0.00,$0.00
,Sell,29/08/2016 14:55,EndDayLX,$8358.75,,($49.50),($387.00),,($60.00),12.50%,-58.93%,$0.00,$0.00
38,Sell Short,30/08/2016 09:20,ORB_Short,$8345.25,$0.00,3,$36.00,0.07%,$121.50,85.26%,,$0.00,$0.00
,Buy to Cover,30/08/2016 14:55,EndDaySX,$8339.25,,$36.00,($351.00),,($21.00),40.00%,25.26%,$0.00,$0.00
39,Sell Short,31/08/2016 11:10,ORB_Short,$8325.50,$0.00,3,($72.00),-0.14%,$52.50,35.00%,,$0.00,$0.00
,Buy to Cover,31/08/2016 14:55,EndDaySX,$8337.50,,($72.00),($423.00),,($97.50),17.00%,-48.00%,$0.00,$0.00
40,Sell Short,01/09/2016 09:30,ORB_Short,$8334.50,$0.00,3,($79.50),-0.16%,$118.50,49.69%,,$0.00,$0.00
,Buy to Cover,01/09/2016 14:55,EndDaySX,$8347.75,,($79.50),($502.50),,($120.00),16.98%,-33.33%,$0.00,$0.00
41,Buy,02/09/2016 09:00,ORB_Long,$8379.25,$0.00,3,($99.00),-0.20%,$22.50,10.07%,,$0.00,$0.00
,Sell,02/09/2016 14:55,EndDayLX,$8362.75,,($99.00),($601.50),,($201.00),45.64%,-44.30%,$0.00,$0.00
42,Sell Short,05/09/2016 09:10,ORB_Short,$8350.00,$0.00,3,($241.50),-0.48%,$15.00,5.85%,,$0.00,$0.00
,Buy to Cover,06/09/2016 11:35,StopSX,$8390.25,,($241.50),($843.00),,($241.50),0.00%,-94.15%,$0.00,$0.00
43,Buy,06/09/2016 11:40,ORB_Long,$8387.25,$0.00,3,$22.50,0.04%,$34.50,58.97%,,$0.00,$0.00
,Sell,06/09/2016 14:55,EndDayLX,$8391.00,,$22.50,($820.50),,($24.00),79.49%,38.46%,$0.00,$0.00
44,Sell Short,07/09/2016 10:25,ORB_Short,$8387.75,$0.00,3,($37.50),-0.07%,$60.00,57.97%,,$0.00,$0.00
,Buy to Cover,07/09/2016 14:55,EndDaySX,$8394.00,,($37.50),($858.00),,($43.50),5.80%,-36.23%,$0.00,$0.00
45,Sell Short,08/09/2016 09:00,ORB_Short,$8367.00,$0.00,3,($3.00),-0.01%,$70.50,43.93%,,$0.00,$0.00
,Buy to Cover,08/09/2016 14:55,EndDaySX,$8367.50,,($3.00),($861.00),,($90.00),54.21%,-1.87%,$0.00,$0.00
46,Sell Short,09/09/2016 09:45,ORB_Short,$8320.50,$0.00,3,$372.00,0.75%,$378.00,96.18%,,$0.00,$0.00
,Buy to Cover,09/09/2016 14:55,EndDaySX,$8258.50,,$372.00,($489.00),,($15.00),98.47%,94.66%,$0.00,$0.00
47,Buy,12/09/2016 09:10,ORB_Long,$8270.00,$0.00,3,$343.50,0.69%,$411.00,89.54%,,$0.00,$0.00
,Sell,12/09/2016 14:55,EndDayLX,$8327.25,,$343.50,($145.50),,($48.00),85.29%,74.84%,$0.00,$0.00
48,Sell Short,13/09/2016 09:05,ORB_Short,$8296.25,$0.00,3,($16.50),-0.03%,$184.50,82.55%,,$0.00,$0.00
,Buy to Cover,13/09/2016 14:55,EndDaySX,$8299.00,,($16.50),($162.00),,($39.00),10.07%,-7.38%,$0.00,$0.00
49,Buy,14/09/2016 09:15,ORB_Long,$8317.00,$0.00,3,($28.50),-0.06%,$123.00,48.81%,,$0.00,$0.00
,Sell,14/09/2016 14:55,EndDayLX,$8312.25,,($28.50),($190.50),,($129.00),39.88%,-11.31%,$0.00,$0.00
50,Buy,15/09/2016 09:15,ORB_Long,$8333.75,$0.00,3,$316.50,0.63%,$357.00,99.17%,,$0.00,$0.00
,Sell,15/09/2016 14:55,EndDayLX,$8386.50,,$316.50,$126.00,,($3.00),88.75%,87.92%,$0.00,$0.00
51,Sell Short,16/09/2016 09:10,ORB_Short,$8365.00,$0.00,3,($123.00),-0.25%,$39.00,21.85%,,$0.00,$0.00
,Buy to Cover,16/09/2016 14:55,EndDaySX,$8385.50,,($123.00),$3.00,,($139.50),9.24%,-68.91%,$0.00,$0.00
52,Buy,19/09/2016 09:05,ORB_Long,$8408.25,$0.00,3,($243.00),-0.48%,$9.00,3.57%,,$0.00,$0.00
,Sell,19/09/2016 11:25,StopLX,$8367.75,,($243.00),($240.00),,($243.00),0.00%,-96.43%,$0.00,$0.00
53,Sell Short,19/09/2016 11:30,ORB_Short,$8368.75,$0.00,3,$24.00,0.05%,$99.00,59.46%,,$0.00,$0.00
,Buy to Cover,19/09/2016 14:55,EndDaySX,$8364.75,,$24.00,($216.00),,($67.50),54.95%,14.41%,$0.00,$0.00
54,Buy,20/09/2016 09:00,ORB_Long,$8388.00,$0.00,3,($66.00),-0.13%,$13.50,8.18%,,$0.00,$0.00
,Sell,20/09/2016 14:55,EndDayLX,$8377.00,,($66.00),($282.00),,($151.50),51.82%,-40.00%,$0.00,$0.00
55,Sell Short,21/09/2016 08:35,ORB_Short,$8391.00,$0.00,3,($177.00),-0.35%,$172.50,46.37%,,$0.00,$0.00
,Buy to Cover,21/09/2016 14:55,EndDaySX,$8420.50,,($177.00),($459.00),,($199.50),6.05%,-47.58%,$0.00,$0.00
56,Buy,22/09/2016 08:35,ORB_Long,$8447.00,$0.00,3,$75.00,0.15%,$90.00,70.59%,,$0.00,$0.00
,Sell,22/09/2016 14:55,EndDayLX,$8459.50,,$75.00,($384.00),,($37.50),88.24%,58.82%,$0.00,$0.00
57,Buy,23/09/2016 08:35,ORB_Long,$8450.00,$0.00,3,($114.00),-0.22%,$6.00,3.03%,,$0.00,$0.00
,Sell,23/09/2016 14:55,EndDayLX,$8431.00,,($114.00),($498.00),,($192.00),39.39%,-57.58%,$0.00,$0.00
58,Sell Short,26/09/2016 08:35,ORB_Short,$8397.50,$0.00,3,$75.00,0.15%,$121.50,77.14%,,$0.00,$0.00
,Buy to Cover,26/09/2016 14:55,EndDaySX,$8385.00,,$75.00,($423.00),,($36.00),70.48%,47.62%,$0.00,$0.00
59,Buy,27/09/2016 09:00,ORB_Long,$8402.00,$0.00,3,$177.00,0.35%,$193.50,95.56%,,$0.00,$0.00
,Sell,27/09/2016 14:55,EndDayLX,$8431.50,,$177.00,($246.00),,($9.00),91.85%,87.41%,$0.00,$0.00
60,Sell Short,28/09/2016 09:45,ORB_Short,$8427.00,$0.00,3,($87.00),-0.17%,$75.00,46.30%,,$0.00,$0.00
,Buy to Cover,28/09/2016 14:55,EndDaySX,$8441.50,,($87.00),($333.00),,($87.00),0.00%,-53.70%,$0.00,$0.00
61,Sell Short,29/09/2016 09:15,ORB_Short,$8419.00,$0.00,3,$63.00,0.12%,$220.50,75.00%,,$0.00,$0.00
,Buy to Cover,29/09/2016 14:55,EndDaySX,$8408.50,,$63.00,($270.00),,($73.50),46.43%,21.43%,$0.00,$0.00
62,Buy,30/09/2016 10:05,ORB_Long,$8431.75,$0.00,3,$111.00,0.22%,$141.00,97.92%,,$0.00,$0.00
,Sell,30/09/2016 14:55,EndDayLX,$8450.25,,$111.00,($159.00),,($3.00),79.17%,77.08%,$0.00,$0.00
63,Sell Short,03/10/2016 09:00,ORB_Short,$8421.25,$0.00,3,($67.50),-0.13%,$52.50,33.65%,,$0.00,$0.00
,Buy to Cover,03/10/2016 14:55,EndDaySX,$8432.50,,($67.50),($226.50),,($103.50),23.08%,-43.27%,$0.00,$0.00
64,Sell Short,04/10/2016 09:20,ORB_Short,$8437.50,$0.00,3,$69.00,0.14%,$189.00,63.32%,,$0.00,$0.00
,Buy to Cover,04/10/2016 14:55,EndDaySX,$8426.00,,$69.00,($157.50),,($109.50),59.80%,23.12%,$0.00,$0.00
65,Buy,05/10/2016 09:10,ORB_Long,$8446.50,$0.00,3,($27.00),-0.05%,$70.50,66.20%,,$0.00,$0.00
,Sell,05/10/2016 14:55,EndDayLX,$8442.00,,($27.00),($184.50),,($36.00),8.45%,-25.35%,$0.00,$0.00
66,Sell Short,06/10/2016 10:15,ORB_Short,$8418.00,$0.00,3,($138.00),-0.27%,$16.50,7.86%,,$0.00,$0.00
,Buy to Cover,06/10/2016 14:55,EndDaySX,$8441.00,,($138.00),($322.50),,($193.50),26.43%,-65.71%,$0.00,$0.00
67,Sell Short,07/10/2016 08:55,ORB_Short,$8423.00,$0.00,3,($57.00),-0.11%,$111.00,52.86%,,$0.00,$0.00
,Buy to Cover,07/10/2016 14:55,EndDaySX,$8432.50,,($57.00),($379.50),,($99.00),20.00%,-27.14%,$0.00,$0.00
68,Buy,10/10/2016 08:55,ORB_Long,$8466.75,$0.00,3,($39.00),-0.08%,$27.00,33.96%,,$0.00,$0.00
,Sell,10/10/2016 14:55,EndDayLX,$8460.25,,($39.00),($418.50),,($52.50),16.98%,-49.06%,$0.00,$0.00
69,Sell Short,11/10/2016 09:00,ORB_Short,$8429.25,$0.00,3,$246.00,0.49%,$369.00,94.25%,,$0.00,$0.00
,Buy to Cover,11/10/2016 14:55,EndDaySX,$8388.25,,$246.00,($172.50),,($22.50),68.58%,62.84%,$0.00,$0.00
70,Buy,12/10/2016 13:20,ORB_Long,$8399.00,$0.00,3,($72.00),-0.14%,$15.00,10.42%,,$0.00,$0.00
,Sell,12/10/2016 14:55,EndDayLX,$8387.00,,($72.00),($244.50),,($129.00),39.58%,-50.00%,$0.00,$0.00
71,Sell Short,13/10/2016 09:00,ORB_Short,$8328.50,$0.00,3,($240.00),-0.48%,$25.50,9.60%,,$0.00,$0.00
,Buy to Cover,13/10/2016 13:00,StopSX,$8368.50,,($240.00),($484.50),,($240.00),0.00%,-90.40%,$0.00,$0.00
72,Buy,13/10/2016 13:05,ORB_Long,$8370.75,$0.00,3,($39.00),-0.08%,$60.00,56.34%,,$0.00,$0.00
,Sell,13/10/2016 14:55,EndDayLX,$8364.25,,($39.00),($523.50),,($46.50),7.04%,-36.62%,$0.00,$0.00
73,Buy,14/10/2016 08:55,ORB_Long,$8408.50,$0.00,3,($192.00),-0.38%,$12.00,4.94%,,$0.00,$0.00
,Sell,14/10/2016 14:55,EndDayLX,$8376.50,,($192.00),($715.50),,($231.00),16.05%,-79.01%,$0.00,$0.00
74,Sell Short,17/10/2016 08:35,ORB_Short,$8372.25,$0.00,3,$67.50,0.13%,$109.50,69.52%,,$0.00,$0.00
,Buy to Cover,17/10/2016 14:55,EndDaySX,$8361.00,,$67.50,($648.00),,($48.00),73.33%,42.86%,$0.00,$0.00
75,Sell Short,18/10/2016 09:30,ORB_Short,$8402.50,$0.00,3,($24.00),-0.05%,$3.00,2.04%,,$0.00,$0.00
,Buy to Cover,18/10/2016 14:55,EndDaySX,$8406.50,,($24.00),($672.00),,($144.00),81.63%,-16.33%,$0.00,$0.00
76,Buy,19/10/2016 09:35,ORB_Long,$8405.75,$0.00,3,($21.00),-0.04%,$25.50,27.42%,,$0.00,$0.00
,Sell,19/10/2016 14:55,EndDayLX,$8402.25,,($21.00),($693.00),,($67.50),50.00%,-22.58%,$0.00,$0.00
77,Buy,20/10/2016 09:10,ORB_Long,$8404.25,$0.00,3,($15.00),-0.03%,$19.50,8.33%,,$0.00,$0.00
