

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Sell,27/11/2018 14:55,EndDayLX,$10155.50,,$121.50,$666.00,,($105.00),61.38%,32.93%,$0.00,$0.00
682,Sell Short,28/11/2018 09:35,ORB_Short,$10190.50,$0.00,3,($294.00),-0.48%,$106.50,26.59%,,$0.00,$0.00
,Buy to Cover,28/11/2018 11:05,StopSX,$10239.50,,($294.00),$372.00,,($294.00),0.00%,-73.41%,$0.00,$0.00
683,Buy,28/11/2018 11:10,ORB_Long,$10252.50,$0.00,3,$555.00,0.90%,$555.00,99.73%,,$0.00,$0.00
,Sell,28/11/2018 13:10,TargetLX,$10345.00,,$555.00,$927.00,,($1.50),100.00%,99.73%,$0.00,$0.00
684,Sell Short,29/11/2018 09:25,ORB_Short,$10328.00,$0.00,3,($298.50),-0.48%,$172.50,36.62%,,$0.00,$0.00
,Buy to Cover,29/11/2018 13:15,StopSX,$10377.75,,($298.50),$628.50,,($298.50),0.00%,-63.38%,$0.00,$0.00
685,Buy,29/11/2018 13:20,ORB_Long,$10375.50,$0.00,3,($15.00),-0.02%,$147.00,71.01%,,$0.00,$0.00
,Sell,29/11/2018 14:55,EndDayLX,$10373.00,,($15.00),$613.50,,($60.00),21.74%,-7.25%,$0.00,$0.00
686,Buy,30/11/2018 09:40,ORB_Long,$10379.75,$0.00,3,$51.00,0.08%,$156.00,39.69%,,$0.00,$0.00
,Sell,30/11/2018 14:55,EndDayLX,$10388.25,,$51.00,$664.50,,($237.00),73.28%,12.98%,$0.00,$0.00
687,Sell Short,03/12/2018 08:55,ORB_Short,$10514.00,$0.00,3,$54.00,0.09%,$255.00,50.15%,,$0.00,$0.00
,Buy to Cover,03/12/2018 14:55,EndDaySX,$10505.00,,$54.00,$718.50,,($253.50),60.47%,10.62%,$0.00,$0.00
688,Sell Short,04/12/2018 09:00,ORB_Short,$10471.75,$0.00,3,$565.50,0.90%,$565.50,72.08%,,$0.00,$0.00
,Buy to Cover,04/12/2018 11:25,TargetSX,$10377.50,,$565.50,$1284.00,,($219.00),100.00%,72.08%,$0.00,$0.00
689,Buy,06/12/2018 11:05,ORB_Long,$10183.50,$0.00,3,$550.50,0.90%,$550.50,81.92%,,$0.00,$0.00
,Sell,06/12/2018 14:35,TargetLX,$10275.25,,$550.50,$1834.50,,($121.50),100.00%,81.92%,$0.00,$0.00
690,Sell Short,07/12/2018 09:20,ORB_Short,$10239.50,$0.00,3,$553.50,0.90%,$553.50,100.00%,,$0.00,$0.00
,Buy to Cover,07/12/2018 10:25,TargetSX,$10147.25,,$553.50,$2388.00,,$0.00,100.00%,100.00%,$0.00,$0.00
691,Sell Short,10/12/2018 09:00,ORB_Short,$10053.50,$0.00,3,($291.00),-0.48%,$39.00,11.82%,,$0.00,$0.00
,Buy to Cover,10/12/2018 09:15,StopSX,$10102.00,,($291.00),$2097.00,,($291.00),0.00%,-88.18%,$0.00,$0.00
692,Buy,10/12/2018 13:40,ORB_Long,$10147.75,$0.00,3,$3.00,0.00%,$138.00,34.98%,,$0.00,$0.00
,Sell,10/12/2018 14:55,EndDayLX,$10148.25,,$3.00,$2100.00,,($256.50),65.78%,0.76%,$0.00,$0.00
693,Sell Short,11/12/2018 09:20,ORB_Short,$10209.50,$0.00,3,$552.00,0.90%,$552.00,69.43%,,$0.00,$0.00
,Buy to Cover,11/12/2018 12:55,TargetSX,$10117.50,,$552.00,$2652.00,,($243.00),100.00%,69.43%,$0.00,$0.00
694,Buy,12/12/2018 09:10,ORB_Long,$10273.00,$0.00,3,($160.50),-0.26%,$331.50,59.41%,,$0.00,$0.00
,Sell,12/12/2018 14:55,EndDayLX,$10246.25,,($160.50),$2491.50,,($226.50),11.83%,-28.76%,$0.00,$0.00
695,Sell Short,13/12/2018 08:35,ORB_Short,$10264.00,$0.00,3,$253.50,0.41%,$501.00,72.29%,,$0.00,$0.00
,Buy to Cover,13/12/2018 14:55,EndDaySX,$10221.75,,$253.50,$2745.00,,($192.00),64.29%,36.58%,$0.00,$0.00
696,Sell Short,14/12/2018 08:35,ORB_Short,$10146.50,$0.00,3,$549.00,0.90%,$549.00,79.91%,,$0.00,$0.00
,Buy to Cover,14/12/2018 13:55,TargetSX,$10055.00,,$549.00,$3294.00,,($138.00),100.00%,79.91%,$0.00,$0.00
697,Sell Short,14/12/2018 14:00,ORB_Short,$10052.25,$0.00,3,($31.50),-0.05%,$73.50,26.20%,,$0.00,$0.00
,Buy to Cover,14/12/2018 14:55,EndDaySX,$10057.50,,($31.50),$3262.50,,($207.00),62.57%,-11.23%,$0.00,$0.00
698,Buy,17/12/2018 10:10,ORB_Long,$10054.00,$0.00,3,($291.00),-0.48%,$157.50,35.12%,,$0.00,$0.00
,Sell,17/12/2018 11:55,StopLX,$10005.50,,($291.00),$2971.50,,($291.00),0.00%,-64.88%,$0.00,$0.00
699,Sell Short,17/12/2018 12:40,ORB_Short,$9953.50,$0.00,3,$538.50,0.90%,$538.50,88.86%,,$0.00,$0.00
,Buy to Cover,17/12/2018 14:40,TargetSX,$9863.75,,$538.50,$3510.00,,($67.50),100.00%,88.86%,$0.00,$0.00
700,Buy,18/12/2018 11:15,ORB_Long,$9983.25,$0.00,3,($288.00),-0.48%,$153.00,34.69%,,$0.00,$0.00
,Sell,18/12/2018 13:45,StopLX,$9935.25,,($288.00),$3222.00,,($288.00),0.00%,-65.31%,$0.00,$0.00
701,Sell Short,18/12/2018 13:50,ORB_Short,$9929.00,$0.00,3,($286.50),-0.48%,$244.50,46.05%,,$0.00,$0.00
,Buy to Cover,18/12/2018 14:50,StopSX,$9976.75,,($286.50),$2935.50,,($286.50),0.00%,-53.95%,$0.00,$0.00
702,Buy,19/12/2018 08:55,ORB_Long,$9984.50,$0.00,3,$0.00,0.00%,$340.50,76.69%,,$0.00,$0.00
,Sell,19/12/2018 13:05,BE_Long,$9984.50,,$0.00,$2935.50,,($103.50),23.31%,0.00%,$0.00,$0.00
703,Sell Short,19/12/2018 13:10,ORB_Short,$9905.25,$0.00,3,($286.50),-0.48%,$213.00,42.64%,,$0.00,$0.00
,Buy to Cover,19/12/2018 13:30,StopSX,$9953.00,,($286.50),$2649.00,,($286.50),0.00%,-57.36%,$0.00,$0.00
704,Buy,20/12/2018 09:15,ORB_Long,$9826.00,$0.00,3,($283.50),-0.48%,$1.50,0.53%,,$0.00,$0.00
,Sell,20/12/2018 09:25,StopLX,$9778.75,,($283.50),$2365.50,,($283.50),0.00%,-99.47%,$0.00,$0.00
705,Sell Short,20/12/2018 10:20,ORB_Short,$9747.50,$0.00,3,$526.50,0.90%,$526.50,93.10%,,$0.00,$0.00
,Buy to Cover,20/12/2018 10:55,TargetSX,$9659.75,,$526.50,$2892.00,,($39.00),100.00%,93.10%,$0.00,$0.00
706,Sell Short,21/12/2018 09:00,ORB_Short,$9687.00,$0.00,3,($279.00),-0.48%,$184.50,39.81%,,$0.00,$0.00
,Buy to Cover,21/12/2018 09:20,StopSX,$9733.50,,($279.00),$2613.00,,($279.00),0.00%,-60.19%,$0.00,$0.00
707,Buy,21/12/2018 09:25,ORB_Long,$9749.25,$0.00,3,($282.00),-0.48%,$42.00,12.96%,,$0.00,$0.00
,Sell,21/12/2018 09:45,StopLX,$9702.25,,($282.00),$2331.00,,($282.00),0.00%,-87.04%,$0.00,$0.00
708,Sell Short,24/12/2018 08:55,ORB_Short,$9391.75,$0.00,3,($271.50),-0.48%,$115.50,29.84%,,$0.00,$0.00
,Buy to Cover,24/12/2018 09:15,StopSX,$9437.00,,($271.50),$2059.50,,($271.50),0.00%,-70.16%,$0.00,$0.00
709,Buy,24/12/2018 09:50,ORB_Long,$9511.50,$0.00,3,($274.50),-0.48%,$22.50,7.58%,,$0.00,$0.00
,Sell,24/12/2018 10:00,StopLX,$9465.75,,($274.50),$1785.00,,($274.50),0.00%,-92.42%,$0.00,$0.00
710,Sell Short,26/12/2018 09:20,ORB_Short,$9392.75,$0.00,3,($271.50),-0.48%,$159.00,36.93%,,$0.00,$0.00
,Buy to Cover,26/12/2018 10:25,StopSX,$9438.00,,($271.50),$1513.50,,($271.50),0.00%,-63.07%,$0.00,$0.00
711,Buy,26/12/2018 11:05,ORB_Long,$9499.50,$0.00,3,$513.00,0.90%,$513.00,93.44%,,$0.00,$0.00
,Sell,26/12/2018 12:55,TargetLX,$9585.00,,$513.00,$2026.50,,($36.00),100.00%,93.44%,$0.00,$0.00
712,Sell Short,27/12/2018 08:55,ORB_Short,$9586.75,$0.00,3,$0.00,0.00%,$295.50,54.87%,,$0.00,$0.00
,Buy to Cover,27/12/2018 09:45,BE_Short,$9586.75,,$0.00,$2026.50,,($243.00),45.13%,0.00%,$0.00,$0.00
713,Buy,27/12/2018 14:40,ORB_Long,$9668.25,$0.00,3,$58.50,0.10%,$372.00,98.02%,,$0.00,$0.00
,Sell,27/12/2018 14:55,EndDayLX,$9678.00,,$58.50,$2085.00,,($7.50),17.39%,15.42%,$0.00,$0.00
714,Sell Short,28/12/2018 09:35,ORB_Short,$9698.25,$0.00,3,($280.50),-0.48%,$139.50,33.21%,,$0.00,$0.00
,Buy to Cover,28/12/2018 10:40,StopSX,$9745.00,,($280.50),$1804.50,,($280.50),0.00%,-66.79%,$0.00,$0.00
715,Buy,28/12/2018 13:20,ORB_Long,$9788.00,$0.00,3,($282.00),-0.48%,$274.50,49.33%,,$0.00,$0.00
,Sell,28/12/2018 14:30,StopLX,$9741.00,,($282.00),$1522.50,,($282.00),0.00%,-50.67%,$0.00,$0.00
716,Sell Short,31/12/2018 09:00,ORB_Short,$9769.25,$0.00,3,$198.00,0.34%,$330.00,69.18%,,$0.00,$0.00
,Buy to Cover,31/12/2018 14:55,EndDaySX,$9736.25,,$198.00,$1720.50,,($147.00),72.33%,41.51%,$0.00,$0.00
717,Buy,02/01/2019 08:55,ORB_Long,$9689.00,$0.00,3,$523.50,0.90%,$523.50,84.50%,,$0.00,$0.00
,Sell,02/01/2019 10:10,TargetLX,$9776.25,,$523.50,$2244.00,,($96.00),100.00%,84.50%,$0.00,$0.00
718,Sell Short,03/01/2019 08:55,ORB_Short,$9681.75,$0.00,3,$523.50,0.90%,$523.50,72.56%,,$0.00,$0.00
,Buy to Cover,03/01/2019 14:15,TargetSX,$9594.50,,$523.50,$2767.50,,($198.00),100.00%,72.56%,$0.00,$0.00
719,Buy,04/01/2019 09:05,ORB_Long,$9738.75,$0.00,3,$526.50,0.90%,$526.50,76.47%,,$0.00,$0.00
,Sell,04/01/2019 10:05,TargetLX,$9826.50,,$526.50,$3294.00,,($162.00),100.00%,76.47%,$0.00,$0.00
720,Buy,07/01/2019 09:40,ORB_Long,$9907.50,$0.00,3,$180.00,0.30%,$357.00,81.51%,,$0.00,$0.00
,Sell,07/01/2019 14:55,EndDayLX,$9937.50,,$180.00,$3474.00,,($81.00),59.59%,41.10%,$0.00,$0.00
721,Sell Short,08/01/2019 08:55,ORB_Short,$9988.50,$0.00,3,$540.00,0.90%,$540.00,98.09%,,$0.00,$0.00
,Buy to Cover,08/01/2019 09:55,TargetSX,$9898.50,,$540.00,$4014.00,,($10.50),100.00%,98.09%,$0.00,$0.00
722,Buy,09/01/2019 09:00,ORB_Long,$10041.50,$0.00,3,($289.50),-0.48%,$27.00,8.53%,,$0.00,$0.00
,Sell,09/01/2019 09:50,StopLX,$9993.25,,($289.50),$3724.50,,($289.50),0.00%,-91.47%,$0.00,$0.00
723,Sell Short,10/01/2019 09:00,ORB_Short,$9965.00,$0.00,3,($288.00),-0.48%,$37.50,11.52%,,$0.00,$0.00
,Buy to Cover,10/01/2019 09:30,StopSX,$10013.00,,($288.00),$3436.50,,($288.00),0.00%,-88.48%,$0.00,$0.00
724,Buy,10/01/2019 09:35,ORB_Long,$10015.25,$0.00,3,$315.00,0.52%,$322.50,73.38%,,$0.00,$0.00
,Sell,10/01/2019 14:55,EndDayLX,$10067.75,,$315.00,$3751.50,,($117.00),98.29%,71.67%,$0.00,$0.00
725,Buy,11/01/2019 09:15,ORB_Long,$10035.25,$0.00,3,$43.50,0.07%,$69.00,26.59%,,$0.00,$0.00
,Sell,11/01/2019 14:55,EndDayLX,$10042.50,,$43.50,$3795.00,,($190.50),90.17%,16.76%,$0.00,$0.00
726,Buy,14/01/2019 09:25,ORB_Long,$9988.00,$0.00,3,($64.50),-0.11%,$135.00,67.67%,,$0.00,$0.00
,Sell,14/01/2019 14:55,EndDayLX,$9977.25,,($64.50),$3730.50,,($64.50),0.00%,-32.33%,$0.00,$0.00
727,Buy,15/01/2019 09:00,ORB_Long,$10075.75,$0.00,3,$186.00,0.31%,$267.00,74.17%,,$0.00,$0.00
,Sell,15/01/2019 14:55,EndDayLX,$10106.75,,$186.00,$3916.50,,($93.00),77.50%,51.67%,$0.00,$0.00
728,Buy,16/01/2019 08:55,ORB_Long,$10156.75,$0.00,3,($292.50),-0.48%,$40.50,12.16%,,$0.00,$0.00
,Sell,16/01/2019 10:10,StopLX,$10108.00,,($292.50),$3624.00,,($292.50),0.00%,-87.84%,$0.00,$0.00
729,Sell Short,16/01/2019 14:40,ORB_Short,$10113.75,$0.00,3,($13.50),-0.02%,$12.00,22.22%,,$0.00,$0.00
,Buy to Cover,16/01/2019 14:55,EndDaySX,$10116.00,,($13.50),$3610.50,,($42.00),52.78%,-25.00%,$0.00,$0.00
730,Buy,17/01/2019 09:00,ORB_Long,$10116.50,$0.00,3,$201.00,0.33%,$448.50,84.46%,,$0.00,$0.00
,Sell,17/01/2019 14:55,EndDayLX,$10150.00,,$201.00,$3811.50,,($82.50),53.39%,37.85%,$0.00,$0.00
731,Sell Short,18/01/2019 09:15,ORB_Short,$10176.00,$0.00,3,($294.00),-0.48%,$6.00,2.00%,,$0.00,$0.00
,Buy to Cover,18/01/2019 09:50,StopSX,$10225.00,,($294.00),$3517.50,,($294.00),0.00%,-98.00%,$0.00,$0.00
732,Buy,18/01/2019 10:00,ORB_Long,$10227.00,$0.00,3,($97.50),-0.16%,$195.00,55.79%,,$0.00,$0.00
,Sell,18/01/2019 14:55,EndDayLX,$10210.75,,($97.50),$3420.00,,($154.50),16.31%,-27.90%,$0.00,$0.00
733,Sell Short,22/01/2019 09:00,ORB_Short,$10152.50,$0.00,3,$549.00,0.90%,$549.00,86.94%,,$0.00,$0.00
,Buy to Cover,22/01/2019 13:45,TargetSX,$10061.00,,$549.00,$3969.00,,($82.50),100.00%,86.94%,$0.00,$0.00
734,Buy,23/01/2019 08:55,ORB_Long,$10148.00,$0.00,3,($292.50),-0.48%,$45.00,13.33%,,$0.00,$0.00
,Sell,23/01/2019 09:50,StopLX,$10099.25,,($292.50),$3676.50,,($292.50),0.00%,-86.67%,$0.00,$0.00
735,Sell Short,23/01/2019 09:55,ORB_Short,$10097.00,$0.00,3,$79.50,0.13%,$441.00,91.59%,,$0.00,$0.00
,Buy to Cover,23/01/2019 14:55,EndDaySX,$10083.75,,$79.50,$3756.00,,($40.50),24.92%,16.51%,$0.00,$0.00
736,Buy,24/01/2019 09:20,ORB_Long,$10138.00,$0.00,3,$1.50,0.00%,$70.50,20.61%,,$0.00,$0.00
,Sell,24/01/2019 14:55,EndDayLX,$10138.25,,$1.50,$3757.50,,($271.50),79.82%,0.44%,$0.00,$0.00
737,Buy,25/01/2019 09:05,ORB_Long,$10199.25,$0.00,3,$96.00,0.16%,$255.00,97.70%,,$0.00,$0.00
,Sell,25/01/2019 14:55,EndDayLX,$10215.25,,$96.00,$3853.50,,($6.00),39.08%,36.78%,$0.00,$0.00
738,Sell Short,28/01/2019 08:55,ORB_Short,$10094.25,$0.00,3,($166.50),-0.27%,$88.50,26.58%,,$0.00,$0.00
,Buy to Cover,28/01/2019 14:55,EndDaySX,$10122.00,,($166.50),$3687.00,,($244.50),23.42%,-50.00%,$0.00,$0.00
739,Sell Short,29/01/2019 09:20,ORB_Short,$10105.50,$0.00,3,$243.00,0.40%,$345.00,80.14%,,$0.00,$0.00
,Buy to Cover,29/01/2019 14:55,EndDaySX,$10065.00,,$243.00,$3930.00,,($85.50),76.31%,56.45%,$0.00,$0.00
740,Sell Short,30/01/2019 09:10,ORB_Short,$10129.50,$0.00,3,($292.50),-0.48%,$22.50,7.14%,,$0.00,$0.00
,Buy to Cover,30/01/2019 11:20,StopSX,$10178.25,,($292.50),$3637.50,,($292.50),0.00%,-92.86%,$0.00,$0.00
741,Buy,30/01/2019 11:25,ORB_Long,$10180.25,$0.00,3,$322.50,0.53%,$513.00,90.24%,,$0.00,$0.00
,Sell,30/01/2019 14:55,EndDayLX,$10234.00,,$322.50,$3960.00,,($55.50),66.49%,56.73%,$0.00,$0.00
742,Buy,31/01/2019 09:00,ORB_Long,$10306.75,$0.00,3,$211.50,0.34%,$405.00,93.43%,,$0.00,$0.00
,Sell,31/01/2019 14:55,EndDayLX,$10342.00,,$211.50,$4171.50,,($28.50),55.36%,48.79%,$0.00,$0.00
743,Buy,01/02/2019 09:25,ORB_Long,$10348.50,$0.00,3,($298.50),-0.48%,$61.50,17.08%,,$0.00,$0.00
,Sell,01/02/2019 13:20,StopLX,$10298.75,,($298.50),$3873.00,,($298.50),0.00%,-82.92%,$0.00,$0.00
744,Sell Short,01/02/2019 13:25,ORB_Short,$10296.00,$0.00,3,($63.00),-0.10%,$25.50,20.73%,,$0.00,$0.00
,Buy to Cover,01/02/2019 14:55,EndDaySX,$10306.50,,($63.00),$3810.00,,($97.50),28.05%,-51.22%,$0.00,$0.00
745,Buy,04/02/2019 08:55,ORB_Long,$10335.75,$0.00,3,$271.50,0.44%,$319.50,81.92%,,$0.00,$0.00
,Sell,04/02/2019 14:55,EndDayLX,$10381.00,,$271.50,$4081.50,,($70.50),87.69%,69.62%,$0.00,$0.00
746,Buy,05/02/2019 09:40,ORB_Long,$10450.00,$0.00,3,$15.00,0.02%,$90.00,28.85%,,$0.00,$0.00
,Sell,05/02/2019 14:55,EndDayLX,$10452.50,,$15.00,$4096.50,,($222.00),75.96%,4.81%,$0.00,$0.00
747,Sell Short,06/02/2019 09:10,ORB_Short,$10437.25,$0.00,3,($7.50),-0.01%,$202.50,63.68%,,$0.00,$0.00
,Buy to Cover,06/02/2019 14:55,EndDaySX,$10438.50,,($7.50),$4089.00,,($115.50),33.96%,-2.36%,$0.00,$0.00
748,Buy,07/02/2019 09:35,ORB_Long,$10382.00,$0.00,3,($300.00),-0.48%,$51.00,14.53%,,$0.00,$0.00
,Sell,07/02/2019 10:25,StopLX,$10332.00,,($300.00),$3789.00,,($300.00),0.00%,-85.47%,$0.00,$0.00
749,Sell Short,07/02/2019 10:30,ORB_Short,$10333.75,$0.00,3,$0.00,0.00%,$277.50,89.37%,,$0.00,$0.00
,Buy to Cover,07/02/2019 14:55,EndDaySX,$10333.75,,$0.00,$3789.00,,($33.00),10.63%,0.00%,$0.00,$0.00
750,Buy,08/02/2019 12:20,ORB_Long,$10318.75,$0.00,3,$78.00,0.13%,$151.50,69.66%,,$0.00,$0.00
,Sell,08/02/2019 14:55,EndDayLX,$10331.75,,$78.00,$3867.00,,($66.00),66.21%,35.86%,$0.00,$0.00
751,Sell Short,11/02/2019 09:30,ORB_Short,$10359.25,$0.00,3,$42.00,0.07%,$181.50,67.60%,,$0.00,$0.00
,Buy to Cover,11/02/2019 14:55,EndDaySX,$10352.25,,$42.00,$3909.00,,($87.00),48.04%,15.64%,$0.00,$0.00
752,Buy,12/02/2019 09:10,ORB_Long,$10422.00,$0.00,3,$171.00,0.27%,$226.50,82.07%,,$0.00,$0.00
,Sell,12/02/2019 14:55,EndDayLX,$10450.50,,$171.00,$4080.00,,($49.50),79.89%,61.96%,$0.00,$0.00
753,Sell Short,13/02/2019 09:20,ORB_Short,$10468.00,$0.00,3,$112.50,0.18%,$133.50,51.15%,,$0.00,$0.00
,Buy to Cover,13/02/2019 14:55,EndDaySX,$10449.25,,$112.50,$4192.50,,($127.50),91.95%,43.10%,$0.00,$0.00
754,Buy,14/02/2019 09:05,ORB_Long,$10440.00,$0.00,3,$172.50,0.28%,$277.50,70.61%,,$0.00,$0.00
,Sell,14/02/2019 14:55,EndDayLX,$10468.75,,$172.50,$4365.00,,($115.50),73.28%,43.89%,$0.00,$0.00
755,Sell Short,15/02/2019 09:00,ORB_Short,$10472.25,$0.00,3,($52.50),-0.08%,$93.00,31.79%,,$0.00,$0.00
,Buy to Cover,15/02/2019 14:55,EndDaySX,$10481.00,,($52.50),$4312.50,,($199.50),50.26%,-17.95%,$0.00,$0.00
756,Buy,18/02/2019 09:30,ORB_Long,$10505.00,$0.00,3,$13.50,0.02%,$126.00,35.59%,,$0.00,$0.00
,Sell,19/02/2019 14:55,EndDayLX,$10507.25,,$13.50,$4326.00,,($228.00),68.22%,3.81%,$0.00,$0.00
757,Buy,20/02/2019 08:35,ORB_Long,$10509.00,$0.00,3,($58.50),-0.09%,$163.50,37.46%,,$0.00,$0.00
,Sell,20/02/2019 14:55,EndDayLX,$10499.25,,($58.50),$4267.50,,($273.00),49.14%,-13.40%,$0.00,$0.00
758,Sell Short,21/02/2019 08:35,ORB_Short,$10480.50,$0.00,3,$115.50,0.18%,$265.50,68.60%,,$0.00,$0.00
,Buy to Cover,21/02/2019 14:55,EndDaySX,$10461.25,,$115.50,$4383.00,,($121.50),61.24%,29.84%,$0.00,$0.00
759,Buy,22/02/2019 09:05,ORB_Long,$10508.00,$0.00,3,$34.50,0.05%,$147.00,56.65%,,$0.00,$0.00
,Sell,22/02/2019 14:55,EndDayLX,$10513.75,,$34.50,$4417.50,,($112.50),56.65%,13.29%,$0.00,$0.00
760,Sell Short,25/02/2019 11:30,ORB_Short,$10565.25,$0.00,3,$45.00,0.07%,$100.50,64.42%,,$0.00,$0.00
,Buy to Cover,25/02/2019 14:55,EndDaySX,$10557.75,,$45.00,$4462.50,,($55.50),64.42%,28.85%,$0.00,$0.00
761,Buy,26/02/2019 09:10,ORB_Long,$10562.50,$0.00,3,($1.50),0.00%,$118.50,40.72%,,$0.00,$0.00
,Sell,26/02/2019 14:55,EndDayLX,$10562.25,,($1.50),$4461.00,,($172.50),58.76%,-0.52%,$0.00,$0.00
762,Sell Short,27/02/2019 09:05,ORB_Short,$10521.75,$0.00,3,($135.00),-0.21%,$255.00,50.75%,,$0.00,$0.00
,Buy to Cover,27/02/2019 14:55,EndDaySX,$10544.25,,($135.00),$4326.00,,($247.50),22.39%,-26.87%,$0.00,$0.00
763,Buy,28/02/2019 08:35,ORB_Long,$10530.75,$0.00,3,$18.00,0.03%,$187.50,67.57%,,$0.00,$0.00
,Sell,28/02/2019 14:55,EndDayLX,$10533.75,,$18.00,$4344.00,,($90.00),38.92%,6.49%,$0.00,$0.00
764,Sell Short,01/03/2019 09:20,ORB_Short,$10571.50,$0.00,3,($82.50),-0.13%,$219.00,60.08%,,$0.00,$0.00
,Buy to Cover,01/03/2019 14:55,EndDaySX,$10585.25,,($82.50),$4261.50,,($145.50),17.28%,-22.63%,$0.00,$0.00
765,Sell Short,04/03/2019 09:45,ORB_Short,$10620.25,$0.00,3,$574.50,0.90%,$574.50,92.51%,,$0.00,$0.00
,Buy to Cover,04/03/2019 11:00,TargetSX,$10524.50,,$574.50,$4836.00,,($46.50),100.00%,92.51%,$0.00,$0.00
766,Sell Short,05/03/2019 08:55,ORB_Short,$10563.50,$0.00,3,($262.50),-0.41%,$48.00,13.85%,,$0.00,$0.00
,Buy to Cover,05/03/2019 14:55,EndDaySX,$10607.25,,($262.50),$4573.50,,($298.50),10.39%,-75.76%,$0.00,$0.00
767,Sell Short,06/03/2019 09:00,ORB_Short,$10578.75,$0.00,3,$168.00,0.26%,$243.00,73.97%,,$0.00,$0.00
,Buy to Cover,06/03/2019 14:55,EndDaySX,$10550.75,,$168.00,$4741.50,,($85.50),77.17%,51.14%,$0.00,$0.00
768,Sell Short,07/03/2019 08:55,ORB_Short,$10490.25,$0.00,3,$256.50,0.41%,$330.00,71.20%,,$0.00,$0.00
,Buy to Cover,07/03/2019 14:55,EndDaySX,$10447.50,,$256.50,$4998.00,,($133.50),84.14%,55.34%,$0.00,$0.00
769,Buy,08/03/2019 08:55,ORB_Long,$10403.00,$0.00,3,$231.00,0.37%,$265.50,59.80%,,$0.00,$0.00
,Sell,08/03/2019 14:55,EndDayLX,$10441.50,,$231.00,$5229.00,,($178.50),92.23%,52.03%,$0.00,$0.00
770,Buy,11/03/2019 09:00,ORB_Long,$10523.25,$0.00,3,$415.50,0.66%,$466.50,98.11%,,$0.00,$0.00
,Sell,11/03/2019 14:55,EndDayLX,$10592.50,,$415.50,$5644.50,,($9.00),89.27%,87.38%,$0.00,$0.00
771,Buy,12/03/2019 09:40,ORB_Long,$10631.75,$0.00,3,$15.00,0.02%,$135.00,63.83%,,$0.00,$0.00
,Sell,12/03/2019 14:55,EndDayLX,$10634.25,,$15.00,$5659.50,,($76.50),43.26%,7.09%,$0.00,$0.00
772,Buy,13/03/2019 09:00,ORB_Long,$10683.50,$0.00,3,$67.50,0.11%,$267.00,75.74%,,$0.00,$0.00
,Sell,13/03/2019 14:55,EndDayLX,$10694.75,,$67.50,$5727.00,,($85.50),43.40%,19.15%,$0.00,$0.00
773,Buy,15/03/2019 09:00,ORB_Long,$10729.50,$0.00,3,$1.50,0.00%,$211.50,66.82%,,$0.00,$0.00
,Sell,15/03/2019 14:55,EndDayLX,$10729.75,,$1.50,$5728.50,,($105.00),33.65%,0.47%,$0.00,$0.00
774,Buy,18/03/2019 08:55,ORB_Long,$10761.50,$0.00,3,($24.00),-0.04%,$130.50,37.66%,,$0.00,$0.00
,Sell,18/03/2019 14:55,EndDayLX,$10757.50,,($24.00),$5704.50,,($216.00),55.41%,-6.93%,$0.00,$0.00
775,Buy,19/03/2019 10:55,ORB_Long,$10807.50,$0.00,3,($312.00),-0.48%,$105.00,25.18%,,$0.00,$0.00
,Sell,19/03/2019 14:45,StopLX,$10755.50,,($312.00),$5392.50,,($312.00),0.00%,-74.82%,$0.00,$0.00
776,Sell Short,19/03/2019 14:50,ORB_Short,$10760.25,$0.00,3,($22.50),-0.03%,$10.50,9.59%,,$0.00,$0.00
,Buy to Cover,19/03/2019 14:55,EndDaySX,$10764.00,,($22.50),$5370.00,,($99.00),69.86%,-20.55%,$0.00,$0.00
777,Buy,20/03/2019 09:55,ORB_Long,$10791.75,$0.00,3,$162.00,0.25%,$420.00,64.52%,,$0.00,$0.00
,Sell,20/03/2019 14:55,EndDayLX,$10818.75,,$162.00,$5532.00,,($231.00),60.37%,24.88%,$0.00,$0.00
778,Buy,21/03/2019 08:55,ORB_Long,$10841.75,$0.00,3,$586.50,0.90%,$586.50,94.67%,,$0.00,$0.00
,Sell,21/03/2019 14:10,TargetLX,$10939.50,,$586.50,$6118.50,,($33.00),100.00%,94.67%,$0.00,$0.00
779,Sell Short,22/03/2019 08:55,ORB_Short,$10873.25,$0.00,3,$588.00,0.90%,$588.00,83.05%,,$0.00,$0.00
,Buy to Cover,22/03/2019 14:40,TargetSX,$10775.25,,$588.00,$6706.50,,($120.00),100.00%,83.05%,$0.00,$0.00
780,Sell Short,25/03/2019 08:55,ORB_Short,$10710.50,$0.00,3,($309.00),-0.48%,$79.50,20.46%,,$0.00,$0.00
,Buy to Cover,25/03/2019 10:30,StopSX,$10762.00,,($309.00),$6397.50,,($309.00),0.00%,-79.54%,$0.00,$0.00
781,Buy,26/03/2019 09:00,ORB_Long,$10831.50,$0.00,3,($312.00),-0.48%,$118.50,27.53%,,$0.00,$0.00
,Sell,26/03/2019 11:50,StopLX,$10779.50,,($312.00),$6085.50,,($312.00),0.00%,-72.47%,$0.00,$0.00
782,Sell Short,26/03/2019 11:55,ORB_Short,$10782.25,$0.00,3,$99.00,0.15%,$228.00,62.81%,,$0.00,$0.00
