

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
81,Buy,31/05/2019 14:01,Buy,$1982.4,$0.00,5,$115.00,0.12%,$210.00,93.33%,,$0.00,$0.00
,Sell,02/06/2019 18:05,Sell,$1984.7,,$115.00,$3590.00,,($15.00),57.78%,51.11%,$0.00,$0.00
82,Buy,07/06/2019 14:01,Buy,$2019.0,$0.00,5,($325.00),-0.32%,$5.00,1.43%,,$0.00,$0.00
,Sell,09/06/2019 18:05,Sell,$2012.5,,($325.00),$3265.00,,($345.00),5.71%,-92.86%,$0.00,$0.00
83,Buy,14/06/2019 14:01,Buy,$2016.7,$0.00,5,$70.00,0.07%,$145.00,70.73%,,$0.00,$0.00
,Sell,16/06/2019 18:05,Sell,$2018.1,,$70.00,$3335.00,,($60.00),63.41%,34.15%,$0.00,$0.00
84,Buy,21/06/2019 14:01,Buy,$2072.7,$0.00,5,$240.00,0.23%,$335.00,98.53%,,$0.00,$0.00
,Sell,23/06/2019 18:05,Sell,$2077.5,,$240.00,$3575.00,,($5.00),72.06%,70.59%,$0.00,$0.00
85,Buy,28/06/2019 14:01,Buy,$2085.4,$0.00,5,($1065.00),-1.02%,$100.00,5.80%,,$0.00,$0.00
,Sell,30/06/2019 18:05,Sell,$2064.1,,($1065.00),$2510.00,,($1625.00),32.46%,-61.74%,$0.00,$0.00
86,Buy,05/07/2019 14:01,Buy,$2073.4,$0.00,5,($135.00),-0.13%,$470.00,58.39%,,$0.00,$0.00
,Sell,08/07/2019 18:05,Sell#2,$2070.7,,($135.00),$2375.00,,($335.00),24.84%,-16.77%,$0.00,$0.00
87,Buy,12/07/2019 14:01,Buy,$2087.4,$0.00,5,$220.00,0.21%,$325.00,98.48%,,$0.00,$0.00
,Sell,14/07/2019 18:05,Sell,$2091.8,,$220.00,$2595.00,,($5.00),68.18%,66.67%,$0.00,$0.00
88,Buy,19/07/2019 14:01,Buy,$2099.5,$0.00,5,$60.00,0.06%,$235.00,46.08%,,$0.00,$0.00
,Sell,21/07/2019 18:05,Sell,$2100.7,,$60.00,$2655.00,,($275.00),65.69%,11.76%,$0.00,$0.00
89,Buy,26/07/2019 14:01,Buy,$2091.9,$0.00,5,$65.00,0.06%,$85.00,36.17%,,$0.00,$0.00
,Sell,28/07/2019 18:05,Sell,$2093.2,,$65.00,$2720.00,,($150.00),91.49%,27.66%,$0.00,$0.00
90,Buy,02/08/2019 14:01,Buy,$2115.0,$0.00,5,($120.00),-0.11%,$45.00,21.43%,,$0.00,$0.00
,Sell,04/08/2019 18:05,Sell,$2112.6,,($120.00),$2600.00,,($165.00),21.43%,-57.14%,$0.00,$0.00
91,Buy,09/08/2019 14:01,Buy,$2170.3,$0.00,5,($140.00),-0.13%,$40.00,20.51%,,$0.00,$0.00
,Sell,11/08/2019 18:05,Sell,$2167.5,,($140.00),$2460.00,,($155.00),7.69%,-71.79%,$0.00,$0.00
92,Buy,16/08/2019 14:01,Buy,$2184.8,$0.00,5,($235.00),-0.22%,$160.00,33.68%,,$0.00,$0.00
,Sell,18/08/2019 18:05,Sell,$2180.1,,($235.00),$2225.00,,($315.00),16.84%,-49.47%,$0.00,$0.00
93,Buy,23/08/2019 14:01,Buy,$2197.4,$0.00,5,$905.00,0.82%,$1055.00,90.17%,,$0.00,$0.00
,Sell,25/08/2019 18:05,Sell,$2215.5,,$905.00,$3130.00,,($115.00),87.18%,77.35%,$0.00,$0.00
94,Buy,30/08/2019 14:01,Buy,$2187.9,$0.00,5,$525.00,0.48%,$825.00,95.93%,,$0.00,$0.00
,Sell,01/09/2019 18:05,Sell,$2198.4,,$525.00,$3655.00,,($35.00),65.12%,61.05%,$0.00,$0.00
95,Buy,06/09/2019 14:01,Buy,$2178.0,$0.00,5,($180.00),-0.17%,$40.00,13.11%,,$0.00,$0.00
,Sell,08/09/2019 18:05,Sell,$2174.4,,($180.00),$3475.00,,($265.00),27.87%,-59.02%,$0.00,$0.00
96,Buy,13/09/2019 14:01,Buy,$2159.1,$0.00,5,$510.00,0.47%,$775.00,72.43%,,$0.00,$0.00
,Sell,15/09/2019 18:05,Sell,$2169.3,,$510.00,$3985.00,,($295.00),75.23%,47.66%,$0.00,$0.00
97,Buy,20/09/2019 14:01,Buy,$2177.5,$0.00,5,$145.00,0.13%,$350.00,93.33%,,$0.00,$0.00
,Sell,22/09/2019 18:05,Sell,$2180.4,,$145.00,$4130.00,,($25.00),45.33%,38.67%,$0.00,$0.00
98,Buy,27/09/2019 14:01,Buy,$2165.5,$0.00,5,($135.00),-0.12%,$55.00,20.00%,,$0.00,$0.00
,Sell,29/09/2019 18:05,Sell,$2162.8,,($135.00),$3995.00,,($220.00),30.91%,-49.09%,$0.00,$0.00
99,Buy,04/10/2019 14:01,Buy,$2170.4,$0.00,5,$185.00,0.17%,$435.00,82.08%,,$0.00,$0.00
,Sell,06/10/2019 18:05,Sell,$2174.1,,$185.00,$4180.00,,($95.00),52.83%,34.91%,$0.00,$0.00
100,Buy,11/10/2019 14:01,Buy,$2149.3,$0.00,5,$95.00,0.09%,$285.00,50.44%,,$0.00,$0.00
,Sell,13/10/2019 18:05,Sell,$2151.2,,$95.00,$4275.00,,($280.00),66.37%,16.81%,$0.00,$0.00
101,Buy,18/10/2019 14:01,Buy,$2154.1,$0.00,5,$60.00,0.06%,$90.00,69.23%,,$0.00,$0.00
,Sell,20/10/2019 18:05,Sell,$2155.3,,$60.00,$4335.00,,($40.00),76.92%,46.15%,$0.00,$0.00
102,Buy,25/10/2019 14:01,Buy,$2166.3,$0.00,5,($30.00),-0.03%,$145.00,80.56%,,$0.00,$0.00
,Sell,27/10/2019 18:05,Sell,$2165.7,,($30.00),$4305.00,,($35.00),2.78%,-16.67%,$0.00,$0.00
103,Buy,01/11/2019 14:01,Buy,$2171.5,$0.00,5,$200.00,0.18%,$270.00,72.00%,,$0.00,$0.00
,Sell,03/11/2019 18:05,Sell,$2175.5,,$200.00,$4505.00,,($105.00),81.33%,53.33%,$0.00,$0.00
104,Buy,08/11/2019 14:01,Buy,$2123.8,$0.00,5,($140.00),-0.13%,$5.00,1.85%,,$0.00,$0.00
,Sell,10/11/2019 18:05,Sell,$2121.0,,($140.00),$4365.00,,($265.00),46.30%,-51.85%,$0.00,$0.00
105,Buy,15/11/2019 14:01,Buy,$2128.4,$0.00,5,$10.00,0.01%,$25.00,19.23%,,$0.00,$0.00
,Sell,17/11/2019 18:05,Sell,$2128.6,,$10.00,$4375.00,,($105.00),88.46%,7.69%,$0.00,$0.00
106,Buy,06/12/2019 14:01,Buy,$2118.1,$0.00,5,($90.00),-0.08%,$10.00,8.33%,,$0.00,$0.00
,Sell,08/12/2019 18:05,Sell,$2116.3,,($90.00),$4285.00,,($110.00),16.67%,-75.00%,$0.00,$0.00
107,Buy,13/12/2019 14:01,Buy,$2134.1,$0.00,5,($90.00),-0.08%,$60.00,36.36%,,$0.00,$0.00
,Sell,15/12/2019 18:05,Sell,$2132.3,,($90.00),$4195.00,,($105.00),9.09%,-54.55%,$0.00,$0.00
108,Buy,20/12/2019 14:01,Buy,$2134.2,$0.00,5,$20.00,0.02%,$65.00,65.00%,,$0.00,$0.00
,Sell,22/12/2019 18:05,Sell,$2134.6,,$20.00,$4215.00,,($35.00),55.00%,20.00%,$0.00,$0.00
109,Buy,27/12/2019 14:01,Buy,$2170.6,$0.00,5,($95.00),-0.09%,$0.00,0.00%,,$0.00,$0.00
,Sell,29/12/2019 18:05,Sell,$2168.7,,($95.00),$4120.00,,($165.00),42.42%,-57.58%,$0.00,$0.00
110,Buy,03/01/2020 14:01,Buy,$2205.2,$0.00,5,$1295.00,1.17%,$1945.00,91.53%,,$0.00,$0.00
,Sell,05/01/2020 18:05,Sell,$2231.1,,$1295.00,$5415.00,,($180.00),69.41%,60.94%,$0.00,$0.00
111,Buy,10/01/2020 14:01,Buy,$2212.3,$0.00,5,$50.00,0.05%,$240.00,88.89%,,$0.00,$0.00
,Sell,12/01/2020 18:05,Sell,$2213.3,,$50.00,$5465.00,,($30.00),29.63%,18.52%,$0.00,$0.00
112,Buy,17/01/2020 14:01,Buy,$2213.0,$0.00,5,($65.00),-0.06%,$75.00,28.30%,,$0.00,$0.00
,Sell,19/01/2020 18:05,Sell,$2211.7,,($65.00),$5400.00,,($190.00),47.17%,-24.53%,$0.00,$0.00
113,Buy,24/01/2020 14:01,Buy,$2225.1,$0.00,5,$450.00,0.40%,$530.00,77.37%,,$0.00,$0.00
,Sell,26/01/2020 18:05,Sell,$2234.1,,$450.00,$5850.00,,($155.00),88.32%,65.69%,$0.00,$0.00
114,Buy,31/01/2020 14:01,Buy,$2237.5,$0.00,5,$125.00,0.11%,$445.00,84.76%,,$0.00,$0.00
,Sell,02/02/2020 18:05,Sell,$2240.0,,$125.00,$5975.00,,($80.00),39.05%,23.81%,$0.00,$0.00
115,Buy,07/02/2020 14:01,Buy,$2223.3,$0.00,5,($135.00),-0.12%,$40.00,20.00%,,$0.00,$0.00
,Sell,09/02/2020 18:05,Sell,$2220.6,,($135.00),$5840.00,,($160.00),12.50%,-67.50%,$0.00,$0.00
116,Buy,14/02/2020 14:01,Buy,$2234.2,$0.00,5,($95.00),-0.09%,$65.00,30.23%,,$0.00,$0.00
,Sell,16/02/2020 18:05,Sell,$2232.3,,($95.00),$5745.00,,($150.00),25.58%,-44.19%,$0.00,$0.00
117,Buy,21/02/2020 14:01,Buy,$2297.7,$0.00,5,$560.00,0.49%,$680.00,72.34%,,$0.00,$0.00
,Sell,23/02/2020 18:05,Sell,$2308.9,,$560.00,$6305.00,,($260.00),87.23%,59.57%,$0.00,$0.00
118,Buy,28/02/2020 14:01,Buy,$2222.3,$0.00,5,$555.00,0.50%,$960.00,66.67%,,$0.00,$0.00
,Sell,01/03/2020 18:05,Sell,$2233.4,,$555.00,$6860.00,,($480.00),71.88%,38.54%,$0.00,$0.00
119,Buy,06/03/2020 14:01,Buy,$2320.4,$0.00,5,$1020.00,0.88%,$1435.00,80.62%,,$0.00,$0.00
,Sell,08/03/2020 18:05,Sell,$2340.8,,$1020.00,$7880.00,,($345.00),76.69%,57.30%,$0.00,$0.00
120,Buy,13/03/2020 14:01,Buy,$2169.4,$0.00,5,$1540.00,1.42%,$2545.00,79.28%,,$0.00,$0.00
,Sell,15/03/2020 18:05,Sell,$2200.2,,$1540.00,$9420.00,,($665.00),68.69%,47.98%,$0.00,$0.00
121,Buy,20/03/2020 14:01,Buy,$2132.3,$0.00,5,$1115.00,1.05%,$1290.00,86.58%,,$0.00,$0.00
,Sell,22/03/2020 18:05,Sell,$2154.6,,$1115.00,$10535.00,,($200.00),88.26%,74.83%,$0.00,$0.00
122,Buy,27/03/2020 14:01,Buy,$2288.7,$0.00,5,$635.00,0.55%,$955.00,83.04%,,$0.00,$0.00
,Sell,29/03/2020 18:05,Sell,$2301.4,,$635.00,$11170.00,,($195.00),72.17%,55.22%,$0.00,$0.00
123,Buy,03/04/2020 14:01,Buy,$2282.2,$0.00,5,$0.00,0.00%,$435.00,76.99%,,$0.00,$0.00
,Sell,05/04/2020 18:05,Sell,$2282.2,,$0.00,$11170.00,,($130.00),23.01%,0.00%,$0.00,$0.00
124,Buy,17/04/2020 14:01,Buy,$2338.6,$0.00,5,($370.00),-0.32%,$50.00,9.35%,,$0.00,$0.00
,Sell,19/04/2020 18:05,Sell,$2331.2,,($370.00),$10800.00,,($485.00),21.50%,-69.16%,$0.00,$0.00
125,Buy,24/04/2020 14:01,Buy,$2378.9,$0.00,5,$215.00,0.18%,$265.00,57.61%,,$0.00,$0.00
,Sell,26/04/2020 18:05,Sell,$2383.2,,$215.00,$11015.00,,($195.00),89.13%,46.74%,$0.00,$0.00
126,Buy,01/05/2020 14:01,Buy,$2343.1,$0.00,5,$205.00,0.17%,$475.00,87.16%,,$0.00,$0.00
,Sell,03/05/2020 18:05,Sell,$2347.2,,$205.00,$11220.00,,($70.00),50.46%,37.61%,$0.00,$0.00
127,Buy,08/05/2020 14:01,Buy,$2351.1,$0.00,5,($335.00),-0.28%,$15.00,3.03%,,$0.00,$0.00
,Sell,10/05/2020 18:05,Sell,$2344.4,,($335.00),$10885.00,,($480.00),29.29%,-67.68%,$0.00,$0.00
128,Buy,15/05/2020 14:01,Buy,$2395.4,$0.00,5,$145.00,0.12%,$235.00,35.34%,,$0.00,$0.00
,Sell,17/05/2020 18:05,Sell,$2398.3,,$145.00,$11030.00,,($430.00),86.47%,21.80%,$0.00,$0.00
129,Buy,22/05/2020 14:01,Buy,$2371.5,$0.00,5,($25.00),-0.02%,$165.00,73.33%,,$0.00,$0.00
,Sell,24/05/2020 18:05,Sell,$2371.0,,($25.00),$11005.00,,($60.00),15.56%,-11.11%,$0.00,$0.00
130,Buy,29/05/2020 14:01,Buy,$2366.3,$0.00,5,$315.00,0.27%,$440.00,49.16%,,$0.00,$0.00
,Sell,31/05/2020 18:05,Sell,$2372.6,,$315.00,$11320.00,,($455.00),86.03%,35.20%,$0.00,$0.00
131,Buy,05/06/2020 14:01,Buy,$2300.2,$0.00,5,($15.00),-0.01%,$245.00,70.00%,,$0.00,$0.00
,Sell,07/06/2020 18:05,Sell,$2299.9,,($15.00),$11305.00,,($105.00),25.71%,-4.29%,$0.00,$0.00
132,Buy,12/06/2020 14:01,Buy,$2355.1,$0.00,5,($95.00),-0.08%,$195.00,49.37%,,$0.00,$0.00
,Sell,14/06/2020 18:05,Sell,$2353.2,,($95.00),$11210.00,,($200.00),26.58%,-24.05%,$0.00,$0.00
133,Buy,19/06/2020 14:01,Buy,$2368.6,$0.00,5,$470.00,0.40%,$850.00,94.97%,,$0.00,$0.00
,Sell,21/06/2020 18:05,Sell,$2378.0,,$470.00,$11680.00,,($45.00),57.54%,52.51%,$0.00,$0.00
134,Buy,26/06/2020 14:01,Buy,$2397.0,$0.00,5,$250.00,0.21%,$420.00,83.17%,,$0.00,$0.00
,Sell,28/06/2020 18:05,Sell,$2402.0,,$250.00,$11930.00,,($85.00),66.34%,49.50%,$0.00,$0.00
135,Buy,10/07/2020 14:01,Buy,$2418.2,$0.00,5,$25.00,0.02%,$110.00,44.00%,,$0.00,$0.00
,Sell,12/07/2020 18:05,Sell,$2418.7,,$25.00,$11955.00,,($140.00),66.00%,10.00%,$0.00,$0.00
136,Buy,17/07/2020 14:01,Buy,$2427.5,$0.00,5,($70.00),-0.06%,$50.00,38.46%,,$0.00,$0.00
,Sell,19/07/2020 18:05,Sell,$2426.1,,($70.00),$11885.00,,($80.00),7.69%,-53.85%,$0.00,$0.00
137,Buy,24/07/2020 14:01,Buy,$2513.4,$0.00,5,$190.00,0.15%,$225.00,88.24%,,$0.00,$0.00
,Sell,26/07/2020 18:05,Sell,$2517.2,,$190.00,$12075.00,,($30.00),86.27%,74.51%,$0.00,$0.00
138,Buy,31/07/2020 14:01,Buy,$2584.3,$0.00,5,$780.00,0.60%,$1100.00,100.00%,,$0.00,$0.00
,Sell,02/08/2020 18:05,Sell,$2599.9,,$780.00,$12855.00,,$0.00,70.91%,70.91%,$0.00,$0.00
139,Buy,07/08/2020 14:01,Buy,$2629.3,$0.00,5,$300.00,0.23%,$735.00,97.35%,,$0.00,$0.00
,Sell,09/08/2020 18:05,Sell,$2635.3,,$300.00,$13155.00,,($20.00),42.38%,39.74%,$0.00,$0.00
140,Buy,14/08/2020 14:01,Buy,$2547.1,$0.00,5,$165.00,0.13%,$425.00,80.95%,,$0.00,$0.00
,Sell,16/08/2020 18:05,Sell,$2550.4,,$165.00,$13320.00,,($100.00),50.48%,31.43%,$0.00,$0.00
141,Buy,21/08/2020 14:01,Buy,$2541.9,$0.00,5,$35.00,0.03%,$185.00,55.22%,,$0.00,$0.00
,Sell,23/08/2020 18:05,Sell,$2542.6,,$35.00,$13355.00,,($150.00),55.22%,10.45%,$0.00,$0.00
142,Buy,28/08/2020 14:01,Buy,$2567.6,$0.00,5,$345.00,0.27%,$475.00,74.80%,,$0.00,$0.00
,Sell,30/08/2020 18:05,Sell,$2574.5,,$345.00,$13700.00,,($160.00),79.53%,54.33%,$0.00,$0.00
143,Buy,04/09/2020 14:01,Buy,$2533.3,$0.00,5,$120.00,0.09%,$445.00,86.41%,,$0.00,$0.00
,Sell,06/09/2020 18:05,Sell,$2535.7,,$120.00,$13820.00,,($70.00),36.89%,23.30%,$0.00,$0.00
144,Buy,11/09/2020 14:01,Buy,$2543.7,$0.00,5,$15.00,0.01%,$280.00,94.92%,,$0.00,$0.00
,Sell,13/09/2020 18:05,Sell,$2544.0,,$15.00,$13835.00,,($15.00),10.17%,5.08%,$0.00,$0.00
145,Buy,18/09/2020 14:01,Buy,$2558.4,$0.00,5,($220.00),-0.17%,$25.00,3.57%,,$0.00,$0.00
,Sell,20/09/2020 18:05,Sell,$2554.0,,($220.00),$13615.00,,($675.00),65.00%,-31.43%,$0.00,$0.00
146,Buy,25/09/2020 14:01,Buy,$2464.2,$0.00,5,($145.00),-0.12%,$130.00,30.95%,,$0.00,$0.00
,Sell,27/09/2020 18:05,Sell,$2461.3,,($145.00),$13470.00,,($290.00),34.52%,-34.52%,$0.00,$0.00
147,Buy,02/10/2020 14:01,Buy,$2502.2,$0.00,5,$95.00,0.08%,$325.00,69.15%,,$0.00,$0.00
,Sell,04/10/2020 18:05,Sell,$2504.1,,$95.00,$13565.00,,($145.00),51.06%,20.21%,$0.00,$0.00
148,Buy,09/10/2020 14:01,Buy,$2526.7,$0.00,5,$120.00,0.09%,$320.00,94.12%,,$0.00,$0.00
,Sell,11/10/2020 18:05,Sell,$2529.1,,$120.00,$13685.00,,($20.00),41.18%,35.29%,$0.00,$0.00
149,Buy,16/10/2020 14:01,Buy,$2501.5,$0.00,5,($100.00),-0.08%,$85.00,32.69%,,$0.00,$0.00
,Sell,18/10/2020 18:05,Sell,$2499.5,,($100.00),$13585.00,,($175.00),28.85%,-38.46%,$0.00,$0.00
150,Buy,23/10/2020 14:01,Buy,$2501.3,$0.00,5,($70.00),-0.06%,$80.00,45.71%,,$0.00,$0.00
,Sell,25/10/2020 18:05,Sell,$2499.9,,($70.00),$13515.00,,($95.00),14.29%,-40.00%,$0.00,$0.00
151,Buy,30/10/2020 14:01,Buy,$2476.0,$0.00,5,($50.00),-0.04%,$100.00,35.09%,,$0.00,$0.00
,Sell,01/11/2020 18:05,Sell,$2475.0,,($50.00),$13465.00,,($185.00),47.37%,-17.54%,$0.00,$0.00
152,Buy,06/11/2020 14:01,Buy,$2550.6,$0.00,5,$220.00,0.17%,$240.00,64.86%,,$0.00,$0.00
,Sell,08/11/2020 18:05,Sell,$2555.0,,$220.00,$13685.00,,($130.00),94.59%,59.46%,$0.00,$0.00
153,Buy,13/11/2020 14:01,Buy,$2481.1,$0.00,5,$100.00,0.08%,$195.00,79.59%,,$0.00,$0.00
,Sell,15/11/2020 18:05,Sell,$2483.1,,$100.00,$13785.00,,($50.00),61.22%,40.82%,$0.00,$0.00
154,Buy,20/11/2020 14:01,Buy,$2468.7,$0.00,5,($180.00),-0.15%,$60.00,19.05%,,$0.00,$0.00
,Sell,22/11/2020 18:05,Sell,$2465.1,,($180.00),$13605.00,,($255.00),23.81%,-57.14%,$0.00,$0.00
155,Buy,04/12/2020 14:01,Buy,$2429.2,$0.00,5,$50.00,0.04%,$185.00,82.22%,,$0.00,$0.00
,Sell,06/12/2020 18:05,Sell,$2430.2,,$50.00,$13655.00,,($40.00),40.00%,22.22%,$0.00,$0.00
156,Buy,11/12/2020 14:01,Buy,$2434.5,$0.00,5,($185.00),-0.15%,$80.00,22.54%,,$0.00,$0.00
,Sell,13/12/2020 18:05,Sell,$2430.8,,($185.00),$13470.00,,($275.00),25.35%,-52.11%,$0.00,$0.00
157,Buy,18/12/2020 14:01,Buy,$2477.5,$0.00,5,$65.00,0.05%,$260.00,59.77%,,$0.00,$0.00
,Sell,20/12/2020 18:05,Sell,$2478.8,,$65.00,$13535.00,,($175.00),55.17%,14.94%,$0.00,$0.00
158,Buy,08/01/2021 14:01,Buy,$2428.0,$0.00,5,$830.00,0.68%,$895.00,95.21%,,$0.00,$0.00
,Sell,10/01/2021 18:05,Sell,$2444.6,,$830.00,$14365.00,,($45.00),93.09%,88.30%,$0.00,$0.00
159,Buy,15/01/2021 14:01,Buy,$2418.3,$0.00,5,($5.00),0.00%,$60.00,26.67%,,$0.00,$0.00
,Sell,17/01/2021 18:05,Sell,$2418.2,,($5.00),$14360.00,,($165.00),71.11%,-2.22%,$0.00,$0.00
160,Buy,22/01/2021 14:01,Buy,$2445.6,$0.00,5,$60.00,0.05%,$95.00,33.93%,,$0.00,$0.00
,Sell,24/01/2021 18:05,Sell,$2446.8,,$60.00,$14420.00,,($185.00),87.50%,21.43%,$0.00,$0.00
161,Buy,29/01/2021 14:01,Buy,$2439.6,$0.00,5,$360.00,0.30%,$810.00,62.79%,,$0.00,$0.00
,Sell,31/01/2021 18:05,Sell,$2446.8,,$360.00,$14780.00,,($480.00),65.12%,27.91%,$0.00,$0.00
162,Buy,05/02/2021 14:01,Buy,$2397.4,$0.00,5,$300.00,0.25%,$350.00,87.50%,,$0.00,$0.00
,Sell,07/02/2021 18:05,Sell,$2403.4,,$300.00,$15080.00,,($50.00),87.50%,75.00%,$0.00,$0.00
163,Buy,12/02/2021 14:01,Buy,$2408.9,$0.00,5,$115.00,0.10%,$195.00,42.86%,,$0.00,$0.00
,Sell,14/02/2021 18:05,Sell,$2411.2,,$115.00,$15195.00,,($260.00),82.42%,25.27%,$0.00,$0.00
164,Buy,19/02/2021 14:01,Buy,$2365.4,$0.00,5,$290.00,0.25%,$360.00,81.82%,,$0.00,$0.00
,Sell,21/02/2021 18:05,Sell,$2371.2,,$290.00,$15485.00,,($80.00),84.09%,65.91%,$0.00,$0.00
165,Buy,26/02/2021 14:01,Buy,$2314.8,$0.00,5,$330.00,0.29%,$375.00,70.09%,,$0.00,$0.00
,Sell,28/02/2021 18:05,Sell,$2321.4,,$330.00,$15815.00,,($160.00),91.59%,61.68%,$0.00,$0.00
166,Buy,05/03/2021 14:01,Buy,$2282.6,$0.00,5,$480.00,0.42%,$590.00,85.51%,,$0.00,$0.00
,Sell,07/03/2021 18:05,Sell,$2292.2,,$480.00,$16295.00,,($100.00),84.06%,69.57%,$0.00,$0.00
167,Buy,12/03/2021 14:01,Buy,$2309.0,$0.00,5,$240.00,0.21%,$325.00,66.33%,,$0.00,$0.00
,Sell,14/03/2021 18:05,Sell,$2313.8,,$240.00,$16535.00,,($165.00),82.65%,48.98%,$0.00,$0.00
168,Buy,19/03/2021 14:01,Buy,$2327.9,$0.00,5,$80.00,0.07%,$265.00,68.83%,,$0.00,$0.00
,Sell,21/03/2021 18:05,Sell,$2329.5,,$80.00,$16615.00,,($120.00),51.95%,20.78%,$0.00,$0.00
169,Buy,26/03/2021 14:01,Buy,$2316.4,$0.00,5,$30.00,0.03%,$105.00,56.76%,,$0.00,$0.00
,Sell,28/03/2021 18:05,Sell,$2317.0,,$30.00,$16645.00,,($80.00),59.46%,16.22%,$0.00,$0.00
170,Buy,09/04/2021 14:01,Buy,$2327.8,$0.00,5,($45.00),-0.04%,$50.00,28.57%,,$0.00,$0.00
,Sell,11/04/2021 18:05,Sell,$2326.9,,($45.00),$16600.00,,($125.00),45.71%,-25.71%,$0.00,$0.00
171,Buy,16/04/2021 14:01,Buy,$2362.5,$0.00,5,($90.00),-0.08%,$50.00,22.73%,,$0.00,$0.00
,Sell,18/04/2021 18:05,Sell,$2360.7,,($90.00),$16510.00,,($170.00),36.36%,-40.91%,$0.00,$0.00
172,Buy,23/04/2021 14:01,Buy,$2361.0,$0.00,5,($85.00),-0.07%,$20.00,13.79%,,$0.00,$0.00
,Sell,25/04/2021 18:05,Sell,$2359.3,,($85.00),$16425.00,,($125.00),27.59%,-58.62%,$0.00,$0.00
173,Buy,30/04/2021 14:01,Buy,$2352.9,$0.00,5,($145.00),-0.12%,$30.00,15.00%,,$0.00,$0.00
,Sell,02/05/2021 18:05,Sell,$2350.0,,($145.00),$16280.00,,($170.00),12.50%,-72.50%,$0.00,$0.00
174,Buy,07/05/2021 14:01,Buy,$2415.0,$0.00,5,$125.00,0.10%,$235.00,85.45%,,$0.00,$0.00
,Sell,09/05/2021 18:05,Sell,$2417.5,,$125.00,$16405.00,,($40.00),60.00%,45.45%,$0.00,$0.00
175,Buy,14/05/2021 14:01,Buy,$2423.3,$0.00,5,$165.00,0.14%,$395.00,100.00%,,$0.00,$0.00
,Sell,16/05/2021 18:05,Sell,$2426.6,,$165.00,$16570.00,,$0.00,41.77%,41.77%,$0.00,$0.00
176,Buy,21/05/2021 14:01,Buy,$2461.8,$0.00,5,$205.00,0.17%,$265.00,92.98%,,$0.00,$0.00
,Sell,23/05/2021 18:05,Sell,$2465.9,,$205.00,$16775.00,,($20.00),78.95%,71.93%,$0.00,$0.00
177,Buy,28/05/2021 14:01,Buy,$2486.4,$0.00,5,$45.00,0.04%,$175.00,59.32%,,$0.00,$0.00
,Sell,30/05/2021 18:05,Sell,$2487.3,,$45.00,$16820.00,,($120.00),55.93%,15.25%,$0.00,$0.00
178,Buy,04/06/2021 14:01,Buy,$2473.7,$0.00,5,$35.00,0.03%,$110.00,95.65%,,$0.00,$0.00
,Sell,06/06/2021 18:05,Sell,$2474.4,,$35.00,$16855.00,,($5.00),34.78%,30.43%,$0.00,$0.00
179,Buy,11/06/2021 14:01,Buy,$2458.5,$0.00,5,$40.00,0.03%,$165.00,71.74%,,$0.00,$0.00
,Sell,13/06/2021 18:05,Sell,$2459.3,,$40.00,$16895.00,,($65.00),45.65%,17.39%,$0.00,$0.00
180,Buy,18/06/2021 14:01,Buy,$2354.1,$0.00,5,($240.00),-0.20%,$80.00,12.21%,,$0.00,$0.00
,Sell,20/06/2021 18:05,Sell,$2349.3,,($240.00),$16655.00,,($575.00),51.15%,-36.64%,$0.00,$0.00
181,Buy,25/06/2021 14:01,Buy,$2358.4,$0.00,5,$220.00,0.19%,$270.00,94.74%,,$0.00,$0.00
,Sell,27/06/2021 18:05,Sell,$2362.8,,$220.00,$16875.00,,($15.00),82.46%,77.19%,$0.00,$0.00
182,Buy,02/07/2021 14:01,Buy,$2369.4,$0.00,5,($55.00),-0.05%,$200.00,61.54%,,$0.00,$0.00
,Sell,04/07/2021 18:05,Sell,$2368.3,,($55.00),$16820.00,,($125.00),21.54%,-16.92%,$0.00,$0.00
183,Buy,09/07/2021 14:01,Buy,$2392.4,$0.00,5,($145.00),-0.12%,$90.00,33.96%,,$0.00,$0.00
,Sell,11/07/2021 18:05,Sell,$2389.5,,($145.00),$16675.00,,($175.00),11.32%,-54.72%,$0.00,$0.00
184,Buy,16/07/2021 14:01,Buy,$2394.5,$0.00,5,($75.00),-0.06%,$60.00,24.49%,,$0.00,$0.00
,Sell,18/07/2021 18:05,Sell,$2393.0,,($75.00),$16600.00,,($185.00),44.90%,-30.61%,$0.00,$0.00
185,Buy,23/07/2021 14:01,Buy,$2384.0,$0.00,5,($30.00),-0.03%,$90.00,50.00%,,$0.00,$0.00
,Sell,25/07/2021 18:05,Sell,$2383.4,,($30.00),$16570.00,,($90.00),33.33%,-16.67%,$0.00,$0.00
186,Buy,30/07/2021 14:01,Buy,$2394.7,$0.00,5,$0.00,0.00%,$20.00,8.00%,,$0.00,$0.00
,Sell,01/08/2021 18:05,Sell,$2394.7,,$0.00,$16570.00,,($230.00),92.00%,0.00%,$0.00,$0.00
187,Buy,06/08/2021 14:01,Buy,$2342.3,$0.00,5,($135.00),-0.12%,$70.00,24.56%,,$0.00,$0.00
,Sell,08/08/2021 18:05,Sell,$2339.6,,($135.00),$16435.00,,($215.00),28.07%,-47.37%,$0.00,$0.00
