

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Buy to Cover,29/10/2018 15:00,SXeoS,$10040.25,,$5975.00,$32440.00,,($280.00),95.79%,91.50%,$0.00,$0.00
204,Sell Short,02/11/2018 12:00,SE,$10394.75,$0.00,1,($85.00),-0.04%,$750.00,83.80%,,$0.00,$0.00
,Buy to Cover,02/11/2018 12:30,SXlivS,$10399.00,,($85.00),$32355.00,,($145.00),6.70%,-9.50%,$0.00,$0.00
205,Sell Short,05/11/2018 09:00,SE,$10349.75,$0.00,1,($825.00),-0.40%,$775.00,46.69%,,$0.00,$0.00
,Buy to Cover,05/11/2018 13:45,SXlivS,$10391.00,,($825.00),$31530.00,,($885.00),3.61%,-49.70%,$0.00,$0.00
206,Sell Short,09/11/2018 10:30,SE,$10486.25,$0.00,1,($190.00),-0.09%,$15.00,5.08%,,$0.00,$0.00
,Buy to Cover,09/11/2018 10:45,SXlivS,$10495.75,,($190.00),$31340.00,,($280.00),30.51%,-64.41%,$0.00,$0.00
207,Sell Short,12/11/2018 09:30,SE,$10364.00,$0.00,1,$1145.00,0.55%,$1845.00,82.00%,,$0.00,$0.00
,Buy to Cover,12/11/2018 15:00,SXeoS,$10306.75,,$1145.00,$32485.00,,($405.00),68.89%,50.89%,$0.00,$0.00
208,Sell Short,14/11/2018 10:30,SE,$10249.75,$0.00,1,($100.00),-0.05%,$165.00,30.28%,,$0.00,$0.00
,Buy to Cover,14/11/2018 10:45,SXlivS,$10254.75,,($100.00),$32385.00,,($380.00),51.38%,-18.35%,$0.00,$0.00
209,Sell Short,19/11/2018 09:15,SE,$10240.25,$0.00,1,$2900.00,1.42%,$3070.00,99.03%,,$0.00,$0.00
,Buy to Cover,19/11/2018 15:00,SXeoS,$10095.25,,$2900.00,$35285.00,,($30.00),94.52%,93.55%,$0.00,$0.00
210,Sell Short,04/12/2018 11:30,SE,$10380.00,$0.00,1,$2615.00,1.26%,$2810.00,95.09%,,$0.00,$0.00
,Buy to Cover,04/12/2018 15:00,SXeoS,$10249.25,,$2615.00,$37900.00,,($145.00),93.40%,88.49%,$0.00,$0.00
211,Sell Short,07/12/2018 10:30,SE,$10149.50,$0.00,1,$1460.00,0.72%,$2175.00,81.46%,,$0.00,$0.00
,Buy to Cover,07/12/2018 15:00,SXeoS,$10076.50,,$1460.00,$39360.00,,($495.00),73.22%,54.68%,$0.00,$0.00
212,Sell Short,11/12/2018 11:30,SE,$10153.50,$0.00,1,($70.00),-0.03%,$310.00,55.36%,,$0.00,$0.00
,Buy to Cover,11/12/2018 11:45,SXlivS,$10157.00,,($70.00),$39290.00,,($250.00),32.14%,-12.50%,$0.00,$0.00
213,Sell Short,13/12/2018 11:15,SE,$10200.00,$0.00,1,($410.00),-0.20%,$515.00,47.47%,,$0.00,$0.00
,Buy to Cover,13/12/2018 13:00,SXlivS,$10220.50,,($410.00),$38880.00,,($570.00),14.75%,-37.79%,$0.00,$0.00
214,Sell Short,14/12/2018 13:00,SE,$10083.00,$0.00,1,($20.00),-0.01%,$280.00,65.88%,,$0.00,$0.00
,Buy to Cover,14/12/2018 13:45,SXlivS,$10084.00,,($20.00),$38860.00,,($145.00),29.41%,-4.71%,$0.00,$0.00
215,Sell Short,19/12/2018 14:00,SE,$9860.25,$0.00,1,$1890.00,0.96%,$2760.00,82.88%,,$0.00,$0.00
,Buy to Cover,19/12/2018 15:00,SXeoS,$9765.75,,$1890.00,$40750.00,,($570.00),73.87%,56.76%,$0.00,$0.00
216,Sell Short,20/12/2018 11:00,SE,$9679.50,$0.00,1,($615.00),-0.32%,$865.00,55.81%,,$0.00,$0.00
,Buy to Cover,20/12/2018 11:45,SXlivS,$9710.25,,($615.00),$40135.00,,($685.00),4.52%,-39.68%,$0.00,$0.00
217,Sell Short,21/12/2018 10:30,SE,$9625.25,$0.00,1,($635.00),-0.33%,$30.00,4.26%,,$0.00,$0.00
,Buy to Cover,21/12/2018 10:45,SXlivS,$9657.00,,($635.00),$39500.00,,($675.00),5.67%,-90.07%,$0.00,$0.00
218,Sell Short,03/01/2019 10:00,SE,$9597.25,$0.00,1,($715.00),-0.37%,$50.00,6.37%,,$0.00,$0.00
,Buy to Cover,03/01/2019 10:15,SXlivS,$9633.00,,($715.00),$38785.00,,($735.00),2.55%,-91.08%,$0.00,$0.00
219,Sell Short,11/01/2019 09:45,SE,$9996.50,$0.00,1,($400.00),-0.20%,$65.00,11.93%,,$0.00,$0.00
,Buy to Cover,11/01/2019 10:00,SXlivS,$10016.50,,($400.00),$38385.00,,($480.00),14.68%,-73.39%,$0.00,$0.00
220,Sell Short,22/01/2019 09:30,SE,$10133.00,$0.00,1,$1340.00,0.66%,$2010.00,85.35%,,$0.00,$0.00
,Buy to Cover,22/01/2019 15:00,SXeoS,$10066.00,,$1340.00,$39725.00,,($345.00),71.55%,56.90%,$0.00,$0.00
221,Sell Short,23/01/2019 11:00,SE,$10058.50,$0.00,1,($100.00),-0.05%,$905.00,81.90%,,$0.00,$0.00
,Buy to Cover,23/01/2019 13:00,SXlivS,$10063.50,,($100.00),$39625.00,,($200.00),9.05%,-9.05%,$0.00,$0.00
222,Sell Short,28/01/2019 11:15,SE,$10076.00,$0.00,1,($110.00),-0.05%,$135.00,41.54%,,$0.00,$0.00
,Buy to Cover,28/01/2019 11:30,SXlivS,$10081.50,,($110.00),$39515.00,,($190.00),24.62%,-33.85%,$0.00,$0.00
223,Sell Short,29/01/2019 10:00,SE,$10085.75,$0.00,1,$440.00,0.22%,$960.00,95.05%,,$0.00,$0.00
,Buy to Cover,29/01/2019 15:00,SXeoS,$10063.75,,$440.00,$39955.00,,($50.00),48.51%,43.56%,$0.00,$0.00
224,Sell Short,07/02/2019 09:00,SE,$10338.50,$0.00,1,($310.00),-0.15%,$100.00,21.98%,,$0.00,$0.00
,Buy to Cover,07/02/2019 09:15,SXlivS,$10354.00,,($310.00),$39645.00,,($355.00),9.89%,-68.13%,$0.00,$0.00
225,Sell Short,11/02/2019 14:15,SE,$10327.50,$0.00,1,($155.00),-0.08%,$10.00,4.35%,,$0.00,$0.00
,Buy to Cover,11/02/2019 14:30,SXlivS,$10335.25,,($155.00),$39490.00,,($220.00),28.26%,-67.39%,$0.00,$0.00
226,Sell Short,15/02/2019 11:00,SE,$10453.00,$0.00,1,($110.00),-0.05%,$85.00,26.56%,,$0.00,$0.00
,Buy to Cover,15/02/2019 11:15,SXlivS,$10458.50,,($110.00),$39380.00,,($235.00),39.06%,-34.38%,$0.00,$0.00
227,Sell Short,20/02/2019 11:45,SE,$10469.00,$0.00,1,($425.00),-0.20%,$205.00,31.78%,,$0.00,$0.00
,Buy to Cover,20/02/2019 12:45,SXlivS,$10490.25,,($425.00),$38955.00,,($440.00),2.33%,-65.89%,$0.00,$0.00
228,Sell Short,21/02/2019 09:00,SE,$10456.50,$0.00,1,($360.00),-0.17%,$610.00,57.01%,,$0.00,$0.00
,Buy to Cover,21/02/2019 11:15,SXlivS,$10474.50,,($360.00),$38595.00,,($460.00),9.35%,-33.64%,$0.00,$0.00
229,Sell Short,27/02/2019 09:30,SE,$10485.50,$0.00,1,($475.00),-0.23%,$330.00,36.87%,,$0.00,$0.00
,Buy to Cover,27/02/2019 10:45,SXlivS,$10509.25,,($475.00),$38120.00,,($565.00),10.06%,-53.07%,$0.00,$0.00
230,Sell Short,01/03/2019 09:45,SE,$10546.50,$0.00,1,($230.00),-0.11%,$70.00,22.22%,,$0.00,$0.00
,Buy to Cover,01/03/2019 10:00,SXlivS,$10558.00,,($230.00),$37890.00,,($245.00),4.76%,-73.02%,$0.00,$0.00
231,Sell Short,04/03/2019 10:30,SE,$10580.25,$0.00,1,$250.00,0.12%,$1695.00,96.03%,,$0.00,$0.00
,Buy to Cover,04/03/2019 15:00,SXeoS,$10567.75,,$250.00,$38140.00,,($70.00),18.13%,14.16%,$0.00,$0.00
232,Sell Short,06/03/2019 09:45,SE,$10555.75,$0.00,1,($165.00),-0.08%,$330.00,55.46%,,$0.00,$0.00
,Buy to Cover,06/03/2019 10:30,SXlivS,$10564.00,,($165.00),$37975.00,,($265.00),16.81%,-27.73%,$0.00,$0.00
233,Sell Short,07/03/2019 09:00,SE,$10488.75,$0.00,1,$885.00,0.42%,$1275.00,82.52%,,$0.00,$0.00
,Buy to Cover,07/03/2019 15:00,SXeoS,$10444.50,,$885.00,$38860.00,,($270.00),74.76%,57.28%,$0.00,$0.00
234,Sell Short,20/03/2019 11:15,SE,$10753.00,$0.00,1,($240.00),-0.11%,$5.00,1.61%,,$0.00,$0.00
,Buy to Cover,20/03/2019 11:30,SXlivS,$10765.00,,($240.00),$38620.00,,($305.00),20.97%,-77.42%,$0.00,$0.00
235,Sell Short,22/03/2019 10:45,SE,$10822.00,$0.00,1,$1255.00,0.58%,$1290.00,90.21%,,$0.00,$0.00
,Buy to Cover,22/03/2019 15:00,SXeoS,$10759.25,,$1255.00,$39875.00,,($140.00),97.55%,87.76%,$0.00,$0.00
236,Sell Short,27/03/2019 10:30,SE,$10726.50,$0.00,1,($220.00),-0.10%,$1140.00,78.35%,,$0.00,$0.00
,Buy to Cover,27/03/2019 15:00,SXeoS,$10737.50,,($220.00),$39655.00,,($315.00),6.53%,-15.12%,$0.00,$0.00
237,Sell Short,04/04/2019 12:00,SE,$10921.50,$0.00,1,($260.00),-0.12%,$120.00,27.27%,,$0.00,$0.00
,Buy to Cover,04/04/2019 12:15,SXlivS,$10934.50,,($260.00),$39395.00,,($320.00),13.64%,-59.09%,$0.00,$0.00
238,Sell Short,08/04/2019 09:00,SE,$10958.00,$0.00,1,($230.00),-0.10%,$40.00,11.59%,,$0.00,$0.00
,Buy to Cover,08/04/2019 09:15,SXlivS,$10969.50,,($230.00),$39165.00,,($305.00),21.74%,-66.67%,$0.00,$0.00
239,Sell Short,11/04/2019 09:15,SE,$11013.00,$0.00,1,($135.00),-0.06%,$100.00,36.36%,,$0.00,$0.00
,Buy to Cover,11/04/2019 09:45,SXlivS,$11019.75,,($135.00),$39030.00,,($175.00),14.55%,-49.09%,$0.00,$0.00
240,Sell Short,12/04/2019 10:30,SE,$11020.00,$0.00,1,($145.00),-0.07%,$180.00,50.00%,,$0.00,$0.00
,Buy to Cover,12/04/2019 11:15,SXlivS,$11027.25,,($145.00),$38885.00,,($180.00),9.72%,-40.28%,$0.00,$0.00
241,Sell Short,15/04/2019 09:30,SE,$11027.25,$0.00,1,($185.00),-0.08%,$700.00,76.92%,,$0.00,$0.00
,Buy to Cover,15/04/2019 13:45,SXlivS,$11036.50,,($185.00),$38700.00,,($210.00),2.75%,-20.33%,$0.00,$0.00
242,Sell Short,17/04/2019 09:15,SE,$11092.50,$0.00,1,($225.00),-0.10%,$385.00,58.78%,,$0.00,$0.00
,Buy to Cover,17/04/2019 09:45,SXlivS,$11103.75,,($225.00),$38475.00,,($270.00),6.87%,-34.35%,$0.00,$0.00
243,Sell Short,18/04/2019 09:15,SE,$11077.75,$0.00,1,($60.00),-0.03%,$180.00,54.55%,,$0.00,$0.00
,Buy to Cover,18/04/2019 09:30,SXlivS,$11080.75,,($60.00),$38415.00,,($150.00),27.27%,-18.18%,$0.00,$0.00
244,Sell Short,25/04/2019 09:30,SE,$11202.75,$0.00,1,($310.00),-0.14%,$345.00,51.11%,,$0.00,$0.00
,Buy to Cover,25/04/2019 10:00,SXlivS,$11218.25,,($310.00),$38105.00,,($330.00),2.96%,-45.93%,$0.00,$0.00
245,Sell Short,26/04/2019 09:00,SE,$11178.00,$0.00,1,($500.00),-0.22%,$580.00,51.56%,,$0.00,$0.00
,Buy to Cover,26/04/2019 10:30,SXlivS,$11203.00,,($500.00),$37605.00,,($545.00),4.00%,-44.44%,$0.00,$0.00
246,Sell Short,30/04/2019 10:30,SE,$11137.00,$0.00,1,($575.00),-0.26%,$70.00,9.27%,,$0.00,$0.00
,Buy to Cover,30/04/2019 11:15,SXlivS,$11165.75,,($575.00),$37030.00,,($685.00),14.57%,-76.16%,$0.00,$0.00
247,Sell Short,01/05/2019 14:45,SE,$11204.25,$0.00,1,$215.00,0.10%,$360.00,100.00%,,$0.00,$0.00
,Buy to Cover,01/05/2019 15:00,SXeoS,$11193.50,,$215.00,$37245.00,,$0.00,59.72%,59.72%,$0.00,$0.00
248,Sell Short,02/05/2019 11:00,SE,$11103.75,$0.00,1,($380.00),-0.17%,$560.00,56.57%,,$0.00,$0.00
,Buy to Cover,02/05/2019 12:45,SXlivS,$11122.75,,($380.00),$36865.00,,($430.00),5.05%,-38.38%,$0.00,$0.00
249,Sell Short,07/05/2019 10:00,SE,$11060.25,$0.00,1,($185.00),-0.08%,$505.00,62.73%,,$0.00,$0.00
,Buy to Cover,07/05/2019 10:30,SXlivS,$11069.50,,($185.00),$36680.00,,($300.00),14.29%,-22.98%,$0.00,$0.00
250,Sell Short,10/05/2019 09:45,SE,$10903.50,$0.00,1,($340.00),-0.16%,$1485.00,78.36%,,$0.00,$0.00
,Buy to Cover,10/05/2019 12:00,SXlivS,$10920.50,,($340.00),$36340.00,,($410.00),3.69%,-17.94%,$0.00,$0.00
251,Sell Short,13/05/2019 10:45,SE,$10746.25,$0.00,1,($285.00),-0.13%,$685.00,54.37%,,$0.00,$0.00
,Buy to Cover,13/05/2019 13:45,SXlivS,$10760.50,,($285.00),$36055.00,,($575.00),23.02%,-22.62%,$0.00,$0.00
252,Sell Short,23/05/2019 10:30,SE,$10701.25,$0.00,1,($315.00),-0.15%,$5.00,0.91%,,$0.00,$0.00
,Buy to Cover,23/05/2019 10:45,SXlivS,$10717.00,,($315.00),$35740.00,,($545.00),41.82%,-57.27%,$0.00,$0.00
253,Sell Short,28/05/2019 14:15,SE,$10704.50,$0.00,1,$515.00,0.24%,$585.00,98.32%,,$0.00,$0.00
,Buy to Cover,28/05/2019 15:00,SXeoS,$10678.75,,$515.00,$36255.00,,($10.00),88.24%,86.55%,$0.00,$0.00
254,Sell Short,29/05/2019 11:00,SE,$10588.50,$0.00,1,($250.00),-0.12%,$235.00,45.19%,,$0.00,$0.00
,Buy to Cover,29/05/2019 11:30,SXlivS,$10601.00,,($250.00),$36005.00,,($285.00),6.73%,-48.08%,$0.00,$0.00
255,Sell Short,03/06/2019 11:30,SE,$10424.75,$0.00,1,$1415.00,0.68%,$1800.00,82.38%,,$0.00,$0.00
,Buy to Cover,03/06/2019 15:00,SXeoS,$10354.00,,$1415.00,$37420.00,,($385.00),82.38%,64.76%,$0.00,$0.00
256,Sell Short,20/06/2019 11:30,SE,$11091.00,$0.00,1,($515.00),-0.23%,$340.00,38.20%,,$0.00,$0.00
,Buy to Cover,20/06/2019 12:45,SXlivS,$11116.75,,($515.00),$36905.00,,($550.00),3.93%,-57.87%,$0.00,$0.00
257,Sell Short,25/06/2019 09:00,SE,$11096.25,$0.00,1,$2165.00,0.98%,$2350.00,94.19%,,$0.00,$0.00
,Buy to Cover,25/06/2019 15:00,SXeoS,$10988.00,,$2165.00,$39070.00,,($145.00),92.59%,86.77%,$0.00,$0.00
258,Sell Short,28/06/2019 09:15,SE,$11039.00,$0.00,1,($120.00),-0.05%,$140.00,48.28%,,$0.00,$0.00
,Buy to Cover,28/06/2019 09:30,SXlivS,$11045.00,,($120.00),$38950.00,,($150.00),10.34%,-41.38%,$0.00,$0.00
259,Sell Short,01/07/2019 12:15,SE,$11135.50,$0.00,1,($365.00),-0.16%,$180.00,31.30%,,$0.00,$0.00
,Buy to Cover,01/07/2019 14:45,SXlivS,$11153.75,,($365.00),$38585.00,,($395.00),5.22%,-63.48%,$0.00,$0.00
260,Sell Short,08/07/2019 09:15,SE,$11147.00,$0.00,1,($350.00),-0.16%,$25.00,6.33%,,$0.00,$0.00
,Buy to Cover,08/07/2019 09:30,SXlivS,$11164.50,,($350.00),$38235.00,,($370.00),5.06%,-88.61%,$0.00,$0.00
261,Sell Short,15/07/2019 09:30,SE,$11331.75,$0.00,1,($180.00),-0.08%,$40.00,13.79%,,$0.00,$0.00
,Buy to Cover,15/07/2019 09:45,SXlivS,$11340.75,,($180.00),$38055.00,,($250.00),24.14%,-62.07%,$0.00,$0.00
262,Sell Short,16/07/2019 11:30,SE,$11307.00,$0.00,1,($495.00),-0.22%,$310.00,37.13%,,$0.00,$0.00
,Buy to Cover,16/07/2019 12:30,SXlivS,$11331.75,,($495.00),$37560.00,,($525.00),3.59%,-59.28%,$0.00,$0.00
263,Sell Short,19/07/2019 11:00,SE,$11273.00,$0.00,1,($390.00),-0.17%,$105.00,20.59%,,$0.00,$0.00
,Buy to Cover,19/07/2019 11:30,SXlivS,$11292.50,,($390.00),$37170.00,,($405.00),2.94%,-76.47%,$0.00,$0.00
264,Sell Short,25/07/2019 09:15,SE,$11330.00,$0.00,1,($360.00),-0.16%,$365.00,45.34%,,$0.00,$0.00
,Buy to Cover,25/07/2019 10:00,SXlivS,$11348.00,,($360.00),$36810.00,,($440.00),9.94%,-44.72%,$0.00,$0.00
265,Sell Short,29/07/2019 09:00,SE,$11355.75,$0.00,1,($375.00),-0.17%,$730.00,63.76%,,$0.00,$0.00
,Buy to Cover,29/07/2019 15:00,SXlivS,$11374.50,,($375.00),$36435.00,,($415.00),3.49%,-32.75%,$0.00,$0.00
266,Sell Short,31/07/2019 13:45,SE,$11328.00,$0.00,1,$1310.00,0.58%,$3565.00,92.36%,,$0.00,$0.00
,Buy to Cover,31/07/2019 15:00,SXeoS,$11262.50,,$1310.00,$37745.00,,($295.00),41.58%,33.94%,$0.00,$0.00
267,Sell Short,01/08/2019 14:00,SE,$11149.00,$0.00,1,($775.00),-0.35%,$80.00,6.64%,,$0.00,$0.00
,Buy to Cover,01/08/2019 14:15,SXlivS,$11187.75,,($775.00),$36970.00,,($1125.00),29.05%,-64.32%,$0.00,$0.00
268,Sell Short,02/08/2019 10:00,SE,$11038.75,$0.00,1,($265.00),-0.12%,$365.00,52.14%,,$0.00,$0.00
,Buy to Cover,02/08/2019 10:30,SXlivS,$11052.00,,($265.00),$36705.00,,($335.00),10.00%,-37.86%,$0.00,$0.00
269,Sell Short,05/08/2019 12:15,SE,$10787.25,$0.00,1,($425.00),-0.20%,$55.00,8.80%,,$0.00,$0.00
,Buy to Cover,05/08/2019 12:30,SXlivS,$10808.50,,($425.00),$36280.00,,($570.00),23.20%,-68.00%,$0.00,$0.00
270,Sell Short,09/08/2019 10:45,SE,$10973.00,$0.00,1,($115.00),-0.05%,$55.00,17.74%,,$0.00,$0.00
,Buy to Cover,09/08/2019 11:00,SXlivS,$10978.75,,($115.00),$36165.00,,($255.00),45.16%,-37.10%,$0.00,$0.00
271,Sell Short,12/08/2019 14:00,SE,$10911.50,$0.00,1,($380.00),-0.17%,$185.00,29.84%,,$0.00,$0.00
,Buy to Cover,12/08/2019 14:45,SXlivS,$10930.50,,($380.00),$35785.00,,($435.00),8.87%,-61.29%,$0.00,$0.00
272,Sell Short,14/08/2019 10:30,SE,$10907.50,$0.00,1,($195.00),-0.09%,$160.00,30.48%,,$0.00,$0.00
,Buy to Cover,14/08/2019 10:45,SXlivS,$10917.25,,($195.00),$35590.00,,($365.00),32.38%,-37.14%,$0.00,$0.00
273,Sell Short,22/08/2019 09:30,SE,$11102.00,$0.00,1,$75.00,0.03%,$1610.00,93.88%,,$0.00,$0.00
,Buy to Cover,22/08/2019 15:00,SXeoS,$11098.25,,$75.00,$35665.00,,($105.00),10.50%,4.37%,$0.00,$0.00
274,Sell Short,23/08/2019 10:30,SE,$10944.75,$0.00,1,$2005.00,0.92%,$2060.00,77.88%,,$0.00,$0.00
,Buy to Cover,23/08/2019 15:00,SXeoS,$10844.50,,$2005.00,$37670.00,,($585.00),97.92%,75.80%,$0.00,$0.00
275,Sell Short,30/08/2019 10:30,SE,$11033.75,$0.00,1,($315.00),-0.14%,$405.00,51.92%,,$0.00,$0.00
,Buy to Cover,30/08/2019 13:30,SXlivS,$11049.50,,($315.00),$37355.00,,($375.00),7.69%,-40.38%,$0.00,$0.00
276,Sell Short,03/09/2019 13:00,SE,$10964.50,$0.00,1,($245.00),-0.11%,$190.00,39.18%,,$0.00,$0.00
,Buy to Cover,03/09/2019 14:45,SXlivS,$10976.75,,($245.00),$37110.00,,($295.00),10.31%,-50.52%,$0.00,$0.00
277,Sell Short,09/09/2019 11:30,SE,$11208.50,$0.00,1,$215.00,0.10%,$850.00,98.27%,,$0.00,$0.00
,Buy to Cover,09/09/2019 15:00,SXeoS,$11197.75,,$215.00,$37325.00,,($15.00),26.59%,24.86%,$0.00,$0.00
278,Sell Short,10/09/2019 09:00,SE,$11125.50,$0.00,1,($480.00),-0.22%,$275.00,33.95%,,$0.00,$0.00
,Buy to Cover,10/09/2019 09:45,SXlivS,$11149.50,,($480.00),$36845.00,,($535.00),6.79%,-59.26%,$0.00,$0.00
279,Sell Short,18/09/2019 12:15,SE,$11225.75,$0.00,1,($655.00),-0.29%,$1315.00,65.26%,,$0.00,$0.00
,Buy to Cover,18/09/2019 15:00,SXlivS,$11258.50,,($655.00),$36190.00,,($700.00),2.23%,-32.51%,$0.00,$0.00
280,Sell Short,20/09/2019 10:00,SE,$11264.50,$0.00,1,$1300.00,0.58%,$2145.00,93.87%,,$0.00,$0.00
,Buy to Cover,20/09/2019 15:00,SXeoS,$11199.50,,$1300.00,$37490.00,,($140.00),63.02%,56.89%,$0.00,$0.00
281,Sell Short,24/09/2019 10:30,SE,$11180.75,$0.00,1,$2370.00,1.06%,$2650.00,99.25%,,$0.00,$0.00
,Buy to Cover,24/09/2019 15:00,SXeoS,$11062.25,,$2370.00,$39860.00,,($20.00),89.51%,88.76%,$0.00,$0.00
282,Sell Short,27/09/2019 09:15,SE,$11107.75,$0.00,1,($310.00),-0.14%,$360.00,52.17%,,$0.00,$0.00
,Buy to Cover,27/09/2019 10:00,SXlivS,$11123.25,,($310.00),$39550.00,,($330.00),2.90%,-44.93%,$0.00,$0.00
283,Sell Short,01/10/2019 10:15,SE,$11093.25,$0.00,1,$685.00,0.31%,$1115.00,79.64%,,$0.00,$0.00
,Buy to Cover,01/10/2019 15:00,SXeoS,$11059.00,,$685.00,$40235.00,,($285.00),69.29%,48.93%,$0.00,$0.00
284,Sell Short,02/10/2019 10:00,SE,$10924.25,$0.00,1,$35.00,0.02%,$1045.00,79.47%,,$0.00,$0.00
,Buy to Cover,02/10/2019 15:00,SXeoS,$10922.50,,$35.00,$40270.00,,($270.00),23.19%,2.66%,$0.00,$0.00
285,Sell Short,08/10/2019 09:15,SE,$10991.75,$0.00,1,($115.00),-0.05%,$395.00,59.85%,,$0.00,$0.00
,Buy to Cover,08/10/2019 10:00,SXlivS,$10997.50,,($115.00),$40155.00,,($265.00),22.73%,-17.42%,$0.00,$0.00
286,Sell Short,17/10/2019 10:15,SE,$11292.25,$0.00,1,($175.00),-0.08%,$315.00,61.17%,,$0.00,$0.00
,Buy to Cover,17/10/2019 10:30,SXlivS,$11301.00,,($175.00),$39980.00,,($200.00),4.85%,-33.98%,$0.00,$0.00
287,Sell Short,18/10/2019 09:30,SE,$11279.75,$0.00,1,$755.00,0.33%,$1950.00,97.99%,,$0.00,$0.00
,Buy to Cover,18/10/2019 15:00,SXeoS,$11242.00,,$755.00,$40735.00,,($40.00),39.95%,37.94%,$0.00,$0.00
288,Sell Short,22/10/2019 10:30,SE,$11291.75,$0.00,1,$975.00,0.43%,$1055.00,93.78%,,$0.00,$0.00
,Buy to Cover,22/10/2019 15:00,SXeoS,$11243.00,,$975.00,$41710.00,,($70.00),92.89%,86.67%,$0.00,$0.00
289,Sell Short,30/10/2019 09:00,SE,$11391.75,$0.00,1,($125.00),-0.05%,$70.00,23.33%,,$0.00,$0.00
,Buy to Cover,30/10/2019 09:15,SXlivS,$11398.00,,($125.00),$41585.00,,($230.00),35.00%,-41.67%,$0.00,$0.00
290,Sell Short,31/10/2019 09:30,SE,$11414.00,$0.00,1,($305.00),-0.13%,$430.00,58.11%,,$0.00,$0.00
,Buy to Cover,31/10/2019 10:15,SXlivS,$11429.25,,($305.00),$41280.00,,($310.00),0.68%,-41.22%,$0.00,$0.00
291,Sell Short,06/11/2019 09:00,SE,$11542.25,$0.00,1,($75.00),-0.03%,$130.00,48.15%,,$0.00,$0.00
,Buy to Cover,06/11/2019 09:15,SXlivS,$11546.00,,($75.00),$41205.00,,($140.00),24.07%,-27.78%,$0.00,$0.00
292,Sell Short,07/11/2019 14:45,SE,$11564.00,$0.00,1,$140.00,0.06%,$180.00,69.23%,,$0.00,$0.00
,Buy to Cover,07/11/2019 15:00,SXeoS,$11557.00,,$140.00,$41345.00,,($80.00),84.62%,53.85%,$0.00,$0.00
293,Sell Short,14/11/2019 11:00,SE,$11572.50,$0.00,1,($250.00),-0.11%,$195.00,43.82%,,$0.00,$0.00
,Buy to Cover,14/11/2019 11:45,SXlivS,$11585.00,,($250.00),$41095.00,,($250.00),0.00%,-56.18%,$0.00,$0.00
294,Sell Short,18/11/2019 09:00,SE,$11627.50,$0.00,1,($300.00),-0.13%,$5.00,1.43%,,$0.00,$0.00
,Buy to Cover,18/11/2019 09:15,SXlivS,$11642.50,,($300.00),$40795.00,,($345.00),12.86%,-85.71%,$0.00,$0.00
295,Sell Short,19/11/2019 09:15,SE,$11687.25,$0.00,1,($80.00),-0.03%,$205.00,56.16%,,$0.00,$0.00
,Buy to Cover,19/11/2019 09:45,SXlivS,$11691.25,,($80.00),$40715.00,,($160.00),21.92%,-21.92%,$0.00,$0.00
296,Sell Short,20/11/2019 12:15,SE,$11626.25,$0.00,1,($5.00),0.00%,$975.00,87.84%,,$0.00,$0.00
,Buy to Cover,20/11/2019 15:00,SXeoS,$11626.50,,($5.00),$40710.00,,($135.00),11.71%,-0.45%,$0.00,$0.00
297,Sell Short,21/11/2019 11:15,SE,$11596.25,$0.00,1,($185.00),-0.08%,$60.00,18.75%,,$0.00,$0.00
,Buy to Cover,21/11/2019 11:30,SXlivS,$11605.50,,($185.00),$40525.00,,($260.00),23.44%,-57.81%,$0.00,$0.00
298,Sell Short,22/11/2019 09:45,SE,$11607.75,$0.00,1,($180.00),-0.08%,$560.00,73.20%,,$0.00,$0.00
,Buy to Cover,22/11/2019 12:00,SXlivS,$11616.75,,($180.00),$40345.00,,($205.00),3.27%,-23.53%,$0.00,$0.00
299,Sell Short,29/11/2019 11:45,SE,$11759.00,$0.00,1,($240.00),-0.10%,$120.00,33.33%,,$0.00,$0.00
,Buy to Cover,01/12/2019 17:15,SXlivS,$11771.00,,($240.00),$40105.00,,($240.00),0.00%,-66.67%,$0.00,$0.00
300,Sell Short,02/12/2019 09:00,SE,$11714.00,$0.00,1,$765.00,0.33%,$1820.00,94.30%,,$0.00,$0.00
,Buy to Cover,02/12/2019 15:00,SXeoS,$11675.75,,$765.00,$40870.00,,($110.00),45.34%,39.64%,$0.00,$0.00
301,Sell Short,05/12/2019 09:30,SE,$11622.50,$0.00,1,($285.00),-0.12%,$45.00,13.43%,,$0.00,$0.00
,Buy to Cover,05/12/2019 09:45,SXlivS,$11636.75,,($285.00),$40585.00,,($290.00),1.49%,-85.07%,$0.00,$0.00
302,Sell Short,27/12/2019 09:15,SE,$12103.50,$0.00,1,($360.00),-0.15%,$30.00,7.50%,,$0.00,$0.00
,Buy to Cover,27/12/2019 09:30,SXlivS,$12121.50,,($360.00),$40225.00,,($370.00),2.50%,-90.00%,$0.00,$0.00
303,Sell Short,30/12/2019 09:00,SE,$12047.75,$0.00,1,($150.00),-0.06%,$690.00,53.28%,,$0.00,$0.00
,Buy to Cover,30/12/2019 15:00,SXeoS,$12055.25,,($150.00),$40075.00,,($605.00),35.14%,-11.58%,$0.00,$0.00
304,Sell Short,14/01/2020 09:15,SE,$12363.00,$0.00,1,($555.00),-0.22%,$115.00,17.04%,,$0.00,$0.00
