

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
200,Sell Short,12/10/2018 13:30,StochES2,$10520.00,$0.00,3,($261.00),-0.41%,$9.00,3.21%,,$0.00,$0.00
,Buy to Cover,12/10/2018 13:45,StochSx2,$10563.50,,($261.00),$2218.50,,($271.50),3.74%,-93.05%,$0.00,$0.00
201,Sell Short,16/10/2018 08:45,StochES2,$10616.25,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,16/10/2018 08:45,EoDS,$10616.25,,$0.00,$2218.50,,$0.00,100.00%,100.00%,$0.00,$0.00
202,Sell Short,19/10/2018 10:45,StochES2,$10641.00,$0.00,3,$258.00,0.40%,$552.00,92.93%,,$0.00,$0.00
,Buy to Cover,19/10/2018 15:00,EoDS,$10598.00,,$258.00,$2476.50,,($42.00),50.51%,43.43%,$0.00,$0.00
203,Sell Short,22/10/2018 12:45,StochES2,$10618.25,$0.00,3,($81.00),-0.13%,$15.00,14.29%,,$0.00,$0.00
,Buy to Cover,22/10/2018 13:00,StochSx2,$10631.75,,($81.00),$2395.50,,($90.00),8.57%,-77.14%,$0.00,$0.00
204,Sell Short,22/10/2018 13:15,StochES2,$10607.25,$0.00,3,($117.00),-0.18%,$27.00,14.40%,,$0.00,$0.00
,Buy to Cover,22/10/2018 14:15,StochSx2,$10626.75,,($117.00),$2278.50,,($160.50),23.20%,-62.40%,$0.00,$0.00
205,Sell Short,23/10/2018 08:45,StochES2,$10482.25,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,23/10/2018 08:45,EoDS,$10482.25,,$0.00,$2278.50,,$0.00,100.00%,100.00%,$0.00,$0.00
206,Sell Short,23/10/2018 12:15,StochES2,$10511.75,$0.00,3,($148.50),-0.24%,$19.50,7.18%,,$0.00,$0.00
,Buy to Cover,23/10/2018 12:30,StochSx2,$10536.50,,($148.50),$2130.00,,($252.00),38.12%,-54.70%,$0.00,$0.00
207,Sell Short,26/10/2018 09:00,StochES1,$10327.50,$0.00,3,($379.50),-0.61%,$724.50,65.18%,,$0.00,$0.00
,Buy to Cover,26/10/2018 12:00,StochSx2,$10390.75,,($379.50),$1750.50,,($387.00),0.67%,-34.14%,$0.00,$0.00
208,Sell Short,26/10/2018 13:30,StochES2,$10324.25,$0.00,3,$286.50,0.46%,$372.00,62.63%,,$0.00,$0.00
,Buy to Cover,26/10/2018 15:00,EoDS,$10276.50,,$286.50,$2037.00,,($222.00),85.61%,48.23%,$0.00,$0.00
209,Sell Short,05/11/2018 09:00,StochES1,$10360.00,$0.00,3,($193.50),-0.31%,$232.50,41.55%,,$0.00,$0.00
,Buy to Cover,05/11/2018 15:00,EoDS,$10392.25,,($193.50),$1843.50,,($327.00),23.86%,-34.58%,$0.00,$0.00
210,Sell Short,06/11/2018 13:30,StochES2,$10425.25,$0.00,3,($34.50),-0.06%,$220.50,76.96%,,$0.00,$0.00
,Buy to Cover,06/11/2018 14:45,StochSx2,$10431.00,,($34.50),$1809.00,,($66.00),10.99%,-12.04%,$0.00,$0.00
211,Sell Short,09/11/2018 09:00,StochES1,$10534.00,$0.00,3,$81.00,0.13%,$532.50,83.33%,,$0.00,$0.00
,Buy to Cover,09/11/2018 15:00,EoDS,$10520.50,,$81.00,$1890.00,,($106.50),29.34%,12.68%,$0.00,$0.00
212,Sell Short,14/11/2018 09:30,StochES2,$10315.50,$0.00,3,$333.00,0.54%,$679.50,91.70%,,$0.00,$0.00
,Buy to Cover,14/11/2018 15:00,EoDS,$10260.00,,$333.00,$2223.00,,($61.50),53.24%,44.94%,$0.00,$0.00
213,Sell Short,21/11/2018 10:00,StochES2,$10053.25,$0.00,3,($93.00),-0.15%,$30.00,18.87%,,$0.00,$0.00
,Buy to Cover,21/11/2018 10:15,StochSx2,$10068.75,,($93.00),$2130.00,,($129.00),22.64%,-58.49%,$0.00,$0.00
214,Sell Short,23/11/2018 09:45,StochES2,$10018.50,$0.00,3,($381.00),-0.63%,$241.50,36.26%,,$0.00,$0.00
,Buy to Cover,26/11/2018 09:00,StochSx1,$10082.00,,($381.00),$1749.00,,($424.50),6.53%,-57.21%,$0.00,$0.00
215,Sell Short,07/12/2018 09:00,StochES1,$10291.75,$0.00,3,$916.50,1.48%,$916.50,95.77%,,$0.00,$0.00
,Buy to Cover,07/12/2018 11:00,Profit Target,$10139.00,,$916.50,$2665.50,,($40.50),100.00%,95.77%,$0.00,$0.00
216,Sell Short,11/12/2018 08:45,StochES2,$10248.00,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,11/12/2018 08:45,EoDS,$10248.00,,$0.00,$2665.50,,$0.00,100.00%,100.00%,$0.00,$0.00
217,Sell Short,13/12/2018 11:15,StochES2,$10210.25,$0.00,3,($123.00),-0.20%,$154.50,47.47%,,$0.00,$0.00
,Buy to Cover,13/12/2018 13:00,StochSx2,$10230.75,,($123.00),$2542.50,,($171.00),14.75%,-37.79%,$0.00,$0.00
218,Sell Short,13/12/2018 13:15,StochES2,$10207.00,$0.00,3,($174.00),-0.28%,$159.00,47.53%,,$0.00,$0.00
,Buy to Cover,13/12/2018 15:00,EoDS,$10236.00,,($174.00),$2368.50,,($175.50),0.45%,-52.02%,$0.00,$0.00
219,Sell Short,18/12/2018 14:00,StochES2,$9929.00,$0.00,3,($135.00),-0.23%,$244.50,61.28%,,$0.00,$0.00
,Buy to Cover,18/12/2018 15:00,EoDS,$9951.50,,($135.00),$2233.50,,($154.50),4.89%,-33.83%,$0.00,$0.00
220,Sell Short,19/12/2018 13:30,StochES2,$9891.50,$0.00,3,($342.00),-0.58%,$91.50,19.06%,,$0.00,$0.00
,Buy to Cover,19/12/2018 13:45,StochSx2,$9948.50,,($342.00),$1891.50,,($388.50),9.69%,-71.25%,$0.00,$0.00
221,Sell Short,19/12/2018 14:00,StochES2,$9870.50,$0.00,3,$567.00,0.96%,$828.00,82.88%,,$0.00,$0.00
,Buy to Cover,19/12/2018 15:00,EoDS,$9776.00,,$567.00,$2458.50,,($171.00),73.87%,56.76%,$0.00,$0.00
222,Sell Short,02/01/2019 09:00,StochES1,$9676.75,$0.00,3,($435.00),-0.75%,$22.50,4.75%,,$0.00,$0.00
,Buy to Cover,02/01/2019 10:00,StochSx2,$9749.25,,($435.00),$2023.50,,($451.50),3.48%,-91.77%,$0.00,$0.00
223,Sell Short,03/01/2019 09:00,StochES1,$9708.25,$0.00,3,$627.00,1.08%,$706.50,94.77%,,$0.00,$0.00
,Buy to Cover,03/01/2019 15:00,EoDS,$9603.75,,$627.00,$2650.50,,($39.00),89.34%,84.10%,$0.00,$0.00
224,Sell Short,10/01/2019 09:00,StochES1,$9978.25,$0.00,3,($222.00),-0.37%,$117.00,33.05%,,$0.00,$0.00
,Buy to Cover,10/01/2019 09:45,StochSx2,$10015.25,,($222.00),$2428.50,,($237.00),4.24%,-62.71%,$0.00,$0.00
225,Sell Short,11/01/2019 09:00,StochES1,$10011.00,$0.00,3,($48.00),-0.08%,$46.50,38.27%,,$0.00,$0.00
,Buy to Cover,11/01/2019 09:15,StochSx2,$10019.00,,($48.00),$2380.50,,($75.00),22.22%,-39.51%,$0.00,$0.00
226,Sell Short,11/01/2019 09:45,StochES2,$10006.75,$0.00,3,($120.00),-0.20%,$19.50,11.93%,,$0.00,$0.00
,Buy to Cover,11/01/2019 10:00,StochSx2,$10026.75,,($120.00),$2260.50,,($144.00),14.68%,-73.39%,$0.00,$0.00
227,Sell Short,14/01/2019 09:00,StochES1,$9972.25,$0.00,3,($115.50),-0.19%,$81.00,26.09%,,$0.00,$0.00
,Buy to Cover,14/01/2019 15:00,EoDS,$9991.50,,($115.50),$2145.00,,($229.50),36.71%,-37.20%,$0.00,$0.00
228,Sell Short,17/01/2019 09:00,StochES1,$10099.25,$0.00,3,($124.50),-0.21%,$12.00,7.21%,,$0.00,$0.00
,Buy to Cover,17/01/2019 09:15,StochSx2,$10120.00,,($124.50),$2020.50,,($154.50),18.02%,-74.77%,$0.00,$0.00
229,Sell Short,21/01/2019 09:00,StochES1,$10176.00,$0.00,3,($58.50),-0.10%,$3.00,3.64%,,$0.00,$0.00
,Buy to Cover,21/01/2019 09:30,StochSx2,$10185.75,,($58.50),$1962.00,,($79.50),25.45%,-70.91%,$0.00,$0.00
230,Sell Short,21/01/2019 10:15,StochES2,$10183.25,$0.00,3,($18.00),-0.03%,$9.00,28.57%,,$0.00,$0.00
,Buy to Cover,21/01/2019 10:45,StochSx2,$10186.25,,($18.00),$1944.00,,($22.50),14.29%,-57.14%,$0.00,$0.00
231,Sell Short,22/01/2019 09:00,StochES1,$10167.25,$0.00,3,$546.00,0.90%,$747.00,99.60%,,$0.00,$0.00
,Buy to Cover,22/01/2019 15:00,EoDS,$10076.25,,$546.00,$2490.00,,($3.00),73.20%,72.80%,$0.00,$0.00
232,Sell Short,28/01/2019 09:00,StochES1,$10110.50,$0.00,3,($84.00),-0.14%,$186.00,55.86%,,$0.00,$0.00
,Buy to Cover,28/01/2019 15:00,EoDS,$10124.50,,($84.00),$2406.00,,($147.00),18.92%,-25.23%,$0.00,$0.00
233,Sell Short,14/02/2019 09:00,StochES1,$10421.75,$0.00,3,($187.50),-0.30%,$81.00,28.57%,,$0.00,$0.00
,Buy to Cover,14/02/2019 09:45,StochSx2,$10453.00,,($187.50),$2218.50,,($202.50),5.29%,-66.14%,$0.00,$0.00
234,Sell Short,20/02/2019 11:45,StochES2,$10479.25,$0.00,3,($160.50),-0.26%,$61.50,24.70%,,$0.00,$0.00
,Buy to Cover,20/02/2019 13:15,StochSx2,$10506.00,,($160.50),$2058.00,,($187.50),10.84%,-64.46%,$0.00,$0.00
235,Sell Short,21/02/2019 09:00,StochES1,$10466.75,$0.00,3,($154.50),-0.25%,$183.00,52.81%,,$0.00,$0.00
,Buy to Cover,21/02/2019 11:45,StochSx2,$10492.50,,($154.50),$1903.50,,($163.50),2.60%,-44.59%,$0.00,$0.00
236,Sell Short,21/02/2019 13:00,StochES2,$10485.75,$0.00,3,($19.50),-0.03%,$9.00,21.43%,,$0.00,$0.00
,Buy to Cover,21/02/2019 13:15,StochSx2,$10489.00,,($19.50),$1884.00,,($33.00),32.14%,-46.43%,$0.00,$0.00
237,Sell Short,21/02/2019 13:30,StochES2,$10479.75,$0.00,3,$154.50,0.25%,$211.50,99.30%,,$0.00,$0.00
,Buy to Cover,21/02/2019 15:00,EoDS,$10454.00,,$154.50,$2038.50,,($1.50),73.24%,72.54%,$0.00,$0.00
238,Sell Short,26/02/2019 10:15,StochES2,$10537.25,$0.00,3,($150.00),-0.24%,$21.00,11.76%,,$0.00,$0.00
,Buy to Cover,26/02/2019 10:30,StochSx2,$10562.25,,($150.00),$1888.50,,($157.50),4.20%,-84.03%,$0.00,$0.00
239,Sell Short,04/03/2019 10:45,StochES2,$10573.00,$0.00,3,($30.00),-0.05%,$403.50,93.08%,,$0.00,$0.00
,Buy to Cover,04/03/2019 15:00,StochSx2,$10578.00,,($30.00),$1858.50,,($30.00),0.00%,-6.92%,$0.00,$0.00
240,Sell Short,06/03/2019 09:45,StochES2,$10566.00,$0.00,3,($7.50),-0.01%,$99.00,76.74%,,$0.00,$0.00
,Buy to Cover,06/03/2019 10:15,StochSx2,$10567.25,,($7.50),$1851.00,,($30.00),17.44%,-5.81%,$0.00,$0.00
241,Sell Short,06/03/2019 11:00,StochES2,$10546.00,$0.00,3,($97.50),-0.15%,$21.00,14.14%,,$0.00,$0.00
,Buy to Cover,06/03/2019 11:30,StochSx2,$10562.25,,($97.50),$1753.50,,($127.50),20.20%,-65.66%,$0.00,$0.00
242,Sell Short,15/03/2019 08:45,StochES2,$10702.75,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,15/03/2019 08:45,EoDS,$10702.75,,$0.00,$1753.50,,$0.00,100.00%,100.00%,$0.00,$0.00
243,Sell Short,22/03/2019 10:15,StochES2,$10846.00,$0.00,3,$459.00,0.71%,$469.50,91.52%,,$0.00,$0.00
,Buy to Cover,22/03/2019 15:00,EoDS,$10769.50,,$459.00,$2212.50,,($43.50),97.95%,89.47%,$0.00,$0.00
244,Sell Short,27/03/2019 10:00,StochES2,$10762.75,$0.00,3,$90.00,0.14%,$498.00,93.52%,,$0.00,$0.00
,Buy to Cover,27/03/2019 15:00,EoDS,$10747.75,,$90.00,$2302.50,,($34.50),23.38%,16.90%,$0.00,$0.00
245,Sell Short,28/03/2019 10:15,StochES2,$10745.00,$0.00,3,($27.00),-0.04%,$238.50,87.85%,,$0.00,$0.00
,Buy to Cover,28/03/2019 12:45,StochSx2,$10749.50,,($27.00),$2275.50,,($33.00),2.21%,-9.94%,$0.00,$0.00
246,Sell Short,28/03/2019 14:00,StochES2,$10734.75,$0.00,3,($103.50),-0.16%,$27.00,18.37%,,$0.00,$0.00
,Buy to Cover,28/03/2019 14:30,StochSx2,$10752.00,,($103.50),$2172.00,,($120.00),11.22%,-70.41%,$0.00,$0.00
247,Sell Short,04/04/2019 10:30,StochES2,$10953.50,$0.00,3,($130.50),-0.20%,$166.50,55.22%,,$0.00,$0.00
,Buy to Cover,04/04/2019 14:15,StochSx2,$10975.25,,($130.50),$2041.50,,($135.00),1.49%,-43.28%,$0.00,$0.00
248,Sell Short,08/04/2019 09:00,StochES1,$10968.25,$0.00,3,($69.00),-0.10%,$12.00,11.59%,,$0.00,$0.00
,Buy to Cover,08/04/2019 09:15,StochSx2,$10979.75,,($69.00),$1972.50,,($91.50),21.74%,-66.67%,$0.00,$0.00
249,Sell Short,11/04/2019 13:00,StochES2,$11015.00,$0.00,3,$6.00,0.01%,$58.50,62.90%,,$0.00,$0.00
,Buy to Cover,11/04/2019 15:00,EoDS,$11014.00,,$6.00,$1978.50,,($34.50),43.55%,6.45%,$0.00,$0.00
250,Sell Short,15/04/2019 09:45,StochES2,$11018.25,$0.00,3,($105.00),-0.16%,$94.50,43.15%,,$0.00,$0.00
,Buy to Cover,15/04/2019 12:30,StochSx2,$11035.75,,($105.00),$1873.50,,($124.50),8.90%,-47.95%,$0.00,$0.00
251,Sell Short,18/04/2019 09:15,StochES2,$11088.00,$0.00,3,($66.00),-0.10%,$115.50,60.63%,,$0.00,$0.00
,Buy to Cover,18/04/2019 11:00,StochSx2,$11099.00,,($66.00),$1807.50,,($75.00),4.72%,-34.65%,$0.00,$0.00
252,Sell Short,22/04/2019 09:00,StochES1,$11090.75,$0.00,3,($58.50),-0.09%,$22.50,26.79%,,$0.00,$0.00
,Buy to Cover,22/04/2019 09:15,StochSx2,$11100.50,,($58.50),$1749.00,,($61.50),3.57%,-69.64%,$0.00,$0.00
253,Sell Short,25/04/2019 09:30,StochES2,$11213.00,$0.00,3,($234.00),-0.35%,$103.50,27.49%,,$0.00,$0.00
,Buy to Cover,25/04/2019 15:00,EoDS,$11252.00,,($234.00),$1515.00,,($273.00),10.36%,-62.15%,$0.00,$0.00
254,Sell Short,26/04/2019 09:00,StochES1,$11188.25,$0.00,3,($171.00),-0.25%,$174.00,48.95%,,$0.00,$0.00
,Buy to Cover,26/04/2019 10:45,StochSx2,$11216.75,,($171.00),$1344.00,,($181.50),2.95%,-48.10%,$0.00,$0.00
255,Sell Short,30/04/2019 09:00,StochES1,$11205.25,$0.00,3,($15.00),-0.02%,$369.00,92.13%,,$0.00,$0.00
,Buy to Cover,30/04/2019 13:15,StochSx2,$11207.75,,($15.00),$1329.00,,($31.50),4.12%,-3.75%,$0.00,$0.00
256,Sell Short,06/05/2019 09:00,StochES1,$11147.75,$0.00,3,($186.00),-0.28%,$139.50,40.26%,,$0.00,$0.00
,Buy to Cover,06/05/2019 10:15,StochSx2,$11178.75,,($186.00),$1143.00,,($207.00),6.06%,-53.68%,$0.00,$0.00
257,Sell Short,07/05/2019 09:00,StochES1,$11138.50,$0.00,3,$715.50,1.07%,$919.50,94.89%,,$0.00,$0.00
,Buy to Cover,07/05/2019 15:00,EoDS,$11019.25,,$715.50,$1858.50,,($49.50),78.95%,73.84%,$0.00,$0.00
258,Sell Short,09/05/2019 14:15,StochES2,$10976.50,$0.00,3,($97.50),-0.15%,$106.50,51.08%,,$0.00,$0.00
,Buy to Cover,09/05/2019 14:45,StochSx2,$10992.75,,($97.50),$1761.00,,($102.00),2.16%,-46.76%,$0.00,$0.00
259,Sell Short,10/05/2019 09:00,StochES1,$10979.75,$0.00,3,$39.00,0.06%,$843.00,92.28%,,$0.00,$0.00
,Buy to Cover,10/05/2019 13:15,StochSx2,$10973.25,,$39.00,$1800.00,,($70.50),11.99%,4.27%,$0.00,$0.00
260,Sell Short,13/05/2019 09:00,StochES1,$10833.00,$0.00,3,$625.50,0.96%,$700.50,92.66%,,$0.00,$0.00
,Buy to Cover,13/05/2019 15:00,EoDS,$10728.75,,$625.50,$2425.50,,($55.50),90.08%,82.74%,$0.00,$0.00
261,Sell Short,17/05/2019 11:30,StochES2,$10953.00,$0.00,3,($141.00),-0.21%,$12.00,6.96%,,$0.00,$0.00
,Buy to Cover,17/05/2019 12:00,StochSx2,$10976.50,,($141.00),$2284.50,,($160.50),11.30%,-81.74%,$0.00,$0.00
262,Sell Short,23/05/2019 08:45,StochES2,$10749.25,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,23/05/2019 08:45,EoDS,$10749.25,,$0.00,$2284.50,,$0.00,100.00%,100.00%,$0.00,$0.00
263,Sell Short,28/05/2019 13:30,StochES2,$10732.25,$0.00,3,$258.00,0.40%,$280.50,92.12%,,$0.00,$0.00
,Buy to Cover,28/05/2019 15:00,EoDS,$10689.25,,$258.00,$2542.50,,($24.00),92.61%,84.73%,$0.00,$0.00
264,Sell Short,31/05/2019 09:00,StochES1,$10548.75,$0.00,3,$54.00,0.09%,$85.50,24.36%,,$0.00,$0.00
,Buy to Cover,31/05/2019 15:00,EoDS,$10539.75,,$54.00,$2596.50,,($265.50),91.03%,15.38%,$0.00,$0.00
265,Sell Short,14/06/2019 09:00,StochES1,$10861.75,$0.00,3,($238.50),-0.37%,$1.50,0.62%,,$0.00,$0.00
,Buy to Cover,14/06/2019 14:30,StochSx2,$10901.50,,($238.50),$2358.00,,($240.00),0.62%,-98.76%,$0.00,$0.00
266,Sell Short,26/06/2019 09:30,StochES2,$11062.25,$0.00,3,$138.00,0.21%,$247.50,73.01%,,$0.00,$0.00
,Buy to Cover,26/06/2019 15:00,EoDS,$11039.25,,$138.00,$2496.00,,($91.50),67.70%,40.71%,$0.00,$0.00
267,Sell Short,05/07/2019 09:00,StochES1,$11206.00,$0.00,3,($108.00),-0.16%,$187.50,60.10%,,$0.00,$0.00
,Buy to Cover,05/07/2019 12:00,StochSx2,$11224.00,,($108.00),$2388.00,,($124.50),5.29%,-34.62%,$0.00,$0.00
268,Sell Short,08/07/2019 09:00,StochES1,$11168.00,$0.00,3,($135.00),-0.20%,$75.00,32.47%,,$0.00,$0.00
,Buy to Cover,08/07/2019 15:00,EoDS,$11190.50,,($135.00),$2253.00,,($156.00),9.09%,-58.44%,$0.00,$0.00
269,Sell Short,16/07/2019 13:00,StochES2,$11328.75,$0.00,3,($27.00),-0.04%,$93.00,63.92%,,$0.00,$0.00
,Buy to Cover,16/07/2019 15:00,EoDS,$11333.25,,($27.00),$2226.00,,($52.50),17.53%,-18.56%,$0.00,$0.00
270,Sell Short,19/07/2019 11:00,StochES2,$11283.25,$0.00,3,($40.50),-0.06%,$31.50,41.18%,,$0.00,$0.00
,Buy to Cover,19/07/2019 11:15,StochSx2,$11290.00,,($40.50),$2185.50,,($45.00),5.88%,-52.94%,$0.00,$0.00
271,Sell Short,25/07/2019 09:00,StochES1,$11343.25,$0.00,3,($90.00),-0.13%,$127.50,52.80%,,$0.00,$0.00
,Buy to Cover,25/07/2019 10:00,StochSx2,$11358.25,,($90.00),$2095.50,,($114.00),9.94%,-37.27%,$0.00,$0.00
272,Sell Short,25/07/2019 10:45,StochES2,$11340.00,$0.00,3,$66.00,0.10%,$181.50,77.07%,,$0.00,$0.00
,Buy to Cover,25/07/2019 15:00,EoDS,$11329.00,,$66.00,$2161.50,,($54.00),50.96%,28.03%,$0.00,$0.00
273,Sell Short,29/07/2019 11:30,StochES2,$11355.50,$0.00,3,($91.50),-0.13%,$18.00,15.58%,,$0.00,$0.00
,Buy to Cover,29/07/2019 12:15,StochSx2,$11370.75,,($91.50),$2070.00,,($97.50),5.19%,-79.22%,$0.00,$0.00
274,Sell Short,30/07/2019 09:00,StochES1,$11345.25,$0.00,3,($174.00),-0.26%,$79.50,30.29%,,$0.00,$0.00
,Buy to Cover,30/07/2019 13:30,StochSx2,$11374.25,,($174.00),$1896.00,,($183.00),3.43%,-66.29%,$0.00,$0.00
275,Sell Short,30/07/2019 14:00,StochES2,$11358.75,$0.00,3,$120.00,0.18%,$126.00,97.67%,,$0.00,$0.00
,Buy to Cover,30/07/2019 15:00,EoDS,$11338.75,,$120.00,$2016.00,,($3.00),95.35%,93.02%,$0.00,$0.00
276,Sell Short,01/08/2019 13:00,StochES2,$11238.00,$0.00,3,$162.00,0.24%,$499.50,76.38%,,$0.00,$0.00
,Buy to Cover,01/08/2019 15:00,EoDS,$11211.00,,$162.00,$2178.00,,($154.50),48.39%,24.77%,$0.00,$0.00
277,Sell Short,07/08/2019 09:00,StochES1,$10804.25,$0.00,3,($247.50),-0.38%,$232.50,41.78%,,$0.00,$0.00
,Buy to Cover,07/08/2019 09:30,StochSx2,$10845.50,,($247.50),$1930.50,,($324.00),13.75%,-44.47%,$0.00,$0.00
278,Sell Short,12/08/2019 09:00,StochES1,$10969.50,$0.00,3,$127.50,0.19%,$342.00,57.58%,,$0.00,$0.00
,Buy to Cover,12/08/2019 15:00,EoDS,$10948.25,,$127.50,$2058.00,,($252.00),63.89%,21.46%,$0.00,$0.00
279,Sell Short,14/08/2019 09:00,StochES1,$10988.75,$0.00,3,$612.00,0.93%,$730.50,88.07%,,$0.00,$0.00
,Buy to Cover,14/08/2019 15:00,EoDS,$10886.75,,$612.00,$2670.00,,($99.00),85.71%,73.78%,$0.00,$0.00
280,Sell Short,21/08/2019 08:45,StochES2,$11120.25,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,21/08/2019 08:45,EoDS,$11120.25,,$0.00,$2670.00,,$0.00,100.00%,100.00%,$0.00,$0.00
281,Sell Short,23/08/2019 09:00,StochES1,$11044.50,$0.00,3,($283.50),-0.43%,$234.00,37.41%,,$0.00,$0.00
,Buy to Cover,23/08/2019 10:00,StochSx2,$11091.75,,($283.50),$2386.50,,($391.50),17.27%,-45.32%,$0.00,$0.00
282,Sell Short,28/08/2019 12:30,StochES2,$10948.50,$0.00,3,($46.50),-0.07%,$15.00,20.41%,,$0.00,$0.00
,Buy to Cover,28/08/2019 12:45,StochSx2,$10956.25,,($46.50),$2340.00,,($58.50),16.33%,-63.27%,$0.00,$0.00
283,Sell Short,03/09/2019 09:30,StochES2,$10981.00,$0.00,3,($57.00),-0.09%,$94.50,25.93%,,$0.00,$0.00
,Buy to Cover,03/09/2019 15:00,EoDS,$10990.50,,($57.00),$2283.00,,($270.00),58.44%,-15.64%,$0.00,$0.00
284,Sell Short,09/09/2019 09:15,StochES2,$11229.75,$0.00,3,$132.00,0.20%,$321.00,68.15%,,$0.00,$0.00
,Buy to Cover,09/09/2019 15:00,EoDS,$11207.75,,$132.00,$2415.00,,($150.00),59.87%,28.03%,$0.00,$0.00
285,Sell Short,13/09/2019 09:00,StochES1,$11282.00,$0.00,3,($97.50),-0.14%,$112.50,44.12%,,$0.00,$0.00
,Buy to Cover,13/09/2019 10:30,StochSx2,$11298.25,,($97.50),$2317.50,,($142.50),17.65%,-38.24%,$0.00,$0.00
286,Sell Short,20/09/2019 11:00,StochES2,$11244.50,$0.00,3,($63.00),-0.09%,$9.00,11.76%,,$0.00,$0.00
,Buy to Cover,20/09/2019 11:15,StochSx2,$11255.00,,($63.00),$2254.50,,($67.50),5.88%,-82.35%,$0.00,$0.00
287,Sell Short,24/09/2019 09:30,StochES2,$11226.50,$0.00,3,$997.50,1.48%,$997.50,97.08%,,$0.00,$0.00
,Buy to Cover,24/09/2019 13:15,Profit Target,$11060.25,,$997.50,$3252.00,,($30.00),100.00%,97.08%,$0.00,$0.00
288,Sell Short,18/10/2019 09:00,StochES1,$11303.25,$0.00,3,$306.00,0.45%,$666.00,90.43%,,$0.00,$0.00
,Buy to Cover,18/10/2019 15:00,EoDS,$11252.25,,$306.00,$3558.00,,($70.50),51.12%,41.55%,$0.00,$0.00
289,Sell Short,31/10/2019 09:30,StochES2,$11424.25,$0.00,3,($91.50),-0.13%,$129.00,58.11%,,$0.00,$0.00
,Buy to Cover,31/10/2019 10:15,StochSx2,$11439.50,,($91.50),$3466.50,,($93.00),0.68%,-41.22%,$0.00,$0.00
290,Sell Short,06/11/2019 09:00,StochES1,$11552.50,$0.00,3,$25.50,0.04%,$207.00,75.41%,,$0.00,$0.00
,Buy to Cover,06/11/2019 15:00,EoDS,$11548.25,,$25.50,$3492.00,,($67.50),33.88%,9.29%,$0.00,$0.00
291,Sell Short,08/11/2019 09:15,StochES2,$11563.00,$0.00,3,($106.50),-0.15%,$96.00,46.04%,,$0.00,$0.00
,Buy to Cover,08/11/2019 09:45,StochSx2,$11580.75,,($106.50),$3385.50,,($112.50),2.88%,-51.08%,$0.00,$0.00
292,Sell Short,11/11/2019 09:00,StochES1,$11565.75,$0.00,3,($184.50),-0.27%,$9.00,4.55%,,$0.00,$0.00
,Buy to Cover,11/11/2019 10:00,StochSx2,$11596.50,,($184.50),$3201.00,,($189.00),2.27%,-93.18%,$0.00,$0.00
293,Sell Short,13/11/2019 09:00,StochES1,$11608.50,$0.00,3,($150.00),-0.22%,$87.00,35.80%,,$0.00,$0.00
,Buy to Cover,13/11/2019 11:00,StochSx2,$11633.50,,($150.00),$3051.00,,($156.00),2.47%,-61.73%,$0.00,$0.00
294,Sell Short,19/11/2019 10:15,StochES2,$11674.50,$0.00,3,($57.00),-0.08%,$6.00,8.89%,,$0.00,$0.00
,Buy to Cover,19/11/2019 10:30,StochSx2,$11684.00,,($57.00),$2994.00,,($61.50),6.67%,-84.44%,$0.00,$0.00
295,Sell Short,20/11/2019 09:00,StochES1,$11677.00,$0.00,3,($72.00),-0.10%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,20/11/2019 09:15,StochSx2,$11689.00,,($72.00),$2922.00,,($78.00),7.69%,-92.31%,$0.00,$0.00
296,Sell Short,29/11/2019 11:45,StochES2,$11769.25,$0.00,3,$498.00,0.71%,$819.00,92.54%,,$0.00,$0.00
,Buy to Cover,02/12/2019 15:00,EoDS,$11686.25,,$498.00,$3420.00,,($66.00),63.73%,56.27%,$0.00,$0.00
297,Sell Short,10/12/2019 08:45,StochES2,$11725.25,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,10/12/2019 08:45,EoDS,$11725.25,,$0.00,$3420.00,,$0.00,100.00%,100.00%,$0.00,$0.00
298,Sell Short,12/12/2019 11:45,StochES2,$11769.75,$0.00,3,($130.50),-0.18%,$0.00,0.00%,,$0.00,$0.00
,Buy to Cover,12/12/2019 12:00,StochSx2,$11791.50,,($130.50),$3289.50,,($135.00),3.33%,-96.67%,$0.00,$0.00
299,Sell Short,19/12/2019 08:45,StochES2,$11951.50,$0.00,3,$0.00,0.00%,$0.00,100.00%,,$0.00,$0.00
,Buy to Cover,19/12/2019 08:45,EoDS,$11951.50,,$0.00,$3289.50,,$0.00,100.00%,100.00%,$0.00,$0.00
