

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Sell,09/01/2017 09:00,StochLX1,$3031.00,,$68.75,$432.50,,($56.25),66.67%,36.67%,$0.00,$0.00
42,Buy,09/01/2017 09:45,StochEL2,$3033.00,$0.00,1,$1.25,0.01%,$18.75,83.33%,,$0.00,$0.00
,Sell,09/01/2017 12:45,StochLx2,$3033.25,,$1.25,$433.75,,($3.75),22.22%,5.56%,$0.00,$0.00
43,Buy,10/01/2017 10:30,StochEL2,$3036.00,$0.00,1,($18.75),-0.12%,$22.50,50.00%,,$0.00,$0.00
,Sell,10/01/2017 13:15,StochLx2,$3032.25,,($18.75),$415.00,,($22.50),8.33%,-41.67%,$0.00,$0.00
44,Buy,11/01/2017 09:15,StochEL2,$3034.00,$0.00,1,($8.75),-0.06%,$1.25,12.50%,,$0.00,$0.00
,Sell,11/01/2017 09:30,StochLx2,$3032.25,,($8.75),$406.25,,($8.75),0.00%,-87.50%,$0.00,$0.00
45,Buy,11/01/2017 10:00,StochEL2,$3035.25,$0.00,1,($40.00),-0.26%,$7.50,9.84%,,$0.00,$0.00
,Sell,12/01/2017 09:00,StochLX1,$3027.25,,($40.00),$366.25,,($68.75),37.70%,-52.46%,$0.00,$0.00
46,Buy,18/01/2017 10:45,StochEL2,$3031.25,$0.00,1,($15.00),-0.10%,$40.00,40.51%,,$0.00,$0.00
,Sell,20/01/2017 14:45,StochLx2,$3028.25,,($15.00),$351.25,,($58.75),44.30%,-15.19%,$0.00,$0.00
47,Buy,20/01/2017 15:00,StochEL2,$3030.25,$0.00,1,$42.50,0.28%,$163.75,73.18%,,$0.00,$0.00
,Sell,01/02/2017 14:00,StochLx2,$3038.75,,$42.50,$393.75,,($60.00),45.81%,18.99%,$0.00,$0.00
48,Buy,01/02/2017 14:30,StochEL2,$3040.25,$0.00,1,($15.00),-0.10%,$17.50,33.33%,,$0.00,$0.00
,Sell,02/02/2017 09:00,StochLX1,$3037.25,,($15.00),$378.75,,($35.00),38.10%,-28.57%,$0.00,$0.00
49,Buy,02/02/2017 09:30,StochEL2,$3040.75,$0.00,1,($17.50),-0.12%,$27.50,57.89%,,$0.00,$0.00
,Sell,02/02/2017 11:15,StochLx2,$3037.25,,($17.50),$361.25,,($20.00),5.26%,-36.84%,$0.00,$0.00
50,Buy,02/02/2017 12:00,StochEL2,$3041.75,$0.00,1,($12.50),-0.08%,$6.25,31.25%,,$0.00,$0.00
,Sell,02/02/2017 12:45,StochLx2,$3039.25,,($12.50),$348.75,,($13.75),6.25%,-62.50%,$0.00,$0.00
51,Buy,02/02/2017 13:00,StochEL2,$3042.75,$0.00,1,($22.50),-0.15%,$6.25,20.00%,,$0.00,$0.00
,Sell,02/02/2017 13:45,StochLx2,$3038.25,,($22.50),$326.25,,($25.00),8.00%,-72.00%,$0.00,$0.00
52,Buy,02/02/2017 14:45,StochEL2,$3042.50,$0.00,1,$60.00,0.39%,$95.00,93.83%,,$0.00,$0.00
,Sell,07/02/2017 11:45,StochLx2,$3054.50,,$60.00,$386.25,,($6.25),65.43%,59.26%,$0.00,$0.00
53,Buy,07/02/2017 14:30,StochEL2,$3055.75,$0.00,1,$253.75,1.66%,$302.50,88.00%,,$0.00,$0.00
,Sell,17/02/2017 09:00,StochLX1,$3106.50,,$253.75,$640.00,,($41.25),85.82%,73.82%,$0.00,$0.00
54,Buy,17/02/2017 13:45,StochEL2,$3110.00,$0.00,1,$80.00,0.51%,$116.25,100.00%,,$0.00,$0.00
,Sell,23/02/2017 09:30,StochLx2,$3126.00,,$80.00,$720.00,,$0.00,68.82%,68.82%,$0.00,$0.00
55,Buy,23/02/2017 11:45,StochEL2,$3127.75,$0.00,1,($6.25),-0.04%,$11.25,60.00%,,$0.00,$0.00
,Sell,23/02/2017 12:45,StochLx2,$3126.50,,($6.25),$713.75,,($7.50),6.67%,-33.33%,$0.00,$0.00
56,Buy,23/02/2017 13:00,StochEL2,$3127.50,$0.00,1,($28.75),-0.18%,$20.00,29.63%,,$0.00,$0.00
,Sell,24/02/2017 09:00,StochLX1,$3121.75,,($28.75),$685.00,,($47.50),27.78%,-42.59%,$0.00,$0.00
57,Buy,24/02/2017 14:45,StochEL2,$3126.50,$0.00,1,$13.75,0.09%,$53.75,97.73%,,$0.00,$0.00
,Sell,28/02/2017 11:30,StochLx2,$3129.25,,$13.75,$698.75,,($1.25),27.27%,25.00%,$0.00,$0.00
58,Buy,01/03/2017 09:00,StochEL1,$3149.00,$0.00,1,($60.00),-0.38%,$92.50,54.41%,,$0.00,$0.00
