

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Buy to Cover,10/09/2018 16:50,SX,$1898.2,,($250.00),$16540.00,,($550.00),39.47%,-32.89%,$0.00,$0.00
222,Buy,14/09/2018 01:30,LE,$1908.3,$0.00,1,($1220.00),-0.64%,$290.00,18.01%,,$0.00,$0.00
,Sell,14/09/2018 16:50,LX,$1896.1,,($1220.00),$15320.00,,($1320.00),6.21%,-75.78%,$0.00,$0.00
223,Buy,18/09/2018 01:55,LE,$1901.8,$0.00,1,($160.00),-0.08%,$380.00,48.10%,,$0.00,$0.00
,Sell,18/09/2018 16:50,LX,$1900.2,,($160.00),$15160.00,,($410.00),31.65%,-20.25%,$0.00,$0.00
224,Buy,19/09/2018 00:10,LE,$1903.2,$0.00,1,$280.00,0.15%,$520.00,98.11%,,$0.00,$0.00
,Sell,19/09/2018 16:50,LX,$1906.0,,$280.00,$15440.00,,($10.00),54.72%,52.83%,$0.00,$0.00
225,Sell Short,21/09/2018 04:05,SE,$1909.8,$0.00,1,$900.00,0.47%,$1640.00,91.62%,,$0.00,$0.00
,Buy to Cover,21/09/2018 16:50,SX,$1900.8,,$900.00,$16340.00,,($150.00),58.66%,50.28%,$0.00,$0.00
226,Buy,26/09/2018 00:40,LE,$1904.2,$0.00,1,($810.00),-0.43%,$10.00,0.81%,,$0.00,$0.00
,Sell,26/09/2018 16:50,LX,$1896.1,,($810.00),$15530.00,,($1220.00),33.33%,-65.85%,$0.00,$0.00
227,Sell Short,01/10/2018 00:30,SE,$1889.2,$0.00,1,($60.00),-0.03%,$370.00,48.05%,,$0.00,$0.00
,Buy to Cover,01/10/2018 16:50,SX,$1889.8,,($60.00),$15470.00,,($400.00),44.16%,-7.79%,$0.00,$0.00
228,Buy,02/10/2018 00:35,LE,$1892.9,$0.00,1,$1170.00,0.62%,$1680.00,85.28%,,$0.00,$0.00
,Sell,02/10/2018 16:50,LX,$1904.6,,$1170.00,$16640.00,,($290.00),74.11%,59.39%,$0.00,$0.00
229,Sell Short,04/10/2018 00:30,SE,$1897.1,$0.00,1,($390.00),-0.21%,$10.00,0.90%,,$0.00,$0.00
,Buy to Cover,04/10/2018 16:50,SX,$1901.0,,($390.00),$16250.00,,($1100.00),63.96%,-35.14%,$0.00,$0.00
230,Sell Short,05/10/2018 01:10,SE,$1898.9,$0.00,1,($550.00),-0.29%,$60.00,6.74%,,$0.00,$0.00
,Buy to Cover,05/10/2018 16:50,SX,$1904.4,,($550.00),$15700.00,,($830.00),31.46%,-61.80%,$0.00,$0.00
231,Sell Short,08/10/2018 03:50,SE,$1896.2,$0.00,1,$740.00,0.39%,$1280.00,100.00%,,$0.00,$0.00
,Buy to Cover,08/10/2018 16:50,SX,$1888.8,,$740.00,$16440.00,,$0.00,57.81%,57.81%,$0.00,$0.00
232,Buy,15/10/2018 00:15,LE,$1923.0,$0.00,1,$500.00,0.26%,$1130.00,92.62%,,$0.00,$0.00
,Sell,15/10/2018 16:50,LX,$1928.0,,$500.00,$16940.00,,($90.00),48.36%,40.98%,$0.00,$0.00
233,Sell Short,17/10/2018 00:10,SE,$1922.2,$0.00,1,($40.00),-0.02%,$110.00,11.96%,,$0.00,$0.00
,Buy to Cover,17/10/2018 16:50,SX,$1922.6,,($40.00),$16900.00,,($810.00),83.70%,-4.35%,$0.00,$0.00
234,Buy,18/10/2018 00:20,LE,$1924.5,$0.00,1,$170.00,0.09%,$650.00,54.62%,,$0.00,$0.00
,Sell,18/10/2018 16:50,LX,$1926.2,,$170.00,$17070.00,,($540.00),59.66%,14.29%,$0.00,$0.00
235,Sell Short,22/10/2018 02:05,SE,$1926.7,$0.00,1,$400.00,0.21%,$650.00,81.25%,,$0.00,$0.00
,Buy to Cover,22/10/2018 16:50,SX,$1922.7,,$400.00,$17470.00,,($150.00),68.75%,50.00%,$0.00,$0.00
236,Sell Short,25/10/2018 03:00,SE,$1935.3,$0.00,1,$390.00,0.20%,$740.00,96.10%,,$0.00,$0.00
,Buy to Cover,25/10/2018 16:50,SX,$1931.4,,$390.00,$17860.00,,($30.00),54.55%,50.65%,$0.00,$0.00
237,Sell Short,30/10/2018 01:45,SE,$1925.7,$0.00,1,$380.00,0.20%,$690.00,75.82%,,$0.00,$0.00
,Buy to Cover,30/10/2018 16:50,SX,$1921.9,,$380.00,$18240.00,,($220.00),65.93%,41.76%,$0.00,$0.00
238,Sell Short,31/10/2018 04:05,SE,$1913.9,$0.00,1,$10.00,0.01%,$310.00,44.93%,,$0.00,$0.00
,Buy to Cover,31/10/2018 16:50,SX,$1913.8,,$10.00,$18250.00,,($380.00),56.52%,1.45%,$0.00,$0.00
239,Buy,09/11/2018 03:10,LE,$1919.4,$0.00,1,($1200.00),-0.63%,$50.00,3.27%,,$0.00,$0.00
,Sell,09/11/2018 16:50,LX,$1907.4,,($1200.00),$17050.00,,($1480.00),18.30%,-78.43%,$0.00,$0.00
240,Buy,13/11/2018 00:35,LE,$1902.9,$0.00,1,($240.00),-0.13%,$0.00,0.00%,,$0.00,$0.00
,Sell,13/11/2018 16:50,LX,$1900.5,,($240.00),$16810.00,,($890.00),73.03%,-26.97%,$0.00,$0.00
241,Sell Short,14/11/2018 01:05,SE,$1899.5,$0.00,1,($920.00),-0.48%,$400.00,20.94%,,$0.00,$0.00
,Buy to Cover,14/11/2018 16:50,SX,$1908.7,,($920.00),$15890.00,,($1510.00),30.89%,-48.17%,$0.00,$0.00
242,Buy,20/11/2018 01:20,LE,$1921.7,$0.00,1,($230.00),-0.12%,$520.00,56.52%,,$0.00,$0.00
,Sell,20/11/2018 16:50,LX,$1919.4,,($230.00),$15660.00,,($400.00),18.48%,-25.00%,$0.00,$0.00
243,Sell Short,23/11/2018 01:50,SE,$1924.3,$0.00,1,$460.00,0.24%,$660.00,79.52%,,$0.00,$0.00
,Buy to Cover,26/11/2018 16:50,SX,$1919.7,,$460.00,$16120.00,,($170.00),75.90%,55.42%,$0.00,$0.00
244,Sell Short,27/11/2018 01:45,SE,$1917.9,$0.00,1,$620.00,0.32%,$910.00,65.94%,,$0.00,$0.00
,Buy to Cover,27/11/2018 16:50,SX,$1911.7,,$620.00,$16740.00,,($470.00),78.99%,44.93%,$0.00,$0.00
245,Sell Short,30/11/2018 03:05,SE,$1920.1,$0.00,1,$220.00,0.11%,$740.00,91.36%,,$0.00,$0.00
,Buy to Cover,30/11/2018 16:50,SX,$1917.9,,$220.00,$16960.00,,($70.00),35.80%,27.16%,$0.00,$0.00
246,Sell Short,05/12/2018 00:10,SE,$1930.6,$0.00,1,($300.00),-0.16%,$100.00,16.95%,,$0.00,$0.00
,Buy to Cover,05/12/2018 16:50,SX,$1933.6,,($300.00),$16660.00,,($490.00),32.20%,-50.85%,$0.00,$0.00
247,Sell Short,06/12/2018 01:30,SE,$1934.5,$0.00,1,$20.00,0.01%,$360.00,36.36%,,$0.00,$0.00
,Buy to Cover,06/12/2018 16:50,SX,$1934.3,,$20.00,$16680.00,,($630.00),65.66%,2.02%,$0.00,$0.00
248,Buy,11/12/2018 02:20,LE,$1943.8,$0.00,1,($480.00),-0.25%,$220.00,23.66%,,$0.00,$0.00
,Sell,11/12/2018 16:50,LX,$1939.0,,($480.00),$16200.00,,($710.00),24.73%,-51.61%,$0.00,$0.00
249,Buy,12/12/2018 05:30,LE,$1941.1,$0.00,1,$60.00,0.03%,$240.00,52.17%,,$0.00,$0.00
,Sell,12/12/2018 16:50,LX,$1941.7,,$60.00,$16260.00,,($220.00),60.87%,13.04%,$0.00,$0.00
250,Buy,13/12/2018 01:15,LE,$1941.4,$0.00,1,($370.00),-0.19%,$100.00,14.08%,,$0.00,$0.00
,Sell,13/12/2018 16:50,LX,$1937.7,,($370.00),$15890.00,,($610.00),33.80%,-52.11%,$0.00,$0.00
251,Sell Short,19/12/2018 04:55,SE,$1944.1,$0.00,1,$610.00,0.31%,$790.00,46.75%,,$0.00,$0.00
,Buy to Cover,19/12/2018 16:50,SX,$1938.0,,$610.00,$16500.00,,($900.00),89.35%,36.09%,$0.00,$0.00
252,Buy,24/12/2018 03:15,LE,$1958.5,$0.00,1,$210.00,0.11%,$1470.00,72.77%,,$0.00,$0.00
,Sell,26/12/2018 16:50,LX,$1960.6,,$210.00,$16710.00,,($550.00),37.62%,10.40%,$0.00,$0.00
253,Buy,28/12/2018 00:55,LE,$1971.7,$0.00,1,$220.00,0.11%,$390.00,60.00%,,$0.00,$0.00
,Sell,28/12/2018 16:50,LX,$1973.9,,$220.00,$16930.00,,($260.00),73.85%,33.85%,$0.00,$0.00
254,Buy,31/12/2018 01:50,LE,$1973.1,$0.00,1,$250.00,0.13%,$430.00,68.25%,,$0.00,$0.00
,Sell,31/12/2018 16:50,LX,$1975.6,,$250.00,$17180.00,,($200.00),71.43%,39.68%,$0.00,$0.00
255,Sell Short,08/01/2019 00:35,SE,$1974.0,$0.00,1,($300.00),-0.15%,$290.00,35.37%,,$0.00,$0.00
,Buy to Cover,08/01/2019 16:50,SX,$1977.0,,($300.00),$16880.00,,($530.00),28.05%,-36.59%,$0.00,$0.00
256,Sell Short,09/01/2019 00:35,SE,$1973.4,$0.00,1,($1180.00),-0.60%,$160.00,11.35%,,$0.00,$0.00
,Buy to Cover,09/01/2019 16:50,SX,$1985.2,,($1180.00),$15700.00,,($1250.00),4.96%,-83.69%,$0.00,$0.00
257,Buy,11/01/2019 00:20,LE,$1984.3,$0.00,1,($540.00),-0.27%,$230.00,27.06%,,$0.00,$0.00
,Sell,11/01/2019 16:50,LX,$1978.9,,($540.00),$15160.00,,($620.00),9.41%,-63.53%,$0.00,$0.00
258,Buy,16/01/2019 00:55,LE,$1981.9,$0.00,1,$250.00,0.13%,$440.00,56.41%,,$0.00,$0.00
,Sell,16/01/2019 16:50,LX,$1984.4,,$250.00,$15410.00,,($340.00),75.64%,32.05%,$0.00,$0.00
259,Sell Short,17/01/2019 02:15,SE,$1981.8,$0.00,1,($40.00),-0.02%,$260.00,40.00%,,$0.00,$0.00
,Buy to Cover,17/01/2019 16:50,SX,$1982.2,,($40.00),$15370.00,,($390.00),53.85%,-6.15%,$0.00,$0.00
260,Sell Short,18/01/2019 02:35,SE,$1980.8,$0.00,1,$910.00,0.46%,$980.00,93.33%,,$0.00,$0.00
,Buy to Cover,18/01/2019 16:50,SX,$1971.7,,$910.00,$16280.00,,($70.00),93.33%,86.67%,$0.00,$0.00
261,Buy,22/01/2019 02:20,LE,$1970.1,$0.00,1,$540.00,0.27%,$580.00,90.63%,,$0.00,$0.00
,Sell,22/01/2019 16:50,LX,$1975.5,,$540.00,$16820.00,,($60.00),93.75%,84.38%,$0.00,$0.00
262,Sell Short,04/02/2019 01:35,SE,$2001.3,$0.00,1,$50.00,0.02%,$390.00,56.52%,,$0.00,$0.00
,Buy to Cover,04/02/2019 16:50,SX,$2000.8,,$50.00,$16870.00,,($300.00),50.72%,7.25%,$0.00,$0.00
263,Buy,06/02/2019 03:30,LE,$2004.2,$0.00,1,($880.00),-0.44%,$20.00,2.04%,,$0.00,$0.00
,Sell,06/02/2019 16:50,LX,$1995.4,,($880.00),$15990.00,,($960.00),8.16%,-89.80%,$0.00,$0.00
264,Sell Short,08/02/2019 02:10,SE,$1996.7,$0.00,1,($580.00),-0.29%,$50.00,6.25%,,$0.00,$0.00
,Buy to Cover,08/02/2019 16:50,SX,$2002.5,,($580.00),$15410.00,,($750.00),21.25%,-72.50%,$0.00,$0.00
265,Sell Short,11/02/2019 03:05,SE,$1999.0,$0.00,1,$260.00,0.13%,$720.00,90.00%,,$0.00,$0.00
,Buy to Cover,11/02/2019 16:50,SX,$1996.4,,$260.00,$15670.00,,($80.00),42.50%,32.50%,$0.00,$0.00
266,Buy,13/02/2019 00:55,LE,$2001.3,$0.00,1,($750.00),-0.37%,$510.00,37.50%,,$0.00,$0.00
,Sell,13/02/2019 16:50,LX,$1993.8,,($750.00),$14920.00,,($850.00),7.35%,-55.15%,$0.00,$0.00
267,Buy,15/02/2019 01:25,LE,$2001.0,$0.00,1,$830.00,0.41%,$950.00,100.00%,,$0.00,$0.00
,Sell,15/02/2019 16:50,LX,$2009.3,,$830.00,$15750.00,,$0.00,87.37%,87.37%,$0.00,$0.00
268,Sell Short,18/02/2019 02:55,SE,$2010.4,$0.00,1,($290.00),-0.14%,$130.00,20.31%,,$0.00,$0.00
,Buy to Cover,19/02/2019 02:55,LE,$2013.3,,($290.00),$15460.00,,($510.00),34.38%,-45.31%,$0.00,$0.00
269,Buy,19/02/2019 02:55,LE,$2013.3,$0.00,1,$1570.00,0.78%,$1640.00,98.80%,,$0.00,$0.00
,Sell,19/02/2019 16:50,LX,$2029.0,,$1570.00,$17030.00,,($20.00),95.78%,94.58%,$0.00,$0.00
270,Sell Short,21/02/2019 02:00,SE,$2024.9,$0.00,1,$1460.00,0.72%,$1690.00,84.50%,,$0.00,$0.00
,Buy to Cover,21/02/2019 16:50,SX,$2010.3,,$1460.00,$18490.00,,($310.00),88.50%,73.00%,$0.00,$0.00
271,Buy,25/02/2019 01:25,LE,$2018.8,$0.00,1,($480.00),-0.24%,$80.00,10.53%,,$0.00,$0.00
,Sell,25/02/2019 16:50,LX,$2014.0,,($480.00),$18010.00,,($680.00),26.32%,-63.16%,$0.00,$0.00
272,Sell Short,26/02/2019 02:05,SE,$2014.1,$0.00,1,($170.00),-0.08%,$390.00,62.90%,,$0.00,$0.00
,Buy to Cover,26/02/2019 16:50,SX,$2015.8,,($170.00),$17840.00,,($230.00),9.68%,-27.42%,$0.00,$0.00
273,Sell Short,27/02/2019 01:20,SE,$2013.8,$0.00,1,$760.00,0.38%,$1070.00,86.29%,,$0.00,$0.00
,Buy to Cover,27/02/2019 16:50,SX,$2006.2,,$760.00,$18600.00,,($170.00),75.00%,61.29%,$0.00,$0.00
274,Sell Short,05/03/2019 02:20,SE,$1971.5,$0.00,1,($150.00),-0.08%,$480.00,65.75%,,$0.00,$0.00
,Buy to Cover,05/03/2019 16:50,SX,$1973.0,,($150.00),$18450.00,,($250.00),13.70%,-20.55%,$0.00,$0.00
275,Sell Short,07/03/2019 00:35,SE,$1971.2,$0.00,1,$60.00,0.03%,$570.00,64.77%,,$0.00,$0.00
,Buy to Cover,07/03/2019 16:50,SX,$1970.6,,$60.00,$18510.00,,($310.00),42.05%,6.82%,$0.00,$0.00
276,Buy,12/03/2019 01:05,LE,$1981.6,$0.00,1,$460.00,0.23%,$570.00,68.67%,,$0.00,$0.00
,Sell,12/03/2019 16:50,LX,$1986.2,,$460.00,$18970.00,,($260.00),86.75%,55.42%,$0.00,$0.00
277,Buy,18/03/2019 02:45,LE,$1984.4,$0.00,1,$370.00,0.19%,$700.00,100.00%,,$0.00,$0.00
,Sell,18/03/2019 16:50,LX,$1988.1,,$370.00,$19340.00,,$0.00,52.86%,52.86%,$0.00,$0.00
278,Sell Short,19/03/2019 03:05,SE,$1989.6,$0.00,1,($150.00),-0.08%,$150.00,20.27%,,$0.00,$0.00
,Buy to Cover,19/03/2019 16:50,SX,$1991.1,,($150.00),$19190.00,,($590.00),59.46%,-20.27%,$0.00,$0.00
279,Buy,22/03/2019 02:20,LE,$1994.7,$0.00,1,$290.00,0.15%,$470.00,82.46%,,$0.00,$0.00
,Sell,22/03/2019 16:50,LX,$1997.6,,$290.00,$19480.00,,($100.00),68.42%,50.88%,$0.00,$0.00
280,Buy,25/03/2019 00:15,LE,$2000.2,$0.00,1,$640.00,0.32%,$900.00,90.91%,,$0.00,$0.00
,Sell,25/03/2019 16:50,LX,$2006.6,,$640.00,$20120.00,,($90.00),73.74%,64.65%,$0.00,$0.00
281,Sell Short,27/03/2019 00:25,SE,$2000.2,$0.00,1,$670.00,0.33%,$820.00,71.30%,,$0.00,$0.00
,Buy to Cover,27/03/2019 16:50,SX,$1993.5,,$670.00,$20790.00,,($330.00),86.96%,58.26%,$0.00,$0.00
282,Buy,01/04/2019 00:15,LE,$1976.7,$0.00,1,($630.00),-0.32%,$330.00,30.84%,,$0.00,$0.00
,Sell,01/04/2019 16:50,LX,$1970.4,,($630.00),$20160.00,,($740.00),10.28%,-58.88%,$0.00,$0.00
283,Sell Short,02/04/2019 00:25,SE,$1968.9,$0.00,1,($560.00),-0.28%,$110.00,15.94%,,$0.00,$0.00
,Buy to Cover,02/04/2019 16:50,SX,$1974.5,,($560.00),$19600.00,,($580.00),2.90%,-81.16%,$0.00,$0.00
284,Buy,03/04/2019 01:30,LE,$1976.0,$0.00,1,($350.00),-0.18%,$130.00,20.63%,,$0.00,$0.00
,Sell,03/04/2019 16:50,LX,$1972.5,,($350.00),$19250.00,,($500.00),23.81%,-55.56%,$0.00,$0.00
285,Buy,04/04/2019 00:10,LE,$1975.1,$0.00,1,$20.00,0.01%,$190.00,13.77%,,$0.00,$0.00
,Sell,04/04/2019 16:50,LX,$1975.3,,$20.00,$19270.00,,($1190.00),87.68%,1.45%,$0.00,$0.00
286,Buy,10/04/2019 02:25,LE,$1986.6,$0.00,1,$370.00,0.19%,$640.00,64.00%,,$0.00,$0.00
,Sell,10/04/2019 16:50,LX,$1990.3,,$370.00,$19640.00,,($360.00),73.00%,37.00%,$0.00,$0.00
287,Sell Short,15/04/2019 03:00,SE,$1968.1,$0.00,1,($110.00),-0.06%,$450.00,57.69%,,$0.00,$0.00
,Buy to Cover,15/04/2019 16:50,SX,$1969.2,,($110.00),$19530.00,,($330.00),28.21%,-14.10%,$0.00,$0.00
288,Sell Short,18/04/2019 00:35,SE,$1952.0,$0.00,1,($390.00),-0.20%,$70.00,10.45%,,$0.00,$0.00
,Buy to Cover,18/04/2019 16:50,SX,$1955.9,,($390.00),$19140.00,,($600.00),31.34%,-58.21%,$0.00,$0.00
289,Buy,22/04/2019 06:35,LE,$1959.8,$0.00,1,($470.00),-0.24%,$30.00,4.92%,,$0.00,$0.00
,Sell,22/04/2019 16:50,LX,$1955.1,,($470.00),$18670.00,,($580.00),18.03%,-77.05%,$0.00,$0.00
290,Sell Short,23/04/2019 01:35,SE,$1953.8,$0.00,1,$150.00,0.08%,$760.00,91.57%,,$0.00,$0.00
,Buy to Cover,23/04/2019 16:50,SX,$1952.3,,$150.00,$18820.00,,($70.00),26.51%,18.07%,$0.00,$0.00
291,Buy,25/04/2019 02:45,LE,$1957.0,$0.00,1,$10.00,0.01%,$610.00,79.22%,,$0.00,$0.00
,Sell,25/04/2019 16:50,LX,$1957.1,,$10.00,$18830.00,,($160.00),22.08%,1.30%,$0.00,$0.00
292,Buy,30/04/2019 00:10,LE,$1963.3,$0.00,1,$30.00,0.02%,$320.00,48.48%,,$0.00,$0.00
,Sell,30/04/2019 16:50,LX,$1963.6,,$30.00,$18860.00,,($340.00),56.06%,4.55%,$0.00,$0.00
293,Sell Short,01/05/2019 00:45,SE,$1959.3,$0.00,1,$350.00,0.18%,$650.00,43.62%,,$0.00,$0.00
,Buy to Cover,01/05/2019 16:50,SX,$1955.8,,$350.00,$19210.00,,($840.00),79.87%,23.49%,$0.00,$0.00
294,Buy,03/05/2019 00:10,LE,$1951.7,$0.00,1,$680.00,0.35%,$1050.00,70.47%,,$0.00,$0.00
,Sell,03/05/2019 16:50,LX,$1958.5,,$680.00,$19890.00,,($440.00),75.17%,45.64%,$0.00,$0.00
295,Buy,08/05/2019 01:05,LE,$1966.7,$0.00,1,($690.00),-0.35%,$440.00,34.92%,,$0.00,$0.00
,Sell,08/05/2019 16:50,LX,$1959.8,,($690.00),$19200.00,,($820.00),10.32%,-54.76%,$0.00,$0.00
296,Buy,10/05/2019 00:15,LE,$1964.5,$0.00,1,$40.00,0.02%,$410.00,65.08%,,$0.00,$0.00
,Sell,10/05/2019 16:50,LX,$1964.9,,$40.00,$19240.00,,($220.00),41.27%,6.35%,$0.00,$0.00
297,Sell Short,13/05/2019 00:15,SE,$1962.4,$0.00,1,($1650.00),-0.84%,$170.00,8.59%,,$0.00,$0.00
,Buy to Cover,13/05/2019 16:50,SX,$1978.9,,($1650.00),$17590.00,,($1810.00),8.08%,-83.33%,$0.00,$0.00
298,Sell Short,15/05/2019 00:15,SE,$1974.2,$0.00,1,($110.00),-0.06%,$230.00,28.40%,,$0.00,$0.00
,Buy to Cover,15/05/2019 16:50,SX,$1975.3,,($110.00),$17480.00,,($580.00),58.02%,-13.58%,$0.00,$0.00
299,Sell Short,20/05/2019 01:45,SE,$1953.9,$0.00,1,($200.00),-0.10%,$230.00,41.82%,,$0.00,$0.00
,Buy to Cover,20/05/2019 16:50,SX,$1955.9,,($200.00),$17280.00,,($320.00),21.82%,-36.36%,$0.00,$0.00
300,Buy,23/05/2019 02:00,LE,$1952.2,$0.00,1,$930.00,0.48%,$1320.00,91.67%,,$0.00,$0.00
,Sell,23/05/2019 16:50,LX,$1961.5,,$930.00,$18210.00,,($120.00),72.92%,64.58%,$0.00,$0.00
301,Sell Short,27/05/2019 03:20,SE,$1963.3,$0.00,1,$560.00,0.29%,$990.00,87.61%,,$0.00,$0.00
,Buy to Cover,28/05/2019 16:50,SX,$1957.7,,$560.00,$18770.00,,($140.00),61.95%,49.56%,$0.00,$0.00
302,Sell Short,07/06/2019 02:00,SE,$2009.3,$0.00,1,($860.00),-0.43%,$210.00,11.41%,,$0.00,$0.00
,Buy to Cover,07/06/2019 16:50,SX,$2017.9,,($860.00),$17910.00,,($1630.00),41.85%,-46.74%,$0.00,$0.00
303,Sell Short,11/06/2019 02:30,SE,$2004.4,$0.00,1,$90.00,0.04%,$790.00,85.87%,,$0.00,$0.00
,Buy to Cover,11/06/2019 16:50,SX,$2003.5,,$90.00,$18000.00,,($130.00),23.91%,9.78%,$0.00,$0.00
304,Buy,12/06/2019 01:50,LE,$2010.4,$0.00,1,($80.00),-0.04%,$480.00,55.17%,,$0.00,$0.00
,Sell,12/06/2019 16:50,LX,$2009.6,,($80.00),$17920.00,,($390.00),35.63%,-9.20%,$0.00,$0.00
305,Buy,18/06/2019 01:10,LE,$2018.5,$0.00,1,$450.00,0.22%,$1290.00,81.65%,,$0.00,$0.00
,Sell,18/06/2019 16:50,LX,$2023.0,,$450.00,$18370.00,,($290.00),46.84%,28.48%,$0.00,$0.00
306,Sell Short,24/06/2019 00:10,SE,$2078.1,$0.00,1,($1680.00),-0.81%,$90.00,4.33%,,$0.00,$0.00
,Buy to Cover,24/06/2019 16:50,SX,$2094.9,,($1680.00),$16690.00,,($1990.00),14.90%,-80.77%,$0.00,$0.00
307,Sell Short,25/06/2019 01:40,SE,$2099.3,$0.00,1,($50.00),-0.02%,$1130.00,45.75%,,$0.00,$0.00
,Buy to Cover,25/06/2019 16:50,SX,$2099.8,,($50.00),$16640.00,,($1340.00),52.23%,-2.02%,$0.00,$0.00
308,Sell Short,27/06/2019 00:25,SE,$2081.3,$0.00,1,($310.00),-0.15%,$700.00,62.50%,,$0.00,$0.00
,Buy to Cover,27/06/2019 16:50,SX,$2084.4,,($310.00),$16330.00,,($420.00),9.82%,-27.68%,$0.00,$0.00
309,Buy,02/07/2019 01:10,LE,$2067.2,$0.00,1,$2820.00,1.36%,$2970.00,91.67%,,$0.00,$0.00
,Sell,02/07/2019 16:50,LX,$2095.4,,$2820.00,$19150.00,,($270.00),95.37%,87.04%,$0.00,$0.00
310,Sell Short,04/07/2019 01:40,SE,$2092.0,$0.00,1,$1790.00,0.86%,$3050.00,79.84%,,$0.00,$0.00
,Buy to Cover,05/07/2019 16:50,SX,$2074.1,,$1790.00,$20940.00,,($770.00),67.02%,46.86%,$0.00,$0.00
311,Buy,09/07/2019 00:55,LE,$2070.8,$0.00,1,$170.00,0.08%,$450.00,30.20%,,$0.00,$0.00
,Sell,09/07/2019 16:50,LX,$2072.5,,$170.00,$21110.00,,($1040.00),81.21%,11.41%,$0.00,$0.00
312,Sell Short,10/07/2019 02:15,SE,$2066.0,$0.00,1,($2500.00),-1.21%,$130.00,4.94%,,$0.00,$0.00
,Buy to Cover,10/07/2019 14:10,Stop Loss,$2091.0,,($2500.00),$18610.00,,($2500.00),0.00%,-95.06%,$0.00,$0.00
313,Buy,12/07/2019 03:25,LE,$2084.7,$0.00,1,$480.00,0.23%,$710.00,49.31%,,$0.00,$0.00
,Sell,12/07/2019 16:50,LX,$2089.5,,$480.00,$19090.00,,($730.00),84.03%,33.33%,$0.00,$0.00
314,Buy,15/07/2019 03:00,LE,$2089.6,$0.00,1,($60.00),-0.03%,$220.00,22.92%,,$0.00,$0.00
,Sell,15/07/2019 16:50,LX,$2089.0,,($60.00),$19030.00,,($740.00),70.83%,-6.25%,$0.00,$0.00
315,Buy,16/07/2019 05:20,LE,$2090.3,$0.00,1,($1130.00),-0.54%,$60.00,3.77%,,$0.00,$0.00
,Sell,16/07/2019 16:50,LX,$2079.0,,($1130.00),$17900.00,,($1530.00),25.16%,-71.07%,$0.00,$0.00
316,Buy,22/07/2019 01:35,LE,$2102.5,$0.00,1,($460.00),-0.22%,$120.00,18.18%,,$0.00,$0.00
,Sell,22/07/2019 16:50,LX,$2097.9,,($460.00),$17440.00,,($540.00),12.12%,-69.70%,$0.00,$0.00
317,Sell Short,23/07/2019 01:35,SE,$2089.3,$0.00,1,($170.00),-0.08%,$180.00,10.71%,,$0.00,$0.00
,Buy to Cover,23/07/2019 16:50,SX,$2091.0,,($170.00),$17270.00,,($1500.00),79.17%,-10.12%,$0.00,$0.00
318,Buy,25/07/2019 02:45,LE,$2097.3,$0.00,1,($1030.00),-0.49%,$970.00,42.17%,,$0.00,$0.00
,Sell,25/07/2019 16:50,LX,$2087.0,,($1030.00),$16240.00,,($1330.00),13.04%,-44.78%,$0.00,$0.00
319,Sell Short,29/07/2019 01:35,SE,$2091.7,$0.00,1,($810.00),-0.39%,$420.00,31.58%,,$0.00,$0.00
,Buy to Cover,29/07/2019 16:50,SX,$2099.8,,($810.00),$15430.00,,($910.00),7.52%,-60.90%,$0.00,$0.00
320,Buy,05/08/2019 02:15,LE,$2128.3,$0.00,1,$760.00,0.36%,$1350.00,80.36%,,$0.00,$0.00
,Sell,05/08/2019 16:50,LX,$2135.9,,$760.00,$16190.00,,($330.00),64.88%,45.24%,$0.00,$0.00
321,Sell Short,12/08/2019 02:05,SE,$2166.5,$0.00,1,($2500.00),-1.15%,$790.00,24.01%,,$0.00,$0.00
,Buy to Cover,12/08/2019 14:45,Stop Loss,$2191.5,,($2500.00),$13690.00,,($2500.00),0.00%,-75.99%,$0.00,$0.00
322,Sell Short,15/08/2019 02:25,SE,$2186.2,$0.00,1,($870.00),-0.40%,$790.00,40.72%,,$0.00,$0.00
,Buy to Cover,15/08/2019 16:50,SX,$2194.9,,($870.00),$12820.00,,($1150.00),14.43%,-44.85%,$0.00,$0.00
323,Sell Short,16/08/2019 02:20,SE,$2187.3,$0.00,1,$450.00,0.21%,$1340.00,93.06%,,$0.00,$0.00
,Buy to Cover,16/08/2019 16:50,SX,$2182.8,,$450.00,$13270.00,,($100.00),38.19%,31.25%,$0.00,$0.00
324,Buy,20/08/2019 03:15,LE,$2169.0,$0.00,1,$840.00,0.39%,$980.00,91.59%,,$0.00,$0.00
,Sell,20/08/2019 16:50,LX,$2177.4,,$840.00,$14110.00,,($90.00),86.92%,78.50%,$0.00,$0.00
325,Sell Short,21/08/2019 01:15,SE,$2172.0,$0.00,1,($10.00),0.00%,$550.00,49.55%,,$0.00,$0.00
,Buy to Cover,21/08/2019 16:50,SX,$2172.1,,($10.00),$14100.00,,($560.00),49.55%,-0.90%,$0.00,$0.00
326,Sell Short,22/08/2019 00:50,SE,$2169.6,$0.00,1,$150.00,0.07%,$750.00,60.98%,,$0.00,$0.00
,Buy to Cover,22/08/2019 16:50,SX,$2168.1,,$150.00,$14250.00,,($480.00),51.22%,12.20%,$0.00,$0.00
