

Performance Summary

,,,,
TradeStation Performance Summary,,,,
,,,,
,All Trades,Long Trades,Short Trades,
,Sell,10/09/2021 16:50,LX,$2366.3,,($1240.00),$65700.00,,($1340.00),5.65%,-70.06%,$0.00,$0.00
543,Buy,13/09/2021 01:45,LE,$2371.0,$0.00,1,$90.00,0.04%,$620.00,43.97%,,$0.00,$0.00
,Sell,13/09/2021 16:50,LX,$2371.9,,$90.00,$65790.00,,($790.00),62.41%,6.38%,$0.00,$0.00
544,Buy,14/09/2021 03:10,LE,$2371.7,$0.00,1,$1250.00,0.53%,$1590.00,53.00%,,$0.00,$0.00
,Sell,14/09/2021 16:50,LX,$2384.2,,$1250.00,$67040.00,,($1410.00),88.67%,41.67%,$0.00,$0.00
545,Sell Short,16/09/2021 00:10,SE,$2368.3,$0.00,1,$3920.00,1.66%,$4580.00,96.22%,,$0.00,$0.00
,Buy to Cover,16/09/2021 16:50,SX,$2329.1,,$3920.00,$70960.00,,($180.00),86.13%,82.35%,$0.00,$0.00
546,Buy,22/09/2021 01:55,LE,$2356.7,$0.00,1,($1120.00),-0.48%,$870.00,36.55%,,$0.00,$0.00
,Sell,22/09/2021 16:50,LX,$2345.5,,($1120.00),$69840.00,,($1510.00),16.39%,-47.06%,$0.00,$0.00
547,Sell Short,23/09/2021 03:15,SE,$2337.9,$0.00,1,$2210.00,0.95%,$2340.00,59.09%,,$0.00,$0.00
,Buy to Cover,23/09/2021 16:50,SX,$2315.8,,$2210.00,$72050.00,,($1620.00),96.72%,55.81%,$0.00,$0.00
548,Sell Short,27/09/2021 03:55,SE,$2332.2,$0.00,1,$470.00,0.20%,$1050.00,77.21%,,$0.00,$0.00
,Buy to Cover,27/09/2021 16:50,SX,$2327.5,,$470.00,$72520.00,,($310.00),57.35%,34.56%,$0.00,$0.00
549,Sell Short,28/09/2021 02:20,SE,$2323.3,$0.00,1,$1250.00,0.54%,$1850.00,100.00%,,$0.00,$0.00
,Buy to Cover,28/09/2021 16:50,SX,$2310.8,,$1250.00,$73770.00,,$0.00,67.57%,67.57%,$0.00,$0.00
550,Sell Short,04/10/2021 02:45,SE,$2334.9,$0.00,1,($1130.00),-0.48%,$1020.00,42.86%,,$0.00,$0.00
,Buy to Cover,04/10/2021 16:50,SX,$2346.2,,($1130.00),$72640.00,,($1360.00),9.66%,-47.48%,$0.00,$0.00
551,Sell Short,06/10/2021 00:10,SE,$2331.3,$0.00,1,($980.00),-0.42%,$890.00,43.41%,,$0.00,$0.00
,Buy to Cover,06/10/2021 16:50,SX,$2341.1,,($980.00),$71660.00,,($1160.00),8.78%,-47.80%,$0.00,$0.00
552,Sell Short,07/10/2021 01:30,SE,$2335.0,$0.00,1,$290.00,0.12%,$600.00,38.22%,,$0.00,$0.00
,Buy to Cover,07/10/2021 16:50,SX,$2332.1,,$290.00,$71950.00,,($970.00),80.25%,18.47%,$0.00,$0.00
553,Buy,08/10/2021 02:25,LE,$2337.6,$0.00,1,($390.00),-0.17%,$2180.00,77.58%,,$0.00,$0.00
,Sell,08/10/2021 16:50,LX,$2333.7,,($390.00),$71560.00,,($630.00),8.54%,-13.88%,$0.00,$0.00
554,Buy,12/10/2021 01:10,LE,$2336.3,$0.00,1,$160.00,0.07%,$1070.00,66.46%,,$0.00,$0.00
,Sell,12/10/2021 16:50,LX,$2337.9,,$160.00,$71720.00,,($540.00),43.48%,9.94%,$0.00,$0.00
555,Sell Short,15/10/2021 01:00,SE,$2371.9,$0.00,1,$2700.00,1.14%,$2980.00,98.35%,,$0.00,$0.00
,Buy to Cover,15/10/2021 16:50,SX,$2344.9,,$2700.00,$74420.00,,($50.00),90.76%,89.11%,$0.00,$0.00
556,Buy,19/10/2021 00:10,LE,$2352.6,$0.00,1,($650.00),-0.28%,$1040.00,55.61%,,$0.00,$0.00
,Sell,19/10/2021 16:50,LX,$2346.1,,($650.00),$73770.00,,($830.00),9.63%,-34.76%,$0.00,$0.00
557,Sell Short,21/10/2021 03:05,SE,$2359.6,$0.00,1,($40.00),-0.02%,$580.00,48.74%,,$0.00,$0.00
,Buy to Cover,21/10/2021 16:50,SX,$2360.0,,($40.00),$73730.00,,($610.00),47.90%,-3.36%,$0.00,$0.00
558,Sell Short,26/10/2021 00:15,SE,$2381.2,$0.00,1,$960.00,0.40%,$2120.00,84.80%,,$0.00,$0.00
,Buy to Cover,26/10/2021 16:50,SX,$2371.6,,$960.00,$74690.00,,($380.00),53.60%,38.40%,$0.00,$0.00
559,Buy,28/10/2021 02:35,LE,$2382.1,$0.00,1,($440.00),-0.18%,$760.00,38.78%,,$0.00,$0.00
,Sell,28/10/2021 16:50,LX,$2377.7,,($440.00),$74250.00,,($1200.00),38.78%,-22.45%,$0.00,$0.00
560,Buy,02/11/2021 00:20,LE,$2371.4,$0.00,1,($550.00),-0.23%,$340.00,32.69%,,$0.00,$0.00
,Sell,02/11/2021 16:50,LX,$2365.9,,($550.00),$73700.00,,($700.00),14.42%,-52.88%,$0.00,$0.00
561,Sell Short,03/11/2021 02:20,SE,$2356.8,$0.00,1,$700.00,0.30%,$2130.00,75.27%,,$0.00,$0.00
,Buy to Cover,03/11/2021 16:50,SX,$2349.8,,$700.00,$74400.00,,($700.00),49.47%,24.73%,$0.00,$0.00
562,Sell Short,09/11/2021 02:40,SE,$2400.4,$0.00,1,($1030.00),-0.43%,$240.00,17.39%,,$0.00,$0.00
,Buy to Cover,09/11/2021 16:50,SX,$2410.7,,($1030.00),$73370.00,,($1140.00),7.97%,-74.64%,$0.00,$0.00
563,Sell Short,10/11/2021 00:45,SE,$2404.5,$0.00,1,($2500.00),-1.04%,$450.00,15.25%,,$0.00,$0.00
,Buy to Cover,10/11/2021 08:45,Stop Loss,$2429.5,,($2500.00),$70870.00,,($2500.00),0.00%,-84.75%,$0.00,$0.00
564,Sell Short,12/11/2021 03:20,SE,$2434.2,$0.00,1,($980.00),-0.40%,$970.00,40.59%,,$0.00,$0.00
,Buy to Cover,12/11/2021 16:50,SX,$2444.0,,($980.00),$69890.00,,($1420.00),18.41%,-41.00%,$0.00,$0.00
565,Sell Short,16/11/2021 02:30,SE,$2441.9,$0.00,1,$1340.00,0.55%,$1390.00,48.77%,,$0.00,$0.00
,Buy to Cover,16/11/2021 16:50,SX,$2428.5,,$1340.00,$71230.00,,($1460.00),98.25%,47.02%,$0.00,$0.00
566,Sell Short,18/11/2021 01:35,SE,$2443.3,$0.00,1,$550.00,0.23%,$970.00,62.99%,,$0.00,$0.00
,Buy to Cover,18/11/2021 16:50,SX,$2437.8,,$550.00,$71780.00,,($570.00),72.73%,35.71%,$0.00,$0.00
567,Sell Short,19/11/2021 02:00,SE,$2437.5,$0.00,1,$1250.00,0.51%,$1630.00,68.20%,,$0.00,$0.00
,Buy to Cover,19/11/2021 16:50,SX,$2425.0,,$1250.00,$73030.00,,($760.00),84.10%,52.30%,$0.00,$0.00
568,Buy,24/11/2021 02:15,LE,$2373.2,$0.00,1,($690.00),-0.29%,$0.00,0.00%,,$0.00,$0.00
,Sell,24/11/2021 16:50,LX,$2366.3,,($690.00),$72340.00,,($1880.00),63.30%,-36.70%,$0.00,$0.00
569,Buy,26/11/2021 01:45,LE,$2378.8,$0.00,1,($1710.00),-0.72%,$1490.00,39.52%,,$0.00,$0.00
,Sell,29/11/2021 16:50,LX,$2361.7,,($1710.00),$70630.00,,($2280.00),15.12%,-45.36%,$0.00,$0.00
570,Buy,30/11/2021 00:20,LE,$2366.2,$0.00,1,($1650.00),-0.70%,$1960.00,48.76%,,$0.00,$0.00
,Sell,30/11/2021 16:50,LX,$2349.7,,($1650.00),$68980.00,,($2060.00),10.20%,-41.04%,$0.00,$0.00
571,Sell Short,02/12/2021 00:45,SE,$2351.4,$0.00,1,$720.00,0.31%,$1480.00,72.20%,,$0.00,$0.00
,Buy to Cover,02/12/2021 16:50,SX,$2344.2,,$720.00,$69700.00,,($570.00),62.93%,35.12%,$0.00,$0.00
572,Sell Short,06/12/2021 03:20,SE,$2355.7,$0.00,1,$210.00,0.09%,$490.00,50.52%,,$0.00,$0.00
,Buy to Cover,06/12/2021 16:50,SX,$2353.6,,$210.00,$69910.00,,($480.00),71.13%,21.65%,$0.00,$0.00
573,Buy,07/12/2021 01:10,LE,$2357.2,$0.00,1,$210.00,0.09%,$650.00,38.46%,,$0.00,$0.00
,Sell,07/12/2021 16:50,LX,$2359.3,,$210.00,$70120.00,,($1040.00),73.96%,12.43%,$0.00,$0.00
574,Sell Short,14/12/2021 02:50,SE,$2359.9,$0.00,1,$1380.00,0.58%,$1940.00,96.04%,,$0.00,$0.00
,Buy to Cover,14/12/2021 16:50,SX,$2346.1,,$1380.00,$71500.00,,($80.00),72.28%,68.32%,$0.00,$0.00
575,Buy,20/12/2021 00:20,LE,$2377.7,$0.00,1,($1360.00),-0.57%,$130.00,8.33%,,$0.00,$0.00
,Sell,20/12/2021 16:50,LX,$2364.1,,($1360.00),$70140.00,,($1430.00),4.49%,-87.18%,$0.00,$0.00
576,Buy,21/12/2021 00:35,LE,$2367.5,$0.00,1,($390.00),-0.16%,$860.00,51.50%,,$0.00,$0.00
,Sell,21/12/2021 16:50,LX,$2363.6,,($390.00),$69750.00,,($810.00),25.15%,-23.35%,$0.00,$0.00
577,Sell Short,27/12/2021 02:35,SE,$2383.8,$0.00,1,($300.00),-0.13%,$580.00,52.73%,,$0.00,$0.00
,Buy to Cover,27/12/2021 16:50,SX,$2386.8,,($300.00),$69450.00,,($520.00),20.00%,-27.27%,$0.00,$0.00
578,Buy,28/12/2021 00:45,LE,$2387.9,$0.00,1,($750.00),-0.31%,$810.00,50.31%,,$0.00,$0.00
,Sell,28/12/2021 16:50,LX,$2380.4,,($750.00),$68700.00,,($800.00),3.11%,-46.58%,$0.00,$0.00
579,Sell Short,03/01/2022 00:30,SE,$2399.4,$0.00,1,$2370.00,0.99%,$2680.00,89.93%,,$0.00,$0.00
,Buy to Cover,03/01/2022 16:50,SX,$2375.7,,$2370.00,$71070.00,,($300.00),89.60%,79.53%,$0.00,$0.00
580,Buy,05/01/2022 01:20,LE,$2391.2,$0.00,1,($680.00),-0.28%,$1390.00,61.78%,,$0.00,$0.00
,Sell,05/01/2022 16:50,LX,$2384.4,,($680.00),$70390.00,,($860.00),8.00%,-30.22%,$0.00,$0.00
581,Sell Short,10/01/2022 02:15,SE,$2364.9,$0.00,1,($1100.00),-0.47%,$120.00,9.45%,,$0.00,$0.00
,Buy to Cover,10/01/2022 16:50,SX,$2375.9,,($1100.00),$69290.00,,($1150.00),3.94%,-86.61%,$0.00,$0.00
582,Buy,11/01/2022 00:55,LE,$2381.8,$0.00,1,$1470.00,0.62%,$1570.00,71.36%,,$0.00,$0.00
,Sell,11/01/2022 16:50,LX,$2396.5,,$1470.00,$70760.00,,($630.00),95.45%,66.82%,$0.00,$0.00
583,Buy,13/01/2022 00:10,LE,$2401.1,$0.00,1,($430.00),-0.18%,$160.00,9.70%,,$0.00,$0.00
,Sell,13/01/2022 16:50,LX,$2396.8,,($430.00),$70330.00,,($1490.00),64.24%,-26.06%,$0.00,$0.00
584,Buy,17/01/2022 00:45,LE,$2394.2,$0.00,1,($670.00),-0.28%,$310.00,17.03%,,$0.00,$0.00
,Sell,18/01/2022 16:50,LX,$2387.5,,($670.00),$69660.00,,($1510.00),46.15%,-36.81%,$0.00,$0.00
585,Sell Short,28/01/2022 02:05,SE,$2369.5,$0.00,1,$590.00,0.25%,$1680.00,93.33%,,$0.00,$0.00
,Buy to Cover,28/01/2022 16:50,SX,$2363.6,,$590.00,$70250.00,,($120.00),39.44%,32.78%,$0.00,$0.00
586,Buy,31/01/2022 03:05,LE,$2362.4,$0.00,1,$820.00,0.35%,$1060.00,79.10%,,$0.00,$0.00
,Sell,31/01/2022 16:50,LX,$2370.6,,$820.00,$71070.00,,($280.00),82.09%,61.19%,$0.00,$0.00
587,Buy,01/02/2022 00:15,LE,$2372.8,$0.00,1,$50.00,0.02%,$900.00,77.59%,,$0.00,$0.00
,Sell,01/02/2022 16:50,LX,$2373.3,,$50.00,$71120.00,,($260.00),26.72%,4.31%,$0.00,$0.00
588,Sell Short,02/02/2022 00:10,SE,$2369.7,$0.00,1,($1030.00),-0.43%,$300.00,17.24%,,$0.00,$0.00
,Buy to Cover,02/02/2022 16:50,SX,$2380.0,,($1030.00),$70090.00,,($1440.00),23.56%,-59.20%,$0.00,$0.00
589,Sell Short,08/02/2022 00:10,SE,$2393.0,$0.00,1,($630.00),-0.26%,$490.00,35.25%,,$0.00,$0.00
,Buy to Cover,08/02/2022 16:50,SX,$2399.3,,($630.00),$69460.00,,($900.00),19.42%,-45.32%,$0.00,$0.00
590,Sell Short,09/02/2022 02:45,SE,$2398.7,$0.00,1,($680.00),-0.28%,$110.00,9.48%,,$0.00,$0.00
,Buy to Cover,09/02/2022 16:50,SX,$2405.5,,($680.00),$68780.00,,($1050.00),31.90%,-58.62%,$0.00,$0.00
591,Buy,10/02/2022 00:50,LE,$2407.8,$0.00,1,($820.00),-0.34%,$760.00,35.35%,,$0.00,$0.00
,Sell,10/02/2022 16:50,LX,$2399.6,,($820.00),$67960.00,,($1390.00),26.51%,-38.14%,$0.00,$0.00
592,Sell Short,15/02/2022 03:15,SE,$2444.5,$0.00,1,$1750.00,0.72%,$2700.00,96.43%,,$0.00,$0.00
,Buy to Cover,15/02/2022 16:50,SX,$2427.0,,$1750.00,$69710.00,,($100.00),66.07%,62.50%,$0.00,$0.00
593,Buy,17/02/2022 01:10,LE,$2451.0,$0.00,1,$2140.00,0.87%,$2510.00,87.46%,,$0.00,$0.00
,Sell,17/02/2022 16:50,LX,$2472.4,,$2140.00,$71850.00,,($360.00),87.11%,74.56%,$0.00,$0.00
594,Buy,24/02/2022 04:40,LE,$2523.1,$0.00,1,($2500.00),-0.99%,$2550.00,50.50%,,$0.00,$0.00
,Sell,24/02/2022 10:20,Stop Loss,$2498.1,,($2500.00),$69350.00,,($2500.00),0.00%,-49.50%,$0.00,$0.00
595,Sell Short,28/02/2022 02:30,SE,$2477.3,$0.00,1,($480.00),-0.19%,$1300.00,45.61%,,$0.00,$0.00
,Buy to Cover,28/02/2022 16:50,SX,$2482.1,,($480.00),$68870.00,,($1550.00),37.54%,-16.84%,$0.00,$0.00
596,Sell Short,03/03/2022 00:10,SE,$2497.6,$0.00,1,($1410.00),-0.56%,$240.00,11.16%,,$0.00,$0.00
,Buy to Cover,03/03/2022 16:50,SX,$2511.7,,($1410.00),$67460.00,,($1910.00),23.26%,-65.58%,$0.00,$0.00
597,Buy,04/03/2022 04:10,LE,$2515.9,$0.00,1,$2810.00,1.12%,$2990.00,94.92%,,$0.00,$0.00
,Sell,04/03/2022 16:50,LX,$2544.0,,$2810.00,$70270.00,,($160.00),94.29%,89.21%,$0.00,$0.00
598,Buy,08/03/2022 01:20,LE,$2574.7,$0.00,1,$5710.00,2.22%,$7620.00,100.00%,,$0.00,$0.00
,Sell,08/03/2022 16:50,LX,$2631.8,,$5710.00,$75980.00,,$0.00,74.93%,74.93%,$0.00,$0.00
599,Buy,10/03/2022 01:25,LE,$2563.4,$0.00,1,$940.00,0.37%,$2380.00,68.19%,,$0.00,$0.00
,Sell,10/03/2022 16:50,LX,$2572.8,,$940.00,$76920.00,,($1110.00),58.74%,26.93%,$0.00,$0.00
600,Sell Short,11/03/2022 00:15,SE,$2562.9,$0.00,1,$70.00,0.03%,$3020.00,75.50%,,$0.00,$0.00
,Buy to Cover,11/03/2022 16:50,SX,$2562.2,,$70.00,$76990.00,,($980.00),26.25%,1.75%,$0.00,$0.00
601,Sell Short,15/03/2022 00:25,SE,$2513.4,$0.00,1,$2420.00,0.96%,$3320.00,92.48%,,$0.00,$0.00
,Buy to Cover,15/03/2022 16:50,SX,$2489.2,,$2420.00,$79410.00,,($270.00),74.93%,67.41%,$0.00,$0.00
602,Sell Short,17/03/2022 03:25,SE,$2503.5,$0.00,1,($1020.00),-0.41%,$90.00,4.39%,,$0.00,$0.00
,Buy to Cover,17/03/2022 16:50,SX,$2513.7,,($1020.00),$78390.00,,($1960.00),45.85%,-49.76%,$0.00,$0.00
603,Sell Short,18/03/2022 05:40,SE,$2502.6,$0.00,1,$1080.00,0.43%,$1250.00,52.30%,,$0.00,$0.00
,Buy to Cover,18/03/2022 16:50,SX,$2491.8,,$1080.00,$79470.00,,($1140.00),92.89%,45.19%,$0.00,$0.00
604,Buy,22/03/2022 01:40,LE,$2511.1,$0.00,1,($2500.00),-1.00%,$50.00,1.96%,,$0.00,$0.00
,Sell,22/03/2022 10:05,Stop Loss,$2486.1,,($2500.00),$76970.00,,($2500.00),0.00%,-98.04%,$0.00,$0.00
605,Sell Short,25/03/2022 01:30,SE,$2530.3,$0.00,1,$350.00,0.14%,$1560.00,79.19%,,$0.00,$0.00
,Buy to Cover,25/03/2022 16:50,SX,$2526.8,,$350.00,$77320.00,,($410.00),38.58%,17.77%,$0.00,$0.00
606,Sell Short,31/03/2022 00:30,SE,$2494.9,$0.00,1,($2500.00),-1.00%,$470.00,15.82%,,$0.00,$0.00
,Buy to Cover,31/03/2022 13:20,Stop Loss,$2519.9,,($2500.00),$74820.00,,($2500.00),0.00%,-84.18%,$0.00,$0.00
607,Sell Short,04/04/2022 00:15,SE,$2488.9,$0.00,1,($1520.00),-0.61%,$350.00,14.96%,,$0.00,$0.00
,Buy to Cover,04/04/2022 16:50,SX,$2504.1,,($1520.00),$73300.00,,($1990.00),20.09%,-64.96%,$0.00,$0.00
608,Sell Short,08/04/2022 00:40,SE,$2498.3,$0.00,1,($1840.00),-0.74%,$70.00,3.21%,,$0.00,$0.00
,Buy to Cover,08/04/2022 16:50,SX,$2516.7,,($1840.00),$71460.00,,($2110.00),12.39%,-84.40%,$0.00,$0.00
609,Sell Short,14/04/2022 01:25,SE,$2543.2,$0.00,1,$60.00,0.02%,$1330.00,63.03%,,$0.00,$0.00
,Buy to Cover,14/04/2022 16:50,SX,$2542.6,,$60.00,$71520.00,,($780.00),39.81%,2.84%,$0.00,$0.00
610,Sell Short,21/04/2022 01:15,SE,$2519.6,$0.00,1,($120.00),-0.05%,$1440.00,78.69%,,$0.00,$0.00
,Buy to Cover,21/04/2022 16:50,SX,$2520.8,,($120.00),$71400.00,,($390.00),14.75%,-6.56%,$0.00,$0.00
611,Sell Short,27/04/2022 00:35,SE,$2464.2,$0.00,1,$1050.00,0.43%,$1540.00,58.11%,,$0.00,$0.00
,Buy to Cover,27/04/2022 16:50,SX,$2453.7,,$1050.00,$72450.00,,($1110.00),81.51%,39.62%,$0.00,$0.00
612,Sell Short,04/05/2022 02:05,SE,$2428.7,$0.00,1,($2500.00),-1.03%,$40.00,1.57%,,$0.00,$0.00
,Buy to Cover,04/05/2022 14:55,Stop Loss,$2453.7,,($2500.00),$69950.00,,($2500.00),0.00%,-98.43%,$0.00,$0.00
613,Sell Short,09/05/2022 00:50,SE,$2440.2,$0.00,1,$1920.00,0.79%,$2200.00,97.78%,,$0.00,$0.00
,Buy to Cover,09/05/2022 16:50,SX,$2421.0,,$1920.00,$71870.00,,($50.00),87.56%,85.33%,$0.00,$0.00
614,Buy,11/05/2022 02:20,LE,$2405.7,$0.00,1,$1360.00,0.57%,$1930.00,79.42%,,$0.00,$0.00
,Sell,11/05/2022 16:50,LX,$2419.3,,$1360.00,$73230.00,,($500.00),76.54%,55.97%,$0.00,$0.00
615,Sell Short,12/05/2022 00:40,SE,$2418.8,$0.00,1,$2980.00,1.23%,$3120.00,93.13%,,$0.00,$0.00
,Buy to Cover,12/05/2022 16:50,SX,$2389.0,,$2980.00,$76210.00,,($230.00),95.82%,88.96%,$0.00,$0.00
616,Buy,18/05/2022 03:30,LE,$2380.2,$0.00,1,$200.00,0.08%,$990.00,55.31%,,$0.00,$0.00
,Sell,18/05/2022 16:50,LX,$2382.2,,$200.00,$76410.00,,($800.00),55.87%,11.17%,$0.00,$0.00
617,Sell Short,19/05/2022 01:20,SE,$2378.8,$0.00,1,($2500.00),-1.05%,$320.00,11.35%,,$0.00,$0.00
,Buy to Cover,19/05/2022 08:40,Stop Loss,$2403.8,,($2500.00),$73910.00,,($2500.00),0.00%,-88.65%,$0.00,$0.00
618,Buy,23/05/2022 00:15,LE,$2420.9,$0.00,1,($170.00),-0.07%,$1060.00,56.08%,,$0.00,$0.00
,Sell,23/05/2022 16:50,LX,$2419.2,,($170.00),$73740.00,,($830.00),34.92%,-8.99%,$0.00,$0.00
619,Buy,27/05/2022 03:20,LE,$2421.7,$0.00,1,($340.00),-0.14%,$620.00,43.36%,,$0.00,$0.00
,Sell,27/05/2022 16:50,LX,$2418.3,,($340.00),$73400.00,,($810.00),32.87%,-23.78%,$0.00,$0.00
620,Buy,30/05/2022 01:10,LE,$2426.8,$0.00,1,($2500.00),-1.03%,$210.00,7.75%,,$0.00,$0.00
,Sell,31/05/2022 15:10,Stop Loss,$2401.8,,($2500.00),$70900.00,,($2500.00),0.00%,-92.25%,$0.00,$0.00
621,Buy,07/06/2022 00:20,LE,$2405.9,$0.00,1,$1020.00,0.42%,$1330.00,74.72%,,$0.00,$0.00
,Sell,07/06/2022 16:50,LX,$2416.1,,$1020.00,$71920.00,,($450.00),82.58%,57.30%,$0.00,$0.00
622,Buy,15/06/2022 02:40,LE,$2384.1,$0.00,1,$1390.00,0.58%,$2230.00,72.88%,,$0.00,$0.00
,Sell,15/06/2022 16:50,LX,$2398.0,,$1390.00,$73310.00,,($830.00),72.55%,45.42%,$0.00,$0.00
623,Sell Short,20/06/2022 06:05,SE,$2401.7,$0.00,1,$550.00,0.23%,$1000.00,64.52%,,$0.00,$0.00
,Buy to Cover,21/06/2022 16:50,SX,$2396.2,,$550.00,$73860.00,,($550.00),70.97%,35.48%,$0.00,$0.00
624,Buy,24/06/2022 01:00,LE,$2388.6,$0.00,1,$90.00,0.04%,$610.00,38.12%,,$0.00,$0.00
,Sell,24/06/2022 16:50,LX,$2389.5,,$90.00,$73950.00,,($990.00),67.50%,5.63%,$0.00,$0.00
625,Buy,27/06/2022 01:30,LE,$2399.8,$0.00,1,($1430.00),-0.60%,$400.00,19.05%,,$0.00,$0.00
,Sell,27/06/2022 16:50,LX,$2385.5,,($1430.00),$72520.00,,($1700.00),12.86%,-68.10%,$0.00,$0.00
626,Sell Short,29/06/2022 02:35,SE,$2380.6,$0.00,1,$0.00,0.00%,$890.00,36.78%,,$0.00,$0.00
,Buy to Cover,29/06/2022 16:50,SX,$2380.6,,$0.00,$72520.00,,($1530.00),63.22%,0.00%,$0.00,$0.00
627,Sell Short,05/07/2022 03:10,SE,$2369.5,$0.00,1,$4360.00,1.84%,$4550.00,99.78%,,$0.00,$0.00
,Buy to Cover,05/07/2022 16:50,SX,$2325.9,,$4360.00,$76880.00,,($10.00),95.83%,95.61%,$0.00,$0.00
628,Buy,07/07/2022 00:20,LE,$2306.2,$0.00,1,($620.00),-0.27%,$300.00,25.42%,,$0.00,$0.00
,Sell,07/07/2022 16:50,LX,$2300.0,,($620.00),$76260.00,,($880.00),22.03%,-52.54%,$0.00,$0.00
629,Buy,12/07/2022 03:35,LE,$2296.2,$0.00,1,($1110.00),-0.48%,$270.00,17.76%,,$0.00,$0.00
,Sell,12/07/2022 16:50,LX,$2285.1,,($1110.00),$75150.00,,($1250.00),9.21%,-73.03%,$0.00,$0.00
630,Sell Short,20/07/2022 01:25,SE,$2268.5,$0.00,1,$1380.00,0.61%,$1740.00,76.99%,,$0.00,$0.00
,Buy to Cover,20/07/2022 16:50,SX,$2254.7,,$1380.00,$76530.00,,($520.00),84.07%,61.06%,$0.00,$0.00
631,Sell Short,26/07/2022 05:25,SE,$2279.9,$0.00,1,$360.00,0.16%,$740.00,87.06%,,$0.00,$0.00
,Buy to Cover,26/07/2022 16:50,SX,$2276.3,,$360.00,$76890.00,,($110.00),55.29%,42.35%,$0.00,$0.00
632,Buy,27/07/2022 03:05,LE,$2279.0,$0.00,1,$1610.00,0.71%,$2220.00,71.15%,,$0.00,$0.00
,Sell,27/07/2022 16:50,LX,$2295.1,,$1610.00,$78500.00,,($900.00),80.45%,51.60%,$0.00,$0.00
633,Sell Short,29/07/2022 05:30,SE,$2318.3,$0.00,1,($720.00),-0.31%,$690.00,43.95%,,$0.00,$0.00
,Buy to Cover,29/07/2022 16:50,SX,$2325.5,,($720.00),$77780.00,,($880.00),10.19%,-45.86%,$0.00,$0.00
634,Sell Short,01/08/2022 00:15,SE,$2320.2,$0.00,1,($1180.00),-0.51%,$290.00,15.93%,,$0.00,$0.00
,Buy to Cover,01/08/2022 16:50,SX,$2332.0,,($1180.00),$76600.00,,($1530.00),19.23%,-64.84%,$0.00,$0.00
635,Buy,04/08/2022 01:25,LE,$2331.6,$0.00,1,$1970.00,0.84%,$2340.00,86.99%,,$0.00,$0.00
,Sell,04/08/2022 16:50,LX,$2351.3,,$1970.00,$78570.00,,($350.00),86.25%,73.23%,$0.00,$0.00
636,Sell Short,08/08/2022 01:10,SE,$2330.1,$0.00,1,($1810.00),-0.78%,$20.00,1.03%,,$0.00,$0.00
,Buy to Cover,08/08/2022 16:50,SX,$2348.2,,($1810.00),$76760.00,,($1930.00),6.15%,-92.82%,$0.00,$0.00
637,Buy,09/08/2022 04:05,LE,$2348.8,$0.00,1,$510.00,0.22%,$1120.00,86.15%,,$0.00,$0.00
,Sell,09/08/2022 16:50,LX,$2353.9,,$510.00,$77270.00,,($180.00),53.08%,39.23%,$0.00,$0.00
638,Sell Short,10/08/2022 00:25,SE,$2349.8,$0.00,1,($20.00),-0.01%,$350.00,16.43%,,$0.00,$0.00
,Buy to Cover,10/08/2022 16:50,SX,$2350.0,,($20.00),$77250.00,,($1780.00),82.63%,-0.94%,$0.00,$0.00
639,Buy,12/08/2022 00:10,LE,$2349.9,$0.00,1,$1020.00,0.43%,$1170.00,61.58%,,$0.00,$0.00
,Sell,12/08/2022 16:50,LX,$2360.1,,$1020.00,$78270.00,,($730.00),92.11%,53.68%,$0.00,$0.00
640,Buy,17/08/2022 00:30,LE,$2334.5,$0.00,1,($1400.00),-0.60%,$510.00,22.47%,,$0.00,$0.00
,Sell,17/08/2022 16:50,LX,$2320.5,,($1400.00),$76870.00,,($1760.00),15.86%,-61.67%,$0.00,$0.00
641,Sell Short,19/08/2022 00:10,SE,$2309.6,$0.00,1,$550.00,0.24%,$750.00,58.14%,,$0.00,$0.00
,Buy to Cover,19/08/2022 16:50,SX,$2304.1,,$550.00,$77420.00,,($540.00),84.50%,42.64%,$0.00,$0.00
642,Sell Short,22/08/2022 00:15,SE,$2301.1,$0.00,1,$1000.00,0.43%,$1790.00,95.72%,,$0.00,$0.00
,Buy to Cover,22/08/2022 16:50,SX,$2291.1,,$1000.00,$78420.00,,($80.00),57.75%,53.48%,$0.00,$0.00
643,Buy,31/08/2022 00:10,LE,$2279.0,$0.00,1,($1390.00),-0.61%,$200.00,11.49%,,$0.00,$0.00
,Sell,31/08/2022 16:50,LX,$2265.1,,($1390.00),$77030.00,,($1540.00),8.62%,-79.89%,$0.00,$0.00
644,Sell Short,01/09/2022 04:20,SE,$2256.3,$0.00,1,$590.00,0.26%,$1420.00,68.93%,,$0.00,$0.00
,Buy to Cover,01/09/2022 16:50,SX,$2250.4,,$590.00,$77620.00,,($640.00),59.71%,28.64%,$0.00,$0.00
645,Buy,05/09/2022 00:30,LE,$2266.9,$0.00,1,$200.00,0.09%,$1350.00,73.77%,,$0.00,$0.00
,Sell,06/09/2022 03:20,SE,$2268.9,,$200.00,$77820.00,,($480.00),37.16%,10.93%,$0.00,$0.00
646,Sell Short,06/09/2022 03:20,SE,$2268.9,$0.00,1,$1380.00,0.61%,$1530.00,88.44%,,$0.00,$0.00
